municipio,municipio_lat,municipio_lon,propertyCode,precio,banos,habitaciones,tamano_m2,direccion,barrio,url
Majadahonda,40.47283,-3.872304,105164753,1350.0,1,1,62.0,"calle Real, 59",Alto de la Jabonería,https://www.idealista.com/inmueble/105164753/
Majadahonda,40.47283,-3.872304,109850629,1995.0,2,3,147.0,calle de la Cornisa,Yucatán- Las Cornisas,https://www.idealista.com/inmueble/109850629/
Majadahonda,40.47283,-3.872304,109895617,2000.0,2,3,152.0,calle Cruces,Casco Antiguo,https://www.idealista.com/inmueble/109895617/
Majadahonda,40.47283,-3.872304,109455409,1300.0,2,1,49.0,Casco Antiguo,,https://www.idealista.com/inmueble/109455409/
Majadahonda,40.47283,-3.872304,107110404,2750.0,2,4,197.0,"calle Joaquín Turina, 7",,https://www.idealista.com/inmueble/107110404/
Majadahonda,40.47283,-3.872304,109854562,2100.0,1,1,55.0,Barrio El Burgo,El Burgo,https://www.idealista.com/inmueble/109854562/
Majadahonda,40.47283,-3.872304,109979552,1100.0,1,1,60.0,Barrio El Burgo,El Burgo,https://www.idealista.com/inmueble/109979552/
Majadahonda,40.47283,-3.872304,110031884,2500.0,3,3,150.0,calle Huertas,,https://www.idealista.com/inmueble/110031884/
Majadahonda,40.47283,-3.872304,109214675,1750.0,2,4,124.0,"camino del Tomillarón, 9",Marazuela- El Torreón,https://www.idealista.com/inmueble/109214675/
Majadahonda,40.47283,-3.872304,107195099,4500.0,2,3,140.0,calle Salvador Dalí,,https://www.idealista.com/inmueble/107195099/
Majadahonda,40.47283,-3.872304,109594952,1250.0,1,2,113.0,calle de la Oliva,Zona Estación,https://www.idealista.com/inmueble/109594952/
Majadahonda,40.47283,-3.872304,106066533,2600.0,2,2,80.0,Barrio Casco Antiguo,Casco Antiguo,https://www.idealista.com/inmueble/106066533/
Majadahonda,40.47283,-3.872304,109730493,1800.0,2,4,185.0,Barrio Yucatán- Las Cornisas,Yucatán- Las Cornisas,https://www.idealista.com/inmueble/109730493/
Majadahonda,40.47283,-3.872304,106335222,2995.0,3,4,163.0,"carretera de Boadilla, 112",,https://www.idealista.com/inmueble/106335222/
Majadahonda,40.47283,-3.872304,35227303,1400.0,2,2,75.0,"calle Comunidad de Andalucía, 59",El Burgo,https://www.idealista.com/inmueble/35227303/
Majadahonda,40.47283,-3.872304,110069083,1100.0,1,1,52.0,Casco Antiguo,,https://www.idealista.com/inmueble/110069083/
Majadahonda,40.47283,-3.872304,109747242,3000.0,4,5,250.0,calle de Huelva,El Burgo,https://www.idealista.com/inmueble/109747242/
Majadahonda,40.47283,-3.872304,106578514,4800.0,4,4,230.0,Zona Monte el Pilar,,https://www.idealista.com/inmueble/106578514/
Majadahonda,40.47283,-3.872304,109789167,1850.0,2,4,130.0,Casco Antiguo,,https://www.idealista.com/inmueble/109789167/
Majadahonda,40.47283,-3.872304,92102396,1700.0,2,3,125.0,Casco Antiguo,,https://www.idealista.com/inmueble/92102396/
Majadahonda,40.47283,-3.872304,109402915,3500.0,3,4,248.0,Zona Monte el Pilar,,https://www.idealista.com/inmueble/109402915/
Majadahonda,40.47283,-3.872304,27286456,970.0,1,1,50.0,calle Escorial,Casco Antiguo,https://www.idealista.com/inmueble/27286456/
Majadahonda,40.47283,-3.872304,109930321,925.0,1,1,50.0,Zona norte,,https://www.idealista.com/inmueble/109930321/
