municipio,municipio_lat,municipio_lon,propertyCode,precio,banos,habitaciones,tamano_m2,direccion,barrio,url
Alcalá de Henares,40.48166,-3.364136,109950051,1290.0,1,1,63.0,"calle Islas Caimán, 3",,https://www.idealista.com/inmueble/109950051/
Alcalá de Henares,40.48166,-3.364136,110046715,950.0,1,2,65.0,calle de Albeniz,,https://www.idealista.com/inmueble/110046715/
Alcalá de Henares,40.48166,-3.364136,109712059,1300.0,1,1,53.0,calle Francisco Antón,,https://www.idealista.com/inmueble/109712059/
Alcalá de Henares,40.48166,-3.364136,109741282,1290.0,1,1,64.0,"calle Islas Caimán, 3",,https://www.idealista.com/inmueble/109741282/
Alcalá de Henares,40.48166,-3.364136,109674804,1595.0,2,2,84.0,"calle Islas Caimán, 3",,https://www.idealista.com/inmueble/109674804/
Alcalá de Henares,40.48166,-3.364136,109590765,890.0,1,3,69.0,Reyes Católicos,,https://www.idealista.com/inmueble/109590765/
Alcalá de Henares,40.48166,-3.364136,109195643,1290.0,1,1,59.0,"calle Islas Caimán, 3",,https://www.idealista.com/inmueble/109195643/
Alcalá de Henares,40.48166,-3.364136,109376588,1290.0,1,1,62.0,"calle Islas Caimán, 3",,https://www.idealista.com/inmueble/109376588/
Alcalá de Henares,40.48166,-3.364136,109741490,1595.0,2,2,81.0,"calle Islas Caimán, 3",,https://www.idealista.com/inmueble/109741490/
Alcalá de Henares,40.48166,-3.364136,106815434,1290.0,1,1,63.0,"calle Islas Caimán, 3",,https://www.idealista.com/inmueble/106815434/
Alcalá de Henares,40.48166,-3.364136,106815328,1595.0,2,2,81.0,"calle Islas Caimán, 3",,https://www.idealista.com/inmueble/106815328/
Alcalá de Henares,40.48166,-3.364136,109724157,975.0,2,2,70.0,paseo de los Pinos,,https://www.idealista.com/inmueble/109724157/
Alcalá de Henares,40.48166,-3.364136,107985094,1290.0,1,1,62.0,"calle Islas Caimán, 3",,https://www.idealista.com/inmueble/107985094/
Alcalá de Henares,40.48166,-3.364136,107970068,1595.0,2,2,86.0,"calle Islas Caimán, 3",,https://www.idealista.com/inmueble/107970068/
Alcalá de Henares,40.48166,-3.364136,109658952,800.0,1,3,74.0,"calle Los Batanes, 11",,https://www.idealista.com/inmueble/109658952/
Alcalá de Henares,40.48166,-3.364136,109379847,1290.0,1,1,60.0,"calle Islas Caimán, 3",,https://www.idealista.com/inmueble/109379847/
Alcalá de Henares,40.48166,-3.364136,101895663,1325.0,2,3,108.0,calle México,,https://www.idealista.com/inmueble/101895663/
Alcalá de Henares,40.48166,-3.364136,107942624,1495.0,1,1,136.0,"calle Islas Caimán, 3",,https://www.idealista.com/inmueble/107942624/
Alcalá de Henares,40.48166,-3.364136,109496637,1350.0,2,3,95.0,"calle Alejo Carpentier, 23",,https://www.idealista.com/inmueble/109496637/
Alcalá de Henares,40.48166,-3.364136,110061569,1300.0,2,3,110.0,calle de Córdoba,,https://www.idealista.com/inmueble/110061569/
Alcalá de Henares,40.48166,-3.364136,109724115,800.0,1,1,50.0,paseo de los Pinos,,https://www.idealista.com/inmueble/109724115/
Alcalá de Henares,40.48166,-3.364136,37710664,895.0,1,4,68.0,"calle Alcor, 6",,https://www.idealista.com/inmueble/37710664/
Alcalá de Henares,40.48166,-3.364136,109586225,950.0,1,3,92.0,"avenida Reyes Católicos, 12",,https://www.idealista.com/inmueble/109586225/
Alcalá de Henares,40.48166,-3.364136,109979235,995.0,1,2,102.0,calle Teniente Ruiz,,https://www.idealista.com/inmueble/109979235/
Alcalá de Henares,40.48166,-3.364136,109986970,900.0,1,1,45.0,calle Postigo,,https://www.idealista.com/inmueble/109986970/
Alcalá de Henares,40.48166,-3.364136,109829767,975.0,1,3,78.0,calle Licenciado Madrid,,https://www.idealista.com/inmueble/109829767/
Alcalá de Henares,40.48166,-3.364136,109889528,750.0,1,1,55.0,calle de Talamanca,,https://www.idealista.com/inmueble/109889528/
Alcalá de Henares,40.48166,-3.364136,109857003,1300.0,2,3,151.0,calle Ocho de Marzo,,https://www.idealista.com/inmueble/109857003/
Alcalá de Henares,40.48166,-3.364136,110039430,1100.0,1,2,70.0,calle Alfonso X el Sabio,,https://www.idealista.com/inmueble/110039430/
Alcalá de Henares,40.48166,-3.364136,109772884,1100.0,1,1,68.0,"CL MAYOR, 74",,https://www.idealista.com/inmueble/109772884/
Alcalá de Henares,40.48166,-3.364136,85231832,950.0,2,3,127.0,"calle Camilo José Cela, 65",,https://www.idealista.com/inmueble/85231832/
Alcalá de Henares,40.48166,-3.364136,109886888,950.0,1,1,68.0,glorieta Vicente Aleixandre,,https://www.idealista.com/inmueble/109886888/
Alcalá de Henares,40.48166,-3.364136,109777121,1125.0,1,3,98.0,calle Marqués Alonso Martínez,,https://www.idealista.com/inmueble/109777121/
Alcalá de Henares,40.48166,-3.364136,108367699,990.0,1,2,129.0,"calle Carabaña, 15",,https://www.idealista.com/inmueble/108367699/
Alcalá de Henares,40.48166,-3.364136,103941136,970.0,1,0,44.0,ANTONIO SUAREZ,,https://www.idealista.com/inmueble/103941136/
Alcalá de Henares,40.48166,-3.364136,35016661,800.0,1,1,45.0,SANTIAGO,,https://www.idealista.com/inmueble/35016661/
Alcalá de Henares,40.48166,-3.364136,109973389,1500.0,2,2,133.0,CL SANTIAGO,,https://www.idealista.com/inmueble/109973389/
Alcalá de Henares,40.48166,-3.364136,105970846,1500.0,2,2,150.0,Rinconada,,https://www.idealista.com/inmueble/105970846/
Alcalá de Henares,40.48166,-3.364136,109732739,1025.0,1,1,60.0,Casco Histórico,,https://www.idealista.com/inmueble/109732739/
Alcalá de Henares,40.48166,-3.364136,97997366,1100.0,1,3,70.0,Carmen Descalzo,,https://www.idealista.com/inmueble/97997366/
Alcalá de Henares,40.48166,-3.364136,94323166,1050.0,2,4,110.0,Reyes Católicos,,https://www.idealista.com/inmueble/94323166/
Alcalá de Henares,40.48166,-3.364136,109964911,980.0,1,2,70.0,Juan de Austria,,https://www.idealista.com/inmueble/109964911/
Alcalá de Henares,40.48166,-3.364136,109732898,1050.0,1,1,60.0,Casco Histórico,,https://www.idealista.com/inmueble/109732898/
