Municipios;0647;Gascones;43;41;42;44;41;43;49;58;60;64;74;73;81;86;92;98;102;105;111;111;116;115;118;114;115;113;128;141;146;
Municipios;0650;Getafe;49023;52092;50705;54653;57647;60216;62762;64920;66099;68172;69671;70533;72287;73368;73699;73947;73822;74236;74170;74987;76528;78733;80971;82964;84305;85151;85470;85722;85976;
Municipios;0663;Griñón;1407;1703;1549;1858;2034;2247;2485;2739;3038;3401;3690;4141;4344;4525;4693;4785;4880;4941;5000;5080;5194;5448;5670;5715;5843;5963;6089;6161;6350;
Municipios;0679;Guadalix de la Sierra;644;801;738;868;973;1076;1186;1333;1505;1711;1888;2189;2272;2404;2470;2563;2635;2700;2735;2757;2826;2958;3137;3202;3318;3412;3465;3539;3598;
Municipios;0685;Guadarrama;2970;3400;3184;3569;3844;4118;4406;4736;5044;5353;5722;6195;6400;6584;6707;6780;6855;6926;6944;7048;7233;7421;7674;8001;8248;8402;8617;8712;8800;
Municipios;0698;Hiruela (La);29;18;20;20;22;22;28;27;27;28;29;33;34;34;34;36;34;33;33;35;35;35;36;1303;1555;2772;2781;4266;5234;
Municipios;0702;Horcajo de la Sierra-Aoslos;16;24;21;24;29;34;38;47;48;51;59;68;71;76;84;93;97;97;97;97;110;117;115;106;113;120;122;135;139;
Municipios;0719;Horcajuelo de la Sierra;20;20;19;21;24;23;23;27;28;28;31;33;34;34;33;33;35;34;32;33;33;35;36;41;47;50;59;59;56;
Municipios;0724;Hoyo de Manzanares;1920;2179;2016;2294;2486;2614;2819;2936;3071;3231;3411;3563;3673;3808;3866;3953;4043;4105;4133;4165;4237;4332;4444;4579;4733;4839;4898;4914;4881;
Municipios;0730;Humanes de Madrid;3764;10918;3925;20492;25906;24569;31096;37219;7681;7262;8117;8997;9413;9770;9974;10187;10245;10254;10178;10263;10488;10644;11008;11316;11576;11712;11929;11885;11810;
Municipios;0745;Leganés;58038;61760;60028;64773;68273;70561;73006;75103;75402;78304;80656;81359;83632;84266;84208;84578;84594;84118;82842;82286;83101;84424;86433;87415;87943;88446;88350;88176;87872;
Municipios;0758;Loeches;931;1019;956;1100;1167;1281;1384;1534;1690;1921;2439;2808;2973;3237;3359;3606;3803;3893;4023;4231;4350;4602;4872;5051;5251;5328;5467;5546;5618;
Municipios;0761;Lozoya;126;143;135;155;167;171;180;194;206;213;235;260;259;270;284;290;296;302;304;297;293;294;312;303;316;318;329;337;353;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;87;97;85;107;109;130;153;181;204;232;279;340;357;386;416;439;458;470;487;495;512;563;585;615;660;687;713;734;770;
Municipios;0783;Madarcos;7;8;10;8;10;10;9;12;13;15;14;21;21;31;31;32;34;37;28;24;26;26;25;30;30;36;36;37;44;
Municipios;0796;Madrid;1416382;1497645;1471345;1549906;1599342;1614134;1634805;1645824;1486883;1525940;1545382;1523096;1556991;1552254;1496395;1495740;1491900;1481932;1457110;1440983;1447604;1462411;1483790;1491927;1494814;1497278;1496385;1497666;1475821;
Municipios;0800;Majadahonda;23337;24924;24006;26240;27564;28719;30630;32617;30156;33467;36093;35946;39355;39312;37813;36771;36050;35534;35124;35104;35809;36827;37582;37919;38106;38087;37993;133851;210374;
Municipios;0822;Manzanares el Real;1074;1240;1151;1350;1461;1578;1698;1880;2062;2258;2417;2700;2807;2964;3071;3196;3395;3449;3511;3594;3733;3860;4054;4183;4296;4415;4534;4595;4674;
Municipios;0838;Meco;1524;1862;1704;2091;2405;2751;3050;3471;3887;4331;4825;5383;5616;5890;6172;6473;6664;6767;6965;7195;7420;7770;8099;8536;8835;9022;9233;9436;9626;
Municipios;0843;Mejorada del Campo;4942;5419;5193;5790;6227;6592;7075;7550;7988;8581;9204;10084;10358;10943;11125;11397;11542;11662;11579;11644;11887;12252;12596;12877;13135;13359;13551;13662;13736;
Municipios;0856;Miraflores de la Sierra;1042;1145;1078;1194;1319;1407;1504;1604;1734;1885;2053;2294;2321;2412;2517;2570;2622;2633;2625;2643;2717;2809;2905;2999;3135;3272;3367;3442;3514;
Municipios;0869;Molar (El);1268;1418;1341;1475;1573;1660;1771;1916;1991;2185;2431;2830;2908;3110;3248;3369;3512;3590;3620;3650;3792;3996;4168;4327;4468;4602;4692;4718;4818;
Municipios;0875;Molinos (Los);918;1022;964;1091;1145;1218;1293;1400;1494;1613;1676;1770;1801;1875;1949;1972;2007;2052;2050;2056;2101;2181;2287;2315;2366;2414;2439;2460;2511;
Municipios;0881;Montejo de la Sierra;94;105;107;107;115;114;116;128;136;143;139;155;159;162;164;163;162;165;160;158;144;148;163;159;173;179;188;185;196;
Municipios;0894;Moraleja de Enmedio;530;870;708;972;1081;1187;1355;1528;1594;1782;1967;2142;2293;2411;2503;2607;2693;2731;2764;2802;2869;2950;3097;3177;3279;3324;3417;3471;3507;
Municipios;0908;Moralzarzal;1015;4583;1212;8923;13424;12810;16810;20994;24443;30514;29608;14701;32889;27654;19423;19900;22182;21365;26115;24213;29663;37359;43408;39689;44150;33312;41342;49838;70322;
Municipios;0915;Morata de Tajuña;1515;1632;1562;1692;1825;1892;1978;2040;2125;2230;2382;2643;2700;2832;2884;2965;3042;3059;3067;3099;3171;3284;3462;3595;3674;3784;3854;3938;3954;
Municipios;0920;Móstoles;69855;73750;71842;77271;81464;84827;88588;91433;91651;95237;98197;99897;102130;102513;102029;101707;101122;100454;98352;97550;98257;99832;101635;103003;103847;104071;103856;103433;101713;
Municipios;0936;Navacerrada;668;698;685;729;765;798;841;862;939;1128;1396;1493;1779;2165;2315;10858;15528;18781;15576;14179;16664;16561;18311;19179;20859;14004;28800;32951;27182;
Municipios;0941;Navalafuente;122;154;131;170;190;193;226;257;268;297;336;398;412;454;487;514;546;555;551;565;604;646;697;781;812;841;887;907;943;
Municipios;0954;Navalagamella;307;394;355;436;475;544;602;670;729;808;888;1009;1032;1090;1131;1180;1225;1252;1236;1258;1322;1361;1404;1427;1480;1514;1583;1622;1649;
Municipios;0967;Navalcarnero;3905;4404;4105;4691;5078;5473;5835;6246;6606;7092;7561;8295;8577;8998;9537;10046;10389;10636;10760;10925;11241;11730;12228;12755;13272;13553;13925;14248;14642;
Municipios;0973;Navarredonda y San Mamés;18;23;25;25;30;35;35;40;37;38;46;59;61;59;57;61;61;64;70;71;69;74;82;82;87;85;91;89;93;
Municipios;0992;Navas del Rey;443;500;470;531;594;638;684;738;784;867;955;1103;1118;1161;1203;1229;1236;1234;1240;1294;1518;2111;2365;2637;2843;2954;3124;3947;6199;
Municipios;1006;Nuevo Baztán;748;1104;913;1241;1411;1605;1797;2010;2180;2433;2689;3036;3131;3274;3327;3397;3447;3522;3567;3642;3674;3812;4022;4169;4321;4377;4441;4492;4584;
Municipios;1013;Olmeda de las Fuentes;26;29;22;32;41;47;49;51;54;58;57;76;82;94;101;110;135;143;145;158;161;176;178;183;194;220;224;236;259;
Municipios;1028;Orusco de Tajuña;108;125;111;127;136;154;164;179;197;226;255;308;325;369;394;433;437;439;454;464;479;497;527;561;591;604;632;647;668;
Municipios;1049;Paracuellos de Jarama;2714;3024;2839;3189;3374;3496;3706;3927;4118;4310;4566;5297;5579;6444;7137;7764;8418;8923;9295;9689;10092;10629;11304;12006;12445;12677;12895;13061;13406;
Municipios;1065;Parla;23244;25141;24066;26451;27983;29570;30720;32194;33040;35017;36961;39952;41061;42457;43534;44586;45480;45869;45515;45829;46832;48469;50374;52335;53867;54897;55613;55829;56116;
Municipios;1071;Patones;120;116;116;120;127;144;153;154;167;192;266;623;2491;5267;3275;4372;4221;3133;2920;4019;6064;9040;11301;13270;17406;17724;18838;23094;28348;
Municipios;1087;Pedrezuela;380;479;420;513;546;601;678;757;843;978;1120;1423;1498;1658;1826;1948;2059;2140;2154;2240;2336;2499;2684;2825;2954;3039;3093;3132;3241;
Municipios;1090;Pelayos de la Presa;398;456;420;480;512;546;583;639;674;766;848;995;1011;1051;1095;1119;1153;1179;1173;1176;1185;1221;1265;1276;1314;1373;1394;1435;1455;
Municipios;1104;Perales de Tajuña;601;641;627;662;703;762;777;822;872;916;988;1093;1119;1147;1169;1185;1200;1206;1217;1225;1261;1324;1384;1431;1484;1498;1557;1583;1622;
Municipios;1111;Pezuela de las Torres;165;179;166;181;203;221;241;250;261;275;297;354;355;363;393;427;425;424;427;423;442;468;498;508;517;525;546;574;596;
Municipios;1126;Pinilla del Valle;52;61;57;65;66;70;69;74;79;86;90;98;94;98;107;112;112;114;118;122;123;124;119;119;121;122;120;118;120;
Municipios;1132;Pinto;8167;9268;8646;9910;18198;22904;29546;31528;18422;16135;16484;17787;18538;19164;19653;20052;20288;20599;20745;21307;22105;23148;24278;25373;25643;26145;26566;26897;27215;
Municipios;1147;Piñuécar-Gandullas;33;42;39;40;42;43;47;52;56;57;63;64;69;78;78;78;83;84;89;86;84;87;97;88;92;94;97;100;101;
Municipios;1150;Pozuelo de Alarcón;28338;32310;30409;34154;36457;38173;40040;40620;40254;41896;42692;43123;44926;45869;45360;45554;46013;46244;46138;46032;46621;47402;48229;48750;48895;49033;49036;49344;49209;
Municipios;1163;Pozuelo del Rey;81;87;85;91;93;97;103;112;120;126;147;250;266;324;394;430;468;506;534;527;543;577;609;630;673;703;714;736;766;
Municipios;1179;Prádena del Rincón;21;27;23;29;41;47;47;44;47;52;51;51;53;57;62;59;61;64;63;65;63;58;66;68;61;62;62;59;63;
Municipios;1185;Puebla de la Sierra;18;17;20;21;24;30;30;29;31;30;28;39;39;34;40;42;43;42;46;47;48;46;42;41;42;42;43;38;39;
Municipios;9020;Puentes Viejas;156;172;171;178;178;185;191;195;210;212;219;234;231;253;284;302;315;315;319;338;352;373;399;433;433;449;446;449;439;
Municipios;1198;Quijorna;286;348;316;381;439;513;554;630;710;812;926;1070;1111;1209;1293;1371;1471;1514;1547;1559;1621;1661;1750;1798;1849;1888;1943;2010;2072;
Municipios;1202;Rascafría;426;501;454;524;544;557;600;629;662;696;769;838;838;884;886;894;900;897;882;876;889;915;953;961;954;975;983;972;978;
Municipios;1219;Redueña;53;72;66;77;85;89;99;104;116;128;382;489;1544;2424;2581;2991;3083;2867;2904;3051;3426;3192;2834;1162;1866;2056;2163;1574;1499;
Municipios;1224;Ribatejada;104;123;105;133;146;164;172;175;172;189;205;258;268;278;289;298;315;326;331;377;380;398;418;409;435;448;463;488;515;
Municipios;1230;Rivas-Vaciamadrid;8759;10248;9388;10998;11931;12876;14291;15672;16800;18655;20655;24240;25626;27706;29421;30883;32314;33872;35272;36594;38166;39882;41765;43629;45384;46424;47495;48488;49849;
Municipios;1245;Robledillo de la Jara;24;36;23;40;41;39;39;42;42;46;54;55;55;59;57;57;62;62;57;55;55;56;57;58;60;64;61;61;59;
Municipios;1258;Robledo de Chavela;785;869;825;913;981;1038;18723;27486;33704;51214;53884;39989;63469;60266;59253;60408;68276;63925;62632;62888;66892;71768;85254;112388;122671;113794;128311;65763;59893;
Municipios;1261;Robregordo;24;26;25;27;27;30;31;31;30;29;29;28;28;27;29;31;30;26;25;23;22;24;26;27;28;28;26;25;25;
Municipios;1277;Rozas de Madrid (Las);21071;24120;22514;25431;27348;29045;31212;32992;33941;35828;37776;39416;41517;42760;43295;44301;45050;45702;46074;46444;47466;48578;49666;50172;50580;50731;50984;51295;51771;
Municipios;1283;Rozas de Puerto Real;95;94;98;105;107;121;133;141;143;148;430;1213;2546;3054;2615;2022;1355;9412;14348;17792;22759;27315;34208;45122;50932;45197;49111;51895;50815;
Municipios;1296;San Agustín del Guadalix;1847;2218;2025;3278;4715;8710;9136;7784;6079;6580;7415;10912;9844;11224;8888;9419;7244;6272;6274;6301;6561;6701;6791;6872;7031;7097;7228;7313;7402;
Municipios;1300;San Fernando de Henares;11987;13948;12770;15038;16201;16415;17177;17910;17277;18312;18939;19752;20160;20348;20292;20342;20433;20718;20194;20203;20451;20870;21341;21587;21891;21979;21796;21907;21599;
Municipios;1317;San Lorenzo de El Escorial;3758;4850;4266;5156;5420;5693;5970;6330;5856;6228;6532;6940;7189;7336;7521;7578;7635;7630;7560;7591;7673;7896;8124;8291;8521;8622;8755;8804;8848;
Municipios;1338;San Martín de Valdeiglesias;1637;1786;1704;1900;2004;2111;2169;2301;2428;2586;2720;2928;3002;3103;3164;3228;3256;3288;3309;3309;3372;3506;3661;3749;3875;4000;4085;4148;4219;
Municipios;1322;San Martín de la Vega;2982;3535;3251;3803;4038;4353;4650;4995;5283;5743;6257;7409;7496;7897;8241;8501;8757;8795;8794;9006;9244;9585;10119;10326;10678;10805;10945;11259;11576;
Municipios;1343;San Sebastián de los Reyes;23356;25746;24497;26989;28353;29718;30889;32019;32423;33683;34487;34896;36165;36901;37201;37817;38546;38798;38784;39153;40085;41160;42379;43316;44078;44627;44717;45222;45520;
Municipios;1356;Santa María de la Alameda;165;195;183;209;220;237;257;279;306;338;381;440;451;493;525;573;593;611;635;652;679;724;769;808;836;878;920;926;949;
Municipios;1369;Santorcaz;199;218;209;227;242;263;270;302;308;333;367;399;401;410;432;449;452;456;464;475;489;504;524;544;574;576;608;619;647;
Municipios;1375;Santos de la Humosa (Los);310;326;310;355;386;401;436;461;539;589;627;795;826;928;986;1064;1105;1155;1179;1198;1250;1286;1338;1382;1421;1475;1489;1503;1564;
Municipios;1381;Serna del Monte (La);21;22;21;22;21;22;31;32;30;33;35;48;49;51;52;58;53;56;56;58;59;56;64;65;64;67;73;73;75;
Municipios;1408;Serranillos del Valle;246;323;269;368;428;509;594;727;888;1036;1248;14281;21263;21970;18508;16035;12262;3567;4216;3033;3666;2953;2986;3030;3020;3074;3164;3229;3314;
Municipios;1415;Sevilla la Nueva;909;1165;1008;1305;1516;1708;1930;2188;2488;2770;3057;3397;3521;3710;3850;3986;4092;4144;4200;4264;4440;4661;4826;5040;5121;5173;5285;5395;5490;
Municipios;1436;Somosierra;38;38;36;42;43;47;51;51;54;51;51;55;55;57;56;57;58;58;54;55;54;52;53;54;53;52;57;54;52;
Municipios;1441;Soto del Real;1300;1599;1441;1767;1983;2162;2382;2603;2816;3063;3293;3444;3563;3676;3836;3926;4006;4103;4136;4190;4294;4370;4540;4699;4842;4940;5024;5074;5187;
Municipios;1454;Talamanca de Jarama;419;481;435;494;536;589;639;694;748;816;912;1035;1077;1180;1284;1375;1449;1486;1535;1576;1637;1721;1846;1966;2050;2104;2194;2262;2316;
Municipios;1467;Tielmes;494;562;529;581;602;641;668;717;760;816;888;984;989;1049;1084;1101;1134;1157;1136;1138;1167;1226;1281;1365;1411;1464;1521;1546;1577;
Municipios;1473;Titulcia;318;350;337;362;387;400;415;459;464;479;510;541;557;586;607;628;629;646;657;655;656;685;711;734;770;787;783;791;795;
Municipios;1489;Torrejón de Ardoz;45411;47859;46531;49713;52061;53866;55750;57479;56500;58684;60768;62870;64214;65045;60803;61415;62048;62121;61541;61540;62644;64219;66199;67688;68739;69510;70255;70739;69801;
Municipios;1505;Torrejón de Velasco;558;649;598;704;769;847;955;1094;1223;1342;1515;1744;1824;1914;1979;2044;2130;2139;2143;2145;2172;2208;2327;2390;2468;2539;2630;2671;2740;
Municipios;1492;Torrejón de la Calzada;947;1329;1130;1513;1719;1914;2118;2296;2470;2664;2854;3146;3296;3442;3578;3819;3974;4064;4111;4254;4373;4649;4888;5035;5222;5369;5447;5579;5714;
Municipios;1512;Torrelaguna;840;874;830;900;963;8163;10675;17108;19018;21328;20684;15434;22894;22828;18434;18029;18584;10271;9500;12198;14088;15886;18761;20422;20981;17541;14561;15060;17089;
Municipios;1527;Torrelodones;4651;11901;5228;17045;18823;31762;29875;29026;15808;21064;21906;29231;60494;58416;43652;30193;11420;11612;11574;11691;11951;12287;12545;12759;12984;13147;13328;13437;13602;
Municipios;1533;Torremocha de Jarama;82;80;73;87;99;993;1113;1360;1731;1951;2147;1445;1807;1587;1303;1156;907;1554;1905;2066;2329;2890;4048;3824;3833;3310;3177;4102;3742;
