Serie;id;Nombre;2024
Municipio;28091;Morata De Tajuña;2
Municipio;28092;Móstoles;130
Municipio;28093;Navacerrada;2
Municipio;28094;Navalafuente;1
Municipio;28095;Navalagamella;1
Municipio;28096;Navalcarnero;18
Municipio;28097;Navarredonda Y San Mamés;0
Municipio;28099;Navas Del Rey;3
Municipio;28100;Nuevo Baztán;2
Municipio;28101;Olmeda De Las Fuentes;0
Municipio;28102;Orusco De Tajuña;0
Municipio;28104;Paracuellos De Jarama;7
Municipio;28106;Parla;47
Municipio;28107;Patones;0
Municipio;28108;Pedrezuela;1
Municipio;28109;Pelayos De La Presa;0
Municipio;28110;Perales De Tajuña;1
Municipio;28111;Pezuela De Las Torres;0
Municipio;28112;Pinilla Del Valle;0
Municipio;28113;Pinto;28
Municipio;28114;Piñuécar-Gandullas;0
Municipio;28115;Pozuelo De Alarcón;42
Municipio;28116;Pozuelo Del Rey;0
Municipio;28117;Prádena Del Rincón;0
Municipio;28118;Puebla De La Sierra;0
Municipio;28119;Quijorna;1
Municipio;28120;Rascafría;2
Municipio;28121;Redueña;0
Municipio;28122;Ribatejada;0
Municipio;28123;Rivas-Vaciamadrid;49
Municipio;28124;Robledillo De La Jara;0
Municipio;28125;Robledo De Chavela;2
Municipio;28126;Robregordo;0
Municipio;28127;Rozas De Madrid (Las);0
Municipio;28128;Rozas De Puerto Real;0
Municipio;28129;San Agustín Del Guadalix;5
Municipio;28130;San Fernando De Henares;16
Municipio;28131;San Lorenzo De El Escorial;8
Municipio;28132;San Martín De La Vega;7
Municipio;28133;San Martín De Valdeiglesias;6
Municipio;28134;San Sebastián De Los Reyes;53
Municipio;28135;Santa María De La Alameda;0
Municipio;28136;Santorcaz;0
Municipio;28137;Santos De La Humosa (Los);0
Municipio;28138;Serna Del Monte (La);0
Municipio;28140;Serranillos Del Valle;2
Municipio;28141;Sevilla La Nueva;4
Municipio;28143;Somosierra;0
Municipio;28144;Soto Del Real;2
Municipio;28145;Talamanca De Jarama;1
Municipio;28146;Tielmes;1
Municipio;28147;Titulcia;0
Municipio;28148;Torrejón De Ardoz;61
Municipio;28149;Torrejón De La Calzada;4
Municipio;28150;Torrejón De Velasco;2
Municipio;28151;Torrelaguna;0
Municipio;28152;Torrelodones;8
Municipio;28153;Torremocha De Jarama;0
Municipio;28154;Torres De La Alameda;4
Municipio;28155;Valdaracete;0
Municipio;28156;Valdeavero;0
Municipio;28157;Valdelaguna;0
Municipio;28158;Valdemanco;0
Municipio;28159;Valdemaqueda;0
Municipio;28160;Valdemorillo;5
Municipio;28161;Valdemoro;40
Municipio;28162;Valdeolmos-Alalpardo;1
Municipio;28163;Valdepiélagos;0
Municipio;28164;Valdetorres De Jarama;0
Municipio;28165;Valdilecha;0
Municipio;28166;Valverde De Alcalá;0
Municipio;28167;Velilla De San Antonio;5
Municipio;28168;Vellón (El);0
Municipio;28169;Venturada;0
Municipio;28170;Villaconejos;2
Municipio;28171;Villa Del Prado;2
Municipio;28172;Villalbilla;0
Municipio;28173;Villamanrique De Tajo;0
Municipio;28174;Villamanta;2
Municipio;28175;Villamantilla;0
Municipio;28176;Villanueva De La Calzada;0
Municipio;28177;Villanueva Del Pardillo;11
Municipio;28178;Villanueva De Perales;1
Municipio;28179;Villar Del Olmo;0
Municipio;28180;Villarejo De Salvanés;2
Municipio;28691;Villanueva De La Cañada;15
Municipio;28181;Villaviciosa De Odón;17
Municipio;28182;Villavieja Del Lozoya;0
Municipio;28183;Zarzalejo;1
Municipio;28901;Lozoyuela-Navas-Sieteiglesias;0
Municipio;28902;Puentes Viejas;0
Municipio;28903;Tres Cantos;27
Municipio;28231;Las Rozas;0
