Serie;id;Nombre;2024
Municipio;28057;Fresno De Torote;0
Municipio;28058;Fuenlabrada;104
Municipio;28059;Fuente El Saz De Jarama;16
Municipio;28060;Fuentidueña De Tajo;2
Municipio;28061;Galapagar;36
Municipio;28062;Garganta De Los Montes;0
Municipio;28063;Gargantilla Del Lozoya Y Pinilla De Buitrago;0
Municipio;28064;Gascones;0
Municipio;28065;Getafe;185
Municipio;28066;Griñón;27
Municipio;28067;Guadalix De La Sierra;0
Municipio;28068;Guadarrama;52
Municipio;28069;Hiruela (La);0
Municipio;28070;Horcajo De La Sierra-Aoslos;0
Municipio;28071;Horcajuelo De La Sierra;0
Municipio;28072;Hoyo De Manzanares;0
Municipio;28073;Humanes De Madrid;10
Municipio;28074;Leganés;149
Municipio;28075;Loeches;5
Municipio;28076;Lozoya;0
Municipio;28078;Madarcos;0
Municipio;28079;Madrid;3960
Municipio;28080;Majadahonda;90
Municipio;28082;Manzanares El Real;11
Municipio;28083;Meco;10
Municipio;28084;Mejorada Del Campo;9
Municipio;28085;Miraflores De La Sierra;5
Municipio;28086;Molar (El);0
Municipio;28087;Molinos (Los);0
Municipio;28088;Montejo De La Sierra;13
Municipio;28089;Moraleja De Enmedio;6
Municipio;28090;Moralzarzal;19
Municipio;28091;Morata De Tajuña;19
Municipio;28092;Móstoles;163
Municipio;28093;Navacerrada;0
Municipio;28094;Navalafuente;4
Municipio;28095;Navalagamella;0
Municipio;28096;Navalcarnero;84
Municipio;28097;Navarredonda Y San Mamés;0
Municipio;28099;Navas Del Rey;5
Municipio;28100;Nuevo Baztán;2
Municipio;28101;Olmeda De Las Fuentes;0
Municipio;28102;Orusco De Tajuña;6
Municipio;28104;Paracuellos De Jarama;18
Municipio;28106;Parla;82
Municipio;28107;Patones;7
Municipio;28108;Pedrezuela;18
Municipio;28109;Pelayos De La Presa;11
Municipio;28110;Perales De Tajuña;0
Municipio;28111;Pezuela De Las Torres;0
Municipio;28112;Pinilla Del Valle;0
Municipio;28113;Pinto;56
Municipio;28114;Piñuécar-Gandullas;0
Municipio;28115;Pozuelo De Alarcón;181
Municipio;28116;Pozuelo Del Rey;0
Municipio;28117;Prádena Del Rincón;0
Municipio;28118;Puebla De La Sierra;0
Municipio;28119;Quijorna;6
Municipio;28120;Rascafría;1
Municipio;28121;Redueña;0
Municipio;28122;Ribatejada;5
Municipio;28123;Rivas-Vaciamadrid;74
Municipio;28124;Robledillo De La Jara;5
Municipio;28125;Robledo De Chavela;14
Municipio;28126;Robregordo;0
Municipio;28127;Rozas De Madrid (Las);0
Municipio;28128;Rozas De Puerto Real;5
Municipio;28129;San Agustín Del Guadalix;19
Municipio;28130;San Fernando De Henares;40
Municipio;28131;San Lorenzo De El Escorial;31
Municipio;28132;San Martín De La Vega;12
Municipio;28133;San Martín De Valdeiglesias;25
Municipio;28134;San Sebastián De Los Reyes;104
Municipio;28135;Santa María De La Alameda;0
Municipio;28136;Santorcaz;0
Municipio;28137;Santos De La Humosa (Los);0
Municipio;28138;Serna Del Monte (La);0
Municipio;28140;Serranillos Del Valle;15
Municipio;28141;Sevilla La Nueva;21
Municipio;28143;Somosierra;6
Municipio;28144;Soto Del Real;24
Municipio;28145;Talamanca De Jarama;6
Municipio;28146;Tielmes;6
Municipio;28147;Titulcia;0
Municipio;28148;Torrejón De Ardoz;67
Municipio;28149;Torrejón De La Calzada;11
Municipio;28150;Torrejón De Velasco;0
Municipio;28151;Torrelaguna;10
Municipio;28152;Torrelodones;49
Municipio;28153;Torremocha De Jarama;7
Municipio;28154;Torres De La Alameda;20
Municipio;28155;Valdaracete;0
Municipio;28156;Valdeavero;0
Municipio;28157;Valdelaguna;5
Municipio;28158;Valdemanco;0
Municipio;28159;Valdemaqueda;0
Municipio;28160;Valdemorillo;3
Municipio;28161;Valdemoro;112
Municipio;28162;Valdeolmos-Alalpardo;4
Municipio;28163;Valdepiélagos;0
Municipio;28164;Valdetorres De Jarama;7
Municipio;28165;Valdilecha;0
Municipio;28166;Valverde De Alcalá;0
Municipio;28167;Velilla De San Antonio;7
Municipio;28168;Vellón (El);0
Municipio;28169;Venturada;1
Municipio;28170;Villaconejos;0
Municipio;28171;Villa Del Prado;11
Municipio;28172;Villalbilla;14
Municipio;28173;Villamanrique De Tajo;0
Municipio;28174;Villamanta;18
Municipio;28175;Villamantilla;0
Municipio;28176;Villanueva De La Calzada;0
Municipio;28177;Villanueva Del Pardillo;18
Municipio;28178;Villanueva De Perales;0
Municipio;28179;Villar Del Olmo;0
Municipio;28180;Villarejo De Salvanés;2
Municipio;28691;Villanueva De La Cañada;32
Municipio;28181;Villaviciosa De Odón;55
Municipio;28182;Villavieja Del Lozoya;0
Municipio;28183;Zarzalejo;4
Municipio;28901;Lozoyuela-Navas-Sieteiglesias;3
Municipio;28902;Puentes Viejas;4
Municipio;28903;Tres Cantos;106
Municipio;28231;Las Rozas;0
