Serie;id;Nombre;2024
Municipio;28137;Santos De La Humosa (Los);0
Municipio;28138;Serna Del Monte (La);0
Municipio;28140;Serranillos Del Valle;7
Municipio;28141;Sevilla La Nueva;0
Municipio;28143;Somosierra;3
Municipio;28144;Soto Del Real;0
Municipio;28145;Talamanca De Jarama;4
Municipio;28146;Tielmes;5
Municipio;28147;Titulcia;5
Municipio;28148;Torrejón De Ardoz;0
Municipio;28149;Torrejón De La Calzada;7
Municipio;28150;Torrejón De Velasco;7
Municipio;28151;Torrelaguna;0
Municipio;28152;Torrelodones;0
Municipio;28153;Torremocha De Jarama;4
Municipio;28154;Torres De La Alameda;0
Municipio;28155;Valdaracete;5
Municipio;28156;Valdeavero;4
Municipio;28157;Valdelaguna;5
Municipio;28158;Valdemanco;3
Municipio;28159;Valdemaqueda;6
Municipio;28160;Valdemorillo;7
Municipio;28161;Valdemoro;0
Municipio;28162;Valdeolmos-Alalpardo;8
Municipio;28163;Valdepiélagos;4
Municipio;28164;Valdetorres De Jarama;5
Municipio;28165;Valdilecha;4
Municipio;28166;Valverde De Alcalá;5
Municipio;28167;Velilla De San Antonio;0
Municipio;28168;Vellón (El);0
Municipio;28169;Venturada;7
Municipio;28170;Villaconejos;6
Municipio;28171;Villa Del Prado;0
Municipio;28172;Villalbilla;18
Municipio;28173;Villamanrique De Tajo;5
Municipio;28174;Villamanta;4
Municipio;28175;Villamantilla;5
Municipio;28176;Villanueva De La Calzada;0
Municipio;28177;Villanueva Del Pardillo;8
Municipio;28178;Villanueva De Perales;4
Municipio;28179;Villar Del Olmo;5
Municipio;28180;Villarejo De Salvanés;0
Municipio;28691;Villanueva De La Cañada;6
Municipio;28181;Villaviciosa De Odón;0
Municipio;28182;Villavieja Del Lozoya;3
Municipio;28183;Zarzalejo;8
Municipio;28901;Lozoyuela-Navas-Sieteiglesias;11
Municipio;28902;Puentes Viejas;11
Municipio;28903;Tres Cantos;0
Municipio;28231;Las Rozas;0
