Nombre,grupo,educacion,salud,transporte,economia,housing,mean_per_row,total
Moraleja de Enmedio,2.0,0.5954673084636984,0.6603285474065451,0.7022519624243985,0.49904,0.5314974182444062,0.5977170473078096,0.7489585782785716
Moralzarzal,2.0,0.5458082631367831,0.7127335218138479,0.6433406254021361,0.45354,0.5621342512908779,0.5835113323287289,0.7311583630394639
Morata de Tajuña,2.0,0.5223291883941703,0.6677753755751428,0.5805687813666195,0.5593199999999999,0.39246734838513714,0.544492138744214,0.6822660654477154
Móstoles,3.0,0.41396666666666676,0.5173142857142856,0.39535972754363563,0.52372,0.6907311028500619,0.50821835655493,0.60289783110934
Navacerrada,2.0,0.6635245353656906,0.7395457989171609,0.812713936430318,0.36565999999999993,0.5877898147210692,0.6338468170868478,0.7942303354237303
Navalafuente,1.0,0.7001607229500243,0.8039074812274033,0.4683100107642626,0.49666,0.5711200000000001,0.608031642988338,0.7413624803140947
Navalagamella,2.0,0.6237464901724831,0.6225030951457028,0.6546390425942608,0.35614000000000007,0.3932975599878506,0.5300652375800594,0.6641886968440619
Navalcarnero,2.0,0.515416499532023,0.7501339689931075,0.5850469695019946,0.52728,0.5176875569504911,0.5791129989955233,0.7256471106921029
Navarredonda y San Mamés,1.0,0.6097919699175157,0.8204783535737462,0.7055543595263725,0.42948000000000003,0.44738,0.6025369366035268,0.7346628797241966
Navas del Rey,2.0,0.6580692605963364,0.8938965574588392,0.6432891519752928,0.48524,0.4706692315480409,0.6302328403157019,0.7897019069363038
Nuevo Baztán,2.0,0.5320229977269689,0.5845298150303971,0.6784455025093297,0.49285999999999996,0.5694441632074517,0.5714604956948295,0.7160582792907322
Olmeda de las Fuentes,1.0,0.742873605046094,0.8191804950403263,0.4817222820236814,0.4064,0.51908,0.5938512764220203,0.724072604284452
Orusco de Tajuña,1.0,0.6712305919456574,0.7564661166218597,0.4568783638320774,0.5410400000000001,0.50646,0.586415014479919,0.7150056985382862
Paracuellos de Jarama,2.0,0.560342291750234,0.5485891679139642,0.5881611118260199,0.39092,0.6142958388174548,0.5404616820615347,0.677215774310012
Parla,3.0,0.37307777777777773,0.30455714285714286,0.31951894423158794,0.43428,0.5017843866171005,0.3866436502967218,0.45867414108426985
Patones,1.0,0.6875606501698205,0.8286131454528599,0.5969644779332616,0.49636,0.53084,0.6280676547111884,0.765792043343826
Pedrezuela,2.0,0.6021259526674689,0.6429957314707022,0.6924720113241539,0.40574,0.3830312848030778,0.5452729960530807,0.6832445046314753
Pelayos de la Presa,2.0,0.5991710121674021,0.763050427776854,0.6657830395058552,0.5141,0.3598866052445075,0.5803982169389237,0.727257529882927
Perales de Tajuña,2.0,0.6508223024468514,0.6029528613929079,0.7578175267018402,0.5418000000000001,0.3256049407714894,0.5757995262626178,0.7214952233762242
Pezuela de las Torres,1.0,0.6923065259582727,0.7653193659034022,0.44230355220667383,0.48239999999999994,0.4405799999999999,0.5645818888136697,0.6883849455172952
Pinilla del Valle,1.0,0.6097919699175157,0.9510290164086399,0.6173950484391818,0.45053999999999994,0.36504000000000003,0.5987592069530675,0.730056759210705
Pinto,3.0,0.33627777777777773,0.5110000000000001,0.538058748403576,0.44938,0.43053283767038414,0.4530498727703476,0.5374516330523036
Piñuécar-Gandullas,1.0,0.6097919699175157,0.8295633633076852,0.7421528525296016,0.47712000000000004,0.55726,0.6431776371509605,0.784215383951556
Pozuelo de Alarcón,3.0,0.6767222222222222,0.6447428571428572,0.6792890591741167,0.5578,1.0781164807930605,0.7273341238664512,0.8628341737662127
Pozuelo del Rey,1.0,0.7284085395439106,0.749490127004728,0.409924650161464,0.46614000000000005,0.44697999999999993,0.5601886633420206,0.6830283615799305
Prádena del Rincón,1.0,0.6097919699175157,0.7733614536015575,0.6523358449946178,0.41226,0.48745999999999995,0.5870418537027382,0.7157699927758417
Puebla de la Sierra,1.0,0.6097919699175157,0.8289607861314545,0.6432938643702908,0.34748000000000007,0.44839999999999997,0.5755853240838522,0.7018012440898262
Puentes Viejas,1.0,0.6097919699175157,0.801103179753407,0.5594402583423035,0.42766000000000004,0.51828,0.5832550816026452,0.7111528469596938
Quijorna,2.0,0.8206578419574809,0.6762200417613689,0.5909149401621414,0.33230000000000004,0.5068745570517363,0.5853934761865455,0.7335167494937491
Rascafría,1.0,0.6981441048034934,0.9694771484193937,0.583745963401507,0.53728,0.6568200000000001,0.6890934433248789,0.8401997333571514
Redueña,1.0,0.758930737506065,0.8526003522758876,0.4857481162540365,0.41328000000000004,0.4954,0.6011918412071978,0.733022828140071
Ribatejada,1.0,0.6915483988355168,0.7845323074070641,0.4855758880516684,0.49522000000000005,0.54936,0.60124731885885,0.7330904710825151
Rivas-Vaciamadrid,3.0,0.4315222222222223,0.47645714285714286,0.3872924648786718,0.3465599999999999,0.6932837670384139,0.4670231193992902,0.5540280513919564
Robledillo de la Jara,1.0,0.6097919699175157,0.9609715398164457,0.7206458557588805,0.45020000000000004,0.61024,0.6703698730985684,0.8173704075755343
Robledo de Chavela,2.0,0.70342291750234,0.8242511595247334,1.117796937331103,0.50378,0.5267793864533765,0.7352060801623106,0.9212367340370672
Robregordo,1.0,0.6097919699175157,0.8595531658477797,0.7593972012917115,0.5880400000000001,0.40984000000000004,0.6453244674114014,0.7868329770078508
Rozas de Madrid (Las),3.0,0.6079777777777777,0.2351571428571429,0.7455300127713923,0.41997999999999996,0.8291449814126395,0.5675579829637905,0.6732922424864776
Rozas de Puerto Real,1.0,0.8734685832120329,0.9419671827199406,0.7037029063509148,0.6617999999999999,0.43817999999999996,0.7238237344565777,0.8825457774690705
San Agustín del Guadalix,2.0,0.5708784596871239,0.6747787201803499,0.5533650752798868,0.48784000000000005,0.4921939860281462,0.5558112482351013,0.6964492716819334
San Fernando de Henares,2.0,0.6150688594731916,0.6284901232514736,0.5417578175267019,0.7619,0.4022476460463704,0.5898928892595474,0.7391546579881143
San Lorenzo de El Escorial,2.0,0.6596603824040647,0.7104791470332797,0.695019945952902,0.56674,0.534798015591779,0.633339498196405,0.793594648627392
San Martín de Valdeiglesias,2.0,0.5171948121406605,0.7699798584548292,0.6458370866040407,0.62918,0.42352941176470593,0.5971442337928472,0.7482408246228622
San Martín de la Vega,2.0,0.5379997325845701,0.5845113365485891,0.5656672242954576,0.54834,0.41245317404070064,0.5297942934938635,0.6638491952379019
San Sebastián de los Reyes,3.0,0.42947777777777774,0.4965571428571428,0.4493188590889741,0.5431999999999999,0.4739776951672862,0.4785062949782361,0.5676505063102018
Santa María de la Alameda,1.0,0.7602347161572053,0.7652730138129229,0.6345963401506995,0.5529600000000001,0.48550000000000004,0.6397128140241656,0.7799907849578165
Santorcaz,1.0,0.6800248665696264,0.7648094929081302,0.41890204520990315,0.5189,0.49382000000000004,0.5752912809375319,0.7014427223602597
Santos de la Humosa (Los),1.0,0.6564774381368268,0.7276119402985075,0.41311087190527457,0.45116,0.51652,0.5529760500681217,0.6742341467920225
Serna del Monte (La),1.0,0.6097919699175157,0.7173449522573467,0.7092787944025835,0.48721999999999993,0.36138,0.5770031433154892,0.7035299665902498
Serranillos del Valle,2.0,0.5392432143334671,0.8025389434004102,0.63217089177712,0.3958,0.5104788903513212,0.5760463879724637,0.721804548994542
Sevilla la Nueva,2.0,0.6014306725498061,0.7085019494798308,0.5931282975164072,0.44442,0.4178394249265972,0.5530640688945283,0.6930069680995625
Somosierra,1.0,0.6097919699175157,1.046514322795958,0.6930678148546824,0.45342,0.37792000000000003,0.6361428215136312,0.7756379547509793
Soto del Real,2.0,0.5249097472924189,0.6952343995417336,0.6195084287736456,0.47332,0.565819580844386,0.5757584312904369,0.7214437300616574
Talamanca de Jarama,2.0,0.7489370236662656,0.6504056026756841,0.6144382962295716,0.38583999999999996,0.4632175761871013,0.5725676997517245,0.7174456413879844
Tielmes,1.0,0.664665211062591,0.7762584592565126,0.4159311087190527,0.5719599999999999,0.45624000000000003,0.5770109558076313,0.7035394922269805
Titulcia,1.0,0.6658327268316351,0.7981134699174933,0.3995048439181916,0.5638199999999999,0.46631999999999996,0.578718208133464,0.7056211155000404
Torrejón de Ardoz,3.0,0.46407777777777787,0.3701428571428572,0.39640272456364406,0.5281800000000001,0.5186864931846344,0.45549797053378277,0.5403558036964412
Torrejón de Velasco,2.0,0.700387752373312,0.7009812073840013,0.5559130099086348,0.42408,0.48255543181127875,0.5727834802954453,0.7177160213110152
Torrejón de la Calzada,2.0,0.5441636582430807,0.6758135151615944,0.5309998713164329,0.46706000000000003,0.5305862103877695,0.5497246510217755,0.6888225706935989
Torrelaguna,2.0,0.5803449659045328,0.6845723155385554,0.725157637369708,0.49315999999999993,0.44011339475549255,0.5846696627136577,0.7326097880610201
Torrelodones,2.0,0.5612113918973125,0.7495426575752536,0.6881997168961523,0.46177999999999997,0.8731801154196619,0.6667827763576761,0.835500145847955
Torremocha de Jarama,1.0,0.8379124211547792,0.7897932696764625,0.49522066738428416,0.4881999999999999,0.46068,0.6143612716431052,0.7490800872068915
Torres de la Alameda,2.0,0.5284530017382004,0.7064877949627659,0.611607257753185,0.5766600000000001,0.38977422294218894,0.5625964554792681,0.7049513533839792
Tres Cantos,3.0,0.6126222222222224,0.6280571428571428,0.6818646232439337,0.44791999999999993,0.5555638166047088,0.5852055609856015,0.6942275085516512
Valdaracete,1.0,0.678447962154294,0.7374617595253545,0.4911948331539289,0.62568,0.3839000000000001,0.5833369109667156,0.7112526200899402
Valdeavero,1.0,0.6772501213003396,0.7386900899230556,0.4220021528525295,0.48908,0.52322,0.5700484728151849,0.695050256970973
Valdelaguna,1.0,0.6827996118389132,0.7696301103179753,0.4435091496232508,0.53452,0.3876,0.5636117743560278,0.6872021017150037
Valdemanco,1.0,0.7556859534206696,0.7519004357096505,0.4904843918191603,0.47212000000000004,0.59856,0.613750156189896,0.748334964690039
Valdemaqueda,1.0,0.8094068413391559,0.7703253916751646,0.5564908503767492,0.5964400000000001,0.52262,0.6510566166782139,0.7938220876026365
Valdemorillo,2.0,0.5205776173285198,0.5607849659072011,0.67723587697851,0.48652,0.6594310013161893,0.580909892306084,0.7278986754839345
Valdemoro,3.0,0.4668555555555556,0.4082142857142857,0.5137718177948063,0.44158000000000003,0.562998760842627,0.4786840839814549,0.5678614168431512
Valdeolmos-Alalpardo,2.0,0.6627891429335473,0.6361032577563428,0.6123021490155708,0.33078,0.5644223954642098,0.561279389033934,0.7033010270015567
Valdepiélagos,1.0,0.7808860989810771,0.7802679150829702,0.43950484391819156,0.47402,0.54674,0.6042837715964477,0.7367927654595615
Valdetorres de Jarama,2.0,0.5473191603155502,0.6940517767060257,0.6437524128168833,0.5063799999999999,0.4715601903411967,0.5726127080359312,0.717502038207687
Valdilecha,2.0,0.6146677363283862,0.5499935325313673,0.5705829365590014,0.46748000000000006,0.4060747190442442,0.5217597848925998,0.6537816989764633
Valverde de Alcalá,1.0,0.6097919699175157,0.792458514879021,0.41980624327233584,0.45032000000000005,0.54798,0.5640713456137745,0.6877624490118148
Velilla de San Antonio,2.0,0.5919775371038909,0.5872091948925477,0.5179256208982114,0.53346,0.3778070264250279,0.5216758758639355,0.6536765582797136
Vellón (El),1.0,0.6708060407569141,0.735955316584778,0.4393756727664154,0.50564,0.51694,0.5737434060216215,0.6995554252103361
Venturada,1.0,0.6671215429403202,0.7937331973672013,0.48421959095801936,0.4568,0.7679400000000001,0.6339628662531082,0.7729799729542225
Villa del Prado,2.0,0.5037438160181843,0.6470979544320639,0.6808390168575472,0.5244800000000001,0.4452566568796193,0.5602834888374829,0.7020531322014988
Villaconejos,2.0,0.6564915095601016,0.6382282831642552,0.6517050572641873,0.54694,0.41380986129391517,0.5814349422564918,0.7285565798655376
Villalbilla,2.0,0.5228105361679369,0.5423619195446903,0.6644189936945053,0.39462,0.5239850156930242,0.5296392930200314,0.6636549746864944
Villamanrique de Tajo,1.0,0.7808860989810771,0.7676833225178455,0.4871474703982777,0.56384,0.43744,0.60739937837944,0.7405915709970011
Villamanta,1.0,0.658433406113537,0.9438676184295913,0.4266092572658772,0.53258,0.49186,0.610670056361801,0.7445794521694262
Villamantilla,1.0,0.6703814895681708,0.7501854083619173,0.4420667384284176,0.469,0.5838,0.5830867272717011,0.7109475754318061
Villanueva de Perales,1.0,0.6739901746724891,0.8392741262630945,0.44198062432723356,0.49763999999999997,0.54694,0.5999649850525633,0.7315269436211039
Villanueva de la Cañada,2.0,0.5811472121941436,0.7464013156679047,0.6544331488868871,0.42593999999999993,0.8618608889338869,0.6539565131365644,0.819428427783398
Villanueva del Pardillo,2.0,0.5456611846503544,0.6567991573812296,0.5516921889074765,0.38811999999999997,0.5587121595626201,0.5401969381003362,0.676884041658785
Villar del Olmo,1.0,0.8909964822901504,0.7381570408825439,0.4222389666307857,0.5024799999999999,0.66954,0.644682497960696,0.7860502347447644
Villarejo de Salvanés,2.0,0.5887551811739539,0.5776003843524217,0.6530691030755373,0.6497999999999999,0.40678343626607266,0.5752016209735971,0.7207460289250585
Villaviciosa de Odón,2.0,0.5570664527343228,0.7322837555666426,0.5751383348346417,0.55472,0.8255543181127872,0.6489525722496788,0.8131583298008959
Villavieja del Lozoya,1.0,0.709682799611839,0.8477333827755631,0.5983853606027988,0.4245399999999999,0.37842,0.5917523085980401,0.721513369070249
Zarzalejo,1.0,0.6737778990781174,0.8046259386298321,0.5883961248654467,0.56538,0.53526,0.6334879925146792,0.7724009676070214
