Educación, formación e investigación.Educación.Enseñanza no universitaria.Régimen general.Centros.Total. Total centros no universitarios del régimen general. Unidad: Número. Fuente: Subdirección General de Evaluación y Análisis. Consejería de Educación, Ciencia y Universidades.;
Serie;;;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024(P)
Zonas Estadísticas;10;Sierra Sur          ;24,00;25,00;27,00;28,00;29,00;31,00;32,00;31,00;32,00;32,00;30,00;31,00;30,00;30,00;31,00;32,00;32,00;32,00;39,00;38,00;
Zonas Estadísticas;11;Sierra Central      ;90,00;100,00;105,00;110,00;120,00;125,00;127,00;128,00;123,00;122,00;121,00;125,00;121,00;117,00;118,00;117,00;113,00;109,00;127,00;126,00;
Municipios;0014;Acebeda (La);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0029;Ajalvir;2,00;3,00;3,00;3,00;2,00;4,00;4,00;4,00;4,00;4,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;2,00;2,00;2,00;
Municipios;0035;Alameda del Valle;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0040;Álamo (El);3,00;4,00;5,00;6,00;6,00;6,00;6,00;6,00;6,00;6,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;6,00;6,00;
Municipios;0053;Alcalá de Henares;78,00;81,00;89,00;91,00;93,00;98,00;98,00;98,00;99,00;99,00;100,00;99,00;99,00;100,00;100,00;100,00;97,00;94,00;100,00;99,00;
Municipios;0066;Alcobendas;55,00;58,00;63,00;68,00;69,00;68,00;71,00;72,00;71,00;72,00;74,00;76,00;76,00;76,00;77,00;75,00;75,00;76,00;78,00;79,00;
Municipios;0072;Alcorcón;54,00;58,00;61,00;68,00;77,00;79,00;83,00;85,00;84,00;85,00;88,00;88,00;87,00;86,00;86,00;88,00;82,00;79,00;89,00;87,00;
Municipios;0088;Aldea del Fresno;2,00;2,00;2,00;3,00;3,00;3,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;3,00;
Municipios;0091;Algete;13,00;13,00;13,00;15,00;16,00;15,00;15,00;16,00;15,00;16,00;17,00;17,00;17,00;17,00;16,00;14,00;14,00;14,00;15,00;15,00;
Municipios;0105;Alpedrete;11,00;13,00;13,00;14,00;15,00;15,00;16,00;17,00;16,00;15,00;15,00;17,00;16,00;16,00;16,00;16,00;14,00;13,00;14,00;14,00;
Municipios;0112;Ambite;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;0127;Anchuelo;1,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;0133;Aranjuez;20,00;20,00;21,00;22,00;22,00;22,00;23,00;23,00;24,00;24,00;24,00;24,00;24,00;25,00;25,00;26,00;27,00;27,00;31,00;29,00;
Municipios;0148;Arganda del Rey;17,00;20,00;21,00;23,00;24,00;28,00;28,00;28,00;28,00;28,00;27,00;28,00;28,00;28,00;29,00;29,00;28,00;28,00;30,00;30,00;
Municipios;0151;Arroyomolinos;7,00;7,00;11,00;12,00;16,00;16,00;16,00;17,00;16,00;17,00;18,00;18,00;21,00;21,00;20,00;20,00;20,00;20,00;21,00;20,00;
Municipios;0164;Atazar (El);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0170;Batres;1,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;0186;Becerril de la Sierra;2,00;2,00;2,00;2,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;
Municipios;0199;Belmonte de Tajo;1,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;3,00;3,00;3,00;3,00;2,00;2,00;2,00;
Municipios;0210;Berrueco (El);1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;0203;Berzosa del Lozoya;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0225;Boadilla del Monte;21,00;25,00;30,00;33,00;33,00;33,00;33,00;33,00;33,00;35,00;35,00;35,00;37,00;37,00;38,00;38,00;37,00;36,00;39,00;38,00;
Municipios;0231;Boalo (El);3,00;3,00;3,00;4,00;4,00;4,00;6,00;6,00;6,00;5,00;5,00;6,00;6,00;6,00;8,00;9,00;9,00;9,00;9,00;9,00;
Municipios;0246;Braojos;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0259;Brea de Tajo;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;0262;Brunete;6,00;6,00;6,00;8,00;8,00;10,00;10,00;10,00;9,00;10,00;7,00;8,00;9,00;8,00;8,00;8,00;7,00;7,00;7,00;7,00;
Municipios;0278;Buitrago del Lozoya;3,00;3,00;3,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;5,00;4,00;4,00;4,00;3,00;3,00;5,00;5,00;
Municipios;0284;Bustarviejo;2,00;2,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;0297;Cabanillas de la Sierra;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;0301;Cabrera (La);3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;4,00;4,00;4,00;4,00;4,00;5,00;5,00;5,00;5,00;5,00;6,00;6,00;
Municipios;0318;Cadalso de los Vidrios;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;2,00;
Municipios;0323;Camarma de Esteruelas;4,00;5,00;7,00;7,00;8,00;8,00;8,00;8,00;8,00;7,00;6,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;7,00;7,00;
Municipios;0339;Campo Real;2,00;2,00;3,00;3,00;3,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;5,00;5,00;
Municipios;0344;Canencia;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0357;Carabaña;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;0360;Casarrubuelos;3,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;6,00;6,00;
Municipios;0376;Cenicientos;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;0382;Cercedilla;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;5,00;5,00;5,00;4,00;4,00;4,00;4,00;4,00;4,00;5,00;5,00;
Municipios;0395;Cervera de Buitrago;0,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;0513;Chapinería;2,00;2,00;2,00;2,00;2,00;2,00;3,00;3,00;3,00;3,00;2,00;2,00;2,00;2,00;2,00;3,00;3,00;3,00;4,00;4,00;
Municipios;0528;Chinchón;2,00;2,00;2,00;2,00;2,00;2,00;3,00;3,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;
Municipios;0409;Ciempozuelos;12,00;12,00;13,00;14,00;15,00;14,00;13,00;13,00;13,00;13,00;13,00;13,00;13,00;13,00;13,00;13,00;13,00;13,00;14,00;14,00;
Municipios;0416;Cobeña;4,00;4,00;4,00;4,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;4,00;4,00;
Municipios;0468;Collado Mediano;3,00;3,00;4,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;4,00;4,00;3,00;3,00;5,00;5,00;
Municipios;0474;Collado Villalba;30,00;31,00;34,00;34,00;36,00;39,00;41,00;42,00;41,00;40,00;39,00;40,00;38,00;37,00;36,00;36,00;34,00;33,00;35,00;35,00;
Municipios;0455;Colmenar Viejo;23,00;23,00;25,00;28,00;30,00;32,00;32,00;32,00;33,00;34,00;34,00;36,00;36,00;33,00;33,00;32,00;31,00;29,00;32,00;32,00;
Municipios;0437;Colmenar de Oreja;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;4,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;4,00;5,00;
Municipios;0421;Colmenar del Arroyo;1,00;1,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;0442;Colmenarejo;4,00;5,00;5,00;5,00;6,00;6,00;5,00;5,00;6,00;6,00;6,00;6,00;6,00;7,00;7,00;7,00;7,00;6,00;7,00;7,00;
Municipios;0480;Corpa;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;0493;Coslada;33,00;37,00;41,00;44,00;44,00;43,00;45,00;45,00;46,00;44,00;41,00;43,00;41,00;41,00;42,00;41,00;40,00;40,00;43,00;43,00;
Municipios;0506;Cubas de la Sagra;2,00;2,00;2,00;2,00;2,00;3,00;3,00;3,00;4,00;4,00;5,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;
Municipios;0534;Daganzo de Arriba;5,00;6,00;6,00;8,00;8,00;8,00;7,00;7,00;6,00;6,00;6,00;6,00;6,00;5,00;5,00;5,00;5,00;5,00;6,00;6,00;
Municipios;0549;Escorial (El);6,00;6,00;6,00;7,00;7,00;8,00;7,00;8,00;6,00;6,00;6,00;6,00;6,00;5,00;5,00;5,00;5,00;5,00;6,00;6,00;
Municipios;0552;Estremera;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;3,00;
Municipios;0565;Fresnedillas de la Oliva;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;3,00;
Municipios;0571;Fresno de Torote;2,00;2,00;2,00;2,00;3,00;4,00;4,00;4,00;4,00;4,00;3,00;3,00;3,00;3,00;3,00;2,00;2,00;2,00;2,00;2,00;
Municipios;0587;Fuenlabrada;91,00;93,00;95,00;99,00;100,00;100,00;105,00;104,00;104,00;104,00;106,00;105,00;106,00;106,00;107,00;107,00;102,00;98,00;99,00;99,00;
Municipios;0590;Fuente el Saz de Jarama;4,00;4,00;4,00;4,00;4,00;5,00;4,00;4,00;4,00;4,00;3,00;3,00;3,00;3,00;3,00;3,00;2,00;2,00;3,00;2,00;
Municipios;0604;Fuentidueña de Tajo;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;0611;Galapagar;15,00;15,00;16,00;17,00;17,00;18,00;18,00;19,00;19,00;18,00;18,00;17,00;16,00;16,00;17,00;17,00;18,00;17,00;19,00;17,00;
Municipios;0626;Garganta de los Montes;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;0,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0647;Gascones;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0650;Getafe;63,00;70,00;73,00;74,00;77,00;79,00;80,00;82,00;81,00;82,00;83,00;91,00;91,00;90,00;95,00;96,00;96,00;94,00;97,00;96,00;
Municipios;0663;Griñón;6,00;6,00;6,00;5,00;5,00;6,00;8,00;8,00;9,00;8,00;8,00;8,00;8,00;8,00;8,00;8,00;7,00;7,00;7,00;7,00;
Municipios;0679;Guadalix de la Sierra;3,00;3,00;5,00;5,00;4,00;5,00;5,00;5,00;5,00;6,00;6,00;6,00;6,00;5,00;5,00;5,00;4,00;4,00;5,00;5,00;
Municipios;0685;Guadarrama;7,00;8,00;8,00;8,00;10,00;12,00;12,00;11,00;11,00;12,00;10,00;12,00;11,00;11,00;11,00;11,00;11,00;10,00;12,00;12,00;
Municipios;0698;Hiruela (La);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0702;Horcajo de la Sierra-Aoslos;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0719;Horcajuelo de la Sierra;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0724;Hoyo de Manzanares;3,00;3,00;3,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;3,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;
Municipios;0730;Humanes de Madrid;8,00;8,00;10,00;12,00;14,00;15,00;15,00;15,00;16,00;17,00;16,00;18,00;16,00;16,00;15,00;15,00;14,00;15,00;17,00;16,00;
Municipios;0745;Leganés;75,00;78,00;81,00;86,00;89,00;93,00;92,00;96,00;101,00;96,00;99,00;100,00;99,00;100,00;101,00;99,00;98,00;95,00;95,00;95,00;
Municipios;0758;Loeches;3,00;3,00;4,00;4,00;6,00;6,00;6,00;6,00;7,00;7,00;6,00;6,00;7,00;7,00;7,00;7,00;7,00;7,00;8,00;8,00;
Municipios;0761;Lozoya;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;0783;Madarcos;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0796;Madrid;1.128,00;1.185,00;1.238,00;1.292,00;1.336,00;1.374,00;1.413,00;1.423,00;1.422,00;1.419,00;1.415,00;1.429,00;1.417,00;1.422,00;1.420,00;1.432,00;1.388,00;1.394,00;1.509,00;1.506,00;
Municipios;0800;Majadahonda;27,00;28,00;29,00;33,00;32,00;35,00;34,00;36,00;35,00;36,00;37,00;38,00;36,00;37,00;37,00;37,00;35,00;36,00;42,00;40,00;
Municipios;0822;Manzanares el Real;4,00;4,00;4,00;4,00;4,00;4,00;5,00;5,00;4,00;5,00;5,00;5,00;5,00;5,00;4,00;5,00;5,00;5,00;4,00;4,00;
Municipios;0838;Meco;7,00;9,00;9,00;9,00;9,00;8,00;8,00;9,00;9,00;9,00;9,00;9,00;8,00;8,00;8,00;8,00;6,00;8,00;9,00;9,00;
Municipios;0843;Mejorada del Campo;9,00;9,00;9,00;9,00;9,00;10,00;11,00;11,00;11,00;11,00;11,00;11,00;11,00;11,00;11,00;11,00;11,00;11,00;12,00;11,00;
Municipios;0856;Miraflores de la Sierra;3,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;
Municipios;0869;Molar (El);2,00;4,00;4,00;4,00;4,00;7,00;6,00;6,00;6,00;6,00;6,00;6,00;7,00;7,00;7,00;7,00;7,00;7,00;8,00;8,00;
Municipios;0875;Molinos (Los);2,00;2,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;4,00;4,00;
Municipios;0881;Montejo de la Sierra;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;0894;Moraleja de Enmedio;3,00;3,00;4,00;4,00;4,00;4,00;4,00;5,00;5,00;5,00;5,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;
Municipios;0908;Moralzarzal;7,00;9,00;9,00;9,00;10,00;10,00;10,00;10,00;10,00;11,00;11,00;11,00;11,00;10,00;10,00;9,00;8,00;8,00;9,00;9,00;
Municipios;0915;Morata de Tajuña;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;5,00;5,00;
Municipios;0920;Móstoles;83,00;83,00;85,00;87,00;90,00;92,00;92,00;92,00;95,00;95,00;94,00;97,00;97,00;97,00;98,00;98,00;95,00;95,00;98,00;97,00;
Municipios;0936;Navacerrada;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;0941;Navalafuente;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;0954;Navalagamella;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;0967;Navalcarnero;10,00;10,00;13,00;14,00;16,00;16,00;17,00;17,00;17,00;17,00;17,00;17,00;17,00;17,00;17,00;18,00;18,00;19,00;19,00;19,00;
Municipios;0973;Navarredonda y San Mamés;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0992;Navas del Rey;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1006;Nuevo Baztán;3,00;3,00;3,00;3,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;5,00;5,00;
Municipios;1013;Olmeda de las Fuentes;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;1028;Orusco de Tajuña;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1049;Paracuellos de Jarama;4,00;4,00;5,00;8,00;9,00;10,00;12,00;12,00;12,00;12,00;12,00;12,00;13,00;15,00;15,00;16,00;14,00;14,00;15,00;14,00;
Municipios;1065;Parla;37,00;39,00;44,00;50,00;54,00;56,00;58,00;60,00;61,00;60,00;61,00;63,00;63,00;62,00;62,00;60,00;58,00;57,00;58,00;57,00;
Municipios;1071;Patones;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1087;Pedrezuela;2,00;2,00;5,00;5,00;6,00;7,00;7,00;7,00;6,00;7,00;6,00;6,00;6,00;6,00;6,00;6,00;5,00;5,00;5,00;5,00;
Municipios;1090;Pelayos de la Presa;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1104;Perales de Tajuña;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;3,00;
Municipios;1111;Pezuela de las Torres;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;1126;Pinilla del Valle;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;1132;Pinto;14,00;16,00;17,00;17,00;21,00;22,00;22,00;22,00;22,00;23,00;25,00;24,00;25,00;25,00;25,00;23,00;23,00;23,00;26,00;26,00;
Municipios;1147;Piñuécar-Gandullas;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;1150;Pozuelo de Alarcón;47,00;48,00;52,00;55,00;56,00;56,00;58,00;59,00;60,00;59,00;58,00;58,00;56,00;56,00;57,00;57,00;55,00;53,00;56,00;57,00;
Municipios;1163;Pozuelo del Rey;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;1179;Prádena del Rincón;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;1185;Puebla de la Sierra;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;9020;Puentes Viejas;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;1198;Quijorna;2,00;2,00;2,00;2,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;
Municipios;1202;Rascafría;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1219;Redueña;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;1224;Ribatejada;1,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1230;Rivas-Vaciamadrid;29,00;32,00;34,00;34,00;37,00;38,00;42,00;44,00;45,00;44,00;46,00;46,00;47,00;48,00;48,00;48,00;47,00;49,00;52,00;52,00;
Municipios;1245;Robledillo de la Jara;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;1258;Robledo de Chavela;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;4,00;4,00;
Municipios;1261;Robregordo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;1277;Rozas de Madrid (Las);36,00;41,00;46,00;49,00;52,00;53,00;53,00;55,00;54,00;54,00;55,00;54,00;55,00;56,00;55,00;54,00;52,00;52,00;59,00;54,00;
Municipios;1283;Rozas de Puerto Real;2,00;2,00;2,00;2,00;2,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;
