Municipios;0170;Batres;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0186;Becerril de la Sierra;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;20,00;19,00;13,00;11,00;12,00;15,00;21,00;23,00;19,00;17,00;16,00;9,00;7,00;12,00;11,00;
Municipios;0199;Belmonte de Tajo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0210;Berrueco (El);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0203;Berzosa del Lozoya;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0225;Boadilla del Monte;6.739,00;6.364,00;5.650,00;5.700,00;5.529,00;5.392,00;5.450,00;6.354,00;6.534,00;6.790,00;7.218,00;8.055,00;8.665,00;10.138,00;10.738,00;11.191,00;11.495,00;11.617,00;11.375,00;11.177,00;11.081,00;11.222,00;11.518,00;11.722,00;11.804,00;11.907,00;11.981,00;12.445,00;12.313,00;11.883,00;
Municipios;0231;Boalo (El);0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,00;89,00;34,00;120,00;131,00;138,00;142,00;146,00;351,00;590,00;642,00;665,00;660,00;701,00;736,00;737,00;738,00;782,00;799,00;819,00;857,00;872,00;796,00;
Municipios;0246;Braojos;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0259;Brea de Tajo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0262;Brunete;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,00;106,00;95,00;89,00;127,00;133,00;88,00;105,00;98,00;78,00;79,00;31,00;40,00;41,00;32,00;23,00;107,00;168,00;175,00;196,00;221,00;
Municipios;0278;Buitrago del Lozoya;1.043,00;1.108,00;1.070,00;972,00;936,00;852,00;767,00;698,00;730,00;730,00;737,00;711,00;686,00;666,00;780,00;868,00;941,00;924,00;896,00;1.009,00;1.059,00;1.181,00;1.282,00;1.616,00;1.652,00;1.769,00;1.769,00;1.662,00;1.467,00;1.520,00;
Municipios;0284;Bustarviejo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0297;Cabanillas de la Sierra;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0301;Cabrera (La);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;32,00;40,00;56,00;62,00;87,00;80,00;
Municipios;0318;Cadalso de los Vidrios;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0323;Camarma de Esteruelas;0,00;0,00;0,00;0,00;0,00;483,00;0,00;0,00;0,00;241,00;339,00;436,00;520,00;527,00;569,00;564,00;564,00;559,00;487,00;461,00;461,00;463,00;483,00;510,00;511,00;589,00;592,00;589,00;614,00;630,00;
Municipios;0339;Campo Real;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;10,00;10,00;2,00;15,00;24,00;23,00;23,00;22,00;23,00;18,00;18,00;17,00;30,00;
Municipios;0344;Canencia;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0357;Carabaña;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0360;Casarrubuelos;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;30,00;32,00;30,00;50,00;51,00;44,00;37,00;34,00;26,00;13,00;
Municipios;0376;Cenicientos;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0382;Cercedilla;277,00;255,00;278,00;267,00;216,00;231,00;227,00;201,00;198,00;208,00;187,00;196,00;206,00;210,00;179,00;175,00;172,00;165,00;157,00;147,00;139,00;135,00;137,00;150,00;150,00;160,00;164,00;163,00;166,00;177,00;
Municipios;0395;Cervera de Buitrago;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0513;Chapinería;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,00;40,00;47,00;50,00;52,00;
Municipios;0528;Chinchón;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;23,00;20,00;26,00;23,00;21,00;20,00;20,00;20,00;19,00;14,00;12,00;0,00;0,00;
Municipios;0409;Ciempozuelos;203,00;282,00;240,00;189,00;152,00;146,00;142,00;185,00;217,00;350,00;387,00;402,00;432,00;495,00;530,00;567,00;572,00;617,00;650,00;625,00;577,00;595,00;639,00;616,00;607,00;632,00;568,00;574,00;572,00;549,00;
Municipios;0416;Cobeña;0,00;0,00;0,00;0,00;0,00;242,00;389,00;478,00;556,00;631,00;720,00;816,00;967,00;1.030,00;1.095,00;1.052,00;923,00;916,00;932,00;909,00;876,00;834,00;850,00;924,00;886,00;879,00;835,00;782,00;732,00;678,00;
Municipios;0468;Collado Mediano;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,00;21,00;44,00;46,00;41,00;64,00;63,00;55,00;56,00;57,00;54,00;50,00;38,00;35,00;41,00;35,00;19,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0474;Collado Villalba;700,00;752,00;1.036,00;887,00;1.442,00;1.651,00;1.930,00;2.129,00;2.068,00;2.074,00;2.186,00;2.192,00;2.280,00;2.181,00;2.042,00;2.097,00;2.352,00;2.341,00;2.456,00;2.423,00;2.405,00;2.438,00;2.341,00;2.310,00;2.256,00;2.222,00;2.075,00;2.052,00;1.955,00;1.929,00;
Municipios;0455;Colmenar Viejo;843,00;851,00;833,00;808,00;820,00;808,00;931,00;1.067,00;1.098,00;1.226,00;1.145,00;1.114,00;1.163,00;1.444,00;1.744,00;2.040,00;2.209,00;2.232,00;2.311,00;2.215,00;2.159,00;2.044,00;2.021,00;2.031,00;2.080,00;2.105,00;2.039,00;2.209,00;2.337,00;2.511,00;
Municipios;0437;Colmenar de Oreja;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;56,00;
Municipios;0421;Colmenar del Arroyo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0442;Colmenarejo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,00;42,00;42,00;80,00;74,00;49,00;53,00;53,00;52,00;49,00;52,00;45,00;90,00;108,00;99,00;98,00;98,00;97,00;103,00;
Municipios;0480;Corpa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0493;Coslada;807,00;779,00;765,00;584,00;585,00;699,00;787,00;739,00;901,00;927,00;924,00;1.075,00;1.317,00;1.421,00;1.451,00;1.492,00;1.622,00;1.645,00;1.643,00;1.665,00;1.678,00;1.704,00;1.743,00;1.764,00;1.737,00;1.641,00;1.498,00;1.501,00;1.483,00;1.461,00;
Municipios;0506;Cubas de la Sagra;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0534;Daganzo de Arriba;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;110,00;138,00;144,00;173,00;186,00;248,00;225,00;193,00;172,00;146,00;97,00;104,00;84,00;73,00;82,00;69,00;72,00;58,00;40,00;52,00;56,00;57,00;
Municipios;0549;Escorial (El);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;1.095,00;1.330,00;1.545,00;1.599,00;1.609,00;1.533,00;1.468,00;1.518,00;1.589,00;1.537,00;1.520,00;1.483,00;1.463,00;1.527,00;1.499,00;1.514,00;1.451,00;1.348,00;1.275,00;1.188,00;1.119,00;
Municipios;0552;Estremera;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0565;Fresnedillas de la Oliva;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0571;Fresno de Torote;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;18,00;27,00;16,00;16,00;16,00;11,00;15,00;17,00;13,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0587;Fuenlabrada;7.467,00;7.006,00;6.667,00;6.757,00;6.542,00;6.951,00;7.116,00;7.707,00;8.023,00;8.093,00;8.142,00;8.362,00;8.439,00;8.601,00;8.762,00;8.628,00;8.610,00;8.449,00;8.488,00;8.313,00;8.255,00;8.405,00;8.679,00;8.871,00;8.951,00;8.857,00;9.698,00;10.485,00;11.406,00;10.804,00;
Municipios;0590;Fuente el Saz de Jarama;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,00;81,00;67,00;72,00;73,00;57,00;42,00;60,00;42,00;40,00;11,00;40,00;27,00;30,00;38,00;28,00;28,00;32,00;0,00;0,00;0,00;0,00;
Municipios;0604;Fuentidueña de Tajo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0611;Galapagar;0,00;0,00;148,00;210,00;430,00;988,00;1.072,00;1.505,00;1.679,00;1.805,00;1.848,00;1.875,00;1.916,00;1.975,00;1.922,00;1.808,00;1.831,00;1.726,00;1.617,00;1.568,00;1.619,00;1.591,00;1.548,00;1.546,00;1.553,00;1.555,00;1.533,00;1.647,00;1.629,00;1.495,00;
Municipios;0626;Garganta de los Montes;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0647;Gascones;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0650;Getafe;8.042,00;8.184,00;8.029,00;7.902,00;7.647,00;8.006,00;8.174,00;8.445,00;8.324,00;8.353,00;8.228,00;8.549,00;8.768,00;9.085,00;9.202,00;8.972,00;9.047,00;8.987,00;9.001,00;8.895,00;9.145,00;9.503,00;9.865,00;9.997,00;10.143,00;10.222,00;9.612,00;9.565,00;9.466,00;9.301,00;
Municipios;0663;Griñón;1.572,00;1.524,00;1.462,00;1.444,00;1.424,00;1.332,00;1.380,00;1.543,00;1.701,00;1.842,00;1.861,00;1.950,00;2.084,00;2.136,00;2.184,00;2.172,00;2.113,00;2.054,00;1.958,00;1.853,00;1.777,00;1.755,00;1.697,00;1.686,00;1.682,00;1.655,00;1.652,00;1.626,00;1.620,00;1.556,00;
Municipios;0679;Guadalix de la Sierra;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;28,00;27,00;30,00;15,00;12,00;17,00;0,00;3,00;11,00;9,00;21,00;26,00;25,00;30,00;20,00;17,00;17,00;19,00;13,00;18,00;17,00;18,00;
Municipios;0685;Guadarrama;318,00;344,00;341,00;326,00;311,00;338,00;367,00;369,00;486,00;511,00;516,00;502,00;469,00;499,00;1.716,00;2.215,00;2.474,00;2.664,00;2.850,00;2.973,00;2.966,00;3.137,00;3.107,00;3.185,00;3.245,00;3.263,00;3.190,00;3.103,00;3.121,00;3.114,00;
Municipios;0698;Hiruela (La);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0702;Horcajo de la Sierra-Aoslos;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0719;Horcajuelo de la Sierra;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0724;Hoyo de Manzanares;0,00;0,00;0,00;0,00;23,00;28,00;26,00;29,00;40,00;40,00;34,00;29,00;33,00;35,00;30,00;23,00;22,00;14,00;11,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0730;Humanes de Madrid;117,00;108,00;102,00;103,00;85,00;56,00;58,00;47,00;91,00;88,00;94,00;96,00;108,00;199,00;185,00;253,00;214,00;234,00;289,00;486,00;624,00;770,00;955,00;1.089,00;1.167,00;1.245,00;1.243,00;1.580,00;1.306,00;1.256,00;
Municipios;0745;Leganés;4.419,00;4.052,00;3.734,00;3.570,00;3.434,00;3.437,00;3.437,00;3.189,00;3.270,00;3.441,00;3.679,00;3.814,00;3.998,00;4.208,00;4.308,00;4.391,00;4.456,00;4.398,00;4.457,00;4.659,00;4.947,00;5.243,00;5.377,00;5.586,00;5.717,00;5.687,00;5.332,00;5.299,00;5.355,00;5.851,00;
Municipios;0758;Loeches;1.553,00;1.459,00;1.342,00;1.317,00;1.249,00;1.136,00;1.190,00;1.111,00;1.248,00;1.162,00;1.298,00;1.231,00;1.245,00;1.181,00;1.113,00;1.035,00;885,00;797,00;711,00;627,00;547,00;446,00;442,00;450,00;380,00;350,00;317,00;295,00;249,00;222,00;
Municipios;0761;Lozoya;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0783;Madarcos;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0796;Madrid;296.573,00;285.625,00;271.196,00;267.936,00;260.310,00;257.408,00;257.435,00;263.024,00;266.305,00;268.704,00;272.488,00;276.616,00;281.237,00;286.427,00;292.021,00;296.271,00;298.988,00;299.886,00;300.030,00;300.232,00;300.392,00;303.517,00;309.958,00;316.556,00;320.721,00;323.244,00;317.601,00;317.370,00;321.989,00;325.621,00;
Municipios;0800;Majadahonda;2.802,00;3.002,00;2.718,00;2.600,00;2.610,00;2.737,00;2.696,00;2.933,00;3.275,00;3.446,00;3.701,00;3.712,00;3.772,00;4.587,00;5.035,00;5.116,00;5.300,00;5.570,00;5.600,00;5.697,00;5.964,00;6.189,00;6.416,00;6.545,00;6.711,00;6.611,00;6.433,00;6.470,00;6.454,00;6.467,00;
Municipios;0822;Manzanares el Real;0,00;0,00;0,00;0,00;38,00;25,00;31,00;95,00;108,00;144,00;145,00;158,00;169,00;194,00;180,00;189,00;208,00;223,00;240,00;243,00;243,00;215,00;247,00;232,00;256,00;241,00;209,00;203,00;194,00;208,00;
Municipios;0838;Meco;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;74,00;142,00;154,00;164,00;138,00;101,00;126,00;163,00;219,00;298,00;433,00;590,00;709,00;740,00;763,00;765,00;693,00;709,00;812,00;843,00;
Municipios;0843;Mejorada del Campo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;58,00;90,00;82,00;80,00;71,00;62,00;72,00;66,00;85,00;89,00;88,00;33,00;51,00;49,00;43,00;
Municipios;0856;Miraflores de la Sierra;177,00;214,00;246,00;257,00;241,00;233,00;225,00;235,00;226,00;219,00;219,00;253,00;254,00;253,00;253,00;227,00;215,00;218,00;222,00;191,00;184,00;171,00;159,00;145,00;143,00;122,00;114,00;102,00;110,00;120,00;
Municipios;0869;Molar (El);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;33,00;41,00;40,00;36,00;26,00;27,00;41,00;50,00;52,00;40,00;34,00;33,00;39,00;40,00;
Municipios;0875;Molinos (Los);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;75,00;82,00;82,00;84,00;84,00;84,00;84,00;84,00;84,00;84,00;84,00;84,00;84,00;84,00;84,00;84,00;84,00;84,00;104,00;124,00;96,00;97,00;
Municipios;0881;Montejo de la Sierra;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0894;Moraleja de Enmedio;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0908;Moralzarzal;0,00;0,00;0,00;0,00;0,00;0,00;0,00;296,00;424,00;463,00;499,00;625,00;664,00;858,00;1.268,00;1.392,00;1.439,00;1.542,00;1.586,00;1.615,00;1.570,00;1.538,00;1.625,00;1.705,00;1.715,00;1.702,00;1.707,00;1.731,00;1.692,00;1.651,00;
Municipios;0915;Morata de Tajuña;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0920;Móstoles;6.437,00;6.004,00;5.511,00;4.939,00;4.686,00;4.669,00;4.765,00;4.574,00;4.703,00;4.584,00;4.774,00;4.850,00;4.952,00;5.059,00;5.173,00;5.194,00;5.135,00;5.109,00;5.149,00;5.261,00;5.363,00;5.599,00;5.912,00;6.280,00;6.798,00;7.246,00;7.309,00;7.690,00;7.542,00;6.541,00;
Municipios;0936;Navacerrada;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
