has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,price,priceByArea,labels,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,hasStaging,propertyCode,province,detailedType,newDevelopment,latitude,suggestedTexts,externalReference,status,parkingSpace,address
False,chalet,False,False,303.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/f7/f9/1183902622.jpg,False,False,4,294000.0,970.0,nan,3,es,"Renovated house for sale with four bedrooms and three bathrooms. We access from a glazed porch perfect as a cloakroom or living room. Next we find the bedrooms, living room and kitchen all on one floor. The living room has a fireplace and is attached to the kitchen, which makes it very comfortable and allows you to enjoy all the space. It has a bar or serving hatch ideal for meetings and to create various environments. The bedrooms have built-in wardrobes and the main one has a bathroom. The fourth bedroom is used as an office, large and in the other wing of the house. Outside we have paved and garden areas, all finished with details and beautiful trees. Roof for four cars. Covered porch with a large bathroom and bar counter, pergola with stone table and the magnificent pool. A luxury to enjoy the surroundings and tranquility that the urbanization offers all year round. 20 minutes from Alcalá de Henares and A-2. We have two schools, a shopping center and all services in a unique enclave.",sale,Nuevo Baztan,False,https://www.idealista.com/inmueble/103268251/,-3.2700818,True,33,False,103268251,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.3727267,"{'title': 'Detached house in Villajoyosa, 6'}",nan,good,nan,"Villajoyosa, 6"
False,chalet,False,False,266.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/51/0a/1154151323.jpg,False,False,4,225000.0,846.0,nan,3,es,"GARSIERRA. GREAT INDEPENDENT CHALET. Main living room with fireplace, large kitchen, 4 bedrooms, 3 full bathrooms, garage, games room. Private pool. Excellent location. Municipality that has all the basic services at its fingertips, with a commercial offer (large surfaces and necessary neighborhood stores) and an educational offer, a variety of restaurant services and valued green areas in which to carry out outdoor activities. Housing for those who want to live in a quiet area very well connected and for those who seek to invest for rent with a very good profitability. All this, in addition, with excellent communications by public transport (bus) and roads.",sale,Nuevo Baztan,False,https://www.idealista.com/inmueble/102392573/,-3.2602681,True,19,False,102392573,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.36354,"{'title': 'Detached house in villacarriedo, 38'}",nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","villacarriedo, 38"
False,chalet,False,False,230.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/4e/c0/1185771426.jpg,False,False,3,233000.0,1013.0,nan,2,es,"Alameda Inmobiliaria offers this great opportunity in Nuevo Baztán, Eurovillas. The house is made up of 2 floors and has 2 bedrooms, previously there were 3, and two bathrooms. It is presented as a perfect opportunity for those looking for a comfortable and quiet life. The house has a spacious and bright living room that has a very friendly atmosphere. The spaces are distributed in an optimal way. We have a very spacious kitchen and easy access, you can also enter from the patio. As for the rooms, both are spacious and very bright since there were previously 3 rooms. Now it is worth highlighting the jewel in the crown: the patio. The plot has 1000 meters. Which integrate a patio, a pool, a porch and a garden area. The heating is by diesel. Regarding services: In a perfect area to rest because it is a large urbanization. A few meters away is the Carrefour, within the nerve center are all the services. Alameda Inmobiliaria also works with a financial company that could carry out the study for you without any type of commitment. Financing up to 100! question without obligation.",sale,Nuevo Baztan,False,https://www.idealista.com/inmueble/103323102/,-3.2641836,False,56,False,103323102,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.3665419,{'title': 'Detached house in Calle Villacruz'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Villacruz
False,chalet,False,False,170.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/2d/8f/1171403152.jpg,False,False,3,279000.0,1641.0,nan,2,es,"""BANK OPPORTUNITIES"" Sell 3-bedroom Villa in Nuevo Baztán, Madrid. Located in a residential area with all services; schools, parks, sports centers, supermarkets, shops and restaurants. Urbanization well connected by the M-209 and M-204 roads. The house has an area of 171 m² developed on 3 floors, built on a large plot of 918 m² where the unbuilt part is used as a garden and leisure area. One floor below ground level and two above ground floors joined by an internal staircase in which it has a living-dining room, fitted kitchen, 3 bedrooms, living room, 2 bathrooms and garage. It has a heating system through radiators. Contact us and request a free financial study in which our professionals, thanks to a deep knowledge of the banking market, will help you find the mortgage solution that best suits your preferences. Real Estate Advisor, Juan Redondo.",sale,Nuevo Baztan,False,https://www.idealista.com/inmueble/102907371/,-3.2417562,False,27,False,102907371,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.3677313,{'title': 'Detached house in utrech'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",utrech
False,chalet,False,False,420.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/33/3d/d1/1172514617.jpg,False,False,6,325000.0,774.0,nan,4,es,"420m² villa built in Las Villas Urbanization and a 1,200m² plot. The house has two floors, with 191m² on the ground floor and 163m² on the upper floor. It has 6 bedrooms (two on the ground floor and four on the upper floor) and 4 complete bathrooms (two with shower and two with bathtub). The main room has a terrace and dressing room, as well as two independent bathrooms. The house has: -Garage on the ground floor of 52m² - Facility room where the diesel boiler is located (water and heating) - Laundry room - Woodshed/storage room - Outdoor oven - Round construction pool and pump room - Bars on ground floor windows - AA/CC with heat pump in the living room and in the four bedrooms on the upper floor - Closed access porch to the house with pedestrian access to the garage - Store.",sale,Nuevo Baztan,False,https://www.idealista.com/inmueble/102940960/,-3.2623249,False,43,False,102940960,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.370468,{'title': 'Detached house in Villamayor'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Villamayor
False,countryHouse,False,False,80.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/fb/4c/1157534197.jpg,False,True,3,166000.0,2075.0,nan,1,es,"Are you looking for a comfortable house? Do you want to live close to all services? We offer you EXCLUSIVELY this little house in the town of Nuevo Baztán. It is perfect to move into. The SINGLE-FAMILY home has 80 meters on one floor and a 30-meter CORNER front garden. It consists of 3 bedrooms, all of them DOUBLE and with BUILT-IN WARDROBES and a full bathroom with a bathtub. It also has a separate laundry area, which can easily be converted into a second bathroom. The living room has a fireplace and the kitchen is fully equipped with access to another backyard with a direct door to the countryside. The floors are stoneware and it has large wooden windows in all rooms, taking advantage of all the outside light. The hot water works with a recently installed electric water heater and the heating works through a diesel boiler. Both the roof and the ground floor of the house are fixed and you can see that it has all the optimal qualities to live without worrying about anything. The house is located a few meters from the medical center, the pharmacy, the supermarket, the sports area and has good access to the main road of the town. Nuevo Baztán is listed as one of the most beautiful towns in Spain and Villas in Madrid, with a beautiful architectural complex. Both the town and the urbanization have supermarkets, two schools, two shopping centers, sports courts, maintenance service (conservation entity), cultural house with library, auditorium room and multiple activities. The municipality has a doctor's office, supermarkets, local police, municipal swimming pool, gas station, industrial estate. All this surrounded by a fantastic natural environment and quick access to Alcalá de Henares, Torrejón de Ardoz, Rivas and Madrid thanks to the connection with the A2 and A3 motorways, as well as the option of the R3 for direct access to the heart of the city. from Madrid. [IW].",sale,Nuevo Baztan,False,https://www.idealista.com/inmueble/102495418/,-3.2462999,False,14,False,102495418,Madrid,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",False,40.365507,{'title': 'Village house in Calle e'},PUE0032,good,nan,Calle E
False,chalet,False,False,117.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/63/21/1188351787.jpg,False,False,4,225000.0,1923.0,nan,2,es,"117 m2 villa built to reform to your liking. It has a small entrance porch and a side roof connected to the living room with fireplace and access to the attic. Unfurnished kitchen with access to the outside. It has 4 bedrooms and 2 bathrooms, one of them inside the master bedroom. Garage for 1 car. All of this located on a 1511m2 plot of land with various trees and a built-in swimming pool, located in the Las Villas de Nuevo Baztán urbanization. Villa from a financial institution.",sale,Nuevo Baztan,False,https://www.idealista.com/inmueble/103400433/,-3.2597635,False,34,False,103400433,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.3620879,{'title': 'Detached house'},01036,renew,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Nuevo Baztan
False,chalet,False,False,160.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/30/ff/1122728571.jpg,False,False,4,239000.0,1494.0,nan,1,es,"Villa located in the Monteacevedo urbanization of Nuevo Baztán. With a corner plot of 2797 m2 that overlooks two streets with independent entrances and the possibility of putting a totally independent mobile home. With many trees and several booths as storage rooms and a greenhouse. It has running water and perfectly legalized well water. We also find a large vegetable gazebo with a barbecue and a wood-burning oven. The house has 160 m2 built in the year 80. It consists of an entrance porch, a dining room and a living room, each with an iron stove, a fitted kitchen, 4 bedrooms and 1 full bathroom. Annex and independent of the house, it also has a garage for 1 car. We remain at your disposal for further information on the property.",sale,Nuevo Baztan,False,https://www.idealista.com/inmueble/98709124/,-3.2580499,False,49,False,98709124,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.3862216,{'title': 'Detached house'},00921,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Nuevo Baztan
False,chalet,False,False,160.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/52/85/52/1202337270.jpg,False,False,3,220000.0,1375.0,nan,1,es,"Villa for sale in the Villas de Nuevo Baztán. Just 45km from Madrid center. Comfortable villa distributed on one floor, a 1000m² plot with a swimming pool, a glazed porch with a fireplace, an independent space with multiple possibilities, a built-in house where the washing machine is located, and a roof for vehicles with storage space. The house has an entrance hall, living room with access to the outside of the plot and an American kitchen. It has 3 bedrooms, the main one has a fully dressed built-in wardrobe. And large bathroom with shower. Large plot, with paved areas and space for a garden. The Las Villas urbanization does not have a Community fee. The maintenance of the urbanization is the responsibility of the Nuevo Baztán city council. It has a bus stop at its entrance.",sale,Nuevo Baztan,False,https://www.idealista.com/inmueble/103456790/,-3.270905,False,36,False,103456790,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.3725642,{'title': 'Detached house'},01041,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Nuevo Baztan
False,chalet,False,False,253.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/18/d3/1194982721.jpg,False,False,3,309900.0,1225.0,nan,2,es,"Impressive one-story villa, with 185m2 built and on a plot of more than 1000m2, it is a true gem that offers a unique lifestyle. With 3 bedrooms, 2 bathrooms (one of them a suite incorporated into the master bedroom), 3 living rooms and an impressive kitchen with an office, as well as a swimming pool, this property has everything you need to enjoy to the fullest. When accessing the plot through its automatic gate, on the left you find a covered parking space for 5 cars. The tour of the house begins in a spectacular porch converted into a living room, which serves as the entrance to the house. Next, there is a very cozy original living room with a fireplace, ideal for everyday use. To the left are the bedrooms and 2 bathrooms, with one of them suite in the master bedroom. Continuing, you access a landing converted into closets for the relief of the house. The jewel of the home is, without a doubt, its spectacular kitchen with an office, spacious and very well located, flooded with natural light. From here, you access an additional space of more than 60m2 that houses the laundry area, the pellet boiler and another living room or enjoyment area, creating a unique and versatile environment. Upon exiting to the backyard from the kitchen, a dream scenario is revealed: a magnificent built-in pool, barbecue area and a spectacular porch where you can enjoy great moments with family and friends. The house, located in the middle of the plot, stands out for its luminosity and open outdoor spaces. The qualities of the home include oak wood doors, wooden floors and porcelain stoneware, and a hydraulic pellet boiler that provides great energy efficiency and low consumption. The property is located in the Villas de Nuevo Baztán, offering fresh air with nearby roads and proximity to essential services. The bus stop at the door of the urbanization facilitates mobility. In short, this is a gem of a home where you will not need to invest anything to start enjoying. If you visit it, we are sure that you will fall in love with it and it could become your next home. Meters of the home collected and contrasted according to cadastre/registry. Do you want to know if they grant you the mortgage? Do you have to sell your house to buy this one? Call me and we'll give you a free assessment. This announcement is not binding and may contain errors. It is shown for informational purposes and is not contractual. The sales prices do not include legal taxes or deed expenses.",sale,Nuevo Baztan,False,https://www.idealista.com/inmueble/103308819/,-3.2700174,False,80,False,103308819,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.3708366,{'title': 'Detached house'},INF0047,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Nuevo Baztan
False,chalet,False,False,76.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dc/06/97/1133726636.jpg,False,False,3,156000.0,2053.0,"[{'name': 'casaBajaType', 'text': 'Single-storey house'}]",2,es,"INMOBILIARIA TAGONIA, sells GROUND HOUSE in NUEVO BAZTÁN. The SINGLE-FAMILY house has 76 m2 of housing on one floor, with a 25-meter front garden. It consists of 3 bedrooms, all of them DOUBLE, 2 full bathrooms with bathtub, living room and kitchen with access to the rear terrace. The house has large wooden windows offering light throughout the day. Nuevo Baztán is listed as one of the most beautiful towns in Spain and Villas in Madrid, with a beautiful architectural complex. Both the town and the urbanization have supermarkets, two schools, two shopping centers, sports courts, maintenance service (conservation entity), cultural house with library, auditorium room and multiple activities. The municipality has a doctor's office, supermarkets, local police, municipal swimming pool, gas station, industrial estate. All of this surrounded by a fantastic natural environment and quick access to Alcalá de Henares, Torrejón de Ardoz, Rivas and Madrid thanks to the connection with the A2 and A3 highways, as well as the option of the R3 for direct access to the heart of the city. from Madrid. [IW].",sale,Nuevo Baztan,False,https://www.idealista.com/inmueble/101785754/,-3.2436087,False,4,False,101785754,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.3631589,{'title': 'Detached house'},CHA0197,renew,nan,Nuevo Baztan
