bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus,highlight
1,Madrid,70.0,True,False,"{'subtitle': 'Centro Urbano, San Sebastián de los Reyes', 'title': 'Flat in Real Vieja, 16'}",False,2,True,True,False,25,AS-02745,es,False,98448902,225000.0,40.5451455,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"LOOK & FIND SELLS APARTMENT near the town hall of San Sebastián de los Reyes, in Pº de la Constitución. The price includes a PAR parking space on the Paseo de Europa Exterior floor, 66 m2, building without elevator, with a living room facing the street and two bedrooms, built-in wardrobes, plus a bathroom. Modern property, from 1996, without elevator, in a building of only two heights, facing north. Distributed in entrance hall, living room-dining room, two bedrooms, a bathroom. and independent kitchen with a patio for use and enjoyment. Would need an update. Individual natural gas heating and air conditioning. The price includes a parking space in Par Europa, close to the home, (Parque de Europa 4). Concession for 40 years, (year 2048), with measurements of 2.50 x 5 meters. Community expenses €35/month, garbage tax €27.10, and the IBI is €255.47/year. Expenses and taxes associated with the sale are NOT included (such as notary, taxes, registration. ) Agency fees are included in the sales price. WE DO NOT CHARGE FEES TO THE BUYER.",False,{'typology': 'flat'},good,3214.0,https://www.idealista.com/inmueble/98448902/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/29/eb/1012723819.jpg,"REAL VIEJA, 16",False,-3.6262964,Centro Urbano,San Sebastián de los Reyes,1,flat,False,nan
2,Madrid,131.0,True,False,"{'subtitle': 'Vega de la Moraleja, San Sebastián de los Reyes', 'title': 'Flat'}",False,3,True,True,False,60,nan,es,True,103439335,525000.0,40.5440067,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Moraleja Real Estate Consulting offers for sale an apartment with a terrace with 3 bedrooms and 2 bathrooms, kitchen with office and clothesline. 1 Garage Space. Swimming pools, paddle tennis, sports areas, 24 hour security. South orientation. We located this exceptional home within a private urbanization with 24-hour security equipped with large sports areas, paddle tennis, a children's play area, and a swimming pool for adults and children. The house has a large living room with direct access to the south-facing terrace where we can enjoy beautiful unobstructed views into the interior of the urbanization. We enter the house into the large entrance hall with a row of built-in wardrobes, giving access to the kitchen and living room. Two children's bedrooms share a large bathroom with a shower. The master bedroom is spacious and has an en-suite bathroom with a window. 1 Garage space included in the price. It does not have a storage room. Good condition.",False,{'typology': 'flat'},good,4008.0,https://www.idealista.com/inmueble/103439335/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/b6/3b/1199401468.jpg,Vega de la Moraleja,False,-3.6234993,Vega de la Moraleja,San Sebastián de los Reyes,2,flat,False,{'groupDescription': 'Highlight'}
1,Madrid,85.0,False,False,"{'subtitle': 'Sta. Bárbara-La Zaporra, San Sebastián de los Reyes', 'title': 'Flat in Avenida De España'}",True,3,True,True,True,30,24-002,es,False,103746232,230000.0,40.548409,False,nan,sale,nan,"PRIMER NIVEL INMOBILIARIA sells an apartment located in one of the best areas of San Sebastián de los Reyes, next to Avenida de España. It is a completely exterior apartment, very bright and with the following distribution: We access a large entrance hall, which gives access to a large living room and which has a separate and closed terrace with windows. Followed by a hallway that leads to the bedroom area, kitchen and bathroom with shower. The 3 rooms are a good size and bright. It has built-in wardrobes and the kitchen has a separate drying terrace, where the natural gas boiler is installed. It is located a few meters from the Renfe Station and close to regular bus lines. In addition, the area has all the services, schools, shopping centers and is close to the Police Station. With 20 years of experience in the real estate sector, our team is at your disposal to help you with everything you need. Don't miss the opportunity to live in this wonderful property! Contact us today to learn more about the mortgage financing terms available.",False,{'typology': 'flat'},good,2706.0,https://www.idealista.com/inmueble/103746232/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/da/af/1201880531.jpg,Avenida DE ESPAÑA,False,-3.6338723,Sta. Bárbara-La Zaporra,San Sebastián de los Reyes,3,flat,False,nan
3,Madrid,173.0,True,False,"{'subtitle': 'Dehesa Vieja-Puente Cultural, San Sebastián de los Reyes', 'title': 'Flat in Avenida Quiñones'}",False,4,True,True,False,56,MN1-5008,es,True,101080955,629000.0,40.5606147,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Wonderful apartment with 4 bedrooms and 3 bathrooms, in San Sebastián de los Reyes. 173 m2 built. 135 m2 useful. Orientation North - West. Independent room of 25 m2. Kitchen furnished, equipped and with office. 2 closed terraces. Heating and air conditioning. Built-in wardrobes, wooden floor, climalit windows and oak doors. Furnished negotiable. It has 2 parking spaces and a storage room of 5 m2. Swimming pool, paddle tennis court and playground. Physical porter 24 hours. Elevator and access adapted for people with reduced mobility. DO NOT MISS THIS OPPORTUNITY AND CONTACT US TO MAKE A VISIT. Daurum Estate offers to get the best financing for you up to 100% of the purchase - sale value, whether our house is ours or not. INFORMATION WITHOUT COMMITMENT in the same telephone number of the advertisement. In addition, the possibility of renovation services to accommodate the home to your liking.",False,{'typology': 'flat'},good,3636.0,https://www.idealista.com/inmueble/101080955/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/fa/53/1159349762.jpg,Avenida QUIÑONES,False,-3.6198098,Dehesa Vieja-Puente Cultural,San Sebastián de los Reyes,1,flat,False,nan
2,Madrid,183.0,True,False,"{'subtitle': 'Dehesa Vieja-Puente Cultural, San Sebastián de los Reyes', 'title': 'Penthouse in Calle de Rosalía de Castro'}",True,3,True,True,False,23,ATICO-ROSA,es,True,101111711,590000.0,40.560599,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"This luxury flat is at Calle de Rosalía de Castro, 28703, San Sebastián de los Reyes, Madrid, is in the district of Dehesa Vieja, on floor 4. It is a sunny flat that has 183 m2 of which 170 m2 are useful and has 3 rooms and 2 bathrooms. It is interior property. Besides, it includes furnished kitchen and it has furnished, wardrobe, children's area, toilet, smooth walls, good condition, windows climalit, trastero, 24 hour access, disabled access, storage room included, wifi, community garden, solarium, luminous, green area, balcón, tv antenna, private urbanization, garage included, puerta blindada, communal swimming pool, conserje, ático, terraza, aire acondicionado, dishwasher, ascensor,... , floating floor, building with parking lot, parking, video intercom, individual natural gas heating, exterior, patio, reformed and equipped kitchen.",False,"{'typology': 'flat', 'subTypology': 'penthouse'}",good,3224.0,https://www.idealista.com/inmueble/101111711/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/97/90/1110470851.jpg,Calle de Rosalía de Castro,False,-3.6125041,Dehesa Vieja-Puente Cultural,San Sebastián de los Reyes,4,penthouse,False,nan
4,Madrid,240.0,True,False,"{'subtitle': 'Tempranales, San Sebastián de los Reyes', 'title': 'Terraced house in Calle de las Tablas de Daimiel'}",True,4,True,nan,False,71,9108,es,nan,103391152,730000.0,40.5609557,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Magnificent recently built villa in an exclusive environment, just 12 minutes from the center of Madrid, in the luxury Tempranales urbanization in San Sebastian de los Reyes. It consists of 240 m² distributed over 4 floors.With large windows, fully equipped and an excellent location, with 2 GARAGE SPACES. The ground floor has a large hall with built-in wardrobes, a large living room with dining room, a full bathroom and a very spacious and bright kitchen fully equipped with low-consumption triple A appliances.With direct access to private garden. On the 1st floor we find 3 bedrooms, one of them with a large terrace and en-suite bathroom, and two other bedrooms with a full bathroom, with the same luxury finishes.On this same floor the access staircase goes up to the large solarium that provides a feeling of freedom and independence, with great possibilities, in which the air conditioning condensers and solar panels are located. In the basement there is access to the garage spaces as well as another bedroom, office area or games room, a full bathroom, a room with a pantry and laundry room, a boiler room and more built-in wardrobes. The entire house is cared for in detail and equipped with the best advances in construction: aluminum carpentry with double glazing, air conditioning throughout the house with hot/cold pump, AEROTHERMY on all floors, installation of solar panels, etc. The urbanization is private, closed and with 24-hour security, having a magnificent community pool for only 23 neighbors.With the best finishes and qualities you can find for a comfortable family life in an unbeatable environment. Community: €120/month, IBI: €800/year.It has 2 parking spaces and a storage room. The location can't be beat.Close to all services.Good communication with public transport Buses: 158 and 10, and Metro line 10.The best private and public schools close to the home. Supermarkets: Mercadona, Lidl, etc.Pharmacy a few meters away.Valdavia Medical Center.And the Dehesa Boyal 100 meters away.away that, being an incomparable natural setting, provides a connection with nature at the door of the house. It is a home with everything you need to have a comfortable, quiet life and very close to Madrid, surrounded by nature and well connected to urban centers. We have the keys to the property.You can get in touch to check the availability of visits.WE DO NOT CHARGE FEES TO THE BUYER.Flexible negotiation with ownership. Utande Real Estate is a national and international real estate investment company.We collaborate with more than 1,500 real estate agencies around the world.We advise you legally and offer you the highest financial-fiscal profitability.This announcement is for guidance only and is not subject to any of the established commitments.We help you get your MORTGAGE up to 100% financing.We help you REFORM your home and send you a quote in 48 hours. We also serve via WhatsApp.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,3042.0,https://www.idealista.com/inmueble/103391152/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/54/33/1188474176.jpg,Calle de las Tablas de Daimiel,False,-3.6465588,Tempranales,San Sebastián de los Reyes,nan,chalet,False,nan
1,Madrid,80.0,True,False,"{'subtitle': 'Vega de la Moraleja, San Sebastián de los Reyes', 'title': 'Duplex in Severo Ochoa'}",False,0,True,True,False,29,1709,es,True,101040244,186800.0,40.5410844,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'loftType', 'text': 'Loft'}]","Coordinate your visit now! Rogel Propiedades sells great Loft- Duplex WITH TERRACE! in an excellent location, area with all services, well connected to public transport. Located in a private urbanization with concierge, garage, swimming pool, gym and sauna. 80 m2 distributed in a spacious and bright living room, American kitchen furnished and equipped with appliances, 1 bedroom and 1 bathroom. 10 m2 terrace. - For more information contact the advertiser.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,2335.0,https://www.idealista.com/inmueble/101040244/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/64/8f/1107916728.jpg,Severo Ochoa,False,-3.6193264,Vega de la Moraleja,San Sebastián de los Reyes,1,duplex,False,nan
2,Madrid,111.0,True,False,"{'subtitle': 'Centro Urbano, San Sebastián de los Reyes', 'title': 'Flat in Francisca de Bártulo'}",False,3,True,True,False,21,nan,es,True,102893018,299000.0,40.5492407,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Magnificent apartment in a central area with all the services at your fingertips. The house has 3 bedrooms and 2 bathrooms, a large living room with windows overlooking the pedestrian plaza and is very quiet. Built-in wardrobes, air conditioning in the living room, master bedroom suite with a large wardrobe along the entire wall. Kitchen with exposed clothesline (terrace type) The house is in very good condition, floors with freshly sanded parquet, secondary bathroom with brand new renovation. The location is excellent, it is located behind the town hall, 5 minutes from the town square and Calle Real. Shops of all kinds, very close to the Marina Park. 5 minutes from the Reyes Católicos metro, as well as all the bus lines that pass through Real Street. Optional parking space in the basement of the building with direct access from the elevator.",False,{'typology': 'flat'},good,2694.0,https://www.idealista.com/inmueble/102893018/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/33/2d/1170899587.jpg,Francisca de Bártulo,False,-3.6281207,Centro Urbano,San Sebastián de los Reyes,2,flat,False,nan
1,Madrid,70.0,False,False,"{'subtitle': 'Centro Urbano, San Sebastián de los Reyes', 'title': 'Flat in Calle Real Vieja'}",True,3,True,True,False,20,23-071,es,False,103001173,170000.0,40.5460303,False,nan,sale,nan,"FIRST LEVEL REAL ESTATE SELLS a good size apartment in San Sebastián de los Reyes. Located on the first floor and close to all types of shops, services, bus lines and a few minutes from the Reyes Católicos Metro Station. It consists of a hall, living room, 3 bedrooms, kitchen and bathroom. It is an exterior floor, which gives it good light and easy ventilation. It represents an excellent investment opportunity due to the high rental demand in this area. If you need financing, do not hesitate to consult our excellent mortgage conditions.",False,{'typology': 'flat'},renew,2429.0,https://www.idealista.com/inmueble/103001173/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/5b/b0/1176972047.jpg,Calle REAL VIEJA,False,-3.6244655,Centro Urbano,San Sebastián de los Reyes,1,flat,False,nan
1,Madrid,92.0,True,False,"{'subtitle': 'Praderón, San Sebastián de los Reyes', 'title': 'Flat in Calle Mallorca'}",True,1,False,True,False,32,3433-02535,es,True,103827844,242900.0,40.557453,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"FANTASTIC BRAND NEW APARTMENT WITH LARGE 26M2 TERRACE, BRIGHT LIVING ROOM, INTEGRATED KITCHEN, 1 BEDROOM, 1 BATHROOM, AND GARAGE, IN A MODERN BUILDING WITH TERRACE AND AMENITIES, SAN SEBASTIÁN DE LOS REYES. Discover the modern and comfortable life you have always wanted in our new and unique brand new duplex, part of an exciting development in San Sebastián de los Reyes, one of the most prominent residential areas in the North of the Community of Madrid. This MODERN duplex, completely NEW, will give you an exceptional living experience. FIRST FLOOR On the first floor, you are welcomed by a FUNCTIONAL entrance hall and a practical storage area, which can also be used as a separate laundry room.Immediately there is access to the staircase to connect with the upper floor. UPPER FLOOR BEDROOM, 10.34 m2 bedroom, with a window facing the OWN TERRACE.At the same time, it has a VERY FUNCTIONAL DRESSING ROOM of more than 4m2 to be able to arrange your clothing in a comfortable and organized way and without leaving any detail left to chance. COMPLETE BATHROOM, 3.53 m2 to serve the bedroom and living room. LARGE TERRACE: EXCLUSIVE USE terrace of 26m2, which you can access directly through the large double glass door in the living room. This property is completed by a practical and very easily accessible GARAGE SPACE. QUALITIES The building is distinguished by its TOP QUALITY finishes, which include windows with a thermal break system, floating flooring and thermal insulation on the roof and façade.In addition, the property offers a RELAXATION AREA ON A LARGE COMMUNITY TERRACE WITH EXCEPTIONAL CLEAR VIEWS. IMPORTANT This duplex is not only a home, but also a SMART INVESTMENT, with an estimated PROFITABILITY of 5.50% and GREAT REVALUATION POTENTIAL thanks to the ongoing transformation of the area. LOCATION The LOCATION could not be better, with ALL THE necessary SERVICES at your fingertips and the convenience of having the Parque de la Marina to enjoy the OUTDOOR AIR just 40 meters away, the Mercadona supermarket 70 meters away and one of the Shopping Centers largest in Madrid, Plaza Norte II, in the area. MEANS OF TRANSPORT The CONNECTION with the center of Madrid is EXCELLENT: the Baunal station on Metro Line 10 takes you to the Hospital Infanta Sofía or Reyes Católicos, and bus line 154 C offers a direct route to the city center.If you go by car, you will be just 7 minutes from the A-1. Don't miss the opportunity to be part of this unique experience. The completion of the work is scheduled for the first half of 2024. The building has other units still available for which you can also contact us. WE DO NOT CHARGE THE BUYER! CONTACT US NOW FOR MORE INFORMATION AND SECURE YOUR NEW HOME!",False,{'typology': 'flat'},good,2640.0,https://www.idealista.com/inmueble/103827844/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/f7/ac/1201509984.jpg,Calle Mallorca,True,-3.6250372,Praderón,San Sebastián de los Reyes,1,flat,False,nan
2,Madrid,119.0,True,False,"{'subtitle': 'Praderón, San Sebastián de los Reyes', 'title': 'Duplex in Calle Mallorca'}",True,2,False,True,False,30,3433-02525,es,True,103694072,312000.0,40.554555,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"BRAND NEW DUPLEX, COMPLETELY EXTERIOR, BRIGHT, LARGE LIVING ROOM WITH OPEN KITCHEN AND EXIT TO A FANTASTIC TERRACE OF 38 M2, 2 BEDROOMS, 2 BATHROOMS, AND GARAGE, IN A MODERN BUILDING WITH COMMUNITY TERRACE AND AMENITIES, IN SAN SEBASTIÁN OF THE KINGS. Discover the modern and comfortable life you have always wanted in our new and unique brand new duplex, which is part of an exciting development in San Sebastián de los Reyes, one of the most prominent residential areas in the North of the Community of Madrid. This BRIGHT duplex, completely NEW, will give you an exceptional living experience.With completely separated day and night areas on 2 comfortable floors, providing a modern and functional environment. DAY ZONE On the first floor, you are welcomed by a functional entrance hall with a courtesy closet and a practical toilet. Continuing, you will find a SPACIOUS AND BRIGHT LIVING-DINING ROOM WITH INTEGRATED KITCHEN of 31 m2, perfect for enjoying lively meetings with friends, while you relax next to the large window that opens to the outside. NIGHT AREA On the upper floor we find 2 bedrooms, a full bathroom and a 38 m2 terrace. BEDROOM 1, with a built-in wardrobe and large double glass door with access to the LARGE private TERRACE of 38 m2, which you can access directly through the large double glass door. From this south-facing terrace, you can enjoy unlimited panoramic views and create unforgettable moments. BEDROOM 2, which could be used as a secondary bedroom and also as an office/teleworking. COMPLETE BATHROOM, 6 m2, to serve these 2 bedrooms. This property is completed by a practical GARAGE SPACE with very easy access. PREMIUM QUALITIES Facade, SATE exterior thermal insulation system. Exterior carpentry in gray PVC with thermal break and tilt-and-turn. White lacquered interior carpentry. High and low kitchen furniture with smooth white doors with natural wood countertop. Appliances included: Hood, ceramic hob and sink, Teka brand.Rock single lever. Bathrooms with a complete bathroom furniture set consisting of a mirror, wall light and white porcelain sink. Laminated floating flooring, class AC5. Ceramic flooring for wet areas.Bathrooms and kitchens. Split air conditioning and heating. ACS by aerothermal accumulators. COMMON ZONES Relaxation area on a large COMMUNITY TERRACE with exceptional CLEAR VIEWS. IMPORTANT FOR INVESTORS! This duplex is not only a home, but also a SMART INVESTMENT, with a PROFITABILITY of approx.of 6% and a GREAT REVALUATION thanks to the ongoing transformation of this entire area, so the combined profitability would exceed 10%. LOCATION The LOCATION could not be better, with ALL THE necessary SERVICES at your fingertips and the convenience of having the Marina Park to enjoy the OUTDOOR AIR just 40 m away., Mercadona supermarket 70 m away.and with one of the largest Shopping Centers in the area of Madrid, Plaza Norte II. MEANS OF TRANSPORT The CONNECTION with the center of Madrid is EXCELLENT, the Baunatal station on Metro Line 10 takes you to the Infanta Sofía Hospital or the Reyes Católicos station, and bus line 154 C offers a direct route to the city center.If you go by car, you will be just 7 minutes from the A-1. The completion of the work is scheduled within the 1st semester of 2024. The BUILDING has other units still available that you can contact us about. NOTE: The infographics presented are illustrative and may vary from reality. These images do not constitute a contractual commitment and are subject to possible modifications.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,2622.0,https://www.idealista.com/inmueble/103694072/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/b9/0e/1201403588.jpg,Calle Mallorca,True,-3.6252333,Praderón,San Sebastián de los Reyes,1,duplex,False,nan
2,Madrid,153.0,True,False,"{'subtitle': 'Tempranales, San Sebastián de los Reyes', 'title': 'Flat'}",False,3,False,True,False,36,14271,es,True,103845442,720000.0,40.556355,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"SUMA Inmobiliaria offers this semi-new home of 113m built + 40m of terrace. Located in one of the most representative urbanizations in the area with a modern design, only 56 neighbors, with a sophisticated camera surveillance system, doorman and magnificent garden common area with fully equipped gym, paddle tennis court, playground and large swimming pool. saline chlorination, as well as a children's pool. The house is distributed in a hall, a large living room with access to the garden, a fully equipped kitchen, two bedrooms that share a bathroom and the master suite with a built-in bathroom and direct access to the garden. Noteworthy is the GEOTHERMAL floor heating and cooling system, which provides comfort and savings, in addition to having hot and cold air conditioning through ducts and individualized by room, enthalpic ventilation and a home automation system. The house has two parking spaces and a storage room.",False,{'typology': 'flat'},good,4706.0,https://www.idealista.com/inmueble/103845442/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/8b/43/1201996172.jpg,Tempranales,False,-3.6503704,Tempranales,San Sebastián de los Reyes,2,flat,False,nan
1,Madrid,141.0,True,False,"{'subtitle': 'Los Arroyos, San Sebastián de los Reyes', 'title': 'Flat in Avenida de Orense'}",False,2,True,nan,False,18,nan,es,True,101920944,255000.0,40.5590908,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"OPPORTUNITY FOR INVESTORS, PROFITABILITY WITHOUT ANY RISK! Great house for sale with GUARANTEED COLLECTION by the Rent Negotiating Agency on the 6th of each month, paying the rent directly from its own capital since the house is leased with a contract in force since January 2022, with a monthly rent of 765 € Nice house of 141 m2 built (86m2 useful) for sale according to cadastre, distributed in 2 large bedrooms, 1 complete bathroom with bathtub, living room and independent kitchen equipped with electrical appliances.It has an armored door, parquet floors, individual natural gas heating, fitted wardrobes, concierge, swimming pool, garage and storage room included in the price.Finca with elevator. Agency fees are not included in the price (3%+VAT) and correspond to the buyer. Important: The purchase price of the home does not include the expense of the Property Transfer Tax (6%), agency fees (3% + VAT), nor notary and registry fees.",False,{'typology': 'flat'},good,1809.0,https://www.idealista.com/inmueble/101920944/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/b1/5f/1138112362.jpg,Avenida de Orense,False,-3.6284033,Los Arroyos,San Sebastián de los Reyes,2,flat,False,nan
1,Madrid,81.0,True,False,"{'subtitle': 'Vega de la Moraleja, San Sebastián de los Reyes', 'title': 'Duplex'}",False,1,True,True,True,32,1718,es,True,102315646,199800.0,40.5414609,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Visit today! Rogel Propiedades sells great Loft- Duplex with an excellent location, area with all services, well connected to public transport Located in a private urbanization with concierge, swimming pool, gym and sauna. 81 m2 distributed in a spacious and bright living room, American kitchen furnished and equipped with appliances, 1 bedroom and 1 bathroom. 10 m2 terrace. - For more information contact the advertiser.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,2467.0,https://www.idealista.com/inmueble/102315646/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/fd/97/1151619748.jpg,Vega de la Moraleja,False,-3.619798,Vega de la Moraleja,San Sebastián de los Reyes,2,duplex,False,nan
1,Madrid,59.0,True,False,"{'subtitle': 'Centro Urbano, San Sebastián de los Reyes', 'title': 'Flat in Travesía de San Onofre'}",False,2,False,True,False,32,CLK00/3518,es,False,102666101,170000.0,40.5515514,False,nan,sale,nan,"Exclusive brand new apartment located in the San Sebastián de los Reyes neighborhood, in Madrid. WE ARE OWNERS! Enjoy all the advantages of buying directly from the property. The house is located on the exterior 1st floor without elevator. It has a total area of 59 m², distributed in a living room and dining room, an equipped open kitchen, 2 bedrooms and 1 bathroom. In addition, it has a terrace, fitted kitchen, built-in wardrobes and air conditioning. Located in the San Sebastián de los Reyes neighborhood, on Calle Travesía de San Onofre, it will allow you to be close to everything you need such as the La Viña Shopping Center, the Town Hall and the Plaza Norte 2 Shopping Center, a 6-minute drive away. At the same time, it is close to supermarkets, restaurants, schools, gyms, bus stops and the Reyes Católicos metro station (L10). Schedule your visit and we will accompany you throughout the entire process. Call us from Monday to Friday from 9:00 a. m. to 8:00 p. m. The house has been completely renovated and is represented by real images after the completion of the work.",False,{'typology': 'flat'},good,2881.0,https://www.idealista.com/inmueble/102666101/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a5/8f/b9/1194176142.jpg,Travesía de San Onofre,False,-3.6277661,Centro Urbano,San Sebastián de los Reyes,1,flat,False,nan
2,Madrid,84.0,True,False,"{'subtitle': 'Praderón, San Sebastián de los Reyes', 'title': 'Duplex in Calle Ibiza, 14'}",False,0,False,True,False,8,L3-10,es,True,103857850,190500.0,40.5567069,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Residencial Ibiza 14 is a project with an avant-garde design. It offers a total of 56 units, including duplexes with 2 and 3 bedrooms and lofts. Both the lofts and the homes have been designed in detail seeking maximum comfort and interior light. With excellent qualities and located in the Praderón neighborhood (San Sebastián de los Reyes), a very consolidated area. Garage and storage room not included in the price. Community area and pool. Contact us for further information. *The infographic shown is indicative and has no contractual nature, and may be varied depending on technical requirements.",True,"{'typology': 'flat', 'subTypology': 'duplex'}",newdevelopment,2268.0,https://www.idealista.com/obra-nueva/103857850/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/a9/e4/1010753178.jpg,"Calle Ibiza, 14",False,-3.6251499,Praderón,San Sebastián de los Reyes,nan,duplex,False,nan
1,Madrid,110.0,True,False,"{'subtitle': 'Vega de la Moraleja, San Sebastián de los Reyes', 'title': 'Penthouse'}",False,1,True,True,True,29,1103,es,True,103243640,228000.0,40.542386,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Rogel Properties great Loft- Triplex of excellent location, zone with all the services, well communicated to the public transport. Located in private urbanization with concierge, garage, pool, gym and sauna. 110 m2 distributed in large and bright living room, American kitchen furnished and equipped with appliances, 1 bedroom and 1 bathroom. 2 terraces. - For more information contact the advertiser.",False,"{'typology': 'flat', 'subTypology': 'penthouse'}",good,2073.0,https://www.idealista.com/inmueble/103243640/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/1a/85/1187308261.jpg,Vega de la Moraleja,False,-3.6213254,Vega de la Moraleja,San Sebastián de los Reyes,5,penthouse,False,nan
2,Madrid,105.0,False,False,"{'subtitle': 'Centro Urbano, San Sebastián de los Reyes', 'title': 'Flat in Calle Canarias'}",True,3,False,True,False,24,Centro,es,False,103862162,289000.0,40.5461418,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"ALTAZAGA REAL ESTATE, exclusively offers this apartment completely renovated and ready to move into. It has three double bedrooms, perfect for the whole family. In addition, it has a bathroom with a shower tray and a guest toilet for greater comfort. The living room is independent and has a beautiful kitchen, which includes a clothesline and a pantry for better use of space. This property also includes a parking space, which is a great advantage in the area. In addition, it is located just 100 meters from the farm. All amenities are at your fingertips, with all necessary services nearby. In addition, there is a bus stop with a direct connection to Plaza de Castilla and the Renfe suburban station is just 200 meters away. For shopping lovers, the La Viña Shopping Center is just a few steps away. Community fees are only €50 per month, which includes water consumption. In addition, we offer help in processing mortgage loans, so you can make your dream of having your own home come true. Don't miss the opportunity to visit it, by appointment. It is located on the 2nd floor and does not have an elevator, but its characteristics and location make it an excellent option for your new home.",False,{'typology': 'flat'},good,2752.0,https://www.idealista.com/inmueble/103862162/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/3e/38/1202496144.jpg,Calle Canarias,False,-3.6322386,Centro Urbano,San Sebastián de los Reyes,2,flat,False,nan
2,Madrid,123.0,False,False,"{'subtitle': 'Vega de la Moraleja, San Sebastián de los Reyes', 'title': 'Flat in Calle Jorge Juan'}",False,3,False,True,False,28,nan,es,True,103876214,498000.0,40.5409375,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Bright 3-bedroom home in an exclusive area of San Sebastián de los Reyes, 3 minutes from Arroyo de la Vega. It consists of an entrance hall with a built-in wardrobe, a kitchen with a separate clothesline, a large 32m2 living-dining room, three bedrooms with large capacity and built-in wardrobes and two full bathrooms, one of them en suite in the master bedroom. Two parking spaces and a storage room complete the house. High quality finishes with armored door, wooden floors, automated blinds in the living room and temperature thermostat, smooth paint, ducted air conditioning and natural gas heating. Totally exterior housing. The urbanization has a swimming pool, playground, surveillance service through exterior perimeter cameras and in the garage, and has a concierge. Located in a privileged area of San Sebastián de los Reyes, it has all the necessary services, supermarkets, sports areas, green areas, shopping centers, Infanta Sofía University Hospital. Excellent road communication with exit to N1 just 2 minutes away, several bus lines that connect with Madrid and the northern area of the community at the door.",False,{'typology': 'flat'},good,4049.0,https://www.idealista.com/inmueble/103876214/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/29/8f/ae/1202929013.jpg,Calle Jorge Juan,False,-3.6252893,Vega de la Moraleja,San Sebastián de los Reyes,3,flat,False,nan
