labels,topPlus,suggestedTexts,province,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,highlight,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,newDevelopmentFinished,price,floor,operation,url,exterior,description,parkingSpace,has360,latitude,hasStaging,bathrooms
nan,False,{'title': 'Detached house'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7c/7c/05/1185763114.jpg,133.0,2932.0,False,40,False,Becerril de la Sierra,es,nan,-3.9885403,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,False,chalet,4,False,Becerril de la Sierra,96247529,W-02NC6Q,nan,390000.0,nan,sale,https://www.idealista.com/inmueble/96247529/,nan,"Beautiful stone villa in Becerril de la Sierra Engel&Volkers is pleased to present this beautiful stone villa in a very quiet residential area, with recreational areas for children, gardens and direct access to rural roads.  Direct bus stop that connects it to Madrid, located just a few meters away and various schools nearby. Close to the centre of the town. The property consists of one floor of 111 m2, an independent flat of 22 m2 and a basement/storage room.  From the entrance we access to a small hall and directly to a cosy living room with fireplace. From the living room we have either access to the kitchen, which has direct access to one of the terraces and to the garden, or to the corridor which distributes two spacious bedrooms, one of them with bathroom en suite and to another complete bathroom.  In a part of the garden we find a totally independent flat with bedroom, bathroom and wardrobe/storage area. In the basement there is the gasoil tank and this area is also used as a storage room. In the large garden of 797 m2 there is a variety of consolidated autochthonous trees, gazebo and barbecue. The whole house has security windows. Excellent qualities in bathrooms, windows and heating. Becerril de la Sierra is located in a unique enclave within the Sierra de Guadarrama National Park. There are two access routes to the municipality, one via the M601 3km from the AP-6 and the other via the M-607 which connects with the Colmenar road and the Plaza de Castilla. The distance to Madrid is 45 km.  Very close to the Navacerrada pass, Valle de la Barranca, Pedriza and the Navacerrada and Santillana reservoirs. All surrounded by beautiful landscapes for the practice of any activity related to nature. Great culinary, cultural and sporting offer. Numerous public, private and mix schools. Close to shopping centres and 5 minutes from the General Hospital of Collado Villalba.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.7085366,False,4
nan,False,{'title': 'Flat'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/85/3f/1199544641.jpg,69.0,2029.0,False,38,False,Becerril de la Sierra,es,False,-3.9951325,{'typology': 'flat'},nan,False,False,flat,1,False,Becerril de la Sierra,102713981,W-02T8J4,nan,140000.0,nan,sale,https://www.idealista.com/inmueble/102713981/,True,"Excellent property in Sierra de Guadarrama Engel&Völkers is pleased to present this flat built in 2008 in one of the most emblematic villages of the Sierra de Guadarrama.  The property consists of a bedroom, living room, kitchen and a backyard. The kitchen is fully furnished and there is an individual storage room. Canalisation of the building with gas and intercom.  The building is fully rented. This type of property is in high demand in the area, as the current supply is very limited. This makes it an investment whose profitability is in line with the interests of current investors.  The property is located just four minutes from the city centre, with a direct bus stop to Madrid at the door. Surrounded by mountain areas that allow for a variety of outdoor activities. Becerril de la Sierra is located in a unique enclave within the Sierra de Guadarrama National Park. It is 45 km from the capital with two main roads, one via the M601 which gives access to the AP-6 and the other via the M-607 which connects with the Colmenar and Plaza Castilla roads. Close to the Puerto de Navacerrada ski resort, La Barranca Valley, Santillana and Navacerrada reservoirs, with spectacular landscapes for all kinds of outdoor activities.  It has a wide range of restaurants, cultural and sporting activities. Diversity of schools, public, private, subsidised and bilingual. It also has a wide variety of shopping centres. Less than 10 minutes away.",nan,True,40.7154406,False,1
nan,False,{'title': 'Duplex'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c0/4c/d3/1196096977.jpg,100.0,2250.0,False,25,False,Becerril de la Sierra,es,False,-3.9924163,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,False,False,duplex,3,False,Becerril de la Sierra,103133552,W-02TN3M,nan,225000.0,nan,sale,https://www.idealista.com/inmueble/103133552/,True,"Excellent property in Sierra de Guadarrama Engel & Völkers is pleased to present this duplex built in 2002 in one of the most emblematic villages of the Sierra de Guadarrama.  The property consists of three bedrooms, a living room, kitchen and two bathrooms. The kitchen is fully furnished and there is an individual storage room. Canalisation of the building with gas and intercom.  The building is fully rented. This type of housing is in high demand in the area, as the current supply is very limited. This makes it an investment whose profitability is in line with the interests of current investors.  The property is located just four minutes from the city centre, with a direct bus stop to Madrid at the door. Surrounded by mountain areas that allow for a variety of outdoor activities. Becerril de la Sierra is located in a unique enclave within the Sierra de Guadarrama National Park. It is 45 km from the capital with two main roads, one via the M601 which gives access to the AP-6 and the other via the M-607 which connects with the Colmenar and Plaza Castilla roads. Close to the Puerto de Navacerrada ski resort, La Barranca Valley, Santillana and Navacerrada reservoirs, with spectacular landscapes for all kinds of outdoor activities.  It has a wide range of restaurants, cultural and sporting activities. Diversity of schools, public, private, subsidised and bilingual. It also has a wide variety of shopping centres. Less than 10 minutes away.",nan,False,40.7180256,False,2
nan,False,{'title': 'Detached house in Calle Majada de las Monjas'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/46/89/1152782214.jpg,108.0,3943.0,False,36,False,Becerril de la Sierra,es,nan,-3.9894262,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,False,chalet,5,False,Calle Majada de las Monjas,102017388,675,nan,425882.0,nan,sale,https://www.idealista.com/inmueble/102017388/,nan,"JLC presents three new construction homes in Becerril de la Sierra. The homes will have a total of 119 m² and the plot area is 560 m². Nothing is done, you will be the one who chooses the distribution, where the plugs go, if you want four or three rooms... The plots are located in the Becerril urbanization, close to nature, and the well-known ""Fuente del Piojo"". You will enjoy SPECTACULAR VIEWS of the mountains and countryside.You will enjoy tranquility on the street, and at the same time, proximity to all services by vehicle. Independent chalets will be built with enough space for a beautiful garden, the price per square meter is €1,400/m². The price includes: - Single-family home of 119 m². - Plot in the Becerril de la Sierra urbanization. - Aerothermal energy (technology that extracts energy contained in the outside air thanks to a system of pumps). - Geotechnical and topographic study. - Project and construction management. - Major urban planning license. - The front fence. - 40 meters of floated concrete. JLC Construcciones is a company with more than 20 years of experience, which has its own Architecture Studio.We will manage all the necessary procedures to carry out the work and comply with all the regulations of the Technical Building Code. In the images of the advertisement, you can see models of constructions carried out by JLC in previous years. Call us, we are waiting for you. Our real estate website so you can take a look at our plots: We also have Facebook: JLC Inmobiliaria Our construction website: www.jlconstruction.is We also have Facebook: JLC Construcciones Ref.675.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.7026868,False,3
nan,False,"{'title': 'Detached house in Calle del Greco, 23'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/46/62/815391581.jpg,415.0,1494.0,False,63,True,Becerril de la Sierra,es,nan,-4.000503,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,False,chalet,6,False,"Calle del Greco, 23",91448364,0015-05563,nan,620000.0,nan,sale,https://www.idealista.com/inmueble/91448364/,nan,"Wonderful villa of 415 m2 built on a magnificent plot of 1340 m2, with a great variety of trees such as chestnut, pine, walnut, fir, strawberry tree and fruit trees such as cherry, fig, and quince. Beautiful pool in perfect condition with a nice porch with barbecue, dressing rooms and doghouse. A cozy house with wonderful views from any corner. It has a porch on the main façade and another covered with large windows overlooking the Sierra de Guadarrama, just 45 km from Madrid and with all the necessary services provided by a population such as Becerril de la Sierra. On the main floor, we find a beautiful hall that leads to a very spacious living room, divided into two rooms with a built-in fireplace. A magnificent kitchen surrounded by large windows, a beautiful bedroom and a complete bathroom. On the upper floor there are four bedrooms, the main one measuring 40m2 with an en suite bathroom and mountain views. 3 other large bedrooms and another full bathroom, In the basement area we find a large 40m2 living room that is very cozy and cool in summer, a bathroom, a machine room, a pantry and a garage with direct access to the house.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.7005657,False,4
nan,False,"{'title': 'Detached house in Calle Goya, 12'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/96/64/1176174622.jpg,130.0,3043.0,False,10,True,Becerril de la Sierra,es,nan,-3.99837,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,True,chalet,3,False,"Calle Goya, 12",103485691,nan,False,395560.0,nan,sale,https://www.idealista.com/obra-nueva/103485691/,nan,"NAVACASA sells a single home in the municipality of Becerril de la Sierra. Detached villa under self-promotion regime.With an advanced design, modern and current construction system, with which we obtain clear advantages over traditional construction, since execution times and costs are considerably reduced, achieving a significant improvement in aspects related to environmental impact and guaranteeing the most high energy rating (A).Air conditioning system using split heat pump included in the price, with the possibility of Aerothermal. House of 130 square meters built on an URBAN RESIDENTIAL plot of 1,084 square meters distributed over ONE FLOOR.It consists of a large living-dining room, open kitchen, laundry room, three bedrooms (one of them en suite with dressing room) and two bathrooms.Exterior with two private surface parking spaces, motorized vehicle gate, pedestrian gate and perimeter fencing. Possibility of customizing your home, both in design and the distribution of the interior partitions. We process your financing for the acquisition of housing under a self-promotion regime. We guide, advise and accompany you throughout the entire process until you hand over the keys to your home. ITEMS NOT INCLUDED: Construction license, fees and registration of the building (declaration of new construction before a notary and subsequent registration in the Property Registry), registration of definitive supplies and work.Kitchen furniture and appliances. EXTRAS: Landscaping and swimming pool. Don't you like the design of the home? Do you prefer a different project, another style or type of construction? Ask us and we will adapt to you. *The images in this advertisement are not contractual and are merely indicative.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.7036755,False,2
nan,False,{'title': 'Semi-detached house'},Madrid,renew,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/76/86/1194390612.jpg,642.0,857.0,False,18,False,Becerril de la Sierra,es,nan,-3.9971393,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,True,False,chalet,11,False,Becerril de la Sierra,103593560,05360,nan,550000.0,nan,sale,https://www.idealista.com/inmueble/103593560/,nan,"ELEPHANT REAL ESTATE does not charge a buyer fee and shares with any real estate agent who presents a buyer client for this property. Located in a quiet and peaceful residential area, this semi-detached house offers a blank canvas to express your style and personality through a custom renovation. With classic architecture and a spacious layout, this home has great potential to become the perfect retreat for you and your family. THIS PROPERTY IS SPECIAL BECAUSE it is a unique opportunity in Becerril de la Sierra! This building, formerly a nursing home, is now available for a new vision and purpose. It is a building TO RENOVATE of 624 m2 on a plot of 1152 m2 that can be divided into two fantastic semi-detached houses of about 300 m2 each. IT IS IMPORTANT TO KNOW THAT the purchase of this property implies the purchase of the adjacent semi-detached house which IS NOT SOLD SEPARATELY. THE TOTAL PRICE is €550,000. DISTRIBUTION currently has two floors. Distributed in different areas and rooms adapted to the residence. SERVICES, all that the town can offer such as The City Council that provides municipal services, information about local events and administrative procedures. Health Services: Doctor's offices, pharmacies and other local health services. Schools and colleges for primary and secondary education. Supermarkets and Shops, Restaurants and Cafes. Public Transportation, Banking Entities. Sports and Leisure Spaces: Sports facilities, parks, and entertainment venues for recreational activities. Don't wait to request more information and arrange a visit.",nan,False,40.7092326,False,4
nan,False,"{'title': 'Detached house in calvo sotelo, 54'}",Madrid,renew,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/1e/64/1143067510.jpg,165.0,1455.0,False,10,True,Becerril de la Sierra,es,nan,-3.9920033,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,False,chalet,3,False,"calvo sotelo, 54",102065355,CE188283,nan,240000.0,nan,sale,https://www.idealista.com/inmueble/102065355/,nan,"Gilmar sells a 165-meter villa on a 467-meter plot in the center.It needs total reform, it is a bank product and in a simple note it appears as ""corral"", it could be enabled as a home with a construction project that contemplates the works to be carried out and justifies compliance with municipal ordinances. You can also demolish and build apartments taking advantage of the 560 m2 of buildable area, 2 floors + under cover.Occupancy is 60%.It is NOT necessary to comply with boundaries because it is within the urban area ordinance. This property is subject to 21% VAT.  NEGOTIABLE PRICE! If you are interested in this house, do not hesitate to contact us, we will gladly assist you, we will explain in detail all the information you need and if you wish you can visit it without obligation. WE DO NOT CHARGE BUYER FEES! AND WE GET THE MAXIMUM FINANCING WITH THE BEST CONDITIONS AT NO COST TO THE BUYER! IF YOU WANT TO SELL YOUR HOUSE… CALL US. At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. In more than 35 years of activity, Gilmar has managed to reach a privileged space within the high standing Real Estate Sector.We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build. Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams. Houses in Torrelodones, houses in Villalba, houses in Alpedrete, houses in Moralzarzal, houses in Becerril, houses in Navacerrada, houses in Guadarrama, houses in Los Molinos, houses in El Escorial, houses in Cercedilla, houses in Galapagar, houses in the Sierra , buy a house, buy a flat, buy a house, buy a chalet, buy an attic.",nan,False,40.7165633,False,1
nan,False,{'title': 'Detached house in de las chaparras'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/2b/c7/1184615907.jpg,284.0,1725.0,False,145,False,Becerril de la Sierra,es,nan,-3.9890151,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,False,chalet,4,False,de las chaparras,103257178,nan,nan,490000.0,nan,sale,https://www.idealista.com/inmueble/103257178/,nan,"Hesta Inmobiliaria Boutique presents for sale a fantastic and bright independent villa in Becerril de la Sierra. This property has a private pool and offers stunning views of the mountains, providing a quiet and serene environment all year round. It consists of 3 floors divided into: Entrance floor with living room with built-in fireplace and cassette, which gives access to a spectacular terrace facing south-east and views of the mountains. Room with a built-in two-section wardrobe, facing the garden of the house. Full bathroom with shower and natural light. Separate kitchen with direct access to the spectacular garden. Private garden with porch to enjoy all year round, it also has a built-in saline chlorination pool, and two waterfalls, with seats in it. The first floor presents us with 3 rooms: Master bedroom suite of 20 m2, with views of the entrance of the house, full double bathroom with natural light. In the hallway there is a bathroom with a large walk-in shower and natural light that serves the other two bedrooms, both with large closets for storage and facing the garden. In the basement there is a garage with space for two cars and a large storage room, in addition to a 1,000m3 diesel tank. - White aluminum windows with PVC shutters - Smooth paint - Wooden flooring in the rooms - Porcelain tile rest of the home. Becerril de la Sierra is located in a unique enclave within the Sierra de Guadarrama National Park: 45 km from the capital with two main roads, one through M601 that gives access to AP-6 and another through M-607 that connects with the Colmenar road and Plaza Castilla. Close to the Puerto de Navacerrada ski resort, La Barranca Valley, Santillana and Navacerrada reservoirs, with spectacular locations for all types of nature activities. It has a wide range of restaurants, cultural and sports activities, a variety of schools, public, private, subsidized and bilingual. It also has a wide spectrum of shopping centers. Less than 10 minutes by car is the Collado Villalba General Hospital. WE DO NOT CHARGE COMMISSION TO THE BUYER!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.7056322,False,3
nan,False,{'title': 'Detached house in Chaparras'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/65/49/1187580174.jpg,284.0,1725.0,False,183,False,Becerril de la Sierra,es,nan,-3.9853589,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,False,chalet,4,False,Chaparras,103377326,MA231205BC,nan,490000.0,nan,sale,https://www.idealista.com/inmueble/103377326/,nan,"QUALITY OF LIFE IN FULL NATURE KEYOK Inmobiliaria presents this beautiful individual villa designed on a 500 m2 plot that has a pleasant consolidated garden, a large saline water pool with waterfalls and a large porch where you can share wonderful moments with family and friends. The house is distributed over three floors, on the main floor we find an elegant and practical outdoor porch, entrance hall, a large living-dining room with a cassette fireplace and access to a huge terrace facing south with beautiful views of the countryside and the mountains, spacious kitchen with access to the garden, a bedroom and a complete bathroom with shower; On the upper floor we have three bedrooms with built-in wardrobes and two full bathrooms, one of them en suite in the master bedroom. All rooms have an exterior window and lots of natural light, in addition to enjoying spectacular views in all directions; On the ground floor there is a large garage for two vehicles and several storage rooms with a huge storage capacity where the heating boiler and tank are located. The plot is completely rectangular and has consolidated garden areas, swimming pool, porch, barbecue area, area equipped to install a gazebo and relaxation area. The property is surrounded by nature but very close to the urban center, where you can find all the necessary services, numerous restaurants and shops of all kinds, as well as public transport with connection to Madrid and other towns in the area. The area also has an extensive educational and health offer. Becerril de la Sierra is located in the heart of the Sierra de Guadarrama National Park, so it enjoys natural landscapes of enormous beauty, beautiful hiking trails, nearby ski resorts and endless possibilities for all types of sports activities. and nature. WITHOUT COMMISSIONS, KEYOK Inmobiliaria services are completely free for our buyers, take advantage of this wonderful opportunity to live in the middle of nature with all the comforts and come visit this wonderful home with one of our advisors.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.7057877,False,3
nan,False,{'title': 'Duplex in Calle de Madrid'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/54/7a/1187222563.jpg,100.0,1890.0,False,25,False,Becerril de la Sierra,es,False,-3.9889578,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,False,False,duplex,2,False,Calle de Madrid,103365637,MAD001,nan,189000.0,1,sale,https://www.idealista.com/inmueble/103365637/,True,"ARROYO & VILLENA sells ""EXCLUSIVELY"" duplex apartment in very good condition. The house is very close to the urban center without being in the center, providing proximity to all essential services such as food stores, DIA supermarket, public transport stops with lines 696 (Hospital de Collado Villalba) 691 (Madrid - Navacerrada ) and 690 (Guadarrama - Collado Mediano - Becerril de la Sierra - Navacerrada), City Hall or Health Center. The property is distributed in: - MAIN FLOOR: entrance hall with storage room under the stairs, full bathroom with shower, large kitchen with access to the rear terrace and large living room with access to the also large terrace. - FIRST FLOOR: two bedrooms with built-in wardrobes; one of them the largest main one and a large full bathroom with a whirlpool bathtub. Quiet residential complex with few neighbors. COME SEE IT!",nan,False,40.7181533,False,2
"[{'name': 'villaType', 'text': 'Villa'}]",False,{'title': 'Detached house'},Madrid,renew,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/10/59/1093667088.jpg,466.0,1266.0,False,42,False,Becerril de la Sierra,es,nan,-3.9845412,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,False,chalet,5,False,Becerril de la Sierra,100617493,nan,nan,590000.0,nan,sale,https://www.idealista.com/inmueble/100617493/,nan,"InMountain offers you this magnificent and consolidated three-story stone villa, with about 431 meters built on a plot of 1,871 square meters and located in the mountain town of Becerril de la Sierra, in the Sierra del Guadarrama of Madrid and very close to the sports facilities. from Navacerrada and areas of interest such as La Pedriza. The property locates on the semi-basement floor the woodshed, open porch to the East and closed garage. On the ground floor, the inhabited area, it has five bedrooms with fitted wardrobes, two complete bathrooms, a toilet, a kitchen with a large storage area and a spacious and comfortable living-dining room with spectacular views and a fireplace. The property also has a diaphanous undercover floor to reform and distribute freely according to needs. The heating of this house is by propane, having an underground tank of 3,500 liters for the gas supply. The windows of this construction are PVC with triple glazing. In another order of things, we show you plans of a housing reform project indicative of the possibilities. It is interesting to highlight the powerful fiber internet and Wi-Fi installation of the house as well as its proximity (two minutes) to the bus stop with destinations such as Madrid, Puerto de Navacerrada, Valdesquí, etc. Finally, this magnificent property has a consolidated and well-kept garden with a swimming pool and magnificent views of the ""Maliciosa"" and ""La Bola del Mundo"". Note: The price of the property does not include taxes and other expenses derived from the sale.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.7066458,False,3
"[{'name': 'villaType', 'text': 'Villa'}]",False,{'title': 'Detached house'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/d7/0f/985152971.jpg,396.0,1338.0,False,47,False,Becerril de la Sierra,es,nan,-4.0012436,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,False,chalet,6,False,Becerril de la Sierra,97623348,nan,nan,530000.0,nan,sale,https://www.idealista.com/inmueble/97623348/,nan,"InMountain offers you this magnificent and representative individual villa located in Becerril de la Sierra, in the Sierra del Guadarrama of Madrid. The house has three floors. On the ground floor, independent, there is an entrance hall, a kitchen with access from the outside, a living-dining room with a fireplace, three large bedrooms with fitted wardrobes, a pantry, a bathroom and a toilet, an auxiliary room, a boiler room/storage room and internal access to the garage. On the first floor, also independent, houses the hall, kitchen with exterior access from the terraces, breakfast room, living room with fireplace, three bedrooms with fitted wardrobes, pantry, bathroom, toilet, spiral staircase for access to the covered floor ( attic) and terrace in the entire front part covered in part by the flight of the roof. Finally, this floor is dedicated to a loft with a large open space with two storage rooms under cover. Attached to the building there is a cellar with an independent entrance, a covered barbecue with adjustable grills, a granite countertop and a sink, as well as a gazebo with an awning over a round granite table. The property also has a shed to store garden tools and accessories. This complex is completed with a magnificent rectangular swimming pool measuring 10.90 * 5.50 meters and with a depth difference of 1 to 1.95 meters, with a perimeter overflow and factory access stairs, all lined with stoneware. The pool is covered with a retractable aluminum and polycarbonate structure and has programmable automatic purification and robotic pool cleaner for walls and floor, also programmable. The farm has a well with two submersible pumps for automatic irrigation and for the automated supply by a pressure group to the house. The construction style of this chalet is typical of the Sierra with moss granite walls, Tyrolean plastered walls, terrazzo flooring inside, sawn granite on the terrace and driftwood on the deck. The roof is made of nailed slate and the window openings have shutters, blinds and solid design bars. Other facilities to take into account are: boiler for diesel heating with an approved tank; renewed conduction circuits and radiators with auto purging; thermostat control per plant: electrical panel per plant and garden. Measurements in square meters: Garage, 17 meters; Ground floor, 100 meters; First floor, 120 meters; Attic, 113 meters; Terrace, 73 meters; Casetón, 9 meters and Bodega 7 meters. Interested in this property, do not hesitate to contact us to arrange a visit. Note: The price of the property does not include taxes and other expenses derived from the sale.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.7066717,False,4
nan,False,{'title': 'Detached house'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/82/f2/1038027314.jpg,240.0,1896.0,False,40,False,Becerril de la Sierra,es,nan,-4.0026072,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,False,chalet,4,False,Becerril de la Sierra,99254254,CER1230,nan,455000.0,nan,sale,https://www.idealista.com/inmueble/99254254/,nan,"CARMEN 5 SELLS; Spectacular independent villa located in the town of Becerril de la Sierra, 50 kilometers from Madrid, in the Sierra de Guadarrama National Park. Very well located both for access to Madrid both on the A6 and on the Colmenar road. It is a very quiet residential area. The house is in perfect condition (construction 2007), it is distributed on two comfortable floors: - Main floor: it has a large living room with fireplace, a large fully equipped kitchen with a dining table for 6 people, a large bedroom with a built-in wardrobe and a complete bathroom. On this floor we find a fully glazed porch next to the barbecue area. -First floor: three large bedrooms with large-format built-in wardrobes and two full bathrooms (the main one en-suite). This plant has a wooden floor. The house is equipped with double windows (climalit type), oil heating and a garage with automated doors (both the garage and the access to the plot). In the garden, configured to require little maintenance, we find a barbecue area, a wooden shed as a storage room. In addition to an area where a pool is installed for the summer season and a well. WE DO NOT CHARGE COMMISSION TO THE BUYER.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.7061487,False,3
nan,False,{'title': 'Terraced house in Picasso'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/4b/77/1189278751.jpg,245.0,1039.0,False,2,False,Becerril de la Sierra,es,nan,-3.9998081,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,True,False,chalet,1,False,Picasso,103430515,CG-80852-0001,nan,254600.0,nan,sale,https://www.idealista.com/inmueble/103430515/,nan,"Solvia offers “Opportunity only for investors. The asset is busy. Due to the occupational status of the asset, visits cannot be made to it. "" 246 m² semi-detached house for sale, located in the town of Becerril de la Sierra, province of Madrid. Built in 1977, this semi-detached house sits on a 526 m² plot, consisting of a semi-basement, ground floor and under-roof floor, with an area of 246 m² and is distributed in several rooms. Communications are through the M-601 and M-623 road accesses. The area has basic equipment, a nursery school and a sports center, with the rest of the equipment available in the closest environment. With the services of Solvia you can find the home you need. Get started right now by asking for more information. A person close to you will attend to you personally.",nan,False,40.7038752,False,1
nan,False,{'title': 'Detached house in Calle Manantial'},Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/b2/40/1145451310.jpg,130.0,2834.0,False,3,False,Becerril de la Sierra,es,nan,-3.9914845,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,True,chalet,3,False,Calle Manantial,102130618,nan,False,368400.0,nan,sale,https://www.idealista.com/obra-nueva/102130618/,nan,"New construction semi-detached house that you can design to your liking and build according to your needs, of high quality and with high sustainability, located in the town of Becerril de la Sierra (Madrid). Self-promotion construction, with a Steel Frame structure, with which we obtain clear advantages in execution times and costs, achieving a significant improvement in aspects related to environmental impact that guarantees a high energy rating. The house has a built area of 121m2, distributed over two floors, and immersed in a 322m² plot, where you can enjoy garden areas or install a pool. The house has the following distribution, on the ground floor there is the living room with kitchenette, a toilet, and the garage, and on the first floor there are 3 bedrooms and 2 bathrooms. In addition, the price includes air conditioning by aerothermal energy with refreshing underfloor heating. EXTRAS: Fenced plot. pool and landscaping PRICE, RATES AND TAXES NOT INCLUDED IN THE PRICE. Items not included: Kitchen furniture and electrical appliances, registration of the building (declaration of new construction before a notary and subsequent registration in the Property Registry), and registration of definitive supplies. The town of Becerril de la Sierra, is a municipality in the Community of Madrid, located at the foot of Puerto de Navacerrada, an environment of great ecological and cultural value. The town that has established itself as a tourist reference, offering its inhabitants and visitors a wide and modern range of high-quality services, where you can travel its urban route, enjoy cultural events and taste the exquisite cuisine in the bars and restaurants of the place. In addition, in its vicinity you can find all the basic services, and it is connected by three intercity bus lines. One of them reaches Madrid directly, having the terminal at the Moncloa Interchange (Line 690: Guadarrama-Collado Mediano-Navacerrada, Line 691: Madrid (Moncloa)-Becerril-Navacerrada-Valdesquí and Line 696: Collado Villalba (Hospital)- Navacerrada WE PROCESS YOUR FINANCING for the acquisition of the home under the self-promotion regime, and we take you by the hand until the keys to the home are handed over. *The images are indicative and not contractual.",nan,False,40.7084861,False,2
