labels,topPlus,suggestedTexts,province,neighborhood,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,highlight,district,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,newDevelopmentFinished,price,floor,operation,url,exterior,description,parkingSpace,has360,latitude,hasStaging,bathrooms
nan,False,"{'subtitle': 'Parque Lisboa - La Paz, Alcorcón', 'title': 'Penthouse in Avenida del Alcalde José Aranda'}",Madrid,Parque Lisboa - La Paz,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/d2/a8/1200160063.jpg,154.0,2727.0,False,32,False,Alcorcón,es,True,-3.8152055,"{'typology': 'flat', 'subTypology': 'penthouse'}",nan,Parque Lisboa - La Paz,False,False,penthouse,3,False,Avenida del Alcalde José Aranda,103788749,nan,nan,420000.0,6,sale,https://www.idealista.com/inmueble/103788749/,True,"DISCOVER ELEGANCE IN THE HEIGHTS WITH THIS STUNNING PENTHOUSE WITH PANORAMIC VIEWS Live on top of the world and make this penthouse your urban oasis! TIZONA REAL ESTATE GROUP offers an exclusive three-bedroom penthouse in Alcorcón. With exquisite design and generous spaces, this home offers not one, but two fully equipped kitchens, two luxurious bathrooms, and a powder room for added convenience. The two living rooms create cozy and versatile environments for entertaining and relaxing. The house has two floors. On the main floor we have a hallway that leads to the kitchen and living room along with the stairs that give us access to the second floor. The kitchen on the first floor is very square, fully equipped, making the most of every corner since it is custom-made. The main living room is very bright as can be seen in the photographs, it has a considerable size since the terrace and one of the bedrooms have been incorporated. On the first floor we have a guest toilet, two bedrooms and a complete bathroom en suite. Both bedrooms have built-in wardrobes and are very spacious. We go up to the second floor of this house, which welcomes us with a very cozy living room with large windows, we have access to the terrace through the living room. Has a impressive terrace, the perfect place to enjoy panoramic views and unforgettable moments, to bring together your loved ones. On the second floor we have a custom-made kitchen, very functional. Additionally, this attic has a pantry, giving you even more space to organize and store efficiently. On this floor we have a main room, and a complete bathroom with a shower that converts into a sauna. Every detail of this property has been carefully designed to offer a sophisticated lifestyle. From the high-quality finishes to the intelligent distribution of spaces, this penthouse redefines the concept of urban luxury. Don't miss the opportunity to live on top of the world. Welcome to your new dream home. "" OUR FEES ARE INCLUDED IN THE PRICE! WE GOT FINANCING UP TO 100% OF THE PURCHASE PRICE. "".",nan,False,40.3513401,False,3
nan,False,"{'subtitle': 'Parque Ondarreta - Urtinsa, Alcorcón', 'title': 'Flat in Avenida del Alcalde José Aranda'}",Madrid,Parque Ondarreta - Urtinsa,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/07/19/1200181935.jpg,111.0,2144.0,False,40,False,Alcorcón,es,True,-3.823906,{'typology': 'flat'},nan,Parque Ondarreta - Urtinsa,False,False,flat,4,False,Avenida del Alcalde José Aranda,103789402,PIS_676,nan,238000.0,5,sale,https://www.idealista.com/inmueble/103789402/,True,"AREA UNO ENSANCHE SUR ( ) SELLS a totally exterior apartment, with 2 elevators per floor, with 4 bedrooms and 2 bathrooms, in a private urbanization with SWIMMING POOL on Avenida Mayor José Aranda de Alcorcón. The house is located on a very bright 5th floor with a constructed area according to cadastre of 111 m2 distributed in: entrance, large independent living room with access to an open terrace and air conditioning, large independent kitchen with closed clothesline, 2 full bathrooms, one with a dish shower and another with bathtub and 4 bedrooms, one of them with a built-in wardrobe. In terms of qualities and improvements, we highlight: wooden flooring, central heating, double aluminum enclosure, armored door, open terrace with great views, renovated electricity and plumbing and great light. The house is located in a gated community with a swimming pool, tennis court, children's areas, green areas, located in an area with all services very close. NOTE: this advertisement is not binding, may contain errors, is shown for informational and non-contractual purposes.",nan,True,40.3428553,False,2
nan,False,"{'subtitle': 'Campodón - Ventorro del Cano, Alcorcón', 'title': 'Duplex in Pedrezuela'}",Madrid,Campodón - Ventorro del Cano,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/5e/ed/932759260.jpg,100.0,2060.0,False,27,False,Alcorcón,es,True,-3.8318661,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,Campodón - Ventorro del Cano,True,False,duplex,1,False,PEDREZUELA,95943149,JI167206,nan,206000.0,bj,sale,https://www.idealista.com/inmueble/95943149/,True,"Gilmar sells a 100 square meter duplex loft in the area of the ‘Ventorro del Cano’ industrial area, in front of the Montepríncipe de Boadilla del Monte urbanization. It is distributed over two floors. On the ground floor, a fully equipped American kitchen, bathroom, living room and exit to the garden or patio of approximately 20 square meters. On the upper floor, open area with full bathroom. On this floor the slab has been extended to complete the entire upper floor. It has air conditioning by Splits with heat pump. It has two parking spaces and a large storage room. In addition, it has a Concierge service from Monday to Saturday. It is very well connected, with light rail, bus and very direct access to the M-501 and M-40.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3929935,True,2
"[{'name': 'loftType', 'text': 'Loft'}]",False,"{'subtitle': 'Campodón - Ventorro del Cano, Alcorcón', 'title': 'Studio apartment'}",Madrid,Campodón - Ventorro del Cano,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/d4/57/1167533198.jpg,100.0,2050.0,False,25,False,Alcorcón,es,False,-3.8396865,"{'typology': 'flat', 'subTypology': 'studio'}",nan,Campodón - Ventorro del Cano,True,False,studio,0,False,subdistrict Campodón - Ventorro del Cano,102079605,W-02SX6D,nan,205000.0,2,sale,https://www.idealista.com/inmueble/102079605/,True,"Beautiful loft in Ventorro del Cano Great duplex loft of 100 square meters in the area of the Ventorro del Cano industrial estate in front of the Montepríncipe urbanization in Boadilla del Monte. Interesting product for investors due to its profitability for rent. It is distributed on two floors, on the ground floor, American kitchen, bathroom, living room and exit to the garden or patio of approximately 20 square meters, on the upper floor, an open area with a complete bathroom. On this floor, the slab has been extended to complete the entire upper floor. It has two parking spaces and a large storage room. In addition, it has a Concierge service from Monday to Saturday. Strategically located with easy access to M-40, M-501, M-411 roards, in front of the urbanization Monteprincipe, a step away from the University Ceu San Pablo and Ciudad Financiera. Close to supermarket, light metro line 3 ""Ventorro del Cano"" and bus stop 673 and 574. 10 minutes from the University Hospital HM Monteprincipe and Hospital Univrsitario Quironsalud Madrid, Golf Course.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.3955703,False,2
nan,False,"{'subtitle': 'Parque oeste - Fuente Cisneros, Alcorcón', 'title': 'Flat'}",Madrid,Parque oeste - Fuente Cisneros,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/c4/65/1198208095.jpg,148.0,2703.0,False,30,False,Alcorcón,es,True,-3.8542441,{'typology': 'flat'},nan,Parque oeste - Fuente Cisneros,True,False,flat,3,False,subdistrict Parque oeste - Fuente Cisneros,100505031,W-02RH1B,nan,400000.0,4,sale,https://www.idealista.com/inmueble/100505031/,True,"Flat in Parque Oeste - Fuente Cisneros Great 91 m² useful apartment with unobstructed views in Residencial Parque Golf, Fuente Cisneros. Spacious and bright house with three bedrooms, two bathrooms, living room, kitchen and completely open terrace with views of the pool. Engel & Völkers presents this apartment located on the fourth floor of the urbanization located in the quietest area of Alcorcón. The property is located in the Fuente Cisneros neighborhood, just a few minutes from the capital. Very close to the Parque Oeste shopping area and right in front of the X-Madrid Leisure Center. The property is located in a gated community with a 24-hour concierge service. It also has common areas such as a swimming pool, green areas, a community venue for events, a paddle tennis court and a children's playground. Upon crossing the threshold we will find a large hall that leads us on one side to the kitchen and a first laundry terrace. On the other hand we access the living room of more than 20 m² facing south that is filled with light through the windows that give access to the terrace with unobstructed 180º views. Finally, the hall opens onto the corridor that distributes the night area of the house. We will first find a built-in wardrobe and the first bedroom. Just across from this is a full bathroom. At the end of the corridor is the master bedroom with bathroom en suite and opposite, the third bedroom. The house has ducted air conditioning in all rooms. Smooth walls, parquet floors except in the kitchen, bathrooms and terraces, heating and ACS by natural gas and climalit windows. It also has a large garage space and a storage room in the basement of the same building. Located in the Fuente Cisneros neighborhood in Alcorcón. It has educational centers (Andel and Fuenllana), the Alcorcón Campus of the Rey Juan Carlos University, Quirón de Alcorcón Hospital, Cultural Center, Fuente Cisneros and Prado Ovejero Parks), supermarket, pharmacy and various catering establishments. A neighborhood connected by the M-50 ring road and the A-5 motorway, the M-506 road and public transport. Well, it is just a few minutes from the Parque Oeste metro station and the RENFE stations of Las Retamas and Alcorcón Central. Also very close to bus stops that connect Alcorcón with the south and west of the Community of Madrid and with the City of Madrid.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.3351271,False,2
nan,False,"{'subtitle': 'Prado de Santo Domingo, Alcorcón', 'title': 'Flat in Calle primero de mayo'}",Madrid,Prado de Santo Domingo,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fc/6c/d9/1199974554.jpg,86.0,2686.0,False,30,False,Alcorcón,es,True,-3.8252998,{'typology': 'flat'},nan,Prado de Santo Domingo,False,False,flat,3,False,Calle primero de mayo,103782879,*38,nan,231000.0,4,sale,https://www.idealista.com/inmueble/103782879/,True,"ALCORCÓN real estate agency - ENSANCHE SUR area - Tecnocasa Office in ALCORCÓN, sells APARTMENT CALLE PRIMERO DE MAYO. ON SALE: APARTMENT IN PRIVATE URBANIZATION WITH CHILDREN'S PLAYGROUND AND DOORMAN. Separate living room, kitchen with drying terrace, three bedrooms with built-in wardrobe, two bathrooms, stoneware floor and double glazed windows, oak doors and heating. Storage and parking space. It has all the transportation very close by, such as urban and interurban bus lines, as well as schools, a health center, a hospital, shops and supermarkets.",nan,False,40.3326734,False,2
nan,False,"{'subtitle': 'Prado de Santo Domingo, Alcorcón', 'title': 'Flat in Calle Los Pinos'}",Madrid,Prado de Santo Domingo,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/3a/08/1199292351.jpg,83.0,3157.0,False,40,False,Alcorcón,es,True,-3.8327011,{'typology': 'flat'},nan,Prado de Santo Domingo,True,False,flat,2,False,Calle Los Pinos,100656373,04081,nan,262000.0,5,sale,https://www.idealista.com/inmueble/100656373/,True,"In this operation, no fees are charged to the buyer. This is a home that offers everything you need to live comfortably and enjoy every moment of it. Located in a privileged area, this apartment is perfect for those looking for a quiet life with all the comforts at their fingertips. THIS PROPERTY IS SPECIAL BECAUSE: It is located in one of the most sought-after areas of Alcorcón, surrounded by all types of services: supermarkets, public and private schools, daycare centers, health centers, pharmacies, banks, sports centers, gyms. Likewise, you can enjoy the wide variety of restaurants, terraces and leisure activities that make up the Broom area. IT IS IMPORTANT TO KNOW THAT: The house is in a private urbanization with a swimming pool and green area. Garage and storage room are included in the sale price. DISTRIBUTION: The house consists of two double bedrooms facing the interior of the urbanization, one of them with an en-suite bathroom, a living room with access to the balcony, bathroom and kitchen with a clothesline area. COMMUNICATIONS: By private vehicle you can join the main roads of Madrid such as M-50, A-5, M-40 in just 4 minutes. In Public Transport you will have urban buses a few meters from the house and with direct communication to Príncipe Pio. You also have a Renfe stop 15 minutes walk from the house.",nan,False,40.3402108,False,2
nan,False,"{'subtitle': 'Parque Mayor, Alcorcón', 'title': 'Flat in Calle Caceres'}",Madrid,Parque Mayor,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/44/29/ef/1200216818.jpg,86.0,2674.0,False,11,False,Alcorcón,es,True,-3.8319508,{'typology': 'flat'},nan,Centro,False,False,flat,3,False,Calle Caceres,103790445,nan,nan,230000.0,1,sale,https://www.idealista.com/inmueble/103790445/,True,"OPPORTUNITY to buy an apartment with an excellent location and that enjoys the benefits of a community with a swimming pool and garden area. Located a few meters from buses in all directions and all kinds of services, the house has 3 bedrooms and a full bathroom. It also has an excellent terrace, both for its dimensions, orientation and tranquility. The large kitchen has a furnished space where you can eat as a family. Certain areas of the property have been renovated such as the floors and windows. Others are in perfect use although the buyer might want to renovate. The walls are smooth and it has air conditioning. In short, it is a warm family apartment with a very good location within a very pampered urbanization and with a huge pool.",nan,False,40.3427454,False,1
nan,False,"{'subtitle': 'Casco Antiguo, Alcorcón', 'title': 'Flat in San Ignacio'}",Madrid,Casco Antiguo,renew,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/a2/29/1200168891.jpg,90.0,1444.0,False,11,False,Alcorcón,es,False,-3.8237071,{'typology': 'flat'},nan,Centro,False,False,flat,3,False,SAN IGNACIO,103789036,sanignacio local,nan,130000.0,bj,sale,https://www.idealista.com/inmueble/103789036/,True,"**Fincasa Group has premises for sale in Alcorcón** Unique opportunity to acquire a property in the center of Alcorcón! Located on San Ignacio Street, in the heart of the city, this property has all the comforts and services at your fingertips. It could be converted into a home with a total of three bedrooms. The process is underway. It is an excellent opportunity to invest in a location with great potential. Don't miss the opportunity to visit this apartment and discover all the possibilities it offers. Contact Grupo Fincasa right now!",nan,False,40.3451444,False,1
nan,False,"{'subtitle': 'Zona Centro Joven, Alcorcón', 'title': 'Flat in Plaza Sierra de Navacerrada'}",Madrid,Zona Centro Joven,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/10/32/1195168076.jpg,54.0,2519.0,False,51,False,Alcorcón,es,False,-3.8205017,{'typology': 'flat'},nan,Centro,True,False,flat,2,False,Plaza Sierra de Navacerrada,103620727,Alcorcón 2,nan,136000.0,bj,sale,https://www.idealista.com/inmueble/103620727/,True,"Adaix sells a 2-bedroom apartment in Alcorcón ready to move into, fully furnished, storage room and a double garage space with capacity for 2 cars included in the price, the space is valued at €10,000 and is located just 250m from the house, The closest station is Parque Lisboa, just about 140m away. DETAILS AND QUALITIES: - Solid anti-pry armored main door. - English-type aluminum exterior carpentry with thermal bridge break. - Built-in wardrobes and trunk. - Solid interior carpentry in light oak. - Gotelé painting with plaster molding. - Stoneware floors throughout the house. - Closed and glazed English-type terrace. - Individual natural gas heating. - Hot water through electric water heater for lower consumption. - Bathroom with bidet and forced ventilation. - Plumbing and electricity in perfect condition. - Fully furnished kitchen equipped with all appliances. - Facades, insulation and roofs completely rehabilitated (without spills) It consists of 2 bedrooms, an equipped and furnished kitchen, a living-dining room with an English-style glazed terrace, a complete bathroom with a shower, located on the ground floor of the building, and the storage room is also located on the same building. - Housing community expenses €40 per month. - Housing IBI: €303 per year. - Garage community expenses €29 per month. - IBI garage: €53 per year. CHARACTERISTICS: - 1 Equipped and furnished kitchen. - 1 Living room-dining room. - 1 Terrace with English type enclosure. - 1 full bathroom with shower tray. - 2 bedrooms (one double). - 1 Hallway. - 1 Storage room. - 1 double garage space. ENVIRONMENT: The area has all the services at hand, supermarkets, shopping centers, primary and secondary schools, daycare centers, sports centers, libraries, hairdressers, restaurants, unrestricted parking area, and much more.. . TRANSPORT AND COMUNICATION: By car easy access to the A5, R5, M40, M50.. . Nearest metro Line 12, Parque Lisboa 2 minutes walk. Buses at the door, Lines 1, 514, 520, 560.. . CALL US, COME VISIT IT WITHOUT COMMITMENT AND MAKE YOUR OFFER! We have more properties by clicking on our company name.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3473461,False,1
nan,False,"{'subtitle': 'Zona Renfe, Alcorcón', 'title': 'Terraced house in san isidro'}",Madrid,Zona Renfe,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/f8/d8/1194423992.jpg,168.0,2304.0,False,48,False,Alcorcón,es,nan,-3.8282717,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,Centro,True,False,chalet,3,False,san isidro,103495235,MN-5424,nan,387000.0,nan,sale,https://www.idealista.com/inmueble/103495235/,nan,"Fabulous semi-detached house in Alcorcón. The 1976 house has 168m2 built and 130m2 useful. Orientation East. It is divided into 3 floors as follows: - FLOOR 1 Separate living room with access to terrace. Separate kitchen with office 1 toilet Pantry - FLOOR 2 3 rooms 2 Bathrooms, one of them en suite Balcony - FLOOR 3 25m2 storage room Terrace The heating is individual by Diesel and air conditioning in the living room and attic. It has an outdoor parking space. The windows are double glazed, the doors are made of oak, parquet floors and gotelé paintings. DO NOT MISS THIS OPPORTUNITY AND CONTACT US TO MAKE A VISIT. Daurum Estate offers to get the best financing for you up to 100% of the purchase - sale value, whether our house is ours or not. INFORMATION WITHOUT COMMITMENT in the same telephone number of the advertisement. In addition, the possibility of renovation services to accommodate the home to your liking.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.351092,False,3
nan,False,"{'subtitle': 'Valderas - Los Castillos, Alcorcón', 'title': 'Flat in Calle Carballino'}",Madrid,Valderas - Los Castillos,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/b8/a1/1180591270.jpg,135.0,2774.0,False,28,False,Alcorcón,es,True,-3.8112091,{'typology': 'flat'},nan,Valderas - Los Castillos,True,False,flat,4,False,Calle Carballino,103171241,05174,nan,374450.0,2,sale,https://www.idealista.com/inmueble/103171241/,True,"We present this spacious apartment for sale located in the heart of Alcorcón, Madrid. This cozy home offers: Four Bedrooms: Versatile space to adapt to your needs. Living-dining room: Perfect area for rest and coexistence. Equipped Kitchen: With all the necessary elements for your culinary creations. Two Bathrooms: Adding comfort for the whole family. Balcony: A corner to enjoy the fresh air. Additional Details: 2nd Floor: Quick and easy access. Central Location: Close to schools, supermarkets, banks, libraries and more. Transport Connections: Joaquín Vilumbrales metro station and San José de Valderas train station nearby. Don't miss the opportunity to find the perfect house for you. Contact us for more details and to schedule a visit!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3529587,False,2
nan,False,"{'subtitle': 'Campodón - Ventorro del Cano, Alcorcón', 'title': 'Penthouse in Avenida m 40'}",Madrid,Campodón - Ventorro del Cano,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3a/2c/bb/1021390662.jpg,156.0,1500.0,False,49,False,Alcorcón,es,True,-3.8354025,"{'typology': 'flat', 'subTypology': 'penthouse'}",nan,Campodón - Ventorro del Cano,True,False,penthouse,1,False,Avenida m 40,98714741,VT3225,nan,234000.0,1,sale,https://www.idealista.com/inmueble/98714741/,True,"We present this casual Loft with views of the Madrid Sky line. Its height allows spaces to be distributed in a modern and unconventional way, all without breaking the aesthetics of the Loft, giving rise to the distribution of four rooms, in an open manner. It has a spacious and bright living room, thanks to the 3 meter high window. On this same floor we will find a full bathroom and an open kitchen. Thanks to the modern and minimalist cantilevered stairs, which follow the essence of the Loft, we reach a second room, where we will find an open space separated by a glass railing, giving this space a special spaciousness. In this second room we will find a second full bathroom and a large storage area, storage room or closet We cannot forget that there is the possibility of expanding this second floor. Through another small staircase we reach the third room, this time we find a small distributor that gives way, to your left, to an independent room and to your right to the access to the solarium, of approximately 25 m2 from where you can enjoy the pleasant views of the Sky. line Madrid. Access to a cozy solarium of about 30 m2 with a pergola, two hammocks from which you can enjoy the Madrid sun. Surrounded by small halogen lights that at night will delight in a more romantic atmosphere. Air conditioning system by hot/cold heat pump. Video intercom. Concierge and Security Service 8 hours. Security AP7. It has two comfortable parking spaces and a large storage room. Possibility of profitability from €850 per month. Located in Ventorro del Cano, with easy access to M-40, M-501 and M-411. In front of the entrance of the Urbanization Monteprincipe, one of the most exclusive areas of Madrid. Located a few km from the CEU San Pablo University and the Financial City of Santander. Close to supermarket, light rail Line 3 ""Ventorro del Cano"" and bus stop 673 and 574. A few minutes from the HM Montepríncipe University Hospital, University Hospital and Ciudad de la Imagen where we will find leisure alternatives. Without forgetting the proximity to the Golf de la Finca area. A private and quiet place where you can make your dreams come true.",nan,False,40.394992,True,2
nan,False,"{'subtitle': 'Parque Ondarreta - Urtinsa, Alcorcón', 'title': 'Flat in Munich, 4'}",Madrid,Parque Ondarreta - Urtinsa,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/13/0d/9c/1143950901.jpg,124.0,1847.0,False,32,True,Alcorcón,es,True,-3.8154162,{'typology': 'flat'},nan,Parque Ondarreta - Urtinsa,True,False,flat,4,False,"MUNICH, 4",102091856,PISO-MUNICH-4,nan,229000.0,bj,sale,https://www.idealista.com/inmueble/102091856/,True,"Ground floor apartment with 2 terraces, 4 bedrooms + 1 bathroom + 1 toilet, facing East-South (morning sun), located in Ondarreta Park with ALL services at hand and 100 meters from Puerta del Sur. Housing FULLY ACCESSIBLE from the street to the apartment, IDEAL FOR ELDERLY PEOPLE or WITH REDUCED MOBILITY. It has 124 meters of constructed area and is the largest of the ground floors of the property (15 meters more) Stoneware floors, aluminum enclosures and oak doors. Built-in wardrobes in two of the four bedrooms. It has 2 terraces, one with access from the kitchen, which overlooks the interior patio and another from the living room that is closed and glazed with white aluminum. The community fee (157 euros) includes HEATING and WATER consumption (the water is heated by an electric heater); It doesn't have gas. It has no current or pending spills as of today. It has a physical doorman during concierge hours. The apartment is in perfect condition to move into.",nan,False,40.3444167,False,2
nan,False,"{'subtitle': 'Valderas - Los Castillos, Alcorcón', 'title': 'Flat in Calle De Betanzos'}",Madrid,Valderas - Los Castillos,renew,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/b2/63/1188035768.jpg,70.0,2214.0,True,41,False,Alcorcón,es,False,-3.8120767,{'typology': 'flat'},nan,Valderas - Los Castillos,True,False,flat,3,False,Calle DE BETANZOS,103391689,3631,nan,155000.0,2,sale,https://www.idealista.com/inmueble/103391689/,True,"Explore the unlimited potential of this charming 70 square meter apartment, a true blank slate to unleash your creativity.With 3 bedrooms, 1 bathroom and a closed terrace, this property is a unique opportunity to create the home of your dreams. Main Features: Surface: 70 square meters of possibilities. Rooms: 3 rooms to adapt to your needs. Bathroom: 1 bathroom to remodel according to your style. Closed Terrace: An additional space to enjoy throughout the year. Additional Details: This apartment offers a unique opportunity for those looking to personalize their living space.From the layout to the finishes, every detail is in your hands to create a truly personalized home. Location: Located in a strategic location, with easy access to services, public transport and leisure areas.Make this property your canvas in the heart of the city. Ideal for: Investors looking for properties with appreciation potential. People with vision to design and personalize their home. Those who want to enter the real estate market with an affordable property. Don't miss the opportunity to bring your ideas to life and turn this apartment into the home you have always imagined.Contact us now for more details and to schedule a showing! Transform this space into the expression of your style and personality.Your home project starts here!",nan,False,40.3544675,False,1
nan,False,"{'subtitle': 'Casco Antiguo, Alcorcón', 'title': 'Flat in Calle Hogar 68'}",Madrid,Casco Antiguo,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/82/0f/821324446.jpg,80.0,1775.0,False,25,False,Alcorcón,es,False,-3.8268065,{'typology': 'flat'},nan,Centro,True,False,flat,3,False,Calle Hogar 68,91707421,FHOG-1225,nan,142000.0,4,sale,https://www.idealista.com/inmueble/91707421/,True,"***NO REAL ESTATE AGENCY COMMISSIONS*** ***PROPERTY OCCUPIED BY THIRD PARTY WITHOUT TITLE*** Since it is busy, YOU CANNOT VISIT. Apartment in Alcorcón, Madrid, ideal for families. The property has an area of 80 m² distributed in 3 bedrooms, living room with access to the balcony, kitchen as well as 1 full bathroom. The house has lots of natural light and parquet floors. Located on the 4th floor of the building, without elevator. Located in the center of Alcorcón, in its surroundings we find the Fundación Alcorcón University Hospital, the Nuestra Señora de Los Remedios School, supermarkets, banks, pharmacies, post offices, bus stops, the Parque Lisboa metro station and the train station. Alcorcón Central. With easy access to the Ring Road. Specialists in sale and rental of homes Tailor-made solutions Find more at.",nan,False,40.3495301,False,1
nan,False,"{'subtitle': 'Campodón - Ventorro del Cano, Alcorcón', 'title': 'Flat'}",Madrid,Campodón - Ventorro del Cano,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/84/56/1176462218.jpg,117.0,1624.0,False,39,False,Alcorcón,es,False,-3.8324154,{'typology': 'flat'},nan,Campodón - Ventorro del Cano,False,False,flat,1,False,subdistrict Campodón - Ventorro del Cano,96880045,258728,nan,190000.0,bj,sale,https://www.idealista.com/inmueble/96880045/,True,"BRIGHT LOFT IN ALCORCON donpiso sells a beautiful and bright loft on the first floor in the Ventorro del Cano area. Totally new to enter to live. It has a large American kitchen, equipped with ceramic hob, oven and refrigerator. The living room is very bright and has a large window with an electric shutter that leads to a 50m2 patio. The bedroom has a large built-in wardrobe fully lined inside, this room also gives access to the backyard through a large window with electric shutter. The bathroom has a hydromassage shower tray, a built-in wardrobe and new sanitation. The sink has a very nice glazed design. All doors, cabinets and kitchen cabinets are matching and new. The floors are parquet except for the bathroom which is ceramic. It has air conditioning and heat pump in all rooms. It has a garage and storage room The beaches of the Mar Menor are just 15 minutes away by car and tranquility will be your travel companion in this new cycle. (The indicated RRP does not include taxes or writing expenses). FOR OWNERS: Do you need to sell to buy? We help you by coordinating everything and with a mortgage change of house. Are you in a hurry to sell? We offer you a quick sale with all the guarantees. Do you need a mortgage? In donpiso you find it and in preferential conditions. Inheritances? , Divorces? , we help you and coordinate everything. Find out: 663 567 973 -.",nan,False,40.3910006,False,1
nan,False,"{'subtitle': 'Valderas - Los Castillos, Alcorcón', 'title': 'Detached house in Avenida de las Flores'}",Madrid,Valderas - Los Castillos,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/ae/89/1149747352.jpg,230.0,2024.0,False,13,False,Alcorcón,es,nan,-3.8089839,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,Valderas - Los Castillos,False,False,chalet,3,False,Avenida de las Flores,102261680,8158AS-SG,nan,465500.0,nan,sale,https://www.idealista.com/inmueble/102261680/,nan,"This villa is at Avenida de las Flores, 28925, Alcorcón, Madrid. It is a villa that has 230 m2 and has 3 rooms. It has terraza, exterior, communal swimming pool and patio.",nan,False,40.3601133,False,3
"[{'name': 'loftType', 'text': 'Loft'}]",False,"{'subtitle': 'Campodón - Ventorro del Cano, Alcorcón', 'title': 'Studio apartment'}",Madrid,Campodón - Ventorro del Cano,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/d3/bb/1160863344.jpg,156.0,1500.0,False,25,False,Alcorcón,es,True,-3.8357693,"{'typology': 'flat', 'subTypology': 'studio'}",nan,Campodón - Ventorro del Cano,False,False,studio,0,False,subdistrict Campodón - Ventorro del Cano,96295871,W-02NQ2F,nan,234000.0,nan,sale,https://www.idealista.com/inmueble/96295871/,True,"Penthouse loft with spectacular views in Alcorcón Loft-penthouse duplex with the best views of Ventorro del Cano. It includes an additional floor with a terrace of more than 25 square meters enjoying fabulous views over Madrid. Entrance floor: with large and bright living / dining room of 5.56m high. American kitchen and complete bathroom. Upper floor: which is accessed by a cantilevered staircase, giving amplitude to the space but with the possibility of expanding this floor if you want to expand the space even more. The upper floor is an open space that can be an office, bedroom, bedroom with bathroom. A / C with heat pump / cold. The price includes two parking spaces and a large storage room. It also has concierge and security services. Product in profitability to rent for 800 - 850 € / month. Strategically located with easy access to M-40, M-501, M-411 roards, in front of the urbanization Monteprincipe, a step away from the University Ceu San Pablo and Ciudad Financiera. Close to supermarket, light metro line 3 ""Ventorro del Cano"" and bus stop 673 and 574. 10 minutes from the University Hospital HM Monteprincipe and Hospital Univrsitario Quironsalud Madrid, Golf Course.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3933458,False,2
