has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,price,priceByArea,labels,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,hasStaging,propertyCode,province,detailedType,newDevelopment,latitude,suggestedTexts,externalReference,status,parkingSpace,address
False,chalet,False,False,190.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/ef/df/1088260590.jpg,False,False,4,179000.0,942.0,nan,2,es,"If you want to enjoy life in the countryside a few minutes from Madrid, do not hesitate to visit us On a plot of 1313 square meters, you will find this chalet fully conditioned and ready to move into. It is made up of two different constructions. In one of them we find a fully furnished kitchen, a bathroom with shower, three bedrooms, living room, pantry and a large storage room. And on the upper floor, a large terrace where you can relax watching the stars on summer nights. The house has a beautiful closed and glazed porch to enjoy those cool days, from where there is direct access to the pool. The second construction is distributed in a garage-workshop, an apartment with a bathroom and kitchenette and a completely separate covered and closed barbecue area, so it can be used both in summer and winter, even on the windiest days. We also find a swimming pool with a shower and completely fenced for the safety of the little ones, where you can cool off on hot summer days. And around the house a large porch area with a large awning, an orchard area with a variety of fruit trees and space for children to play in peace. The windows are white aluminum with blinds. Built-in cabinets. Walls lined with wood and with insulation inside for both noise and cold and heat. The house is left fully furnished. If you want to visit it, do not hesitate to call us, and if you need financing, we can also help you with the best market conditions.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/100470118/,-3.1302147,True,54,False,100470118,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.0829463,"{'title': 'Detached house in Calle Once, 30 b'}",nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Calle Once, 30 B"
False,chalet,False,False,469.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/fe/1b/1195689575.jpg,False,False,4,149000.0,318.0,nan,2,es,"SegundoB Real Estate sells this home in Fuentidueña de Tajo, Madrid. The main house has 4 bedrooms, a bathroom, kitchen and living room. It has an independent garage. It has a built-in swimming pool, with a toilet and a kind of kitchen with a bar and barbecue. Behind the house there is a warehouse. Fuentidueña de Tajo is a Spanish municipality located in the southeastern corner of the Community of Madrid, on the border with the provinces of Toledo and Cuenca. Located in the region of Las Vegas and in the historic Alcarria de Chinchón, its population reaches 1980 inhabitants (INE 2017) and 1985 in 2018. Find out without compromise.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/103638019/,-3.1612419,False,55,False,103638019,Madrid,{'typology': 'chalet'},False,40.1169402,{'title': 'House'},XE60695881,good,nan,Fuentidueña de Tajo
False,chalet,False,False,222.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/fe/c6/1091308339.jpg,False,False,4,150000.0,676.0,nan,3,es,"GARSIERRA. Housing located in the town of Fuentiduña de Tajo, Madrid. Semi-detached house with three floors that is perfectly distributed in living room, kitchen, three bedrooms and two bathrooms. It has a parking space in the basement. Municipality that has all the basic services at its fingertips, with a commercial offer (large surfaces and necessary neighborhood stores) and an educational offer, a variety of restaurant services and valued green areas in which to carry out outdoor activities. Housing for those who want to live in a quiet area very well connected and for those who seek to invest for rent with a very good profitability. All this, in addition, with excellent communications by public transport (bus) and road.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/100500341/,-3.1639856,True,17,False,100500341,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.1134434,"{'title': 'Semi-detached house in Nardos, 4'}",NARDOS,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","NARDOS, 4"
False,chalet,False,False,114.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/e8/81/1055008900.jpg,False,False,2,185000.0,1623.0,nan,1,es,"This new luxury villa is at Calle Don Silvino Real, 28597, Fuentidueña de Tajo, Madrid. It is a low house, built in 2022, that has 114 m2 of which 94 m2 are useful and has 2 rooms and 1 bathrooms. It includes furnished kitchen and it has. , access from street, building with parking lot, security door, windows climalit, individual heating, good condition, patio, floor tiles, centrally located, tv antenna, warehouse, concrete structure, exterior, luminous and heating oil.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/99801897/,-3.1632963,False,27,False,99801897,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.1210557,{'title': 'Detached house in Calle Don Silvino Real'},JCORPA,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Don Silvino Real
False,chalet,False,False,153.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/24/f5/1045915573.jpg,False,True,4,152500.0,997.0,nan,2,es,"Patagonia Real Estate offers a 157 square meter home for sale built on a 5,000m2 property with a garage. Composed of entrance porch, separate living room, two bedrooms on the upper floor and two bedrooms on the ground floor, large equipped kitchen, two bathrooms with shower. The house is in a good state of maintenance ready to move into. The Alarilla urbanization is located less than an hour from Madrid, ideal for a first home and teleworking. Possibility of 100% financing, totally free study. For more information do not hesitate to contact us.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/99499883/,-3.1334167,False,20,False,99499883,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.0893142,{'title': 'Detached house in Calle Mayor'},NH-69138,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Mayor
True,chalet,False,False,117.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/e8/e2/1192954475.jpg,False,True,3,110000.0,940.0,nan,1,es,"GLOBALPISO PALOMERAS PORTAZGO offers an exclusive independent villa located on a 2,500 m2 plot. Property classified as a single-family, urban home for residential use. It has three bedrooms, two of them with a built-in wardrobe, a separate living room with fireplace, a fitted kitchen, a bathroom and at the entrance a huge 31 m2 porch. The plot is located in the Alarilla Urbanization, just 10 minutes from Fuentidueña el Tajo, where you will find all kinds of services; supermarkets, shops, Alarilla Public School and Fuentidueña de Tajo Health Center. Don't hesitate to request more information.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/103547415/,-3.1308494,False,30,False,103547415,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.0827551,{'title': 'Detached house in Calle Nueve'},PAL344,good,nan,Calle Nueve
False,flat,False,False,91.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/83/fd/c9/1137137554.jpg,False,False,10,79000.0,868.0,nan,2,es,"SegundoB Real Estate sells this work stopped in Fuentidueña de Tajo, Madrid. It has a total plot area of 451 m2. Find out without compromise.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/101885587/,-3.167906,True,21,False,101885587,Madrid,{'typology': 'flat'},False,40.1166676,"{'title': 'Flat in Barrio de la Cruz, 13'}",MXE60439395,good,nan,"Barrio de la Cruz, 13"
False,chalet,False,False,228.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/0b/fd/1190937060.jpg,False,False,3,54000.0,237.0,nan,1,es,"Investment opportunity: housing without possession. Impossibility of interior visit, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation. Investment opportunity: housing without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/102210855/,-3.1622961,False,1,False,102210855,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.120849,{'title': 'Terraced house in Calle de San Andrés'},OKPMADRID58,good,nan,Calle de San Andrés
False,flat,False,False,193.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/46/86/1089731937.jpg,False,False,3,150000.0,777.0,nan,2,es,"Housing located in the town of Fuentiduña de Tajo, Madrid. Semi-detached house with three floors that is perfectly distributed in living room, kitchen, three bedrooms and two bathrooms. It has a parking space in the basement. Municipality that has all the basic services at its fingertips, with a commercial offer (large surfaces and necessary neighborhood stores) and an educational offer, a variety of restaurant services and valued green areas in which to carry out outdoor activities. Housing for those who want to live in a quiet area very well connected and for those who seek to invest for rent with a very good profitability. All this, in addition, with excellent communications by public transport (bus) and road. Request more information without any kind of commitment.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/100501222/,-3.1639856,True,19,False,100501222,Madrid,{'typology': 'flat'},False,40.1134434,"{'title': 'Flat in Calle Nardos, 4'}",60735895,good,nan,"Calle Nardos, 4"
False,chalet,False,False,70.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/f7/fa/950584095.jpg,False,False,2,41400.0,591.0,nan,1,es,"Detached house with an approximate area of 70.41 m², located in the municipality of Fuentidueña De Tajo, in the province of Madrid. The house is distributed in: large living room, kitchen, bathroom, 2 bedrooms and hall. Residential environment of the urban nucleus with a predominance of residential buildings in its semi-detached single-family typology. Facilities and services of all kinds, both basic and commercial, healthcare and school, which are sufficient, such as recreational facilities, sports facilities and green areas. Management services are adequate. Good communications and accessibility: through the A3 Madrid-Valencia national road. Bus network that connects the population with nearby municipalities and with the capital.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/96567005/,-3.1632574,False,19,False,96567005,Madrid,{'typology': 'chalet'},False,40.1187883,{'title': 'House in Calle de San Andrés'},7276928-VE,good,nan,Calle de San Andrés
False,chalet,False,False,193.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7e/45/c5/1170015724.jpg,False,False,3,150000.0,777.0,nan,2,es,nan,sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/102867199/,-3.1666851,False,19,False,102867199,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.1110488,{'title': 'Detached house'},60735895,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Fuentidueña de Tajo
False,chalet,False,False,258.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/33/a1/1159610707.jpg,False,False,3,140000.0,543.0,nan,2,es,"Semi-detached house for sale located in Fuentidueña de Tajo (Madrid). This second-hand home consists of 259 m² and is distributed over 3 floors that communicate with each other through an internal staircase, each floor is distributed in several rooms and services, it also consists of a garage, patio and garden. It also has good communications both by public transport and by private transport. Located in an area with all kinds of services around. With the services provided you can find the home you need and secure your investment with the best of specialized advice. Get started right now by asking for more information. A person close to you will attend to you personally. The property is transferred leased to a third party and with a possible right of the latter to the preferential acquisition of the same. The state of occupancy and/or the impediments for the property to be freely visited by technicians prevent its official appraisal as required by Order ECO/805/2003, of March 27. It is recommended that the buyer obtain professional advice before making a purchase decision.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/102560537/,-3.1571796,False,1,False,102560537,Madrid,{'typology': 'chalet'},False,40.1219125,{'title': 'House'},KR-05615-0001,good,nan,Fuentidueña de Tajo
