country,priceByArea,floor,newDevelopmentFinished,municipality,bathrooms,propertyCode,longitude,parkingSpace,externalReference,topNewDevelopment,hasVideo,showAddress,size,description,newDevelopment,suggestedTexts,propertyType,hasStaging,latitude,labels,address,has3DTour,topPlus,numPhotos,url,operation,hasPlan,has360,thumbnail,province,status,detailedType,exterior,hasLift,price,rooms,district
es,1865.0,3,nan,Alcalá de Henares,1,100696142,-3.3625587,nan,EG5680,False,True,False,134.0,"Alcalá Inmobiliaria exclusively markets this beautiful renovated duplex ready to move into in the downtown area of Alcalá de Henares, just a three-minute walk from both the central Plaza de Cervantes and the monumental Plaza de los Santos Niños. Distributed in two heights, the apartment is very bright and cozy in winter due to its east orientation, and very cool in summer, which accentuates its performance in terms of its energy efficiency.On the ground floor we find as soon as we enter a wide entrance or hall and behind it, a dining room of approximately 23 square meters.To the left of the hall we find the fully furnished kitchen where the Bosch induction hob and the kitchen hood stand out, together with high-quality custom-made furniture that is almost brand new and with plenty of storage space.On the ground floor we also have two large bedrooms, a hall and a huge and spectacular bathroom with a shower and a tempered glass screen.On the upper floor we have a finished and open-plan attic of about 58 square meters with multiple possibilities. Of the entire house, what stands out above all is its level of finish and its comfortable distribution.As for qualities: armored door paneled in oak on the outside and white on the inside to match the rest of the interior carpentry.The recessed doors of both the kitchen and the bathroom that save a lot of space and give comfort to use.The kitchen furniture is made to measure with great storage space and a super resistant granite countertop.Lined and finished fitted wardrobes in both rooms.Large-format rectified porcelain ceramic floors and wall tiles on both floors and walls in both bathrooms and kitchens.150 cm flat shower tray.Chromed towel-dryer radiator integrated into the bathroom heating system.Custom-made design staircase between the ground floor and the attic.Among other features, the apartment also has a video intercom, Summrlink PVC tilt-and-turn windows that provide great acoustic and thermal insulation and integrated mosquito nets, solid white lacquered doors, high-end Balterio laminate flooring with large 205x24cm slats, Niessen mechanisms. Graphite waves and air conditioning with heat pump both in the living room and on the upper floor. Being in the historic center, it is located right next to different faculties of the university, and the area has urban and intercity buses to Madrid, shops, public and private schools, institutes, food markets, fashion stores, theaters, multiple restaurants and bars with a wide gastronomic variety.Perfectly communicated with the Paseo de Pastrana and its exit to the national two. We do not charge buyer commission.The meters of the house are contrasted according to cadastre.The sales prices do not include legal taxes or deed expenses.",False,"{'subtitle': 'Venecia - Nueva Alcalá, Alcalá de Henares', 'title': 'Duplex'}",duplex,False,40.4770118,nan,Venecia - Nueva Alcalá,False,False,72,https://www.idealista.com/inmueble/100696142/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f0/62/d0/1096038208.jpg,Madrid,good,"{'typology': 'flat', 'subTypology': 'duplex'}",True,True,249900.0,3,Venecia - Nueva Alcalá
es,1703.0,nan,nan,Alcalá de Henares,3,103237208,-3.3612738,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",EG5891,False,True,False,232.0,"ALCALÁ INMOBILIARIA sells an exclusive semi-detached house in the best area of the expansion of Alcalá de Henares, a few meters from the Alcalá Magna shopping center.   We access the entrance hall from the front porch and to the left is a furnished and equipped kitchen with space for a table and a large window that provides a lot of light. This first floor has a guest toilet, a bedroom, a built-in wardrobe and a large living room that gives access to the back part with a small porch and a patio where you can enjoy the outdoors. Going up the stairs to the left we find the large master bedroom with an en-suite bathroom and built-in wardrobes. To the right is a full bathroom and two bedrooms, one of them with a built-in wardrobe. On the third floor there is a cozy attic with its velux and space for a pleasant living room. In the basement we have a laundry area, a small cellar and a garage space for two cars. The interior and exterior garage door is motorized. The house in perfect condition has natural gas heating, air conditioning, oak doors, stoneware and parquet floors, white double glazed windows and bars on the first floor. The expansion of Alcalá de Henares is one of the most sought-after areas for its wide avenues and parks with green areas. It has all the services in its surroundings, a health and specialty center, several public and private schools, as well as various faculties. It has several shopping and dining areas within walking distance, as well as a convenient public transport network and easy access to the A2. If you are demanding and are looking for the perfect home, call us to make an appointment, because this is your true ideal home. The meters of the house are contrasted according to cadastre/registry. This announcement is not binding and may contain errors. It is shown for informational purposes and is not contractual. The sales prices do not include legal taxes or deed expenses. WE DO NOT CHARGE THE BUYER AND WE HELP YOU FIND THE BEST FINANCING  .",False,"{'subtitle': 'Ensanche, Alcalá de Henares', 'title': 'House'}",chalet,False,40.4982955,nan,Ensanche,False,False,83,https://www.idealista.com/inmueble/103237208/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/3d/f9/1182866777.jpg,Madrid,good,{'typology': 'chalet'},nan,nan,395000.0,4,Ensanche
es,5506.0,bj,nan,Alcalá de Henares,2,102466020,-3.3648771,nan,EG5831,False,True,False,69.0,"Alcalá Inmobiliaria exclusively sells this elegant and original ground floor with a huge beautiful patio in the heart of the historic center of Alcalá de Henares.With it, we offer you this wonderful opportunity to acquire a property that will give you the space and comfort you are looking for. Its three rooms, perfectly distributed, will allow you to enjoy moments of peace and rest in a cozy and very elegant environment.Each one of them has the ideal size to adapt to your needs, either as bedrooms or as a work space.The building, restored in 2010, presents a modern and elegant architecture, which integrates perfectly with the historical charm of the city.Its careful design and its excellent state of conservation make this home a unique and special option.One of the most outstanding advantages of this property is its location.Being in the heart of Alcalá de Henares, you will have access to all the services and amenities you need just a few steps from home.In addition, you will have excellent public transport connections, both by train and by bus, which will allow you to move quickly and comfortably to any part of the city.Its luminosity is another of the strengths of this apartment.Its large windows allow natural light to enter throughout the day, creating a warm and welcoming atmosphere.You can enjoy the tranquility of your home while you enjoy the panoramic views that this property offers you. The kitchen, fully equipped with a functional design and its quality finishes guarantee maximum comfort and durability.Also, if you are a lover of culture and history, you can stroll through its charming streets, visit its emblematic monuments and immerse yourself in the cultural richness of this beautiful city. If you are interested in knowing more details about this property or to arrange a visit, do not hesitate to contact our agents. They will be happy to show you the property without obligation and answer any questions you may have and advise you throughout the purchase process. As a real estate agency, we do not charge a commission to the buyer.Paying a visit to this property is an excellent opportunity to appreciate first-hand all the comforts and features that make this place a unique choice.Do not hesitate to contact us to request more information and schedule a visit as soon as possible! We offer you financing at no cost, contact us without obligation.  The meters of the house are contrasted according to cadastre / registry.  This announcement is not binding and may contain errors.It is shown for informational purposes and is not contractual.  The sales prices do not include legal taxes or deed expenses..",False,"{'subtitle': 'Casco Histórico, Alcalá de Henares', 'title': 'Flat'}",flat,False,40.4850659,nan,Casco Histórico,False,False,80,https://www.idealista.com/inmueble/102466020/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/6e/55/1156577732.jpg,Madrid,good,{'typology': 'flat'},True,False,379900.0,3,Casco Histórico
es,2667.0,3,nan,Alcalá de Henares,2,102965996,-3.3748509,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",EG5869,False,False,False,102.0,"  At Alcalá Inmobiliaria we put at your disposal this wonderful apartment for sale that will surely meet all your expectations.Do not miss the opportunity to visit this spectacular 3-bedroom home, with a useful area of 87 square meters and a total construction of 102 square meters. From the moment you set foot in this apartment, you will be captivated by its charm and comfort.Firstly, its location in the Ensanche de Alcalá de Henares is simply unbeatable.The area will offer you a wide variety of services and amenities just a few steps from your new home.In addition, you will have both the train and the bus very close at your disposal, which will facilitate your travel and allow you to enjoy an excellent connection with the rest of the city. The apartment is located on the 3rd floor of a building built in 2002.A modern construction that offers all the comforts you need.With an elevator and garage included, you can enjoy total accessibility and forget about the worries related to parking. The 3 rooms that this home has are spacious and bright, creating a warm and cozy atmosphere.You can give free rein to your imagination to decorate each of them according to your tastes and needs.Furthermore, thanks to its excellent distribution, you can enjoy a living-dining room where you can share unforgettable moments with your loved ones. The kitchen, fully furnished and equipped, is a perfect space for those who love gastronomy.With enough storage space and a layout designed to make the most of every centimeter, you will enjoy a functional and comfortable space. But that's not all, this property has a series of extras that will convince you.Its parquet floors, air conditioning in the living room and main bedroom are just some examples of the quality and comfort that this apartment offers you. Don't miss the opportunity to visit this unique property in Alcalá de Henares, Ensanche.If you have any questions or concerns, do not hesitate to contact our agents.They will be happy to resolve all your concerns and guide you through the purchasing process. You will not regret visiting this apartment, every detail has been taken care of to offer you the best possible experience.Call now and make your appointment, don't let it slip away! The meters of the house are contrasted according to cadastre/registry. This announcement is not binding and may contain errors.It is shown for informational purposes and is not contractual.The sales prices do not include legal taxes or deed expenses.",False,"{'subtitle': 'Ensanche, Alcalá de Henares', 'title': 'Flat in Calle Dámaso Alonso'}",flat,False,40.4946205,nan,Calle Dámaso Alonso,False,False,60,https://www.idealista.com/inmueble/102965996/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/22/29/1173403230.jpg,Madrid,good,{'typology': 'flat'},True,True,272000.0,3,Ensanche
es,2323.0,1,nan,Alcalá de Henares,1,102547653,-3.3705068,nan,EG5838,False,False,False,71.0,"Alcalá Inmobiliaria puts at your disposal this apartment in one of the most established neighborhoods in the city of Alcalá de Henares. Apartment completely renovated in 2014, entrance with two beautiful built-in wardrobes, master bedroom with double built-in wardrobe and window, good-sized second bedroom with window to the main street, renovated bathroom with shower and window, nice kitchen with upper and lower furniture plus appliances basic (hood, vitro and oven) with a large office and living room with A/C with hot and cold pump and window to the main street, very bright thanks to its great orientation. If you want to live in a neighborhood of Alcalá, near the Renfe station, with all the services: schools, health centers, bus stops and close to the center and excellent communication with the A2. Do not hesitate to come and see this fully updated apartment. Armored Main Door, rest of the doors of the house made of wood, the entrance to the kitchen being sliding. Waterproof AC5 flooring, stoneware bathroom and kitchen, double glazed aluminum windows and central heating, The meters of the house are contrasted according to cadastre / registry. This announcement is not binding and may contain errors. It is shown for informational purposes and is not contractual. The sales prices do not include legal taxes or deed expenses. Do you want to know if they grant you the mortgage? Do you have to sell your house to buy this one? Call us and we will inform you about everything for free..",False,"{'subtitle': 'Chorrillo, Alcalá de Henares', 'title': 'Flat'}",flat,False,40.4903374,nan,Chorrillo,False,False,57,https://www.idealista.com/inmueble/102547653/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/3a/d1/1159177671.jpg,Madrid,good,{'typology': 'flat'},True,False,164900.0,2,Chorrillo
es,2990.0,6,nan,Alcalá de Henares,1,103067497,-3.3730644,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",EGVP105,False,False,False,100.0,"Welcome to the penthouse of your dreams in the heart of the Ensanche de Alcalá de Henares! This exclusive property is an urban oasis with all the amenities you could want for comfortable and sophisticated living. Upon entering this magnificent penthouse, you will be greeted by a feeling of spaciousness and light.The house has two bedrooms, one of them with a built-in wardrobe that offers perfect storage space for your clothes and accessories.The bathroom, equipped with a relaxing bathtub and with the toilets changed in 2021, has a modern and functional design. The impressive 30 m2 living room is the ideal place to relax and enjoy unforgettable moments with family and friends.Parquet floors add a touch of elegance to the entire space, creating a warm and welcoming atmosphere. The L-shaped kitchen is fully furnished and equipped with an extractor hood, oven and ceramic hob, everything you need to prepare delicious meals.From the kitchen, you will have access to another elongated terrace, fully glazed, which will give you additional space to enjoy natural light. But that is not all! The jewel in the crown is the spectacular terrace of more than 25 m2, accessible from the living room and both bedrooms.This impressive terrace will be your private corner to enjoy the sun all day long.Imagine having breakfast with the sunrise or relaxing with a glass of wine while watching the sunset.Here, you can enjoy unforgettable moments surrounded by a calm and welcoming atmosphere! In addition, on the terrace you will find another large, fully equipped storage room, which makes it a versatile space to use as an office or home office, or simply to store your belongings in an organized way. The terrace also has awnings and a built-in barbecue, perfect for organizing social gatherings and enjoying your outdoor moments to the fullest. The house has all the amenities for your comfort.Heat pump heating in the living room and both bedrooms, together with air conditioning, will guarantee a pleasant temperature at any time of the year.Hot water is provided by an electric water heater, ensuring a continuous and efficient supply. For your safety and tranquility, the property is equipped with climalite white lacquered aluminum exterior carpentry and mosquito nets in all rooms.Additionally, lockable gates provide additional protection. The southwest orientation guarantees that you will enjoy direct sun throughout the day, creating a bright and energetic environment. In addition, the home includes a garage space and an additional storage room, providing the comfort and extra space you need. This penthouse is located in a privileged location, in one of the best areas of Alcalá de Henares, Ensanche.Here you will find a wide range of services, shops and leisure spaces, all within your reach. In short, this penthouse is a true gem that offers a perfect combination of luxury, comfort and unbeatable location.Don't miss the opportunity to visit this unique property and make it your new home! Call now to arrange a visit and start living the life you've always dreamed of! Do not hesitate to contact us with any questions related to your financial or real estate needs.We will be happy to assist you and provide you with the necessary assistance so that you can make informed decisions and find the solution that best suits your circumstances. Remember that our goal is to help you throughout the process, providing you with the necessary information and support so that you can carry out your operations safely and satisfactorily. This announcement is not binding and is subject to possible errors or omissions.It is presented for information purposes.",False,"{'subtitle': 'Ensanche, Alcalá de Henares', 'title': 'Penthouse'}",penthouse,False,40.4950816,nan,Ensanche,False,False,68,https://www.idealista.com/inmueble/103067497/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/d0/d1/1176939416.jpg,Madrid,good,"{'typology': 'flat', 'subTypology': 'penthouse'}",True,True,299000.0,2,Ensanche
es,1878.0,1,nan,Alcalá de Henares,3,101222679,-3.3662435,nan,EG5720,False,False,False,181.0,"ALCALÁ INMOBILIARIA exclusively sells this exceptional duplex in the heart of the historic center.Very large house of 142 useful meters according to simple registry note.Distributed in two heights, the apartment is very bright and cozy in winter due to its east orientation, and very cool in summer, which accentuates its performance in terms of its energy efficiency.On the ground floor we find as soon as we enter a hall that gives access to the full bathroom on the ground floor.To the left, two bedrooms with their built-in wardrobes, one of them with a balcony facing the main street.To the right is the independent kitchen and then a huge living room, a dining room of approximately 35 square meters.On the first floor we have another two huge bedrooms, both with en-suite bathrooms and one of them with an interior terrace.Of all the house, what stands out most above all is its comfortable and spacious distribution.The house is in a good state of conservation although it needs an aesthetic reform since its use and activity has been the headquarters and office of a local company.Parquet floors and ceramic coverings in kitchens and bathrooms.Oak doors and wooden exterior carpentry.The house has air conditioning with heat pump.Being in the historic center, it is located right next to different faculties of the university, and the area has urban and intercity buses to Madrid, shops, public and private schools, institutes, food markets, fashion stores, theaters, multiple restaurants and bars with a wide gastronomic variety.It is a unique opportunity to live in an area with charm and a lot of history.Finding an apartment in that location is a real luxury for lovers of this city declared a World Heritage Site.The area consists of innumerable commercial, social (along with several public and private schools), medical (just in front of the Carmen Calzado clinic), cultural and leisure services with two large theaters on the national circuit.Currently, as a pedestrian and commercial area, it continues to retain all the charm of the Golden Age and is located at the main backbone of the city's social life and the many cultural activities that take place every year.As a real estate agency we offer you financing without study or management expenses, contact us without obligation.The meters of the house are contrasted according to cadastre / registry.This announcement is not binding and may contain errors.It is shown for informational purposes and is not contractual.The sales prices do not include legal taxes or deed expenses.",False,"{'subtitle': 'Casco Histórico, Alcalá de Henares', 'title': 'Duplex'}",duplex,False,40.4822763,nan,Casco Histórico,False,False,74,https://www.idealista.com/inmueble/101222679/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/56/b9/f0/1114940528.jpg,Madrid,good,"{'typology': 'flat', 'subTypology': 'duplex'}",True,False,339900.0,4,Casco Histórico
es,1692.0,5,nan,Alcalá de Henares,1,103142916,-3.3671858,nan,EG5883,False,False,False,117.0,"Alcalá real estate offers you a beautiful 117 m2 apartment for sale according to the cadastre, very close to the Renfe station and a 5-minute walk from the city center, with an excellent location near banks, schools, supermarkets and beautiful parks.   It has a beautiful entrance hall that gives access to a hallway and entrance to a large living room with access to a terrace and 2 large bedrooms, both with a window to a terrace. We leave the living room and in the hallway with a built-in wardrobe we find a good-sized kitchen. Furnished with high and low furniture, and basic appliances, vitro, oven and hood, as well as a washing machine, with a glass-enclosed storage unit. In the hallway after passing the kitchen we find the other two rooms, one with a window to the outside and the main one with a built-in wardrobe and a window to a shopkeeper, and between these two rooms we would have the bathroom with a shower. Do you have to sell your house to buy this one? Call me and I will be happy to explain. The meters of the house are contrasted according to cadastre/registry. This announcement is not binding and may contain errors. It is shown for informational purposes and is not contractual. The sales prices do not include legal taxes or deed expenses.",False,"{'subtitle': 'San Isidro - Los Almendros, Alcalá de Henares', 'title': 'Flat'}",flat,False,40.4860273,nan,San Isidro - Los Almendros,False,False,69,https://www.idealista.com/inmueble/103142916/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/14/3e/1179661318.jpg,Madrid,renew,{'typology': 'flat'},True,True,198000.0,4,San Isidro - Los Almendros
es,2143.0,bj,False,Alcalá de Henares,2,99022821,-3.3681684,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3 Bajo B,False,True,True,189.0,"Can you have a home with a pool and paddle tennis a few minutes from the center of Alcalá, a few minutes from La Magistral, a few steps from the University? Can you have a home with Mediterranean architecture, large windows and terraced configuration in the center of Alcalá? Can a building integrate all the nobility of travertine marble throughout its façade? Could all these terraces face south? Could the Complex be surrounded by parks, schools and a health center? …All of this is a reality in Camporrosso Ronda Park. Your house, your life! Sales office located at Paseo de Pastrana 24 (200m from the work). Open: Wednesdays, Thursdays and Saturdays from 10:00 a. m. to 2:00 p. m. and from 4:00 p. m. to 7:00 p. m.",True,"{'subtitle': 'Rinconada, Alcalá de Henares', 'title': 'Flat in Calle Luis Vives, 14'}",flat,False,40.4758763,nan,"Calle Luis Vives, 14",False,False,22,https://www.idealista.com/obra-nueva/99022821/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/8a/06/1031714738.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,405000.0,3,Rinconada
es,2757.0,bj,False,Alcalá de Henares,2,99022694,-3.3681684,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1 Bajo A,False,True,True,136.0,"Can you have a home with a pool and paddle tennis a few minutes from the center of Alcalá, a few minutes from La Magistral, a few steps from the University? Can you have a home with Mediterranean architecture, large windows and terraced configuration in the center of Alcalá? Can a building integrate all the nobility of travertine marble throughout its façade? Could all these terraces face south? Could the Complex be surrounded by parks, schools and a health center? …All of this is a reality in Camporrosso Ronda Park. Your house, your life! Sales office located at Paseo de Pastrana 24 (200m from the work). Open: Wednesdays, Thursdays and Saturdays from 10:00 a. m. to 2:00 p. m. and from 4:00 p. m. to 7:00 p. m.",True,"{'subtitle': 'Rinconada, Alcalá de Henares', 'title': 'Flat in Calle Luis Vives, 14'}",flat,False,40.4758763,nan,"Calle Luis Vives, 14",False,False,22,https://www.idealista.com/obra-nueva/99022694/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/9d/56/1031714699.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,375000.0,3,Rinconada
es,1955.0,bj,False,Alcalá de Henares,2,99022822,-3.3681684,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6 Bajo B,False,True,True,220.0,"Can you have a home with a pool and paddle tennis a few minutes from the center of Alcalá, a few minutes from La Magistral, a few steps from the University? Can you have a home with Mediterranean architecture, large windows and terraced configuration in the center of Alcalá? Can a building integrate all the nobility of travertine marble throughout its façade? Could all these terraces face south? Could the Complex be surrounded by parks, schools and a health center? …All of this is a reality in Camporrosso Ronda Park. Your house, your life! Sales office located at Paseo de Pastrana 24 (200m from the work). Open: Wednesdays, Thursdays and Saturdays from 10:00 a. m. to 2:00 p. m. and from 4:00 p. m. to 7:00 p. m.",True,"{'subtitle': 'Rinconada, Alcalá de Henares', 'title': 'Flat in Calle Luis Vives, 14'}",flat,False,40.4758763,nan,"Calle Luis Vives, 14",False,False,22,https://www.idealista.com/obra-nueva/99022822/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ba/97/6b/1031714726.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,430000.0,3,Rinconada
es,2769.0,2,False,Alcalá de Henares,2,99022838,-3.3681684,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4 2º B,False,True,True,108.0,"Can you have a home with a pool and paddle tennis a few minutes from the center of Alcalá, a few minutes from La Magistral, a few steps from the University? Can you have a home with Mediterranean architecture, large windows and terraced configuration in the center of Alcalá? Can a building integrate all the nobility of travertine marble throughout its façade? Could all these terraces face south? Could the Complex be surrounded by parks, schools and a health center? …All of this is a reality in Camporrosso Ronda Park. Your house, your life! Sales office located at Paseo de Pastrana 24 (200m from the work). Open: Wednesdays, Thursdays and Saturdays from 10:00 a. m. to 2:00 p. m. and from 4:00 p. m. to 7:00 p. m.",True,"{'subtitle': 'Rinconada, Alcalá de Henares', 'title': 'Flat in Calle Luis Vives, 14'}",flat,False,40.4758763,nan,"Calle Luis Vives, 14",False,False,22,https://www.idealista.com/obra-nueva/99022838/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/94/97/1031714749.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,299000.0,2,Rinconada
es,2377.0,nan,False,Alcalá de Henares,2,99022840,-3.3681684,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4 Ático A,False,True,True,183.0,"Can you have a home with a pool and paddle tennis a few minutes from the center of Alcalá, a few minutes from La Magistral, a few steps from the University? Can you have a home with Mediterranean architecture, large windows and terraced configuration in the center of Alcalá? Can a building integrate all the nobility of travertine marble throughout its façade? Could all these terraces face south? Could the Complex be surrounded by parks, schools and a health center? …All of this is a reality in Camporrosso Ronda Park. Your house, your life! Sales office located at Paseo de Pastrana 24 (200m from the work). Open: Wednesdays, Thursdays and Saturdays from 10:00 a. m. to 2:00 p. m. and from 4:00 p. m. to 7:00 p. m.",True,"{'subtitle': 'Rinconada, Alcalá de Henares', 'title': 'Penthouse in Calle Luis Vives, 14'}",penthouse,False,40.4758763,nan,"Calle Luis Vives, 14",False,False,22,https://www.idealista.com/obra-nueva/99022840/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/1e/a6/1031714732.jpg,Madrid,newdevelopment,"{'typology': 'flat', 'subTypology': 'penthouse'}",True,True,435000.0,3,Rinconada
es,1550.0,nan,nan,Alcalá de Henares,4,102890079,-3.3455553,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",309-593 JH,False,False,False,451.0,"Detached Villa for sale in Alcalá de Henares, in one of its most exclusive, quiet areas and with all the services at your fingertips. Do you dream of living in a quiet residential area with a large garden but without giving up all the amenities? services offered by a big city? You found it! Keller Williams is pleased to offer this exclusive villa of 451 m² built, 355 useful, on a 372 m² plot. The house built with top quality materials enjoys great natural light and the spaces in it have been used to the maximum, distributing the house on 4 floors and two patios, with 7 bedrooms, one on the ground floor, 4 bathrooms, two fireplaces, A/C in all rooms and a beautiful pool. Surrounded by parks and green areas and with all services just one step away (urban and interurban buses, schools, institutes, close to the university, variety of supermarkets, banks, pharmacies, health centers, shopping center.. . ). *This announcement is not binding and may contain errors. This title is for informational purposes only and is not contractual. *Fees included in the price *Expenses and taxes not included. Property Transfer Tax and Documented Legal Acts: In the Community of Madrid 6% on a general basis * services/attention-taxpayer/transmissions-property-onerous.",False,"{'subtitle': 'Val, Alcalá de Henares', 'title': 'Detached house in Calle José Demetrio Calleja'}",chalet,False,40.4896237,"[{'name': 'villaType', 'text': 'Villa'}]",Calle José Demetrio Calleja,False,False,60,https://www.idealista.com/inmueble/102890079/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/e9/9f/1171005534.jpg,Madrid,good,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,nan,699000.0,7,Val
es,1091.0,nan,nan,Alcalá de Henares,5,103792510,-3.3634275,nan,CASCAN0000161281,False,False,False,747.0,"Welcome to the home of your dreams in Alcalá de Henares! This dream home has 8 bedrooms and 5 bathrooms, perfect for large families or those looking for ample living space. The house is distributed over several floors and has large windows that allow natural light to enter every corner. The living room with fireplace is the perfect place to relax and enjoy a warm and cozy atmosphere on winter days. In addition, the house is located in the center of the town, next to the Complutense road, which means that you will have access to all basic services, such as shops, supermarkets, educational, sports and health centers. Transportation will not be a problem, as the house has access to several bus stops and is located just 600 meters from the Alcalá de Henares train station. In addition, the house has excellent communication with the A-2, M-100, M-119 and R-2 roads. Don't miss the opportunity to find the perfect home for you and your family with our wide real estate offer. At Casitashome Inmobiliaria, we guarantee the best price and the best selection of houses in Alcalá de Henares. Contact us now to schedule a showing and see this beautiful home in person!",False,"{'subtitle': 'San Isidro - Los Almendros, Alcalá de Henares', 'title': 'Detached house in Calle del Ángel'}",chalet,False,40.4832242,nan,Calle del Ángel,False,False,31,https://www.idealista.com/inmueble/103792510/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/c8/cb/1200265549.jpg,Madrid,renew,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,nan,815350.0,8,San Isidro - Los Almendros
es,2500.0,nan,False,Alcalá de Henares,3,102515088,-3.3604058,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",RU – 20 – Chalet 9,False,True,True,176.0,"Ch. 6 - R18 AEDAS Homes offers you Gumiel, a new development of single-family homes in the neighborhood of Espartales in Alcalá de Henares. 72 3-bedroom homes with terrace and private garden and outdoor parking for two cars. The houses have on the ground floor a hall, kitchen, living room - dining room with direct access to the terrace and a toilet. On the first floor with three bedrooms, main en suite and basement with an English patio that gives light to the utility room and the cellar.",True,"{'subtitle': 'Espartales, Alcalá de Henares', 'title': 'Terraced house in Calle Alfonso Vii, 7'}",chalet,False,40.5128083,nan,"Calle Alfonso VII, 7",False,False,18,https://www.idealista.com/obra-nueva/102515088/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/18/30/1140602829.jpg,Madrid,newdevelopment,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,nan,440000.0,4,Espartales
es,2472.0,nan,False,Alcalá de Henares,2,102514947,-3.3604058,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",RU – 20 – Chalet 3,False,True,True,176.0,"Ch. 6 - R18 AEDAS Homes offers you Gumiel, a new development of single-family homes in the neighborhood of Espartales in Alcalá de Henares. 72 3-bedroom homes with terrace and private garden and outdoor parking for two cars. The houses have on the ground floor a hall, kitchen, living room - dining room with direct access to the terrace and a toilet. On the first floor with three bedrooms, main en suite and basement with an English patio that gives light to the utility room and the cellar.",True,"{'subtitle': 'Espartales, Alcalá de Henares', 'title': 'Terraced house in Calle Alfonso Vii, 7'}",chalet,False,40.5128083,nan,"Calle Alfonso VII, 7",False,False,18,https://www.idealista.com/obra-nueva/102514947/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/03/d6/952017945.jpg,Madrid,newdevelopment,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,nan,435000.0,4,Espartales
es,2528.0,nan,False,Alcalá de Henares,2,102514958,-3.3604058,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",RU – 18 – Chalet 4,False,True,True,176.0,"Ch. 6 - R18 AEDAS Homes offers you Gumiel, a new development of single-family homes in the neighborhood of Espartales in Alcalá de Henares. 72 3-bedroom homes with terrace and private garden and outdoor parking for two cars. The houses have on the ground floor a hall, kitchen, living room - dining room with direct access to the terrace and a toilet. On the first floor with three bedrooms, main en suite and basement with an English patio that gives light to the utility room and the cellar.",True,"{'subtitle': 'Espartales, Alcalá de Henares', 'title': 'Terraced house in Calle Alfonso Vii, 7'}",chalet,False,40.5128083,nan,"Calle Alfonso VII, 7",False,False,18,https://www.idealista.com/obra-nueva/102514958/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/18/30/1140602829.jpg,Madrid,newdevelopment,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,nan,445000.0,3,Espartales
