has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,exterior,price,priceByArea,labels,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,floor,hasLift,hasStaging,propertyCode,province,detailedType,newDevelopment,latitude,suggestedTexts,externalReference,status,parkingSpace,address
False,duplex,False,True,99.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/73/96/1174136271.jpg,False,True,2,True,163000.0,1646.0,nan,2,es,"M&M Consulting Inmobiliario S. L. exclusively markets this spectacular duplex apartment for sale in the best area of the municipality of Serranillos del Valle, located in one of the best and most in-demand urbanization in the area, which has a common area with a swimming pool. The house is composed of 2 bedrooms, 1 full bathroom and a toilet with the following distribution: -Entrance Floor: Square kitchen equipped with top brand appliances, guest toilet on the entrance floor and living-dining room with an exceptional size to enjoy as a leisure area in the home. - Floor +1 in which we find the bedroom area, both equipped with an exceptional size and which incorporates several built-in wardrobes in both bedrooms as storage space. Full bathroom with shower tray installed at floor level. The house has a parking space in a private garage, included in the sale price. Gated community with common areas, has a community pool, green areas and play space for children.",sale,Serranillos del Valle,False,https://www.idealista.com/inmueble/102986243/,-3.8878814,False,32,1,False,False,102986243,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",False,40.2102901,{'title': 'Duplex in castilla y leon'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",castilla y leon
False,chalet,False,False,234.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/01/8d/1195984237.jpg,False,False,5,nan,256000.0,1094.0,nan,3,es,"Spacious semi-detached house located in the Los Llanos de Griñón urbanization. With an area of 234 m2, this home is distributed over three floors. It has a large garden that surrounds the house, both in the front, back and side. On the ground floor you will find an entrance hall, a large independent living room, an impeccable kitchen furnished with appliances, a bathroom, a large bedroom and a covered garage for one car. On the first floor there are 4 bedrooms and 1 full bathroom. On the top floor, a 75 m2 attic where you can make two more bedrooms, with 1 full bathroom. Among the qualities and extras, the double climalit glazing, stoneware and parquet floors, natural gas heating, all rooms have a built-in coated wardrobe, air conditioning in the living room and in the attic, and a motorized garage door stand out. The house has a construction of 230 m² and has 5 bedrooms and 3 bathrooms. It was built in 2001 and is suitable for use by people with reduced mobility. Its orientation is South and West, and the plot has an area of 300 m².",sale,Serranillos del Valle,False,https://www.idealista.com/inmueble/103647865/,-3.8797841,False,30,nan,nan,False,103647865,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.1880032,{'title': 'Semi-detached house in Calle Guadamur'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Guadamur
False,chalet,False,False,344.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/8d/59/1163395483.jpg,False,True,4,nan,399000.0,1160.0,nan,2,es,"REAL ESTATE MANAGEMENT SELLS WITHOUT SALES COMMISSION FOR THE BUYER Magnificent completely independent villa with pool in the town of Serranillos del Valle. It has a large plot of 793 m² and a very comfortable home on one floor with a large basement for a garage, storage room and cellar. It is distributed in 4 bedrooms plus a living room, large living room with fireplace, kitchen with office, 2 complete bathrooms with shower (1 of them in the master bedroom). At the entrance to the house we find a large fully glazed porch to be able to enjoy it also in winter. It has a large garage on the surface and another in the basement. Air conditioning in rooms, oil heating, swimming pool, barbecue area, wine cellar. If what you are looking for is a comfortable house, with a large plot for family enjoyment, that includes a pool and large garden, come see this home. It has possibilities to easily adapt it for people with reduced mobility. Call us and we will arrange a visit, it is worth it. AT PROPERTY MANAGEMENT WE HELP YOU WITH THE FINANCING OF YOUR PURCHASE. WE CAN GET UP TO 100% OF THE PURCHASE PRICE (ACCORDING TO THE CUSTOMER PROFILE).",sale,Serranillos del Valle,False,https://www.idealista.com/inmueble/102673731/,-3.8725699,False,24,nan,nan,False,102673731,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.2061715,{'title': 'Detached house in Calle Serranillos'},875,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Serranillos
False,chalet,False,False,351.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/fc/a2/1182562069.jpg,False,False,6,nan,465000.0,1325.0,nan,3,es,"ZEN-URBAN INMOBILIARIA Manages the sale of this wonderful independent, spacious and bright villa. 545 M2 of plot, 351 m2 built, consists of 6 bedrooms, 3 bathrooms, a covered garage with capacity for 2 cars. The property has 3 floors, distributed as follows: Ground floor: consists of a pleasant living room with fireplace, toilet, large and independent kitchen and access to the wonderful garden with pool. First floor: we find the bedrooms and two bathrooms. Open plan basement with a very large garage with capacity for two cars, and a storage area. Housing located in a very quiet area, schools, sports centers, supermarkets, gym, nurseries, garden areas, pharmacy, restaurants. ! Don't miss the chance to visit it! Consult us for more information.",sale,Serranillos del Valle,False,https://www.idealista.com/inmueble/103227503/,-3.8822306,False,16,nan,nan,False,103227503,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.2038952,{'title': 'Detached house in Calle de haya'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle de haya
False,chalet,False,False,230.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a9/88/a7/1104558655.jpg,False,False,4,nan,240000.0,1043.0,nan,3,es,"LAR SOLUCIONES INMOBILIARIAS sells a wonderful 230m2 semi-detached house built on 3 floors and a 300m plot. Ground floor: large living room with access to the plot, kitchen and toilet. First floor 4 bedrooms with built-in wardrobes and 1 bathroom. Open attic of 70m and 1 bathroom. It can be rented with the option to buy or sold directly. Sale price €250,000 (negotiable) Rent with option to buy €250,000 Entrance fee: €20,000 or €30,000 Rent €1,000 for a maximum of 3 years before making the purchase.",sale,Serranillos del Valle,False,https://www.idealista.com/inmueble/100934449/,-3.8803862,False,19,nan,nan,False,100934449,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.1881397,{'title': 'Semi-detached house in Calle Polan'},nan,good,nan,Calle Polan
False,chalet,False,True,280.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e2/f0/2c/1055504701.jpg,False,False,3,nan,158900.0,568.0,nan,2,es,"GRIÑON INMOBILIARIA sells a corner town house as a good investment to be able to build a large house or several apartments, taking advantage of the fact that it has a large façade and an unbeatable location /in the heart of the town/. Unique opportunity and don't miss it, call us! At Griñón real estate we are convinced that selling a property is a difficult decision, since entails a procedure. Our salespeople will be with you the entire journey. We provide: Legal and administrative assistance and advice; Studies on the area market, free valuation of your home; We promote your property in all the necessary national commercial media, to find the ideal buyer; We adapt to your needs. SALE WITHOUT EXCLUSIVE. We have a very broad customer base and this helps us speed up the search time. It is also worth noting that GRIÑÓN INMOBILIARIA manages all the necessary steps until reaching the notary, we make sure that this journey is quick, easy and pleasant. We are at c/Juan Carlos I N7 local 7 Griñón Madrid tel. and.",sale,Serranillos del Valle,False,https://www.idealista.com/inmueble/99813356/,-3.8842297,False,8,nan,nan,False,99813356,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.2045151,{'title': 'Semi-detached house'},01900,renew,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Serranillos del Valle
False,chalet,False,False,220.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/ff/af/1191333603.jpg,False,False,4,nan,239900.0,1090.0,nan,3,es,"***100% FINANCING*** B-HOME MARKETS FOR SALE MAGNIFICENT SEMI-DETACHED VILLA IN SERRANILLOS DEL VALLE! This magnificent property has the following characteristics: The house is distributed over three floors: -Ground floor: Spacious and bright living room of twenty square meters with direct access to a large plot, fully furnished independent kitchen with high and low furniture and guest toilet. -First Floor: It has four bedrooms with built-in wardrobes and a full bathroom. - Large attic of 68 square meters, completely open plan and with a complete bathroom with a bathtub. EXCELLENT QUALITIES: Wooden and stoneware floors, built-in wardrobes, white aluminum windows, propane gas heating, 300-meter plot with pool. LOCATION: The house is located in the municipality of Serranillos del Valle, just 5 minutes from the town of Griñón. It has all the services around it such as BUS lines, supermarkets, health center, shopping center, etc. DO NOT HESITATE TO CONTACT US AND COME VISIT IT!",sale,Serranillos del Valle,False,https://www.idealista.com/inmueble/103496009/,-3.8829572,False,38,nan,nan,False,103496009,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.1876859,{'title': 'Semi-detached house in polan'},BHM-102,renew,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",polan
False,duplex,False,False,137.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/ac/2b/1179632886.jpg,False,True,3,True,195000.0,1423.0,nan,2,es,"MisterPiso sells a DUPLEX apartment in Serranillos del Valle in perfect condition to move into. On the ground floor there is a large living room with air conditioning, a fully furnished kitchen, a double bedroom and a complete bathroom with a shower. It has a wide marble staircase. On the upper floor there are two bedrooms, both with a built-in wardrobe and the double bedroom with air conditioning and spectacular en-suite bathroom with jacuzzi, shower tray and LED lights (previously 2 bathrooms). Very bright apartment with stoneware floors, oak doors, smooth walls and has a garage space included in the price. Come see it without obligation, we get up to 100% financing in the best cases. Contact us. (The indicated PVP does not include taxes, writing expenses or agency fees). You will find our office at Calle de El Sol nº25, Leganés Centro, entrance through Plaza Salvador. Phone: Mail:.",sale,Serranillos del Valle,False,https://www.idealista.com/inmueble/103141807/,-3.8858118,False,37,1,False,False,103141807,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",False,40.2045987,{'title': 'Duplex in Calle de Cataluña'},731123,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle de Cataluña
False,chalet,False,False,264.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d9/fa/63/1136489055.jpg,False,False,5,nan,374900.0,1420.0,nan,4,es,nan,sale,Serranillos del Valle,False,https://www.idealista.com/inmueble/101866116/,-3.886326,False,22,nan,nan,False,101866116,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.2056578,{'title': 'Semi-detached house'},01943,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Serranillos del Valle
False,chalet,False,False,190.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/8c/08/1173005203.jpg,False,False,5,nan,240000.0,1263.0,nan,3,es,"Located in UGENA- Chalet located in a quiet neighborhood, surrounded by countryside. Distributed in 5 bedrooms with built-in wardrobes and three full bathrooms. Great kitchen. Large, very bright dining room with windows. Attic. Garden. Air conditioner. Heating with diesel tank, centralized in the urbanization. Do you need a mortgage? We help you get up to 90%, or 100% for civil servants. Buy, sell and rent with VACCANI, you will notice the difference!",sale,Serranillos del Valle,False,https://www.idealista.com/inmueble/102953552/,-3.8826778,False,33,nan,nan,False,102953552,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.1890484,{'title': 'Semi-detached house in Calle Guadamur'},nan,good,nan,Calle Guadamur
