labels,topPlus,suggestedTexts,province,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,highlight,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,price,floor,operation,url,exterior,description,parkingSpace,has360,latitude,hasStaging,bathrooms
nan,False,{'title': 'Detached house'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/52/20/1179550122.jpg,302.0,1450.0,False,35,False,Collado Mediano,es,nan,-4.0482974,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,False,chalet,5,False,Collado Mediano,101519402,W-02S83Y,437800.0,nan,sale,https://www.idealista.com/inmueble/101519402/,nan,"Detached House in Guadarrama Hills in the Sierra de Guadarrama we have for sale a comfortable and cozy independent house on one floor with large flat plot, 5 bedrooms, 1 bathroom, study room, living room, kitchen terrace and three bathrooms. Between Collado medio, Guadarrama and Alpedrete, is this house in a quiet area, area of hiking trails, horseback riding, cycling, near natural parks, hospitals, schools, restaurants, train and bus station, and all public services. just 35 minutes from Madrid.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.6639404,True,3
nan,False,{'title': 'Detached house'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/79/05/1156268665.jpg,232.0,2004.0,True,35,False,Collado Mediano,es,nan,-4.0360959,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,False,chalet,3,False,Collado Mediano,102455972,nan,465000.0,nan,sale,https://www.idealista.com/inmueble/102455972/,nan,"^^EXCEPTIONAL INDEPENDENT VILLA, COMPLETELY RENOVATED, WITH INCREDIBLE PANORAMIC TERRACE^^ Discover this magnificent opportunity to live in a completely renovated independent villa of 232 m2, in one of the most stunning natural environments in Madrid. This charming villa is situated on a 500 m2 plot, offering multiple spaces and ideal settings to create unforgettable moments with your family and friends. The house has been entirely refurbished and features a fabulous kitchen that opens up to a spectacular outdoor dining terrace, perfect for enjoying the warm Madrid summers. The spacious main living room, bathed in natural light, consists of two distinct areas and connects to a large 41 m2 terrace that provides unparalleled panoramic views. The three bedrooms in this house offer flexibility to adapt to your needs, allowing you to enjoy exceptional privacy and create different spaces according to your preferences. The villa boasts a spacious garage with direct access to the house, with room for two vehicles. As for the plot, you won't be able to resist the tranquility and the wonderful south-facing terrace, perfect for savoring summer days. Additionally, the garden requires minimal maintenance, making care effortless. Located in the municipality of Collado Mediano, this villa is close to points of interest and all necessary amenities, making it the ideal place to relish the stunning natural surroundings. If you are seeking to live in a unique villa in Madrid, in one of the most beautiful municipalities in the capital, this is your future home! ^^This advertisement is not binding and may contain errors. It is provided for informational purposes and is not contractual^^ ***WE DO NOT CHARGE COMMISSION TO THE BUYER.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.6979461,False,3
"[{'name': 'bright', 'text': 'Bright'}]",False,{'title': 'Semi-detached house in Calle zurbarán'},Madrid,renew,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/d1/32/1175339031.jpg,351.0,991.0,True,56,False,Collado Mediano,es,nan,-4.0300478,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",{'groupDescription': 'Highlight'},True,False,chalet,5,False,Calle zurbarán,103019681,COLLADO MEDIANO.,348000.0,nan,sale,https://www.idealista.com/inmueble/103019681/,nan,"CAPITAL HOME ALPEDRETE SELLS GREAT SEMI-DETACHED VILLA, IN THE UPPER AREA OF COLLADO MEDIANO, WITH EXCELLENT VIEWS, LOTS OF SPACE AND INFINITE POSSIBILITIES. We are facing a semi-detached house located near the area next to the pine forest, in the upper part of Collado Mediano. This 351m2 house distributed over two floors has been built on a 569m2 plot, built in 1987 with various updates throughout its useful life. It is distributed as follows: Firstly, we find the hall, arranged after a recently repaired and paved entrance, recently perfectly waterproofed, which leads to the kitchen room, with direct entrance to the garage, the latter could be given to the kitchen to generate a spacious room, since it is parked perfectly on the road and we have another semi-covered outdoor space for a vehicle. Returning to the hall we have access to the living-dining room, arranged on two levels, with direct access to a terrace space with excellent views to the south where we can contemplate the garden area and the mountain range that surrounds the house. As for the rest area located on this floor, we find a full bathroom and the master bedroom, with a built-in wardrobe and private access. On the upper floor, there are three bedrooms, a full bathroom and a transitional room as a very pleasant living room. This floor enjoys excellent views and north and south orientation. Moving to the lower floor of the house, it is intended as a cellar or apartment, where we have a full bathroom, a fully equipped kitchen, two living rooms, one of them with direct access to the garden and an open space where we can have a games area. , workshop, warehouse, etc. next to the boiler room where the diesel burner is located. The LOWER WAREHOUSE PART IS IDEAL TO LOCATE ANY TYPE OF BUSINESS, PROFESSIONAL ACTIVITY, AS AN INDEPENDENT APARTMENT OR STUDY, GAME, OFFICE AREA. The garden area is staggered, terraces have been implemented to take advantage of the land and a space for a gazebo and swimming pool could be generated, complemented by the covered area ideal for holding leisure events. Finally, the home has an excellent proximity to the town center, less than 10 minutes walk from the services offered by the municipality, in addition to transport options such as the A-6 10 minutes by car, supermarkets such as DIA, HIBER, Carrefour de Villalba, Mercadona and the General Hospital of Collado Villalba.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.6952045,True,3
nan,False,{'title': 'Detached house'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/ba/2b/1195641869.jpg,324.0,1512.0,False,46,False,Collado Mediano,es,nan,-4.0088893,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,False,chalet,5,False,Collado Mediano,99853357,W-02QUNP,490000.0,nan,sale,https://www.idealista.com/inmueble/99853357/,nan,"Single family home in Collado Mediano Single family home in Serranía de la Paloma; with spectacular views to the mountains and an independent apartment on the ground floor. This property has three floors, upstairs, a fairly large attic with open space, a bedroom, a bathroom with shower and a terrace with wonderful views. Main floor, there is a living room, a kitchen, 3 bedrooms and two bathrooms, also two terraces and a porch. On this floor we access to a hall and follow to the fully furnished kitchen with a large storage capacity, spacious and very bright, with a small terrace. On the same floor we have a 30 m2 living-dining room with a new fireplace, and large double glazed windows, with a balcony with views to the mountains and the garden. On the basement there is another house with an entrance hall with a built-in wardrobe, a large living room, a complete bathroom, a fully equipped and furnished kitchen, and one bedroom, the apartment has an independent heater from the rest of the house. The apartment rooms have windows and can be accessed independently from the garden. Attached to this apartment is the 56m2 garage with capacity for 3-4 cars. Oil heating with new Ferroli boiler. Located in Collado Mediano town, in the wonderful Serranía de la Paloma Urbanization, just five minutes from the train station and just 40 minutes from Madrid on the A6 highway or the M-607 highway. Magnificent views and surrounded by native pine forests are very close to Navacerrada reservoir where you can have a walk by spectacular surroundings. It has access to all the services like pharmacy, bakery, supermarket, optician, restaurants, Post Office, Health Center, Sports Center, municipal swimming pools, paddle and tennis courts. Just 10 minutes to Villalba Hospital with impeccable management, one of the best in the entire Community of Madrid.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.7046213,True,4
"[{'name': 'bright', 'text': 'Bright'}]",False,"{'title': 'Flat in solana, 1'}",Madrid,renew,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/13/f2/3e/1164248227.jpg,81.0,1728.0,True,26,True,Collado Mediano,es,False,-4.0226952,{'typology': 'flat'},{'groupDescription': 'Highlight'},True,False,flat,3,False,"solana, 1",102699653,Solana.,140000.0,1,sale,https://www.idealista.com/inmueble/102699653/,True,"CAPITAL HOME ALPEDRETE SELLS A CENTRAL APARTMENT VERY CLOSE TO THE CITY COUNCIL OF COLLADO MEDIANO TO RENOVATE, WITHOUT COMMUNITY EXPENSES, ON THE FIRST FLOOR, COMPOSED OF THREE BEDROOMS, LIVING-DINING ROOM, KITCHEN AND FULL BATHROOM. A GARAGE SPACE IS AVAILABLE FOR RENT 2 MINUTES FROM THE HOUSE. It is distributed as follows: Firstly we locate the tube-shaped hall, which leads to the living-dining room, this one with a completely symmetrical shape, with two large windows facing south, in the same room there is a door leading to the first bedroom, with the same orientation as the previous room and with the possibility of generating a single room as a living room since we do not have load-bearing walls. Next, after returning to the hallway, we locate the kitchen, with a built-in wardrobe, a window to the interior patio of the property that requires updating. We continue down the hallway and find the second bedroom, with two windows facing south-east, the built-in wardrobe updated with pine wood, sliding doors and perfectly dressed. Secondly, we find the complete bathroom, with a bathtub and window to avoid condensation, and finally the third bedroom, with a window to the interior patio, a built-in wardrobe and good dimensions. Regarding characteristics of the home; Original electrical system, plumbing subject to review, aluminum exterior carpentry, wooden interior carpentry, pine wood cabinets, terrazzo floors, individual heating by channeled propane gas, sheet metal radiators. The house requires a complete update to be used as a habitual residence, with the possibility of redistributing the space and the different rooms, it enjoys an exceptional location within the urban area, close to all the nearby services for daily life. Transportation, bus lines 683, Cercanías Renfe line C8.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 50.0}",False,40.694838,False,1
nan,False,{'title': 'Flat'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/38/07/1196127298.jpg,72.0,2153.0,False,46,False,Collado Mediano,es,False,-4.0285893,{'typology': 'flat'},nan,True,False,flat,2,False,Collado Mediano,103653465,05385,155000.0,1,sale,https://www.idealista.com/inmueble/103653465/,True,"Cozy renovated apartment in a gated community.First floor, 72m2 with a large outdoor terrace with an excellent distribution and South orientation.Hall, living room with fireplace, full kitchen with appliances, laundry room with washing machine, full bathroom and two bedrooms.Large capacity built-in wardrobes.Floor of platform.Double windows.Parking space included, gardens with children's games, swimming pool.Electric heating with heat accumulators and night rate. THIS PROPERTY IS SPECIAL BECAUSE Renovated, in good condition, located in Collado Mediano, in a quiet environment a few meters walk from the Renfe commuter station, supermarkets, bars and restaurants, shops, sports center, municipal swimming pools, nurseries, schools and institutes and all the necessary services.Very well connected and with public transport with connections to Madrid and other towns in the Sierra.12 minutes from the Villalba Hospital.12 minutes by car from exit 39 of the A6 motorway.The apartment is very comfortable and cozy. ENVIRONMENT In a quiet environment but with all services.A few meters walk from natural environments, ideal for going with children and walking, without hills.Sierra de Guadarrama, Collado Villalba, Navacerrada, Puerto de Navacerrada road. DISTRIBUTION At the entrance we find the hall, living room with fireplace with cassette in perfect condition and a large terrace facing South, very bright and sunny.Kitchen with appliances.Double windows, aluminum exteriors and wooden interiors with climalit glass and blinds.Full bathroom with large shower tray and access to the bedrooms, the main one is spacious, it has 12m2.Bedroom with large capacity built-in wardrobes.Apartment with very comfortable and quick access to the main street. EXTERIOR The apartment is exterior facing South and West, very bright.It has an outdoor parking space.Gated community with gardens and pool, very quiet. IT'S IMPORTANT TO KNOW The property is renovated and in good condition, smooth walls, incorporates individual electric heating with very efficient accumulators and a fireplace with cassette.Parquet floors and tiles.Optional natural gas. SERVICES All services within a few minutes walk, restaurants, cafes, supermarkets, hypermarkets and shops, medical centers, schools, institutes, gyms, municipal sports center, municipal swimming pool.Transportation and many options for leisure.Villalba Hospital 12 minutes away.A6 motorway 12 minutes away. TRANSPORT RENFE Cercanías lines from Madrid in Collado Mediano: C-8 Guadalajara - Alcalá de Henares - Atocha - Chamartín - Villalba - Cercedilla Interurban buses of the Community of Madrid 683 Madrid (Moncloa) - Collado Mediano 690 Guadarrama - Collado Mediano - Navacerrada 691 Madrid (Moncloa) - Becerril - Navacerrada - Valdesquí 696 Collado Villalba (Hospital) - Navacerrada.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.6908593,False,1
nan,False,{'title': 'Semi-detached house'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a6/97/b0/1178057334.jpg,178.0,2107.0,False,58,False,Collado Mediano,es,nan,-4.0040769,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,True,False,chalet,4,False,Collado Mediano,103092915,05146,375000.0,nan,sale,https://www.idealista.com/inmueble/103092915/,nan,"NO FEES TO THE BUYER BEAUTIFUL SEMI-DETACHED HOUSE WITH 4 BEDROOMS, 3 BATHROOMS AND POOL What you are looking for, a spacious and bright house in the Sierra, with space for everyone, mountain views and well connected.And also a garden, a manageable garden, with everything you need to enjoy the outdoors with family and friends; a porch, a pool… THIS HOUSE IS SPECIAL BECAUSE of its orientation (which makes it very bright), its distribution (practical and functional, with a bedroom and full bathroom on the main floor, which allows living on a single floor) and its spaciousness (with space for everyone and for everything). It is located in one of the best urbanizations in Collado Mediano, in a very quiet residential area with a bus to Madrid 4 minutes walk away, a suburban station 6 minutes away by car and by road 35 minutes from Madrid. The 280m2 garden is very well designed and ready to enjoy the outdoors.With a porch/terrace where you can go out for breakfast or dinner, a piece of grass and a small pool to cool off when the heat hits. IT IS IMPORTANT TO KNOW that this 180m2 built house is located on a 280m2 plot, in one of the quietest areas of the Sierra, 35 minutes from Madrid and a stone's throw from everything that the Sierra can offer you and your family. Built in 2005, it is perfectly preserved and designed by its owners to be enjoyed. Heating and hot water are provided by a natural gas boiler.The house has smooth paint, the exterior carpentry is excellent beige lacquered aluminum enclosures with double glazing, folding and tilt-and-turn, and the interior carpentry is lacquered in beige, matching the enclosures. DISTRIBUTION We are welcomed by a small front garden, completely paved, we enter the hall of the house where there is the exit to the garage of the house, the kitchen with access to the terrace and the garden, the living room with fireplace and access to the terrace and the garden., a bedroom with a built-in wardrobe, a full bathroom and the stairs that go up to the rest of the bedrooms. On the upper floor, a comfortable square hallway gives access to three other large bedrooms (which have lots of light and large built-in wardrobes) and a second full bathroom.The master bedroom with more than 20m2 has another en-suite bathroom and terrace with views. COMMUNICATIONS: By car; 35 minutes from Plaza Castilla on the M-607 and 35 minutes from Moncloa on the A-6 By public transport; 4 minutes walk from the bus stop to Moncloa and 6 minutes by car from the Collado Mediano Cercanías Station. SHOPPING AREA Mercadona, ALDI and Lidl supermarkets 11 minutes away by car Los Valles Shopping Center (with Carrefour) 10' away Planetocio Shopping Center (with Cinemas, Restaurants and Media Markt) 12' away LEISURE From home you can walk every day through a unique natural environment, such as the Sierra de Guadarrama. And by car a few minutes away, La Barranca, Navacerrada, the Peñalara Lagoons, the Smith path, the surroundings of the Jarosa Reservoir, etc. SCHOOLS In a few minutes around, a wide range of public, private and subsidized schools and university, public and private campuses HOSPITALS Collado Villalba General Hospital 9' away HM Torrelodones Hospital 20' away.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.7029488,False,3
nan,False,{'title': 'Detached house'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/fa/b4/1178250914.jpg,596.0,1661.0,False,55,False,Collado Mediano,es,nan,-4.0077025,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,False,chalet,3,False,Collado Mediano,101260302,3373-7046,990000.0,nan,sale,https://www.idealista.com/inmueble/101260302/,nan,"**^SPECTACULAR ALPINE TYPE CHALET WITH UNBEATABLE VIEWS IN THE PRESTIGIOUS URBANIZATION REAJO DEL ROBLE^**^ The house combines modern design inside, with a façade respecting the external environment and the landscape of the area. On a large wooded plot of more than 3,800 m2, is this Spectacular villa of almost 600 m2. The house is comfortably distributed in 3 floors. The main floor has a front terrace from which we can enjoy one of the best views of the mountain, Bola del Mundo and the reservoir. By accessing the house, we have an open entrance hall, a living-dining room with a fireplace double height, kitchen and room on the ground floor with bathroom en suite. The upper floor is the jewel in the crown, the plant is distributed in such a way that from its windows we have spectacular views of the Navacerrada Reservoir. In it we have an office, an en-suite room and an open living room to the living room The ground floor of the house has an interior patio, machine room, laundry room, garage, cinema room and a complete service apartment or visits. The house has underfloor heating, smooth walls, has security windows and thermal insulation, electric shutters, thermostat by rooms, all kinds of details… We know that this house is special, because both the house and its surroundings are for someone who knows how to value the quality of nature and who is a lover of peace. Do not hesitate to contact us, we make sure you enjoy your new home. ^**^This announcement is not binding and may contain errors. It is shown for informational purposes and is not contractual^**^ *** WE DO NOT CHARGE COMMISSION TO THE BUYER.",nan,True,40.7072508,False,3
"[{'name': 'villaType', 'text': 'Villa'}]",False,{'title': 'Detached house in Calle real'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/18/4a/f4/1171450561.jpg,250.0,2120.0,True,63,False,Collado Mediano,es,nan,-4.0332647,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,False,chalet,4,False,Calle real,102907461,nan,529900.0,nan,sale,https://www.idealista.com/inmueble/102907461/,nan,"CAPITAL HOME ALPEDRETE sells a magnificent independent villa located in one of the Improved areas of Collado Mediano.The house has about 250 m2 built, divided into three floors, on a 500 m2 plot. It is distributed as follows: On the ground floor we find a large garage with an automatic door and space for two vehicles, a covered and heated pool, a toilet, a storage room and a living room with a fireplace ideal for gatherings with friends and family throughout the year. On the first floor we find a pleasant covered porch from where you access the house.Once inside, the first thing we find is a spacious and bright living room due to its large windows, with two well-differentiated areas, a rest area that revolves around the fireplace and another dining area.In addition, a bedroom with built-in wardrobes, a complete bathroom with a bathtub and a kitchen with an office area and direct access to a sunny outdoor area and barbecue area. On the second floor we find two bedrooms (one of them with built-in wardrobes), a bathroom with a shower and the master suite with a dressing area, hot-cold air pump, full bathroom with bathtub and terrace. It is worth highlighting the house: The house was completely renovated (plumbing, electricity, heating, floors, exterior carpentry, roof, etc.) less than ten years ago. It has individual LPG gas heating with aluminum radiators, exterior carpentry in tilt-and-turn PVC vinyl wood, floors mostly made of parquet, walls in smooth paint, PVC plumbing, automatic blinds in the living room, chimney ducting in the Upper floor, automatic irrigation, well, automatic exterior access and garage door.Everything in perfect condition with high quality materials used. As for the outdoor area, perfectly maintained, divided into two heights and two clearly differentiated areas.A green area with natural grass and established trees such as fig and olive trees.And another paved area that includes the entrance porch and large areas where the barbecue, the well and the boiler room are located. Another aspect to highlight is the location of the home, located on one of the main streets of the municipality, but which enjoys great tranquility and an ideal environment.Very close to the center of town (less than ten minutes on foot), public schools such as Virgen de la Paz, supermarkets, De la Fuente Park, and all kinds of services. It also has a bus stop just 100 meters away with lines 683 to Madrid-Moncloa, and line 690 that runs through the surrounding towns and the Cercanías Renfe station 250 meters away with line C8.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.6946873,False,4
nan,False,{'title': 'Flat in Calle de la Oliva'},Madrid,renew,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/2b/16/1198391602.jpg,51.0,5543.0,False,9,False,Collado Mediano,es,False,-4.0244707,{'typology': 'flat'},nan,True,False,flat,2,False,Calle de la Oliva,99325373,SBRE-0164457,282700.0,bj,sale,https://www.idealista.com/inmueble/99325373/,nan,"Do you want to buy a building with unfinished work for sale in Collado Mediano? Excellent opportunity to own this building under construction, located in the town of Collado Mediano, province of Madrid. Collado Mediano is a municipality located in the Sierra de Madrid, located in the surroundings of the Sierra de Guadarrama Natural Park. It has very good connections, both by road and public transport. As for public transport, it has bus lines, both urban and interurban, that connect the municipality with neighboring towns and with the city of Madrid, which is located at a distance of approximately 45 kilometers. It also has a commuter station. By road, it connects with the M-601 that connects Collado Villalva with Puerto de Navacerrada and from this road, you can access the A-6. It has an unbeatable location, it is close to the towns of Guadarrama and El Escorial, one of the most visited municipalities, due to its immense beauty and history. It is close to supermarkets, schools, banks, health centers and all the necessary services to live comfortably. Would you like more information? Do not hesitate to contact us. Visit without commitment, without commissions of intermediation. More information by filling out the contact form. We will be happy to assist you. Hipoges is a real estate platform where you can access thousands of real estate assets of different types such as homes, commercial premises, land, new construction, both for individuals and for investors. Hipoges has a wide portfolio of real estate assets in Spain, Portugal and Greece.",nan,False,40.6923383,False,2
nan,False,"{'title': 'Semi-detached house in Camino de Navacerrada, 39'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/c5/83/1198350313.jpg,165.0,3183.0,False,18,True,Collado Mediano,es,nan,-4.00638,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,True,False,chalet,4,False,"Camino de Navacerrada, 39",103729142,114,525200.0,nan,sale,https://www.idealista.com/inmueble/103729142/,nan,"Promotion of 4 new construction and ecological single-family homes in Collado Mediano, 35 minutes from Madrid.Enjoy a privileged environment with views of the Sierra de Guadarrama, surrounded by nature and at the same time well connected. Reasons to buy these houses: 1º ITS LOCATION.The development will be built during the first quarter of 2024, and in front of the plots you will enjoy a beautiful green area on which no buildings will be built, which guarantees spectacular views and total privacy. 2º ITS QUALITIES.This exclusive project will consist of the construction of 4 sustainable semi-detached homes with the highest quality criteria.The design of the facilities and the selected materials have been taken care of down to the last detail, with Porcelanosa finishes on the interior. Delivery is KEY IN HAND In addition, all design and construction supervision will be carried out by the prestigious architecture studio ECOPLACES, a specialist in the design and construction of sustainable homes, which guarantees short construction deadlines and maximum efficiency. So if you are fed up with unhealthy, small apartments, without outdoor spaces and built with poor quality materials... If you consider yourself a conscious person and you know that the smart thing to do is to take care of your health and that of your loved ones, this is your opportunity to have a passive house. Or what is the same, a sustainable house. A house that consumes the minimum amount of energy, optimizing the energy it uses as much as possible.It will keep you cool in summer and warm in winter, without your bill noticing.That means savings for you, because electricity consumption can be reduced to almost 0. And this is possible because it will have a hot-cold underfloor heating system installed using aerothermal energy, and a ventilation and air filtration system that guarantee comfort and safety. It will be built with a revolutionary system using CLT (Cross Laminated Timber) wooden structures, an ecological material that also improves insulation, stability and health benefits. Your new home is not the future but the present of construction, and it will not lose value, but will increase in value. And of course, it's going to be so, so pretty, that you're going to enjoy living in it...and showing it. There are 4 homes available of 164.88 m2, built on plots of 500 m2 and WITHOUT ARCHITECTURAL BARRIERS. Each house will have 3 floors: -Ground floor where the living-dining room is located, with access to a private garden with terrace, pool and views of the Sierra, kitchen, bathroom, toilet, bedroom, rear terrace and private parking area. -First floor with 2 bedrooms, play-study area and 1 bathroom. -Covered floor with games room. And the best of all… 3º We offer PERSONALIZED FINANCING WITHOUT INTERMEDIARIES so that your dream becomes a reality. We recommend these houses to these buyer profiles: 1st FAMILIES who want to live surrounded by nature, in a sustainable house perfectly integrated into the landscape and with low consumption.It is an ideal option due to its easy access to children's and sports areas and the Sierra de Guadarrama Natural Park. 2º PROFESSIONALS WHO WORK IN THE CAPITAL, and who seek privacy and comfort without long trips. 3rd INVESTORS.These houses are a good option to rent to families and seasonal residents who opt for environmentally friendly and healthy accommodation options. Contact us for more information and reserve your house from €476,210.60. Notary fees and taxes are not included in the final price.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.70787,False,3
nan,False,{'title': 'Flat in Calle del Tomillo'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/25/a9/1196666548.jpg,111.0,1286.0,False,24,False,Collado Mediano,es,False,-4.0271006,{'typology': 'flat'},nan,False,False,flat,3,False,Calle del Tomillo,103671796,nan,142700.0,1,sale,https://www.idealista.com/inmueble/103671796/,True,"HOGARES PRESENTS WONDERFUL APARTMENT FOR SALE IN LAS CHAPARRAS URBANIZATION! Discover the comfort and charm of this cozy apartment for sale. Located in the peaceful Chaparras Urbanization, this home offers a perfect combination of tranquility and accessibility. Main features: Bedrooms: 3 Bathrooms: 2 Living room: With fireplace and exit to terrace. Kitchen: Equipped, with drying terrace. Year of Construction: 1980 Orientation: East Urbanization: With swimming pool for adults and children Green Areas: To enjoy the outdoors. Location: Very close to the center of town and the Renfe station. This home is in good condition, offering a cozy and functional environment, it has individual natural gas. DON'T WAIT ANYMORE AND TURN THIS HOUSE INTO YOUR NEW HOME! For more information or to schedule a viewing, please contact us or visit our website, our team will be happy to help you and show you all the advantages and amenities this property has to offer. 100% FINANCING AND FREE FINANCIAL STUDY WITHOUT OBLIGATION!",nan,False,40.6929478,False,2
nan,False,"{'title': 'Flat in Calle Las Peñas, 4'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/fe/9b/1191025165.jpg,74.0,1891.0,False,45,True,Collado Mediano,es,True,-4.0242566,{'typology': 'flat'},nan,True,False,flat,2,False,"Calle Las Peñas, 4",103376200,101/2023,139900.0,2,sale,https://www.idealista.com/inmueble/103376200/,True,"RELEASE APARTMENT IN THE FULL CENTER WITH ELEVATOR, Home Consulting real estate, WE DO NOT CHARGE COMMISSION TO THE BUYER! Leading independent real estate agency in the mountains of Madrid, located in Collado Mediano, presents a bright 2-bedroom home, large living-dining room, separate kitchen with views and brand new bathroom with shower. Would you like to live in the heart of Collado Mediano, close to everything, in a house from 2010, like new and with an elevator? DISTRIBUTION Housing on one floor: Hall, to your right.the independent kitchen, facing the street, large and bright living-dining room, two large exterior bedrooms with built-in wardrobes and a brand new bathroom. CHARACTERISTICS -KITCHEN: very functional L-shaped, furnished with vitro and oven.It has a window with beautiful views to the outside. -LIVING-DINING ROOM: very spacious (25 m2 approx.) and very bright, with large windows equipped with custom white blinds.North orientation.Very cool in summer and well protected from the wind in winter. It is very comfortable and quiet as it faces a pedestrian street. -BEDROOMS: the 1st is very large (13 m2 approx.), with a built-in wardrobe and lots of natural light.The 2nd bedroom of about 9 m2 also has a built-in wardrobe, ideal as a children's room with a 90 cm trundle bed, as a guest room by installing a 120 cm bed, or perhaps as a separate office to work from home. -BATHROOM: brand new with flat shower tray and fixed + folding screen from top brands and the best quality. -CARPENTRY AND FLOORING Beech laminate floors Oak veneered doors.Smooth walls and ceilings (newly painted home).Double glazed PVC windows type climalit -SUPPLIES: revised electricity, current electrical panel with differentiated phases.Certified gas installation (Official company) and Saunier Duval boiler. -COMMUNITY: newly painted common areas.The building has an elevator and cleaning service.There is a Free Public Parking next to the house.The construction dates back to 2010, with a modern, durable structure and with current materials and qualities. -ENVIRONMENT: pleasant family atmosphere of great tranquility and security. In addition, the house is located next to the Local Police Office. -SERVICES: all at hand as it is located in the heart of Collado Mediano, in front of the Town Hall and Plaza Mayor. Nearby SCHOOLS: Virgen de la Paz (Preschool and Primary).IES Gonzalo Anes (Secondary).Early Childhood Education School. HEALTH CENTER a few minutes walk away and there are 2 HOSPITALS very close: Collado Villalba University Hospital (6.8 km.) and Guadarrama Hospital (6.7 km) -COMMUNICATIONS: BUS stop a few meters from the house.Line 683 to Madrid-Moncloa and Line 690 Guadarrama-Navacerrada. RENFE SURROUNDINGS 10 min.walking.Line C-8 (Cercedilla-Guadalajara) passes through Collado Mediano and Madrid (Atocha and Chamartín) CONTACT NOW and WE WILL SCHEDULE a no-obligation VISIT before they beat you to it and the ad disappears. Excellent opportunity, price adjusted to the market! We help you find the financing that best suits your needs. PUT THE SALE OF YOUR HOME IN THE BEST HANDS. Home Consulting is a real estate consultancy, with more than 25 years of experience behind us, as we have highly qualified professionals, experts in the market, offering services uninterruptedly, thanks to our know-how, hard work, professionalism and adaptation to new technologies., in the real estate sector, in which we have become the leading real estate agency in the northwest mountains of Madrid, the results support us.",nan,False,40.6927208,False,1
