has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,exterior,price,priceByArea,labels,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,floor,hasLift,hasStaging,propertyCode,province,detailedType,newDevelopmentFinished,newDevelopment,latitude,suggestedTexts,externalReference,status,parkingSpace,address
False,chalet,False,True,183.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7a/0a/94/1153452409.jpg,False,False,4,nan,380000.0,2077.0,nan,3,es,"Exclusive project of elegant, contemporary and functional architecture combined with top quality materials, avant-garde finishes and energy efficient construction, which give rise to versatile spaces with spaciousness, light and comfort. ONZE RESIDENCIAL offers you to live in AJALVIR, where you can enjoy peace and tranquility without giving up the services and amenities of the city. It is located in a privileged residential location, with a perfect enclave where you can enjoy a quiet and familiar atmosphere 30 minutes from Madrid. The project consists of 11 single-family homes with 4 bedrooms on plots from 150 to 226 m2, with a garden. The access to the house through wide entrances with a parking area, together with its elegant architecture and finishes, give the complex great style and presence, inviting you to discover its interior, where functionality, spaciousness and light are the main protagonists. that make ONZE RESIDENCIAL the perfect place to create your home. Being energy efficiency a priority, the house enjoys an A rating thanks to its air conditioning through underfloor heating and cooling by Aerothermal energy.",sale,Ajalvir,False,https://www.idealista.com/obra-nueva/102982646/,-3.4819639,True,32,nan,nan,False,102982646,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,True,40.5371854,{'title': 'Terraced house in Calle Francisco de Goya no number'},4.16,newdevelopment,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Francisco de Goya no number
False,chalet,False,True,183.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/7e/88/1170611084.jpg,False,False,4,nan,390000.0,2131.0,nan,3,es,"Exclusive project of elegant, contemporary and functional architecture combined with top quality materials, avant-garde finishes and energy efficient construction, which give rise to versatile spaces with spaciousness, light and comfort. ONZE RESIDENCIAL offers you to live in AJALVIR, where you can enjoy peace and tranquility without giving up the services and amenities of the city. It is located in a privileged residential location, with a perfect enclave where you can enjoy a quiet and familiar atmosphere 30 minutes from Madrid. The project consists of 11 single-family homes with 4 bedrooms on plots from 150 to 226 m2, with a garden. The access to the house through wide entrances with a parking area, together with its elegant architecture and finishes, give the complex great style and presence, inviting you to discover its interior, where functionality, spaciousness and light are the main protagonists. that make ONZE RESIDENCIAL the perfect place to create your home. Being energy efficiency a priority, the house enjoys an A rating thanks to its air conditioning through underfloor heating and cooling by Aerothermal energy.",sale,Ajalvir,False,https://www.idealista.com/obra-nueva/102982622/,-3.4819639,True,32,nan,nan,False,102982622,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,True,40.5371854,{'title': 'Terraced house in Calle Francisco de Goya no number'},4.08 c/ piscina,newdevelopment,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Francisco de Goya no number
False,penthouse,False,True,58.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7c/88/71/1168667173.jpg,False,False,1,True,158000.0,2724.0,nan,1,es,"Beautiful apartment for Rent in Aljalvir! The property has 01 Bedroom - Independent Kitchen - 01 Bathroom -Salon equipped and independent. It is in excellent condition! To enter to live from September 15, 2018. Better to see it! Do not hesitate to contact us!",sale,Ajalvir,False,https://www.idealista.com/inmueble/102827665/,-3.4856643,False,29,4,True,False,102827665,Madrid,"{'typology': 'flat', 'subTypology': 'penthouse'}",nan,False,40.5345082,{'title': 'Penthouse in Av Juan Carlos i'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Av Juan Carlos I
False,chalet,False,True,223.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/6b/75/1125185100.jpg,False,False,3,nan,390000.0,1749.0,nan,3,es,"Fabulous Corner Townhouse in a Residential Urbanization in Ajalvir. 223 meters distributed over 4 floors. Basement: storage room and garage with direct access to the property. Ground Floor: Spectacular 32-square-meter living-dining room, with fireplace, access to the patio and large bay windows, making it very bright. Being a corner villa, the patio has access both from the living room and from the front door. 13-meter kitchen, furnished and equipped with electrical appliances and courtesy toilet. Floor 1: 3 bedrooms and 2 bathrooms (1 of them en suite). Floor 2, spectacular attic of more than 50 square meters completely open and lined with wood. The staircase has a large window that allows light to enter from below to above. The floors are marble and stoneware, the interior carpentry in oak and the exterior carpentry in white lacquered PVC and Climalit type glazing. It has fitted wardrobes and individual heating by natural gas. Located in a very quiet residential area, with a swimming pool and paddle tennis court, about 25 minutes from Madrid. Schools, green areas, health centers, sports facilities, leisure and restaurants in the environment. Zone with all services. Buses, easy access M-50, M-108, M-113, R-2 and A2. Contact Grupo Mejocasa - Real Estate Advisors to request a visit or information about any of our properties. We inform you that we have our own and outsourced services for reforms and/or decoration, which will make your budgets without any kind of commitment. Just like we put our financial department at your entire disposal. We help you get the best market conditions for your mortgage. Do not hesitate to call us or you can contact us if you prefer at our Ctra office. de Canillas, 134 (Posterior), Entrance through Calle Montalbos, we will be delighted to assist you.",sale,Ajalvir,False,https://www.idealista.com/inmueble/101533187/,-3.4802434,False,47,nan,nan,False,101533187,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,False,40.5353148,{'title': 'Terraced house in Avenida Francisco de Goya'},80812,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Avenida Francisco de Goya
False,flat,False,False,90.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/8e/3e/1192374040.jpg,False,False,3,True,219900.0,2443.0,nan,2,es,"HouseLand puts at your disposal this wonderful apartment in Ajalvir. The house is a first floor that has 90 square meters distributed as follows: We access the house through a hall that leads to the kitchen, which is renovated and has access to a terrace-clothesline. Next we have the living-dining room. Standing out in its luminosity and spaciousness. Next we access the bedroom area, through which through a hallway we reach the first of the bathrooms, complete and with a bathtub. We also have two single bedrooms, one of them with a built-in wardrobe. And finally we find the master bedroom, with a built-in wardrobe and a renovated en-suite bathroom with a shower. Different improvements have been made in the house such as the windows, recently changed to double glazing with thermal break in all bedrooms, wooden floors, bathrooms with the replacement of bathtub with shower in the main room, kitchen tiling and complete smoothing of all the walls. Also note that the house is sold next to a garage and storage room.",sale,Ajalvir,False,https://www.idealista.com/inmueble/103529096/,-3.481474,False,48,1,False,False,103529096,Madrid,{'typology': 'flat'},nan,False,40.5309845,{'title': 'Flat in Avenida Juan Carlos i'},Ajalvir,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Avenida Juan Carlos I
False,penthouse,False,True,51.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/ec/ba/1178427745.jpg,False,False,2,True,199750.0,3917.0,nan,1,es,"NEW CONSTRUCTION IN AJALVIR ""Residencial LA ROSA DE AJALVIR” 2 bedroom PENTHOUSES with pool and garage. TEAM BOREAL – NOOW ESPACIO DISTRITO, exclusively markets this new construction development. The apartments are sold with a garage space included in the price. ""Residencial LA ROSA DE AJALVIR"" is located in Villa de Ajalvir, a Madrid municipality with all services, medical center, daycare centers, schools, shops, etc. Very well connected with quick access to the M-50, M-45, R2 and N2, near the Madrid Barajas airport and just 20 minutes from the center of Madrid. ""THE INFOGRAPHICS SHOWN ARE FOR GUIDANCE IN NATURE AND ARE SUBJECT TO POSSIBLE MODIFICATIONS FOR TECHNICAL REASONS"" LICENSE GRANTED AND WORK ALREADY STARTED. VAT and Expenses NOT INCLUDED in the price. Do you want more information? Call us, we will be happy to assist you.",sale,Ajalvir,False,https://www.idealista.com/obra-nueva/103104163/,-3.4864147,True,15,nan,True,False,103104163,Madrid,"{'typology': 'flat', 'subTypology': 'penthouse'}",False,True,40.5398855,{'title': 'Penthouse in Calle Víctor Hugo no number'},ATICO TIPO 1,newdevelopment,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Víctor Hugo no number
False,penthouse,False,True,58.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/24/08/1178427705.jpg,False,False,2,True,236215.0,4073.0,nan,1,es,"NEW CONSTRUCTION IN AJALVIR ""Residencial LA ROSA DE AJALVIR” 2 bedroom PENTHOUSES with pool and garage. TEAM BOREAL – NOOW ESPACIO DISTRITO, exclusively markets this new construction development. The apartments are sold with a garage space included in the price. ""Residencial LA ROSA DE AJALVIR"" is located in Villa de Ajalvir, a Madrid municipality with all services, medical center, daycare centers, schools, shops, etc. Very well connected with quick access to the M-50, M-45, R2 and N2, near the Madrid Barajas airport and just 20 minutes from the center of Madrid. ""THE INFOGRAPHICS SHOWN ARE FOR GUIDANCE IN NATURE AND ARE SUBJECT TO POSSIBLE MODIFICATIONS FOR TECHNICAL REASONS"" LICENSE GRANTED AND WORK ALREADY STARTED. VAT and Expenses NOT INCLUDED in the price. Do you want more information? Call us, we will be happy to assist you.",sale,Ajalvir,False,https://www.idealista.com/obra-nueva/103104132/,-3.4864147,True,15,nan,True,False,103104132,Madrid,"{'typology': 'flat', 'subTypology': 'penthouse'}",False,True,40.5398855,{'title': 'Penthouse in Calle Víctor Hugo no number'},ATICO TIPO 2,newdevelopment,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Víctor Hugo no number
False,chalet,False,False,310.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/77/a5/1178656322.jpg,False,False,4,nan,355000.0,1145.0,nan,4,es,"ACROPOLIS ASESORES EXCLUSIVELY SELLS A FANTASTIC SEMI-DETACHED HOUSE ON THE CORNER, 15 minutes from Adolfo Suarez Airport, very well connected by M-50, with the A-2 and A-1 highways, Torrejon Linea 251/252/215, Alcala de Henares Line 254/251/252 and with the M-40 highway, with a bus stop to Madrid Line 256, Daganzo Line 251/ 252/254 Paracuellos Line 256, a few kilometers from the Parque Corredor Center, Bripac (Parachutist Academy), Inta (National Aerospace Technical Institute). The house has: - Beautiful glass entrance. - Ground floor there is a large hall with a guest toilet. - Kitchen fully equiped. - A spacious, very bright 28m2 living-dining room with access to a fantastic patio with a fully glazed gazebo where you can enjoy it in all seasons of the year. As it is a corner chalet, you can also access the patio from the garden. - The staircase has a large window from top to bottom that allows light to enter. - First Floor: It consists of a large Hall-Corridor. - 2 large bedrooms with built-in wardrobes and a bathroom for both. - Master bedroom (1 Suite Bathroom). - Second floor attic fully equipped with three large windows which makes it have a very bright attic, with a bathroom, dressing room, with capacity for a bedroom, living room, etc. according to the needs of each client due to its large size. - Basement is completely open plan, a part intended for a storage room and parking space, and a fantastic area equipped for a gym, leisure, for gatherings of friends, family, office, etc. The floors are made of marble and stoneware on the first floor, the other rooms are made of parquet, oak-colored interior doors, aluminum windows, smooth paint, PVC blinds (motorized living room and kitchen). This fabulous villa is ready to move into. Surrounded by nature with wonderful views, community pool, tennis court, close to service areas: Sports Center, Library, Schools, Institute, Municipal Language School, Pharmacy, Health Center, Senior Center, Restaurants. We inform you that we have our own services to carry out renovations, according to your needs we would design a plan with an architect and present you with a budget without any commitment. We advise you and help you get the best market conditions for your mortgage. DO NOT HESITATE TO CALL US DON'T MISS THIS OPPORTUNITY.",sale,Ajalvir,False,https://www.idealista.com/inmueble/102987575/,-3.4817827,True,59,nan,nan,False,102987575,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,False,40.5375505,"{'title': 'Semi-detached house in Avenida De Las Aguas, 26'}",AC-L-062,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Avenida DE LAS AGUAS, 26"
False,flat,False,True,64.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/6d/a7/1169557446.jpg,False,False,2,False,199750.0,3121.0,nan,2,es,"Two-bedroom house, with terrace, garage and community pool. White PVC exterior carpentry. Armored entrance door to the home, finished internally the same as the rest of the carpentry in the home. White lacquered passage doors with stainless steel hardware. Flooring: Porcelain stoneware in bathrooms, kitchen and terraces. Laminated wood floating flooring in the rest of the home rooms Price 199,750 (Purchase costs are the responsibility of the buyer) If you want more information, do not hesitate to contact us, we will be happy to assist you.",sale,Ajalvir,False,https://www.idealista.com/inmueble/102854053/,-3.4858218,False,6,3,False,False,102854053,Madrid,{'typology': 'flat'},nan,False,40.5466164,{'title': 'Flat in Calle Víctor Hurtado'},N02-JPT-14061,good,nan,Calle Víctor Hurtado
False,flat,False,False,96.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/64/8b/1186427824.jpg,False,False,3,True,230000.0,2396.0,nan,2,es,"Fantastic home with all independent rooms. It consists of three bedrooms, two of which are doubles with built-in and fully dressed wardrobes, a very spacious living room, a kitchen equipped with space for a table and with access door to a glazed terrace, a large bathroom complete with window, bathtub and radiator. towel rack, a toilet with the possibility of putting a shower tray, a storage room in a loft along the entire length of the hallway of the house with a lot of storage capacity, a clothesline terrace and a garage for a car and motorcycle. The house has some notable features such as several recently made improvements, smooth walls, stoneware floors, individual natural gas heating (radiators changed 1 year ago), tilt-and-turn windows with RTP, etc. Very close to Plaza de la Villa and all the services that Ajalvir has.",sale,Ajalvir,False,https://www.idealista.com/inmueble/103340918/,-3.4774562,False,23,en,False,False,103340918,Madrid,{'typology': 'flat'},nan,False,40.5359504,{'title': 'Flat in Pino'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",PINO
