bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus
2,Madrid,145.0,True,False,"{'subtitle': 'Zona Estación, Valdemoro', 'title': 'Flat in Calle Fernando Vi, 12'}",True,4,False,True,False,28,1-Bajo-C,es,True,95931428,393800.0,40.19642,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"The project has been developed in three buildings with 32 homes in each of the extreme buildings and 33 homes in the central one, avoiding the usual block image, providing exclusivity to the complex and increasing the surface area of each of the homes. The light.. . most of the houses have two, three or even four different orientations, exploited with wide holes. All the houses will have a storage room and a garage space. You can purchase a second place depending on availability.",True,{'typology': 'flat'},newdevelopment,2716.0,https://www.idealista.com/obra-nueva/95931428/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/27/58/1d/780005288.jpg,"Calle Fernando VI, 12",False,-3.67297,Zona Estación,Valdemoro,bj,flat,False
3,Madrid,389.0,True,False,"{'subtitle': 'Hispanoamérica - Comunidades, Valdemoro', 'title': 'House in Calle de Puerto Rico'}",False,5,True,nan,False,40,140213,es,nan,103851603,430000.0,40.1898404,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,False,{'typology': 'chalet'},good,1105.0,https://www.idealista.com/inmueble/103851603/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dc/a8/28/1202180682.jpg,Calle de Puerto Rico,False,-3.6867525,Hispanoamérica - Comunidades,Valdemoro,nan,chalet,False
2,Madrid,137.0,True,False,"{'subtitle': 'Hospital, Valdemoro', 'title': 'Penthouse in Agustina de Aragón 10, 10'}",True,2,False,True,False,36,nan,es,True,103866441,245000.0,40.1931023,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"SPECTACULAR PENTHOUSE WITH LARGE TERRACE IN LUXURY URBANIZATION! The property is located in one of the areas with the most projection and growth in Madrid, with all the services at its feet, such as schools, parks, health centers, green areas, etc. , it is worth highlighting the security of this area, as well as perfect communication, both at the level of public transport and the road network. It is a beautiful penthouse with a spectacular terrace with views, and without the possibility of construction in front of it, with an open part and a closed part with the option of reopening it, divided into a living room with a dining room with direct access to the 40-meter terrace, the kitchen that is independent with a laundry area and also access to the terrace, a full bathroom with a shower and window, two spacious bedrooms, the double room with a full bathroom en suite. It is worth highlighting the great luminosity, the good layout of the house to be able to change its distribution, storage capacity, as well as the urbanization with swimming pool, green areas, basketball court and playground. INCLUDES GARAGE SPACE AND LARGE STORAGE ROOM! WATCH VIDEO!",False,"{'typology': 'flat', 'subTypology': 'penthouse'}",good,1788.0,https://www.idealista.com/inmueble/103866441/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/6d/d9/1202620951.jpg,"Agustina de Aragón 10, 10",False,-3.6920445,Hospital,Valdemoro,6,penthouse,False
2,Madrid,148.0,True,False,"{'subtitle': 'Hospital, Valdemoro', 'title': 'Flat in Calle Agustina de Aragón'}",True,4,True,True,False,30,BAS-AGUSTINARAGON,es,True,103425765,339900.0,40.1906477,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Very bright apartment, exterior, large terrace with views facing the green areas. Very spacious and bright living room, 4 bedrooms, 2 toilets, individual heating, large storage room. The price includes two parking spaces on the street level. The urbanization has a swimming pool, paddle tennis and a children's area. Very close to shopping centers, restaurants, leisure area, hospital and quick exit to the A4 highway. 148 m² built, 123 m² useful 4 bedrooms 2 bathrooms Terrace and balcony Parking space included in the price Resale / in good condition Built-in wardrobes Storage room east orientation Individual heating: Natural gas Only exterior access adapted for people with reduced mobility Edifice Exterior 3rd floor with elevator equipment Air conditioner Pool Parkland.",False,{'typology': 'flat'},good,2297.0,https://www.idealista.com/inmueble/103425765/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/d4/93/1191264208.jpg,Calle Agustina de Aragón,False,-3.6941677,Hospital,Valdemoro,3,flat,False
2,Madrid,125.0,True,False,"{'subtitle': 'Hospital, Valdemoro', 'title': 'Flat in Calle Diego de Almagro  no number'}",True,3,False,True,False,4,36,es,True,103752492,286000.0,40.196993,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Residencial Balboa 3 is located in Valdemoro in the Infanta Elena hospital area. It is a modern design development with 64 homes with 2 and 3 bedrooms, among which the ground floor with a garden and its penthouses with large terraces stand out. The private urbanization has common areas designed to enjoy your leisure time with a swimming pool, paddle tennis, an outdoor fitness area, a picnic area and a children's play area. Among its excellent qualities, which you can customize in distribution, floors and paintings within the catalog options, it is worth highlighting the installation of underfloor heating-cooling with a centralized Aerothermal system and individual meter. In short, homes to enjoy. NOW ON SALE, INFORMATE. You can not lose this! buy this house.",True,{'typology': 'flat'},newdevelopment,2288.0,https://www.idealista.com/obra-nueva/103752492/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/26/00/1041039133.jpg,Calle Diego de Almagro  no number,False,-3.693468,Hospital,Valdemoro,bj,flat,False
2,Madrid,131.0,True,False,"{'subtitle': 'Altos del Olivar - El Caracol, Valdemoro', 'title': 'Flat in Calle Letonia'}",True,3,True,True,False,49,nan,es,True,102857907,217000.0,40.1774776,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"VILLA GESTIONES INMOBILIARIAS EXCLUSIVELY manages the sale of this fantastic apartment READY TO ENTER TO LIVE. On a 2nd FLOOR with ELEVATOR, and with an area of 130 m² built and distributed in: - Hall with built-in wardrobe - 20 m² living room - 3 bedrooms, all of them with built-in wardrobes and the main one with a dressing room - 2 full bathrooms, one with a shower and another en-suite with a bathtub, both with a screen - Furnished and equipped kitchen, with drying terrace - Lots of natural lighting, South Facing It has the following qualities: Smooth walls, double glazed windows, motorized blinds in the living room, oak flooring, white lacquered doors, air conditioning in the living room and master bedroom and individual natural gas heating. Included in the price is a large garage space (up to 2 cars) and a storage room. The house is located in a very quiet area, close to supermarkets (Lidl, Aldi and Mercadona), schools, green areas and the El Restón shopping center. Excellent road access with direct access to A4 and close to the M-404, good communication in terms of public transport. DON'T MISS THIS OPPORTUNITY AND CONTACT US TO ARRANGE A VISIT! Free advice with our financial department, we have financing tailored to you.",False,{'typology': 'flat'},good,1656.0,https://www.idealista.com/inmueble/102857907/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/22/51/1171316647.jpg,Calle Letonia,False,-3.6700847,Altos del Olivar - El Caracol,Valdemoro,2,flat,False
3,Madrid,241.0,True,False,"{'subtitle': 'Hispanoamérica - Comunidades, Valdemoro', 'title': 'Terraced house in Calle Islas Bermudas'}",True,3,True,nan,False,77,nan,es,nan,103165103,320000.0,40.1845297,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"VILLA GESTIONES INMOBILIARIAS EXCLUSIVELY manages the sale of this wonderful and spacious single-family semi-detached house. Very bright property and ready to become your new home. The house is distributed over 4 floors, with 3 bedrooms plus an open-plan attic, a garage with capacity for 2 vehicles, 2 patios and a terrace on the first floor. Upon entering the house we find a 16 m² patio on two levels with a small garden and awning. Ground floor: Distributed in hall, kitchen, guest toilet and large living room with access to the 30 m² patio, perfect for enjoying with the family. First floor: On this floor are the rest areas, which include two secondary bedrooms with built-in wardrobes and a shared bathroom with a shower.We also find here the master bedroom with an en-suite bathroom, with window and bathtub. One of the single rooms has access to a terrace. Attic floor: Large private multipurpose area, very spacious and cozy, which has a wood-burning fireplace and a large window and a Velux that allow in a lot of natural light. Basement: Large garage with an area of ​​46 m² with a woodshed that can also be used as a storage room.Access to the garage is through an underground street that allows total privacy and comfort. The house has the following QUALITIES: -Climate windows -Reinforced door -Pre-installation of air conditioning -Natural gas heating -Oak doors -Smooth walls -Marble/wooden floors -Bars throughout the house -Soundproof adjoining walls Built in 2007, the house has common areas with a swimming pool, changing rooms and a garden area. Community fees are only €40 per month. The house is located in a very quiet area of ​​Valdemoro, perfect for those looking for comfort and a quiet and family atmosphere. A few meters away we find: educational centers, health centers, parks, sports facilities and supermarkets, pharmacies, among others. Don't miss the opportunity to come visit it! Free advice with our financial department.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1328.0,https://www.idealista.com/inmueble/103165103/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/de/1e/1180388710.jpg,Calle Islas Bermudas,False,-3.6935488,Hispanoamérica - Comunidades,Valdemoro,nan,chalet,False
3,Madrid,264.0,True,False,"{'subtitle': 'Hispanoamérica - Comunidades, Valdemoro', 'title': 'Terraced house'}",False,4,False,nan,False,28,QH52967826,es,nan,97857926,341420.0,40.1829473,False,nan,sale,nan,False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1293.0,https://www.idealista.com/inmueble/97857926/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/62/11/992846041.jpg,Hispanoamérica - Comunidades,False,-3.6934415,Hispanoamérica - Comunidades,Valdemoro,nan,chalet,False
2,Madrid,256.0,False,False,"{'subtitle': 'Hispanoamérica - Comunidades, Valdemoro', 'title': 'Terraced house in Calle República Dominicana'}",False,3,False,nan,False,40,52967826,es,nan,103869980,341420.0,40.1855066,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",renew,1334.0,https://www.idealista.com/inmueble/103869980/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/4f/32/1202755317.jpg,Calle República Dominicana,False,-3.6938036,Hispanoamérica - Comunidades,Valdemoro,nan,chalet,False
3,Madrid,258.0,False,False,"{'subtitle': 'Restón i - Restón Ii, Valdemoro', 'title': 'Terraced house in Calle de Crono'}",False,5,False,nan,False,54,BAS-CRONO,es,nan,103788862,338000.0,40.1799322,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1310.0,https://www.idealista.com/inmueble/103788862/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/86/21/1202918397.jpg,Calle de Crono,False,-3.6783769,Restón i - Restón Ii,Valdemoro,nan,chalet,False
2,Madrid,146.0,True,False,"{'subtitle': 'Hospital, Valdemoro', 'title': 'Flat'}",False,2,False,True,False,23,ventaf-valdemoro6bb,es,True,103556414,216000.0,40.1926008,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"APARTMENT FOR SALE WITH GARDEN 32-meter apartment built and divided into 82 m2 of housing with 2 bedrooms and 2 full bathrooms, separate kitchen with clothesline and access to a patio for use and enjoyment of the approximately 25m2 house. From the living room you have access to the 30m2 garden On the property you can enjoy large gardens, sports and children's areas, swimming pool The apartment has a storage room and garage space. Come see your new home! Rebeca Cuerda 6526717__01.",False,{'typology': 'flat'},good,1479.0,https://www.idealista.com/inmueble/103556414/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/98/26/1202379645.jpg,Hospital,False,-3.6912931,Hospital,Valdemoro,bj,flat,False
3,Madrid,186.0,True,False,"{'subtitle': 'Zona Estación, Valdemoro', 'title': 'House'}",False,4,True,nan,False,70,B548,es,nan,103461488,375000.0,40.1914044,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"In the idyllic enclave of Valdemoro, where comfort meets nature, a distinguished villa emerges that personifies elegance and comfort.This exceptional property, just 35 minutes from Sol, offers an exclusive refuge with immediate access to urban vitality and at the same time, natural tranquility just 5 minutes walk from the ""Las Bolitas"" Natural Park. With impeccable architecture and a meticulously planned interior design, this 4-bedroom villa is a residential work to enjoy, its design is contemporary.The spacious rooms are enhanced by refined details and a layout that perfectly combines functionality. A private and versatile nook, the loft adds a distinctive touch to the space, providing an additional area for personalized use, whether as a study, games room or even a quiet retreat space.Each room, carefully distributed, becomes a sanctuary of comfort and style. The spacious living room on the ground floor with a hallway designed so that there is no shortage of light, leading to the more than comfortable kitchen, gives a really necessary touch of spaciousness. The own garden, an oasis of serenity, invites you to moments of relaxation in the open air.With its perfectly maintained green areas, this space becomes a perfect setting for social events or simply to enjoy the peace in private.The common areas, highlighted by a generously sized swimming pool, with bathroom and shower facilities add a touch of comfort and offer an opportunity to have an area to enjoy the Madrid climate in summer. The enclosed garage provides security and convenience, ensuring that your arrival home is always comfortable.The strategic location not only brings you closer to the energy of Sol, but also allows you to immerse yourself in the natural beauty of ""Las Bolitas"" with just a few steps. This chalet is more than a residence; It is a lifestyle.Discover the perfect balance between urban comfort and the natural serenity of being next to nature in this property in Valdemoro. The exposed data are merely indicative and are subject to involuntary errors or omissions.Expenses derived from the purchase are not included in the price.In the event that furniture and/or vehicles appear in the advertisement, we inform you that these are not included in the marketing and sale of the property unless specified in subsequent contractual documents.The owner fully assumes the real estate fees. Are you a real estate agent? The answer is yes, Ziegel looks for the best buyer for our owners and that is why we collaborate.We share recruitment fees with written agreement.",False,{'typology': 'chalet'},good,2016.0,https://www.idealista.com/inmueble/103461488/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/c5/74/1190262035.jpg,Zona Estación,False,-3.6619768,Zona Estación,Valdemoro,nan,chalet,False
3,Madrid,187.0,False,False,"{'subtitle': 'Restón i - Restón Ii, Valdemoro', 'title': 'Terraced house in illescas'}",False,3,True,nan,False,50,nan,es,nan,100296649,359000.0,40.1836126,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Royal House sells Fantastic Townhouse.Located on Illescas street, in the municipality of Valdemoro (C.P.28341), Madrid.House built in 1995 with 187 m2 built. Located in the RESTON I Zone with all kinds of basic necessities at hand; Pharmacies, Food, Tobacconist and Gas Station.As well as the Enrique Tierno Galván Park, EL RESTON Health Center, EL RESTON Sports Center and EL RESTON Shopping Center.In what refers to education; LOS OLIVOS Nursery School, CRECER Nursery School, NUESTR SEÑORA DEL ROSARIO School and FRAY PEDRO DE AGUADO School. Very good communication with Bus Stops No. 3 / SE on C/ Seseña and No. 2 / SE / 424 / N401 on Av.from the Mediterranean.7 min by car from the RENFE of Valdemoro.And 3 min from the closest exit to the Andalusian Highway (A-4). Spectacular home is distributed in an entrance hall, a spacious living room with views of the garden and pool, a bright and well-used kitchen, three bedrooms, two bathrooms (one of them en-suite, in the main room), a toilet, two attics, a solarium with views of the garden and pool, a very large basement with a garage space and another garage space outside. Equipped with individual natural gas heating and a ducted fireplace, two air conditioners (one in the main room and the other in the living room), white lacquered oak wood finishes and doors, fully furnished and equipped kitchen, Armored entrance and Climalit windows. Do not miss out on this great opportunity. For more information or visits phone: 658561344. At royal house we help you get the best mortgage, choose the one that best suits your needs.We get you the best market financing.Ask us and find out without obligation. The usual real estate.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1920.0,https://www.idealista.com/inmueble/100296649/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/42/07/1076708006.jpg,illescas,False,-3.680915,Restón i - Restón Ii,Valdemoro,nan,chalet,False
