labels,topPlus,suggestedTexts,province,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,highlight,district,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,price,floor,operation,url,exterior,description,parkingSpace,has360,latitude,hasStaging,bathrooms
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat in Calle de las Islas Bikini'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/51/ca/1174417311.jpg,68.0,2603.0,False,23,False,Alcobendas,es,False,-3.6392381,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,3,False,Calle de las Islas Bikini,102988941,23-069,177000.0,3,sale,https://www.idealista.com/inmueble/102988941/,True,"FIRST LEVEL REAL ESTATE SELLS renovated apartment in a good area of Alcobendas, located between Paseo de la Chopera and Marqués de la Valdavia. It is completely exterior and has three bedrooms, a living room with access to a terrace, a kitchen with a drying terrace and a bathroom. It is in perfect condition, equipped with ducted air conditioning throughout the house and has exceptional views from the kitchen side. It is very close to the Marqués de la Valdavia metro, as well as regular bus lines and well connected by road, and it also has all the nearby services. If you need mortgage financing, check our conditions. We have been achieving the best conditions on the market for 20 years.",nan,False,40.5427942,False,1
nan,False,"{'subtitle': 'Norte, Alcobendas', 'title': 'Flat in Calle de la Imaginación'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/52/49/1200291727.jpg,139.0,3705.0,True,24,False,Alcobendas,es,True,-3.6590963,{'typology': 'flat'},nan,Norte,True,False,flat,3,False,Calle de la Imaginación,103792975,HBMH2005,515000.0,1,sale,https://www.idealista.com/inmueble/103792975/,True,"Flat on sale Alcobendas, Madrid 3 bedrooms, 139 m² HBMH2005 Home Boutique Real Estate sells this wonderful apartment in one of the best areas of Alcobendas. Large entrance hall with 2 magnificent built-in wardrobes, living room with large windows, providing lots of light. The living room gives access to a beautiful terrace, fully glazed, with LUMON enclosure, where you can enjoy the space all year round. Large kitchen with separate clothesline. The house has 3 bedrooms, two of them with built-in wardrobes, and the main one with a full bathroom and dressing room, with direct access to the terrace. All bathrooms are equipped with a shower screen and a vanity unit, and are in perfect condition. The house has ducted air conditioning and white lacquered interior carpentry, providing a lot of light. Two large parking spaces and a 5 m2 storage room. Urbanization with common areas, where you can enjoy multiple services for the family such as swimming pool, paddle tennis court, gym, sauna, changing rooms and bathrooms in common areas, event room (to organize birthdays, etc. ), concierge / 24h security. Alcobendas is a booming municipality, with multiple daycare centers, schools, a hospital, a health center, language academies, parks, areas designated for children, supermarkets, basic necessities, restaurants and shopping centers. It communicates easily with the A1, the Colmenar road and the M40. A 12-minute walk from the Valdelasfuentes Cercanías station and 16 minutes from the Manuel de Falla metro station, on line 10.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.5545473,False,2
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat in huesca, 33'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/74/08/08/1099267032.jpg,40.0,3375.0,False,25,True,Alcobendas,es,True,-3.6291036,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,1,False,"huesca, 33",100797456,17429,135000.0,bj,sale,https://www.idealista.com/inmueble/100797456/,True,"Functional and very cozy apartment in Alcobendas, next to Avda.From Spain. It is a ground floor, completely renovated. It is distributed in a room, with a built-in wardrobe, an American kitchen equipped with all electrical appliances, a complete bathroom with a shower tray. It is equipped with electric heating and also has air conditioning and heat pump. It has a storage room of 5 m2. It is in perfect condition to be able to move into without having to make any additional investment. It represents a very profitable real estate investment to rent it immediately. It is very bright and has good-sized rooms. Regarding its location, it is located near a wide network of buses, urban and interurban, that connect with Madrid (Plaza de Castilla, Pinar de Chamartín and Canillejas). Close to the Cercanías station and easy access to the A-1. Close to all services such as shopping centers, pharmacies, banks, shops, schools, etc.",nan,True,40.5432298,False,1
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat in Calle de León Pérez Bayo'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/f5/b4/1193326362.jpg,180.0,1639.0,False,39,False,Alcobendas,es,False,-3.6413599,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,4,False,Calle de León Pérez Bayo,103559323,23-080,295000.0,1,sale,https://www.idealista.com/inmueble/103559323/,True,"PRIMER NIVEL INMOBILIARIA sells this spectacular large apartment with all large rooms and an exceptional location next to the Marqués de la Valdavia metro. Thanks to its 180 meters, it has the possibility of segregating into 2 different properties and is currently enabled for this purpose, having a completely renovated area with great style and high quality materials with a distribution of a separate living room, 2 bedrooms, a huge bathroom, Entrance hall, kitchen with terrace and clothesline. The other part of the house, currently separated by a door, is raw and with the facilities prepared both to make an independent house or to renovate it and obtain a huge apartment in terms of square meters. The property is completely exterior, on the corner, with access to 3 streets, which gives it great light. It has air conditioning in the main rooms and individual heating. It is a building of only 3 heights with a single property per floor and has a roof terrace with spectacular views of use and enjoyment of the 3 floors, having a storage or storage area for each neighbor. With 20 years of experience in the real estate sector, our team is at your disposal to help you with everything you need. Don't miss the opportunity to live in this wonderful property! Contact us today to learn more about available mortgage financing terms.",nan,True,40.5430408,False,1
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat in Ebro no number'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/f6/d4/1181924223.jpg,115.0,2391.0,False,31,True,Alcobendas,es,False,-3.6393434,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,4,False,Ebro no number,103209153,EBRO,275000.0,3,sale,https://www.idealista.com/inmueble/103209153/,True,"Inmobiliaria Garsan Alcobendas offers a fantastic 115 m² home for sale plus 2 terraces on the ground floor, a 20 m² solarium terrace and 2 storage rooms on Calle Ebro in Alcobendas. 28100. Madrid. The house has renovated the electricity, plumbing, kitchen and main bathroom in 2023. - DISTRIBUTION: 6 m² hall with built-in wardrobe. 10 m² kitchen, completely renovated, furnished, with appliances and with access to a glazed terrace. Separate 28 m² living room with split A/C, hot-cold pump and access to a second open terrace. 4 double bedrooms of 14 m², 14 m², 12 m² and 11 m², 3 of them with a built-in wardrobe and one of them with access to the terrace that communicates with the kitchen. 2 complete bathrooms, one renovated with a shower tray and screen and the other with a bathtub. - QUALITIES: Armored door. Electricity and plumbing renovated. Individual heating by Natural Gas. New boiler. A/C in living room and master bedroom. Parquet floors and tiles. Scratched walls. Double sliding window. - BUILDING: The house is located on the third floor without an elevator. Year of construction 1978.3 neighbors in the building (one per floor) plus a local. - EXPENSES: Community: €60. YO. B. I. : €465. - LOCATION: The house is located 5 minutes walk from the Renfe and the Marqués de la Valdavia metro stop. All kinds of services around you. CEIP Antonio Machado. Community Park. Nursery schools, supermarkets, pharmacies.. . Possibility of financing tailored to your needs. DON'T STOP WATCHING IT!",nan,True,40.544991,False,2
nan,False,"{'subtitle': 'Ensanche, Alcobendas', 'title': 'Flat in Pintor Ribera'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/45/9e/1170440805.jpg,93.0,3065.0,False,42,False,Alcobendas,es,True,-3.6411139,{'typology': 'flat'},nan,Ensanche,True,False,flat,4,False,PINTOR RIBERA,102879316,23-068,285000.0,1,sale,https://www.idealista.com/inmueble/102879316/,True,"FIRST LEVEL REAL ESTATE SELLS this 4-bedroom apartment with elevator, in one of the most sought-after areas of Alcobendas (""Pintores area""), where you can enjoy a great quality of life. The urbanization where it is located is exceptionally well-kept, with landscaped common areas with an excellent gardening service, a large community pool, solarium and a large space as a social club and fully equipped gym, where scheduled dance classes are also held. , yoga, sevillanas, etc.. . It is very well located, close to exit 16 of the N-I and with quick connections to M-40, M-50 and R-2. Also just a few minutes from Madrid Airport. It is also close to the Marqués de la Valdavia metro station and next to regular bus lines. Its distribution is as follows: Entrance hall, beautiful separate living room, kitchen with additional clothesline and access to a good-sized patio for shared use and enjoyment, 4 bedrooms and 2 bathrooms. The 2 bathrooms have been recently renovated. The property has central heating and 3 built-in wardrobes. If you need financing, do not hesitate to contact us. More than 20 years support us.",nan,True,40.538332,False,2
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Studio apartment in Calle de la Libertad'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/e0/64/1200293725.jpg,56.0,2804.0,False,30,False,Alcobendas,es,False,-3.6364806,"{'typology': 'flat', 'subTypology': 'studio'}",nan,Alcobendas Centro,False,False,studio,0,False,Calle de la Libertad,103793298,RM-2033,157000.0,bj,sale,https://www.idealista.com/inmueble/103793298/,True,"Grupo Extra offers a brand new, completely renovated loft studio, exterior, in central Alcobendas. Ideal first home or investment. Distributed in a spacious living room, bedroom with 2 large windows, furnished and equipped kitchen and full bathroom. Possibility of making the bedroom independent. Climalit tilt-and-turn aluminum windows, built-in wardrobe, cross ventilation. It is located in a garden block with elevator access from the street. The house is located in the center of Alcobendas, next to Marqués de la Valdavia. Buses next to the house and 3 minutes walk from the metro. Shops, schools, pharmacies, restaurants.. . Feel free to visit it.",nan,True,40.5409132,False,1
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Duplex in Calle de Fayón no number'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/2e/6c/1183170713.jpg,100.0,3450.0,False,26,True,Alcobendas,es,True,-3.6372998,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,Alcobendas Centro,True,False,duplex,3,False,Calle de Fayón no number,103245939,Dúplex Fayon,345000.0,2,sale,https://www.idealista.com/inmueble/103245939/,True,"Inmobiliaria Garsan Alcobendas offers for sale a spectacular 100 m² duplex, storage room and parking space in an urbanization with a swimming pool on Calle Fayón in Alcobendas, 28100. Madrid. OFFICIAL PROTECTION HOUSING WITH DISQUALIFICATION PROCESSED - DISTRIBUTION: Ground Floor: Hall of 10 m². Fully furnished 11 m² kitchen with appliances. Separate 27 m² living room with 2 large windows. First Floor: 3 double bedrooms of 12 m², 10 m² and 10 m². 1 Full bathroom with bathtub and window. - QUALITIES: Armored entrance door. Stoneware floors. Climalit windows. Individual heating by Natural Gas. Interior oak doors. - URBANIZATION: The house is located on the second floor with an elevator. Garage and Storage Room of 6 m² in the same building. Gated community with community pool. Year of construction 2005. - EXPENSES: Community: €80. I. B. I. : ___€ per year. - LOCATION: The urbanization is located 2 minutes walk from the RENFE. A few meters from Av. from Spain. Behind the National Police. Around it we find the new town hall, courts, c. c. The Big Apple, Auditorium Theater. Supermarkets, pharmacies, schools, etc. Possibility of financing tailored to your needs. Don't stop watching it!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.546741,False,1
nan,False,"{'subtitle': 'Ensanche, Alcobendas', 'title': 'Flat in Calle de Ruperto Chapí no number'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/3c/ae/1109367718.jpg,126.0,3333.0,False,41,True,Alcobendas,es,True,-3.6405224,{'typology': 'flat'},nan,Ensanche,True,False,flat,4,False,Calle de Ruperto Chapí no number,101081231,Ruperto Chapí,420000.0,4,sale,https://www.idealista.com/inmueble/101081231/,True,"Inmobiliaria Garsan Alcobendas offers a spectacular 126 m² completely renovated house for sale with 4 bedrooms, an open terrace and a garage on Ruperto Chapí street in Alcobendas. 28100. Madrid. - DISTRIBUTION: Large 6 m² hall with built-in wardrobe. Fully furnished kitchen of 12 m², with appliances (except refrigerator) and access to a glazed drying terrace. Separate 25 m² living room with access to a 6 m² open terrace. 4 bedrooms of 14 m², 12 m², 12 m² and 7 m², 3 of them with a built-in wardrobe. 2 complete bathrooms, the suite with a bathtub and the service one with a shower tray and screen. - QUALITIES: Very bright home. Armored entrance door. Floors of platform. White lacquered interior carpentry. Double climalit window. The kitchen countertops are made of silestone and the master bathroom countertops are made of marble. Individual heating of Natural Gas. A/C in a bedroom. Awning in perfect condition on the terrace. The house is in perfect condition, electricity and plumbing renovated in 2017. - BUILDING: The house is located on the fourth floor with an elevator. It is sold with a parking space located in the same building. Year of construction 1989. - EXPENSES: Community: €120/month. I. B. I. : €435. - LOCATION: The house is located on Ruperto Chapí street, behind c. c. The Big Apple and new town hall. 2 minutes from the Renfe stop and 5 minutes from the Manuel de Falla Metro stop. Shops, medical center, police, supermarkets, schools.. . Possibility of financing tailored to your needs. Don't miss out on seeing it!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.5485647,False,2
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat in Calle de Isabel Rosillo'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/17/5c/1119012633.jpg,70.0,2629.0,False,51,False,Alcobendas,es,False,-3.6372537,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,2,False,Calle de Isabel Rosillo,98774776,Rosillo1,184000.0,4,sale,https://www.idealista.com/inmueble/98774776/,True,"OPPORTUNITY WITHOUT NEWLY RENOVATED AGENCY EXPENSES! This impressive renovated house of 70 square meters is for sale located in the town of Alcobendas, 25 kilometers from the center of Madrid.The area is characterized by being residential and quiet with many services around and well connected by public transport. This home is perfect for people who want to move due to location, being connected to Madrid, proximity to work or enjoying a short distance to their children's school. If we look at the features of the property, you can find a modern multifunctional living room, as the main room.Among its main characteristics, the luminosity that stands out thanks to a large window that overlooks a main street and exit to the terrace. As for the kitchen, it is divided into two very different parts. On the one hand, we find the main part where we will find the refrigerator as the area to prepare food.On the other hand, an extra shelf is available for lunch or coffee. The apartment has 2 large rooms that are designed to create a master suite, a children's room, set up an office and even enable a gym in one of them, or a guest room / dressing room. Regarding the bathroom, we can find a designer one equipped with all the necessary elements for your cleanliness and relaxation from your daily routine. The house is completely new and renovated to be brand new and move in from minute one!, smooth walls, floors, modern and current carpentry, renovated plumbing and electricity, windows...Everything ready so you only have to decorate to your liking! Regarding the communication of the home, it is unbeatable, we find the Alcobendas San Sebastián Cercanías station a few meters away with direct connection to Chamartín, Nuevos Ministerios, Sol and Atocha.Also a few meters walk away is the Marqués de la Valdavia Metro Station. It also has two bus stops to reach nearby towns.There is also night service in case you decide to return home at dawn. This area is characterized by having many parks around less than 300 meters away, ideal for resting from the routine and exercising.We found a lot of parks such as Parque Segovia, Parque Castilla and Parque de Valencia. In the area there are other basic services such as schools, nursery schools, parks, cafes and pharmacies and retail stores such as fruit shops, hairdressers, etc. If you are interested in purchasing this home, you can contact the telephone number associated with our Idealista page.We do not charge commissions and we can help obtain financing.",nan,True,40.5445405,False,1
nan,False,"{'subtitle': 'Norte, Alcobendas', 'title': 'Flat in Calle de Francisco Largo Caballero'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/93/23/1190831403.jpg,115.0,4217.0,False,47,False,Alcobendas,es,True,-3.6512393,{'typology': 'flat'},nan,Norte,True,False,flat,3,False,Calle de Francisco Largo Caballero,103457432,ST577,485000.0,3,sale,https://www.idealista.com/inmueble/103457432/,True,"MICASA GESTIÓN INMOBILIARIA SELLS an apartment in Alcobendas with a privileged location, surrounded by services such as bus stops, metro, train, shops, schools and sports centers. They are distributed in a spacious and bright living-dining room, a fitted kitchen with a clothesline, three bedrooms, one of them a suite with a full bathroom with a bathtub, and another additional bathroom with a shower. Storage room of approximately 7 m2 and two parking spaces of approximately 12m2, totaling approximately 115m2. In addition, it has features such as air conditioning, smooth paint, white lacquered carpentry, wooden floors and double glazing in all windows. The common areas offer a playground, community pool, underground containers and access ramps. This second-hand home is perfect for those looking for comfort and quality of life. In addition, it has built-in wardrobes, is suitable for people with reduced mobility and is located on the third floor, which guarantees excellent light and clear views. Don't miss the opportunity to enjoy this home with elevator, two parking spaces included in the price, air conditioning, pool and garden. Call us now and make your dream of having your own home come true! MICASA GESTIÓN INMOBILIARIA offers both the owner and the buyer all the necessary services to make the purchase of their home a success, counting at all times on the necessary advice and management at a real estate and financial level. Do you have to sell your home to buy this one? Call us and we will give you a free assessment. This announcement is not binding and may contain errors. It is shown for informational purposes and is not contractual.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.5543724,False,2
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat in Calle de Isabel Rosillo'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/d7/82/1192721477.jpg,63.0,3079.0,False,36,False,Alcobendas,es,False,-3.6358083,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,2,False,Calle de Isabel Rosillo,103017088,00429166,194000.0,4,sale,https://www.idealista.com/inmueble/103017088/,True,"Apartment in Alcobendas center, Madrid. We present you the opportunity to have a brand new apartment in the center of Alcobendas. This fourth floor, although without an elevator, offers you a space full of charm and comfort. The square living room opens to an elongated terrace with unobstructed views, allowing you to enjoy special moments and appreciate the beauty of your surroundings. The apartment has two bedrooms, a bathroom with a shower and a walk-in kitchen, all designed with spaciousness and light in mind. The security door, smooth paint, wooden floor, double-glazed windows and white lacquered doors add a touch of elegance to this space. The electrical and plumbing installations are new, giving you the peace of mind of not having to worry about long-term problems. In addition, the location is unbeatable, just a 4-minute walk from Metro Line 10, in an area full of shops and life. Alcobendas center is a classic neighborhood that preserves the essence and activity of yesteryear. Don't miss the opportunity to live in a place with history and character! Grupo GH is a company dedicated to real estate brokerage and consulting with more than 25 years of experience in the sector, providing a professional service oriented to the needs of our clients, covering any management in the different types of new and second-hand properties. Our particular way of doing things has positioned us in a privileged place within the real estate market, becoming one of the fastest growing companies in the sector in recent years. Expanding our horizons we have been able to offer more and better solutions, this good management has allowed us to become one of the leading companies in the sector. Specialists in wealth management, we offer quality and professional service. Our commercial network of professionals puts at your disposal a wide range of à la carte offers, being their constant concern to satisfy the client, managing to attend in a specialized way both the demand and the offer of our sector. Members of API (Real Estate Agents) and AMADEI (Association of Real Estate Companies of Madrid), the first company to obtain the seal of the code of Good Practices of the Community of Madrid and the quality seal of Madrid Excelente.",nan,True,40.5443415,False,1
nan,False,"{'subtitle': 'Norte, Alcobendas', 'title': 'Flat in Calle del Marqués de la Valdavia'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/68/f3/1195415330.jpg,104.0,3990.0,False,29,False,Alcobendas,es,True,-3.6570426,{'typology': 'flat'},nan,Norte,True,False,flat,2,False,Calle del Marqués de la Valdavia,103628794,nan,415000.0,3,sale,https://www.idealista.com/inmueble/103628794/,True,"Don't miss the opportunity to live in one of the best urbanizations in the North area of Alcobendas. We offer a home with the best location. The totally exterior apartment, with a beautiful terrace and large, very bright living room, consists of 2 bedrooms and 1 bathroom. It is a very large and spacious home, a magnificent kitchen with a clothesline and a large living room with direct access to the terrace. The two bedrooms are doubles and have built-in wardrobes, parquet floors and oak doors. Entrance from the street to the door of the house fully adapted and without any type of barrier. The urbanization has large green areas and gardens, a playground, a swimming pool for adults and children, two paddle tennis courts, and a 24-hour concierge service. It is located right in front of the Valdelasfuentes suburban area, a 10-minute walk from the Manuel de Falla metro. Area equipped with all services and at the same time very residential and surrounded by parks. Next to several nurseries and schools, with several bus lines at the same door.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.545819,False,1
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/9d/08/1176150169.jpg,83.0,2771.0,False,20,False,Alcobendas,es,True,-3.636303,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,3,False,Alcobendas Centro,103043600,23-066,230000.0,1,sale,https://www.idealista.com/inmueble/103043600/,True,"FIRST LEVEL REAL ESTATE SELLS this completely renovated exterior apartment. It is a first-floor apartment in a good location, very close to the Marqués de la Valdavia metro station, close to the main streets of Alcobendas and 15 minutes by car from Madrid Barajas Airport. The building where it is located has an elevator, was built in 2002 and is in excellent condition. It is large in size, has a large independent living room, 3 bedrooms with built-in wardrobes, kitchen, 2 bathrooms and hall. A parking space is included in the price and it has a good-sized storage room in the same building. If you need financing, do not hesitate to consult our conditions.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.5370698,False,2
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/0e/56/1183030738.jpg,79.0,3084.0,False,31,False,Alcobendas,es,True,-3.6388609,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,3,False,Alcobendas Centro,103241779,28-327-1301,243630.0,3,sale,https://www.idealista.com/inmueble/103241779/,True,"Unique Opportunity! Apartment for Sale in Paseo de Chopera, Alcobendas, Madrid Located in one of the most prestigious areas of Alcobendas, this charming 3-bedroom apartment offers a unique opportunity for those looking for a comfortable and well-located home in Madrid. Recently renovated kitchen and bathrooms and with brand new enclosures. Outstanding Features: Entrance hall with large built-in wardrobe. 3 spacious and bright bedrooms. Equipped and independent kitchen. Newly renovated bathroom, functional and with a window to the outside. Spacious living room with abundant natural light. Exterior terrace that surrounds the entire house. Individual heating by natural gas. Prime location: The apartment is located in a quiet and well-connected residential area. Within a few minutes walk, you will find parks, shops, restaurants and all the amenities necessary for a modern and active life. In addition, it is well connected to public transport and the main access roads to Madrid. 50 meters from the Marques de Valdavia metro stop (line 10), with a bus stop at the door (bus numbers 157 and 10) and with an easy and quick exit to the highway (M-40, A-1, A-6, road to Bajaras, road to Fuencarral, etc. ), Don't miss the opportunity to acquire this fantastic apartment in a privileged location. For more information or to arrange a visit, do not hesitate to contact us. We are here to help you find your new home in Madrid!",nan,True,40.5408414,False,1
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/63/b1/fa/1180218777.jpg,62.0,2581.0,False,23,False,Alcobendas,es,False,-3.6342384,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,3,False,Alcobendas Centro,103159954,1434-MC205,160000.0,3,sale,https://www.idealista.com/inmueble/103159954/,True,"Apartment in Alcobendas Centro, with 62 m² built, 58 m² useful, 3 bedrooms, 1 bathrooms, renovated, exterior, floor 3, 1 terrace(s), 4 m² terrace, more than 30 years old, individual heating, natural gas fuel, Community expenses/month of €56, includes water, stoneware floor. Cornejo Inmuebles offers for sale a renovated apartment of 58m2, with three bedrooms, living room, bathroom, kitchen and terrace. The apartment is in perfect condition. Located in an area with all services, metro, commuter trains, schools and supermarkets. It is a very bright 3rd floor without elevator. The terrace overlooks a very quiet street and has a storage closet. Community 56 euros/month (includes water). Individual heating of natural gas. To enter to live.",nan,True,40.5421383,False,1
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/29/83/1196386569.jpg,99.0,2071.0,False,25,False,Alcobendas,es,False,-3.6433297,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,3,False,Alcobendas Centro,103661262,1448-CS230,205000.0,3,sale,https://www.idealista.com/inmueble/103661262/,True,"Apartment in Plaza Mayor, with 99 m² built, 86 m² useful, 3 bedrooms, 1 bathrooms, good condition, exterior, floor 3, 1 terrace(s), 7 m² terrace, storage room, more than 30 years old, 4 floors of the building, central heating, diesel fuel, individual hot water, butane water energy, community fees/month of €122, includes water, parquet floor. Cornejo Inmuebles offers a spacious, very bright home with a wonderful outdoor terrace. It has a large 15m2 storage room in the same building. It consists of central heating and butane gas heater for hot water. Community: 122 euros/month with cold water and central heating included. Request a visit! We help you with financing.",nan,True,40.5477766,False,1
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat in Plaza de la Encina'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/5e/9f/1094923420.jpg,102.0,2510.0,False,8,False,Alcobendas,es,True,-3.6381531,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,3,False,Plaza de la Encina,100654177,nan,256000.0,4,sale,https://www.idealista.com/inmueble/100654177/,True,"Milenium Real Estate offers MAGNIFICENT APARTMENT IN THE FULL CENTER OF ALCOBENDAS Commercial Agent: Quiwuilinov García / Tel: 6 1 8 2 1 1 1 3 9 Would you like to live in the center of Alcobendas? If you are looking for a spacious apartment for the whole family, this is perfect for you. As soon as we enter we find a hall with a large built-in wardrobe. Going a little further down the hallway we find on the left 1 full bathroom with a bathtub. The house also has three very good-sized bedrooms (two of them have a built-in wardrobe). Kitchen with clothesline gain that makes it double its original size. It has an elevator and access without architectural barriers. It has a storage room with elevator access. It has a terrace with access through the living room and dining room. Gray aluminum windows. Solid oak doors Air conditioning in the living room Central heating with individual meters Laminate flooring throughout the house except in the kitchen and bathroom, which are made of stoneware. Community: €130 (includes water, heating, portal cleaning and maintenance of garden areas) IBI: €297 It has a Southeast orientation. Quiet and residential area, just a few minutes from Avenida España and all services. Do not hesitate to arrange a visit with us. Check the possibility of financing up to 100% with our MHCredit financial department. To the final sale price, 3% + VAT must be added for real estate fees. *Non-binding offer, may contain publication errors*.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 10000.0}",True,40.5451017,False,1
nan,False,"{'subtitle': 'Ensanche, Alcobendas', 'title': 'Semi-detached house'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/cd/1d/1147305663.jpg,272.0,2750.0,False,72,False,Alcobendas,es,nan,-3.6442144,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,Ensanche,True,False,chalet,5,False,Ensanche,102132366,28-327-1284,748000.0,nan,sale,https://www.idealista.com/inmueble/102132366/,nan,"Spectacular house with 4 bedrooms (all doubles of approximately 14 m² and large closets) plus utility room, two terraces, the upper one of 177 m², independent garage of more than 60 m² in a gated community with swimming pool, very quiet but next to the Shopping Center Big Apple and Alcobendas Theater. The house has an independent entrance from the urbanization through which you can access the service area and a little further on we find the main entrance with a 26 m² double-height entrance hall. From here on the right we access the living room with a combined area of 55 m² with fireplace with cassette; Guest toilet and very large square kitchen of 21 m² with clothesline and utility room with built-in wardrobe, full bathroom. On the same floor, from the hall to the left we go to the bedroom area (4 in total) all of more than 14 m² and with large built-in wardrobes. Two of the bedrooms share a full bathroom, and the other two have an en-suite bathroom with a window; the master bedroom with a closed terrace that allows if we want to install more closets and the complete bathroom in this case in marble. Returning to the hall, going up the stairs we access a second living room or living room, ideal for a children's playroom or office, on the opposite side we access the upper terrace of 177 m² useful with awnings and a lot of privacy, where you can enjoy family gatherings or barbecues without disturbing any neighbors. Returning to the entrance to the house, we have a direct and independent entrance via a staircase to the 66 m² garage, which also has a motorized gate that makes it independent of the common rolling area, with plenty of space for two cars, motorcycles, bicycles. , chests and all kinds of accessories that we need to store. A home where what is especially striking is the luminosity, the tranquility and the large space available, where you can be quietly in the living room, while the children are upstairs in the games room or on the terrace with friends without disturbing and in an urbanization with a swimming pool with few neighbors and a step away from all types of services and public transport (buses and Renfe Av. from Spain). Call us, we will be happy to assist you without obligation. Agency fees on behalf of the property.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.5499696,False,5
