bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,municipality,floor,propertyType,topPlus,highlight
2,Madrid,122.0,True,False,{'title': 'Flat in Avenida del Mediterraneo'},False,4,False,True,False,36,138607,es,True,102561357,249900.0,40.2525024,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Exclusive sale with Housell Spacious 122 m² apartment in Humanes de Madrid, province of Madrid. This house, due to its size, meets the needs of a family with children. It is located on the 3rd floor with an elevator and has a spacious and bright living room, a fitted kitchen, four bedrooms and two full bathrooms. In addition, the apartment has a terrace to enjoy natural light throughout the room and built-in wardrobes with good storage. The property is all exterior and is located on an easily accessible road, it has a garage space so you will not have to worry about parking and the possibility of acquiring another optional space. Due to its east orientation, in this house you will enjoy the sun in the morning. The house is sold unfurnished and in good condition, ready to move in. As for the qualities, this apartment has gas heating, aluminum exterior carpentry, parquet floors, which give a lot of warmth to the home, and ceramic floors, which are very resistant and easy to clean. To make you feel more secure in your home, the main door is armored. This house is located in a quiet and well-connected area, very close to the metro, bus and train station. For greater comfort, the house is very close to a school and all the necessary services. h1o3u8s6e0l7l.",False,{'typology': 'flat'},good,2048.0,https://www.idealista.com/inmueble/102561357/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/cc/3c/1168522818.jpg,Avenida del Mediterraneo,False,-3.8246026,Humanes de Madrid,3,flat,False,nan
1,Madrid,93.0,False,False,{'title': 'Flat in Calle de Severo Ochoa'},False,3,False,True,False,23,ES0010124002027,es,False,102776309,115000.0,40.2580696,False,nan,sale,"Second floor exterior property extending to approx. 93 sq. m, built in 1978, with no elevator. Comprising a hallway, a living-dining room, three bedrooms, a bathroom and a kitchen with a terrace. Apartment to refurbish. Subject property is located in the municipality of Humanes, 26 km from Madrid. Close to the Renfe-Cercanías train station in Humanes. Local amenities include parks, pharmacies, supermarkets, shops, schools and health centers. It is very close to the Universidad Rey Juan Carlos, the Hospital Universitario de Fuenlabrada and Fabrik nightclub. Local amenities include Humanes health centre, a Mercadona supermarket, the Santo Domingo de Guzmán Public School, the Humanes Veterinary Clinic, several bars and restaurants, the pharmacy and the La Pecera Paddle Tennis Club. It is easily accessible from the M-405, M-407 and M-410 roads and by train (C5) with the station just a few metres away. Next Steps Click on the “additional link” below the map and it will take you to the property page where you can: Arrange a viewing | Access the legal documents | Make an offer | Contact our team directly We don’t charge commission to the buyer.",False,{'typology': 'flat'},good,1237.0,https://www.idealista.com/inmueble/102776309/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f0/5f/f2/1166918460.jpg,Calle de Severo Ochoa,False,-3.8223533,Humanes de Madrid,2,flat,False,nan
2,Madrid,98.0,True,False,{'title': 'Flat in Avenida del Campo Hermoso'},False,3,False,True,False,38,136521,es,True,100794010,170000.0,40.255345,False,nan,sale,"From private to private. Call us and visit this house. Large 98 m² apartment in Humanes de Madrid, province of Madrid. Ideal as an investment when you have a tenant with a current contract. It is located on the 2nd floor with an elevator and is distributed in a spacious and bright living room, a furnished kitchen absolutely independent from the rest of the rooms, three bedrooms and two complete bathrooms. In addition, the apartment has a terrace so you can enjoy the good weather and built-in wardrobes to increase the storage capacity of your home. The property is all exterior, due to its south orientation, it is a very sunny house in the central hours of the day. The house is sold unfurnished and in good condition, ready to move in. As for the qualities, this apartment has gas heating, aluminum exterior carpentry and parquet floors, which gives a lot of warmth to the home. This house is located in a very quiet and well-connected area, very close to the bus stop and the train station. For greater comfort, the home is very close to a medical center, several schools and all the services necessary for your daily life. h1o3u6s5e2l1l.",False,{'typology': 'flat'},good,1735.0,https://www.idealista.com/inmueble/100794010/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/d7/75/1099067658.jpg,Avenida del Campo Hermoso,False,-3.8202305,Humanes de Madrid,2,flat,False,nan
1,Madrid,78.0,True,False,{'title': 'Flat in Islas Columbrete no number'},True,2,False,True,False,42,4183,es,True,103787877,176000.0,40.2508218,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Are you looking for a good location and all services less than a minute away? Su Piso offers you this apartment in the center of Humanes de Madrid. It is located on the fourth floor with an elevator and has an area of 80 m2 distributed in an entrance hall that gives access to an independent kitchen equipped and furnished with appliances with access to a clothesline area, a large hallway with access to a living-dining room with Exit to a large 10 m2 terrace, 2 bedrooms with built-in wardrobes and 1 full bathroom. This apartment is located in a beautiful urbanization with a swimming pool. It has an exterior garage for 1 car. This home has good qualities such as aluminum windows, stoneware floors, oak doors, natural gas heating, community €74/month We are agents, with more than 16 years of experience, we will help you make the purchase easy, simple and if you need financing we have very advantageous conditions, do not hesitate, come and find out. FREE FINANCING STUDY Don't miss this great opportunity and come visit our office located at Yeles Avenida Rufino Rubio 14. Phone We help you get the best mortgage, trying to get up to 100% of the purchase price! Place your trust in us, we will take care of all the bureaucratic procedures and advise you throughout the entire process.",False,{'typology': 'flat'},good,2256.0,https://www.idealista.com/inmueble/103787877/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/f0/d3/1200161404.jpg,Islas Columbrete no number,False,-3.8250051,Humanes de Madrid,4,flat,False,nan
1,Madrid,75.0,False,False,{'title': 'Flat in Santiago Ramon y Cajal'},False,3,False,True,False,45,BT36,es,True,103379496,146000.0,40.2576266,False,nan,sale,"GREAT OPPORTUNITY. Idehogar offers a beautiful apartment to move into in Humanes de Madrid. Beautiful second floor apartment with beautiful views, lots of light. It is distributed in an entrance hall connected to the living room and kitchen. Spacious living room with lots of light would be furnished with access to the 9 meter closed terrace divided into two. Kitchen with furniture less than 3 years old is left with an oven and microphone column, decorative hood and plate, with direct access to one of the divisions of the terrace intended for storage, a broom and where the thermos is located. Three bright and spacious bedrooms. With windows with climalit system or similar, with mosquito nets, blinds in perfect condition. Fully equipped bathroom with shower and thermal taps. Stoneware floors, walls with gotelet, oak carpentry, and climalit white PVC carpentry or similar. Heating and hot water, all electric. Community with elevator, ramp in the portal, intercom. Very well connected, less than 5 minutes walk to the Renfe Station, in front of bus stops. Very close to school, institutes, health centers, sports facilities, shops. If you need financing, Idehogar puts all the financial departments and advisors at your disposal to find the best option. Your real estate agent Berta Garcia from Idehogar will be happy to show you the home, do not hesitate because of the rental price you can pay for your future home. BERTA GARCIA from IDEHOGAR. Phone.",False,{'typology': 'flat'},good,1947.0,https://www.idealista.com/inmueble/103379496/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d7/19/67/1187653761.jpg,SANTIAGO RAMON Y CAJAL,False,-3.8238148,Humanes de Madrid,2,flat,False,nan
1,Madrid,67.0,True,False,{'title': 'Flat in Azulejo'},True,1,False,True,False,17,3486-05399,es,True,103719971,155000.0,40.248609,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Central apartment with elevator! Property consisting of a large bedroom, living room, kitchen, bathroom, clothesline and balconies. In addition, the property has an elevator, garage and storage room. The house has wooden floors, oak interior carpentry, aluminum windows with double glass, air conditioning in the living room and bedroom, covered clothesline, individual Natural Gas heating. It is located in the Humanes center of Madrid, next to the Town Hall, shops, close to school, public transport and a few minutes from Renfe Cercanias. It has very good communication with the M-407- M-5056 and M-50 roads. For more information, call us and we will arrange a viewing of the property.",False,{'typology': 'flat'},good,2313.0,https://www.idealista.com/inmueble/103719971/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/f6/c1/1198099850.jpg,Azulejo,False,-3.8270295,Humanes de Madrid,1,flat,False,nan
1,Madrid,81.0,False,False,{'title': 'Flat in Jacinto Benavente'},False,3,False,True,False,43,nan,es,True,103789053,151900.0,40.2574185,False,nan,sale,"GILMER SELLS, Spacious and bright 3-bedroom apartment on the 5th floor of a building with an elevator. This home has a full bathroom and a closed terrace, ideal for enjoying moments of relaxation. The wooden floors and smooth walls give it a modern and elegant touch. In addition, both the bathroom and the kitchen have been recently renovated. The plumbing and electricity were changed 1.5 years ago, guaranteeing proper functioning. The aerothermal system provides hot water and heating efficiently, while the triple A low consumption emitters and the Panasonic plus air conditioning in all rooms ensure a comfortable environment at any time of the year. The climalit plus windows, tilt-and-turn and with thermal break, guarantee good acoustic and thermal insulation. The portal equipped with a video surveillance system provides security to the property. Regarding its location, it should be noted that it is close to Renfe, supermarkets such as Mercadona, and green areas. Don't hesitate and visit it today. And if you need the BEST FINANCING, consult with our advisors without obligation.",False,{'typology': 'flat'},good,1875.0,https://www.idealista.com/inmueble/103789053/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/26/c3/1200170236.jpg,Jacinto Benavente,False,-3.8245555,Humanes de Madrid,5,flat,False,nan
2,Madrid,94.0,True,False,{'title': 'Flat in Huertas'},True,3,False,True,False,24,VE-HMNS,es,True,103767857,151000.0,40.2500765,False,nan,sale,"OCCUPIED HOUSING. NO VISITORS ALLOWED. Investors attention! We have a unique investment opportunity in the Humanes center of Madrid. This property with three bedrooms, two bathrooms, living room and kitchen is located on the second floor of a building without an elevator. Although it is not possible to visit the interior of the property, we can guarantee that it is a unique investment opportunity. The price has been set based on the occupancy of the property, making it a bargain for those looking to invest in the real estate market. In addition, its location is unbeatable, as it is close to schools, supermarkets, banks, libraries, pharmacies, post offices and the train station. It also has easy access to the M-405. Don't miss the opportunity to invest in this property in the Humanes center of Madrid!",False,{'typology': 'flat'},renew,1606.0,https://www.idealista.com/inmueble/103767857/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/e5/26/1199511153.jpg,Huertas,False,-3.8321164,Humanes de Madrid,2,flat,False,nan
2,Madrid,115.0,True,False,"{'title': 'Flat in Hermanos Tora, 4'}",True,3,False,True,False,56,CORREOS,es,True,94357567,180000.0,40.2512143,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 13000.0}",sale,"LOZANO sells BRAND NEW 3 bedroom house, with 2 bathrooms, terrace, kitchen and separate living room. The house is very spacious, it has 85 m2, it is newly built with the following materials. -White lacquered interior carpentry. -PVC exterior carpentry with double glazing and tilt and turn. -TILED: Ceramic tile, from floor to ceiling, in bathrooms, toilets and kitchen -Platform floors except in humid areas. -Ceramic brick partitions covered with smooth paint. -Built-in wardrobes in all rooms and in hall. -Kitchen equipped with tall and large furniture of great capacity. -New boiler with high performance and energy efficiency. -Exposed face brick. -False plasterboard ceilings. -Built-in wardrobes, with separation of the boot shelf and internally lined. Orientative surfaces -Bedroom 1: 10 m2 -Bedroom 2: 11 m2 -Bedroom 3: 12 m2 -Living room: 22 m2 -Kitchen: 10 m2 The house is located in a building with an elevator adapted for people with reduced mobility, very close to the Renfe de Humanes suburban train station, 10 minutes away on foot. Central area surrounded by the necessary services (pharmacies, schools, nursery, supermarket, fishmonger, post office, bank branches, etc). Do not miss this opportunity to live in your new apartment, with spacious rooms and a very good distribution. We can help you with financing up to 90% depending on the economic and employment situation. All the information published here is not contractual, it is merely informative.",False,{'typology': 'flat'},good,1565.0,https://www.idealista.com/inmueble/94357567/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/89/c3/1201265630.jpg,"HERMANOS TORA, 4",False,-3.830765,Humanes de Madrid,2,flat,False,nan
2,Madrid,90.0,True,False,"{'title': 'Flat in Calle Manacor, 2'}",True,3,False,True,False,40,nan,es,True,103072295,212900.0,40.2517769,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"LOZANO sells a 3-bedroom home in the Islas Medas de Humanes area of Madrid, with a garage and storage room. A house with 3 bedrooms and 2 bathrooms -Kitchen with high and low furniture of great capacity. -Air-conditioning. -Clothesing line in kitchen. -Parquet and ceramic floors. -Interior wood carpentry throughout the house. HALL, entrance hall, FURNISHED AND EQUIPPED kitchen with oven, ceramic hob and hood, SEPARATE LIVING-DINING ROOM with balcony, 3 large BEDROOMS and 2 BATHROOMS, one of which is in the master bedroom suite. The house has EXCELLENT FINISHES such as PARQUET AND STONEWARE floors in the kitchen and bathroom, OAK interior carpentry, SMOOTH paint, CLIMALIT ALUMINUM windows and shutters, AIR CONDITIONING, individual heating and ARMORED main door. This house is located in a very quiet and well-connected area, very close to the bus stop and the RENFE CERCANÍAS train station, it is also very close to the center where we have pharmacies, schools, nurseries, supermarkets, bus stops, has good communication with access roads and exits from the municipality.",False,{'typology': 'flat'},good,2366.0,https://www.idealista.com/inmueble/103072295/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/1f/41/1201266249.jpg,"Calle Manacor, 2",False,-3.8232697,Humanes de Madrid,4,flat,False,nan
1,Madrid,84.0,False,False,{'title': 'Flat in Calle Formentera'},True,3,True,True,False,35,LCM27144,es,True,103002915,139900.0,40.2575109,False,nan,sale,"LA CASA AGENCY Presents Fabulous Exterior on Formentera Street. 84 m² property distributed in 3 bedrooms, living room, bathroom and kitchen with clothesline. The property has an elevator, double glazed windows, stoneware floors, individual natural gas heating, all of very good quality. Quiet area, surrounded by gardens and very well connected. Our company has a FINANZATE Financial Intermediation department in which you can obtain advice without obligation and at no cost to you, in which they will inform you of your real investment possibilities. Due to the volume of operations we carry out throughout the year, we get the best options and guarantees when purchasing your home. If you are looking for a home with a good location, distribution and ready to move into, this is your opportunity! Contact us today to schedule a visit and discover everything it has to offer!",False,{'typology': 'flat'},good,1665.0,https://www.idealista.com/inmueble/103002915/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/37/3d/1174725820.jpg,Calle Formentera,False,-3.8221137,Humanes de Madrid,1,flat,False,nan
2,Madrid,131.0,True,False,"{'title': 'Flat in Avenida Comunidad de Madrid, 4'}",False,3,False,True,False,11,P3 1ºB,es,True,103377629,207000.0,40.2576247,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"New construction homes with large terraces or gardens A ten-minute walk from the center of the town, next to schools, supermarkets and all the day-to-day services you may need, this promotion is a unique opportunity to have a new-build home at a very interesting price, with good qualities and attractive design in the south of Madrid. Humanes is also perfectly connected to the capital and surrounding towns by commuter train, intercity buses and easy access to different highways. Closed urbanization, with swimming pool and green areas to enjoy your home to the fullest. You will find penthouses, ground floor apartments with a garden and 2 and 3-bedroom apartments, with a garage and storage room included in the price. Cooperative housing. Possibility of customization. ESTIMATED PRICE: 3 bedrooms from €218,000 + VAT.",True,{'typology': 'flat'},newdevelopment,1580.0,https://www.idealista.com/obra-nueva/103377629/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/e2/52/1052763417.jpg,"Avenida Comunidad de Madrid, 4",False,-3.8193622,Humanes de Madrid,1,flat,False,nan
1,Madrid,80.0,True,False,{'title': 'Flat in Calle Jacinto Benavente'},True,3,False,True,False,30,H-2772,es,True,103729013,165500.0,40.2601791,False,nan,sale,"This beautiful apartment in Humanes de Madrid has an area of 80 square meters, distributed in a double room and two single rooms, a full bathroom and an equipped kitchen. The property has been completely renovated, with modern finishes such as wooden floors, white lacquered interior carpentry and exterior PVC windows. In addition, it offers additional amenities such as access for people with reduced mobility (PMR), built-in wardrobes, a private elevator and complete facilities including city gas heating, as well as pre-installation of air conditioning ducts. The kitchen is delivered assembled with high and low furniture, a column with oven and microwave, as well as an integrated dishwasher, vitro and hood. This bright east-facing apartment also has a glazed terrace that provides unobstructed views of the surrounding garden area; perfect to enjoy the sun all year round. * The house is still in the process of being renovated, small variations and adaptations may arise as the work progresses, it is better to consult.",False,{'typology': 'flat'},good,2069.0,https://www.idealista.com/inmueble/103729013/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/5f/44/1198346237.jpg,Calle Jacinto Benavente,False,-3.8247958,Humanes de Madrid,9,flat,False,nan
