bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus,highlight
1,Madrid,110.0,True,False,"{'subtitle': 'El Arroyo - La Fuente, Fuenlabrada', 'title': 'Flat'}",False,1,True,True,False,24,020008,es,True,103686270,215000.0,40.2747344,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Floor 1st, flat total surface area 70 m², usable floor area 70 m², double bedrooms: 1, 1 bathrooms, wheelchair-friendly, air conditioning (hot and cold), age between 5 and 10 years, built-in wardrobes (over 2), lift, heating (natural gas), ext. woodwork (pvc), internal carpentry, kitchen, dining room, state of repair: in good condition, car park, gas, community fees: between 80 and 100€, garden (community), floor no. : 1, facing southwest, swimming pool (community), reinforced door, security system, sunny, terrace, lands: floating platform, storeroom, double glazing, exterior.",False,{'typology': 'flat'},good,1955.0,https://www.idealista.com/inmueble/103686270/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/f2/a5/1197081813.jpg,El Arroyo - La Fuente,False,-3.8035235,El Arroyo - La Fuente,Fuenlabrada,1,flat,False,nan
1,Madrid,70.0,True,False,"{'subtitle': 'Fuenlabrada II - El Molino, Fuenlabrada', 'title': 'Flat'}",True,3,False,True,False,21,F1VEM026,es,True,103340308,169000.0,40.2791538,False,nan,sale,"We present you a captivating 80m2, 3-bedroom apartment in the heart of Fuenlabrada, a place where your aspirations for a perfect home take shape. From the moment you walk through the front door, you will be greeted by a bright living room that is not only the heart of the house, but also the perfect setting for your most special moments. The natural light that floods this space creates a warm and welcoming atmosphere, inviting you to enjoy life in every moment. The meticulously designed kitchen has storage on both sides so you can place all your belongings and enjoy its spaciousness. In addition, it has a small closet where cleaning products will have their place. The three bedrooms, each with their own character, offer intimate retreats where you can disconnect from the daily hustle and bustle. Whether you are looking for tranquility, productivity or rest, you will find the perfect balance in them. A bathroom with a bathtub and screen to relax on the days when you need that point of peace to end the day. But what really sets this home apart is the impressive oversized sunroom. An oasis of tranquility where you can enjoy the sunlight at any time of the year. Imagine spending evenings watching the sunset or enjoying al fresco dining no matter the season. This apartment in Fuenlabrada with natural gas heating is not just a property; It is the perfect setting for your life. It is waiting for you to add your personal touch, to fill its walls with your laughter and your dreams. Are you ready to take the next step and make this house your home? Come find out and let your story begin here!",False,{'typology': 'flat'},good,2414.0,https://www.idealista.com/inmueble/103340308/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/82/0e/1186407247.jpg,Fuenlabrada II - El Molino,False,-3.8060907,Fuenlabrada II - El Molino,Fuenlabrada,5,flat,False,nan
1,Madrid,91.0,True,False,"{'subtitle': 'Fuenlabrada II - El Molino, Fuenlabrada', 'title': 'Flat'}",False,3,True,True,True,26,008273,es,True,103548757,187260.0,40.2872349,False,nan,sale,"Total surface area 91 m², flat usable floor area 86 m², single bedrooms: 2, double bedrooms: 1, 1 bathrooms, wheelchair-friendly, air conditioning (hot and cold), age between 30 and 50 years, built-in wardrobes, lift, heating (natural gas), ext. woodwork (aluminum), internal carpentry (roble oscuro), kitchen (amueblada), dining room (amplio de paso), state of repair: in good condition, gas (natural), garden (community), furnished, neighbours per floor: 4, floor no. : 1, facing southwest, swimming pool (community), automatic door phone, reinforced door (entrada), security system (alarma), sunny, lands: stoneware, double glazing, exterior.",False,{'typology': 'flat'},good,2058.0,https://www.idealista.com/inmueble/103548757/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/58/11/1197624754.jpg,Fuenlabrada II - El Molino,False,-3.8078481,Fuenlabrada II - El Molino,Fuenlabrada,8,flat,False,nan
2,Madrid,63.0,True,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Flat'}",False,2,True,True,False,31,008148,es,True,102289096,169500.0,40.2875908,False,nan,sale,"Total surface area 63 m², local usable floor area 63 m², state of repair: needs remodeling, floor no. : 1, exterior.",False,{'typology': 'flat'},good,2690.0,https://www.idealista.com/inmueble/102289096/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/46/ec/1150718655.jpg,Centro,False,-3.7987788,Centro,Fuenlabrada,bj,flat,False,nan
1,Madrid,77.0,False,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Flat in Calle de Navalcarnero'}",True,1,False,True,False,30,LCM25300,es,False,103877363,179900.0,40.2801079,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"LA CASA AGENCY presents a fabulous exterior apartment, ideal to move into. 77 m² house, has a large bedroom, living room, kitchen with clothesline, 2 balconies, 16 m² storage room and garage. The property has an elevator. Very quiet area, close to Calle de La Plaza, close to the Church, Health Center, schools, shops, supermarkets, a few meters from Renfe Cercanías, Metro Sur and different bus lines. Our company has a FINANZATE Financial Intermediation department in which you can obtain advice without obligation and at no cost to you, in which they will inform you of your real investment possibilities. Due to the volume of operations we carry out throughout the year, we get the best options and guarantees when purchasing your home. If you are looking for a home with a good location, distribution and ready to move into, this is your opportunity! Contact us today to schedule a visit and discover everything it has to offer!",False,{'typology': 'flat'},good,2336.0,https://www.idealista.com/inmueble/103877363/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3b/13/1b/1202963978.jpg,Calle de Navalcarnero,False,-3.7950755,Centro,Fuenlabrada,2,flat,False,nan
1,Madrid,75.0,True,False,"{'subtitle': 'El Arroyo - La Fuente, Fuenlabrada', 'title': 'Flat in Lima'}",False,3,True,True,False,17,nan,es,True,102908234,182300.0,40.2768769,False,nan,sale,"Your Real Estate Space presents an excellent apartment for sale in Fuenlabrada, in an excellent location. Located on the third floor of a building with an elevator. It has a constructed area of 75 meters distributed in an entrance hall, kitchen furnished with appliances, living room, glazed terrace, three bedrooms with built-in wardrobes and a full bathroom. Completely renovated in perfect condition. Plumbing and electricity changed. Stoneware floors. Central heating. Aluminum windows with shutters in bedrooms. Sold semi furnished. Very close to a private garage with the possibility of purchasing a garage space for sale or rent. NO PURCHASE COMMISSIONS. CALL US AND COME VISIT IT.",False,{'typology': 'flat'},good,2431.0,https://www.idealista.com/inmueble/102908234/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ef/85/7c/1171440033.jpg,Lima,False,-3.7956745,El Arroyo - La Fuente,Fuenlabrada,3,flat,False,nan
2,Madrid,147.0,True,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Duplex in Calle de Extremadura'}",False,3,False,True,False,44,BFU-V1597,es,True,103244745,215000.0,40.2788053,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"We do not charge the buyer Fantastic duplex in the center of Fuenlabrada just 5 minutes from Metro L12 Fuenlabrada Central and Renfe C5 Fuenlabrada. Very good location. The house is located on the top floor of the building, which has an elevator, built in 2007. The house is completely exterior with beautiful views and is ready to move into. It has a garage space included in the price. It has 147 square meters built, 100 m2 belongs to the house, distributed over 2 floors, the ground floor has 60 square meters and the first floor has 40 square meters: Low level: -Large living room with access to the upper floor -Full kitchen with access to the clothesline -A bathroom with a bathtub -Master bedroom with built-in wardrobe Upstairs: -Two bedrooms with built-in wardrobes -A bathroom with a shower tray Other features: The apartment has wooden floors, air conditioning, double glazed windows and individual natural gas heating. (This announcement is not binding, it may contain errors, it is shown for informational purposes and not contractual).",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,1463.0,https://www.idealista.com/inmueble/103244745/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/1a/f9/1183126973.jpg,Calle de Extremadura,True,-3.7979126,Centro,Fuenlabrada,3,duplex,False,nan
3,Madrid,152.0,True,False,"{'subtitle': 'La Avanzada - La Cueva, Fuenlabrada', 'title': 'Duplex'}",False,3,True,True,False,39,007789,es,True,95996076,348000.0,40.2918276,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Floor 7th, flat total surface area 152 m², usable floor area 152 m², single bedrooms: 2, double bedrooms: 1, 2 bathrooms, 1 toilets, air conditioning (hot and cold), age between 20 and 30 years, built-in wardrobes, lift, heating (natural gas), ext. woodwork (aluminum), carpintería interior, kitchen, dining room, state of repair: in good condition, garage, gas, community fees: between 80 and 100€, floor no. : 3, facing northeast, automatic door phone, reinforced door, sunny, telephone, terrace, lands: terrazzo.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,2289.0,https://www.idealista.com/inmueble/95996076/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/aa/72/933844120.jpg,La Avanzada - La Cueva,False,-3.7884995,La Avanzada - La Cueva,Fuenlabrada,7,duplex,False,nan
2,Madrid,102.0,True,False,"{'subtitle': 'Universidad - Hospital, Fuenlabrada', 'title': 'Flat'}",False,3,True,True,False,27,008175,es,True,101726211,304260.0,40.2817928,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Floor 2nd, flat total surface area 100 m², usable floor area 100 m², single bedrooms: 2, double bedrooms: 1, double bedrooms are ensuite: 1, 2 bathrooms, air conditioning (hot and cold), age ebetween 10 and 20 years, built-in wardrobes, lift, heating (natural gas), ext. woodwork (aluminum), internal carpentry (roble), kitchen, dining room (independiente), state of repair: in good condition, car park (2), gas (individual), community fees: over 100€, garden (community), utility room, neighbours per floor: 2, floor no. : 1, facing east, swimming pool (community), automatic door phone, reinforced door, security system (conserje fisico), sunny, lands: floating platform, storeroom, double glazing, exterior.",False,{'typology': 'flat'},good,2983.0,https://www.idealista.com/inmueble/101726211/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/2e/d2/1131724143.jpg,Universidad - Hospital,False,-3.8146879,Universidad - Hospital,Fuenlabrada,2,flat,False,nan
2,Madrid,117.0,False,False,"{'subtitle': 'Universidad - Hospital, Fuenlabrada', 'title': 'Flat in Avenida de la Universidad'}",False,3,True,True,False,52,nan,es,True,103658087,309000.0,40.283104,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Fantastic FREE INCOME apartment for sale in the best area of Fuenlabrada. Its location next to the Rey Juan Carlos I University and in front of the Fuenlabrada Hospital makes it an ideal place to live. It is also close to the suburban station and close to the metro station, which makes transportation easier. This bright apartment has three bedrooms and two bathrooms, one of them en suite. The kitchen is spacious and the apartment has a large clothesline. The living room is very bright and has air conditioning to enjoy a perfect temperature at any time of the year. The property also includes a garage for two cars and a large and practical storage room. In addition, the community has a concierge service and a community pool to enjoy the best amenities. With 117 m² built and 85 m² useful, this apartment offers the perfect space for a family. The apartment is located on the fourth floor, which provides it with an excellent south and east orientation. In addition, it has an elevator and access adapted to people with reduced mobility. Don't miss the opportunity to live in this wonderful apartment with all the comforts and in the best possible location. Call us now for more information!",False,{'typology': 'flat'},good,2641.0,https://www.idealista.com/inmueble/103658087/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a9/81/23/1196289304.jpg,Avenida de la Universidad,False,-3.8157445,Universidad - Hospital,Fuenlabrada,4,flat,False,nan
2,Madrid,125.0,True,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Penthouse in Calle Honda, 21'}",False,3,False,True,False,10,1-At-A,es,True,103854607,335000.0,40.2814031,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"WE BUILD HOMES, WE CREATE DREAMS *WORK LICENSE OBTAINED. Residencial Honda 21 consists of 28 free homes with 1, 2 and 3 bedrooms, with parking spaces and storage rooms. It will have different common areas: gym, solarium and gastrotheque. It is located in a privileged location, designed for people looking to live in a representative building with a quiet environment in the heart of Fuenlabrada. It is a very well connected area with easy and quick access from the M-50 and M-506, the Fuenlabrada Central Commuter Station, the Parque de Los Estados and Fuenlabrada Central Metro stops (Line 12). The promotion is located in one of the most central areas of the city, with all the necessary services just a few meters away: schools, supermarkets, shopping and leisure centers, sports centers and hospitals. The homes will have excellent qualities and an A Energy Rating, which means a decrease in CO2 emissions and a significant reduction in the building's energy demand. (heating and sanitary hot water). This qualification is achieved by adopting the following measures: Reduction of energy losses: By improving thermal insulation, the use of PVC or aluminum carpentry with double-joint hermetic sealing systems and double-glazed glass. A radiant floor system is invisible, it does not take up space, it allows the furniture to be freely placed, it achieves a greater sensation of comfort than a system with radiators by producing heat-cold in a more homogeneous way. For more information, make an appointment and we will be happy to assist you.",True,"{'typology': 'flat', 'subTypology': 'penthouse'}",newdevelopment,2680.0,https://www.idealista.com/obra-nueva/103854607/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/13/66/1156362684.jpg,"Calle Honda, 21",False,-3.7920452,Centro,Fuenlabrada,4,penthouse,False,nan
2,Madrid,101.0,False,False,"{'subtitle': 'Fuenlabrada II - El Molino, Fuenlabrada', 'title': 'Flat in Calle del Manantial'}",False,3,False,True,False,30,010224,es,True,103867518,275000.0,40.2930724,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Inmobiliaria Mendesalles offers an excellent semi-new home for sale in a CLOSED URBANIZATION WITH COMMUNITY POOL, STORAGE ROOM AND 2 GARAGE SPACES OF 26 M2. Very close to the Rey Juan Carlos University and the Fuenlabrada university hospital. Community pool, playground. It has 3 bedrooms with built-in wardrobes and 2 bathrooms. Parquet floors. Separate living room with air conditioning. Master bedroom with en-suite bathroom and air conditioning. Kitchen furnished with oven, vitro and hood. Clothes line. Very large storage room of 10 meters. Video intercom. Concierge. Security cameras. Call us to arrange a visit.",False,{'typology': 'flat'},good,2723.0,https://www.idealista.com/inmueble/103867518/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/b6/2e/1202658910.jpg,Calle del Manantial,False,-3.8151469,Fuenlabrada II - El Molino,Fuenlabrada,1,flat,False,nan
