bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,municipality,floor,propertyType,topPlus
2,Madrid,95.0,True,False,{'title': 'Flat in Calle Santa Rosa no number'},True,3,False,True,True,78,8298,es,False,103578247,141000.0,40.3931018,True,nan,sale,nan,"HMinmobiliaria sells an apartment with 100% FINANCING! NO ENTRY! NO COMMISSIONS! 3 bedrooms, 2 bathrooms in Mejorada del Campo!  Watch video! WITHOUT GUARANTEE! Only with your INCOME and writing expenses! Nothing else! 8298 - 3 bedrooms (one en suite with bathtub, window and large built-in wardrobe, another with balcony facing the street) kitchen with large pantry (storage room) and service door. Good option as a FIRST HOME or as an INVESTMENT! With your INCOME, WITHOUT GUARANTEES! 100% FINANCING! you can have your home in PROPERTY. You only have to cover the writing costs and the bank will finance the rest up to 100% of the purchase value. Each client is UNIQUE, each Purchase is UNIQUE, each Home is UNIQUE. In bidding process! 100%! Financing! NO ENTRY! NO COMMISSIONS, NEITHER for the SALE, NEITHER for the PROCESSING of the sale OR of the loan! Only with YOUR INCOME and writing expenses! Nothing else! HMInmobiliaria has been turning dreams into homes since 1989!",False,{'typology': 'flat'},good,1484.0,https://www.idealista.com/inmueble/103578247/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/03/3f/1193897139.jpg,Calle Santa Rosa no number,False,-3.4900037,Mejorada del Campo,3,flat,False
2,Madrid,87.0,False,False,{'title': 'Flat'},False,2,False,True,False,25,m4049,es,True,103853085,191000.0,40.3975021,False,nan,sale,nan,"Incredible opportunity to acquire an apartment for sale with all the comforts you need! This property has 2 spacious and bright rooms, perfect for creating your personalized space. In addition, you can enjoy the practicality of built-in wardrobes, ideal for organizing your belongings efficiently. The apartment also has 2 full bathrooms, which provides greater comfort and privacy to its inhabitants. The lounge, equipped with air conditioning, will allow you to enjoy moments of relaxation and comfort at any time of the year. The furnished kitchen, with all appliances included (except washing machine), will give you the opportunity to prepare delicious meals and share special moments with your loved ones. In addition, natural gas heating will ensure a warm and cozy atmosphere during the colder months. The parquet floors add a touch of elegance and warmth to each space, while the elevator provides easy access to all areas of the building. But that's not all, you can also enjoy a refreshing community pool! This apartment is located on the 2nd floor, which will allow you to enjoy panoramic views and greater privacy. Don't wait any longer and take advantage of this unique opportunity to acquire your new home. Contact us right now for more information!",False,{'typology': 'flat'},good,2195.0,https://www.idealista.com/inmueble/103853085/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/a1/26/1202230448.jpg,Mejorada del Campo,False,-3.488074,Mejorada del Campo,2,flat,False
3,Madrid,326.0,True,False,"{'title': 'Detached house in Calle de la Retama, 1'}",False,3,False,nan,False,57,ECDH23LIM,es,nan,102683045,499000.0,40.4144564,True,nan,sale,nan,"Inmobiliaria Corredor del Henares offers you an exclusive plot with an independent villa, in Mejorada del Campo. It is a plot of 1300 m2 (approx. ) with a construction of 326 m2 (approx. ) On the plot you will find different environments so that you can enjoy your plot to the fullest. • Pool area that includes SPA, waterfall. If you have ever wanted a relaxation area, here is your chance. • Barbecue area with gazebo. Ideal to spend good times with family and friends. • Garden area. Today, ready to plant whatever you want. In addition, on the plot you will find a storage room with firewood, another room at the back of the house to be used as a warehouse, toilet in the pool area, kennel. The chalet has three floors that are distributed: • Ground floor (128 m2), here you will find a large entrance room with several windows that will always give it a lot of light. It has a fireplace with a cassette player in the sofa area. It has a large kitchen that is fully equipped and furnished and has a large pantry. At the back of the living room through a small hallway, you will have access to the ground floor bathroom and access to the boiler room. • Upper floor (128 m2), has a very spacious master bedroom, its own bathroom with Jacuzzi and dressing room. Two other medium sized bedrooms. The three rooms have air conditioning with heat pump. In the hallway you will have another full bathroom with a shower tray. • Attic (70 m2), which has a single room with access to a large outdoor terrace from where you will have magnificent views of Madrid. Regarding the qualities of the house: • Parquet floor. • Climalit windows. • 42 kW diesel heating with 1,000 l tank. • Hydro chimney with water recirculation pump. • 27,000 l water tank with 5Kw pump connected to a generator, • Two generators of 3 kVA and 40 kVA. • Electrical installation of the pool is individualized and connected to a battery. 3.5 kVA. The Jacuzzi is connected to a generator. • Sixteen 340 volt solar panels and 24 1150 Amp lead acid batteries + 2 Inverters of 5,000 in parallel. All with automatic programming. • Perimeter wall. If you want a quality villa very close to Madrid, don't miss this opportunity and CALL US!",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1531.0,https://www.idealista.com/inmueble/102683045/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/9f/95/1163695027.jpg,"Calle de la Retama, 1",False,-3.4695554,Mejorada del Campo,nan,chalet,False
8,Madrid,445.0,True,False,"{'title': 'Terraced house in Gustavo Torner, 6'}",False,7,False,nan,False,71,ECDH23GUS,es,nan,101068871,1450000.0,40.3940081,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Inmobiliaria Corredor del Henares exclusively offers you this magnificent TOWNHOUSE WITH ELEVATOR within the property. It is a home that could perfectly be used as a senior residence, hotel, or hostel, given its large dimensions. They are 445m2 (approx. ) distributed over 3 floors and a patio of about 110m2. The entire house has double glazed windows and automatic blinds, natural gas heating and hot water (for hot water it also has a 200L thermos), air conditioning with a ducted heat pump, the best quality flooring, smooth paint and a beautiful oak wood staircase. It is distributed as follows: On the ground floor we find: •97m2 living room, very bright with Swedish pine wood windows. •Very spacious kitchen, which is fully furnished and from which we will have access to the patio of the house. •Courtesy toilet. •185m2 garage, which also has a large warehouse, boiler room and laundry and ironing room. •Apartment for service with kitchen, living room, bedroom and bathroom. We will have access to said apartment from the patio of the house and from the garage. On the first floor we find: •A large office •Large, very bright living room with fireplace. •Three large bedrooms, all of them with full bathroom and built-in wardrobes. On the second floor we find: •Kitchen fully equiped. •Large living room. •Three large bedrooms with full bathroom and built-in wardrobes If you want an exclusive villa in Mejorada del Campo with the best qualities and fully equipped, CALL US!",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,3258.0,https://www.idealista.com/inmueble/101068871/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/03/39/1109724798.jpg,"GUSTAVO TORNER, 6",False,-3.4869718,Mejorada del Campo,nan,chalet,False
1,Madrid,57.0,True,False,"{'title': 'Flat in Calle San Juan , 11'}",False,1,False,True,False,5,2ºC,es,True,103691112,156980.0,40.3961326,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"At Novogar Real Estate we offer you this magnificent promotion of 26 homes with 1 and 2 bedrooms under a Cooperative regime, at cost price, where we will find homes on the ground floor, first and second floors, almost all of the homes with terraces and all of them are included in the price of a garage space and a storage room. The promotion has a private interior area, which will be landscaped for community use and with the possibility of creating a swimming pool, games area and community venue for events. Regarding the quality report, we highlight that the homes have underfloor heating/cooling aerothermal and a DHW accumulation tank, which together with ventilation and photovoltaics guarantees having the A classification for energy efficiency. Also optionally, you can design the furniture of your kitchen to your liking and being able to make any modifications to the homes will be considered. The municipality of Mejorada del Campo, with almost 25,000 inhabitants, belongs to the community of Madrid and is just 21 km from the center of Madrid and 10 minutes from the neighborhoods of Vicálvaro, Rivas and Vallecas and their large commercial and leisure areas. , where you will have the public transport services of Metro, Renfe and urban buses to get around Madrid, is located next to the R3 highway very close to the M-50. In addition, the area has all the restaurant services, supermarkets, pharmacies and schools, among others. For any questions or clarifications we can arrange a meeting at our offices, call us without obligation.",True,{'typology': 'flat'},newdevelopment,2754.0,https://www.idealista.com/obra-nueva/103691112/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/79/39/1167448892.jpg,"Calle San Juan , 11",False,-3.489164,Mejorada del Campo,2,flat,False
1,Madrid,59.0,True,False,"{'title': 'Flat in Calle San Juan , 11'}",False,1,False,True,False,5,Bajo E,es,True,103691093,127985.0,40.3961326,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"At Novogar Real Estate we offer you this magnificent promotion of 26 homes with 1 and 2 bedrooms under a Cooperative regime, at cost price, where we will find homes on the ground floor, first and second floors, almost all of the homes with terraces and all of them are included in the price of a garage space and a storage room. The promotion has a private interior area, which will be landscaped for community use and with the possibility of creating a swimming pool, games area and community venue for events. Regarding the quality report, we highlight that the homes have underfloor heating/cooling aerothermal and a DHW accumulation tank, which together with ventilation and photovoltaics guarantees having the A classification for energy efficiency. Also optionally, you can design the furniture of your kitchen to your liking and being able to make any modifications to the homes will be considered. The municipality of Mejorada del Campo, with almost 25,000 inhabitants, belongs to the community of Madrid and is just 21 km from the center of Madrid and 10 minutes from the neighborhoods of Vicálvaro, Rivas and Vallecas and their large commercial and leisure areas. , where you will have the public transport services of Metro, Renfe and urban buses to get around Madrid, is located next to the R3 highway very close to the M-50. In addition, the area has all the restaurant services, supermarkets, pharmacies and schools, among others. For any questions or clarifications we can arrange a meeting at our offices, call us without obligation.",True,{'typology': 'flat'},newdevelopment,2169.0,https://www.idealista.com/obra-nueva/103691093/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/79/39/1167448892.jpg,"Calle San Juan , 11",False,-3.489164,Mejorada del Campo,bj,flat,False
2,Madrid,200.0,True,False,{'title': 'Semi-detached house in Contreras'},False,5,False,nan,False,32,ECDH23CON,es,nan,101874107,350000.0,40.3814583,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Inmobiliaria Corredor del Henares exclusively offers you this magnificent URBAN villa ON RESIDENTIAL LAND, in the URB. The Acacias of Mejorada del Campo. It is 400 meters from the bus stop 2 85, 341, N203. It highlights its magnificent completely flat plot of 1250 m2 (approx. ) where you can have your own garden, swimming pool or anything you imagine. The house has 200 m2 (approx). You will enter through a cobbled entrance, a garage on the left and a tool house. Entering through the door of the house we find a large living room with views of the plot, next to it is the kitchen with a pantry. On the other side of the floor you will find two bedrooms, the bathroom and another room with access to the upper floor. On the upper floor you will have 3 bedrooms and a full bathroom. You will also have access to a large terrace that goes from side to side of the house. The entire house has oil heating and the plot has a well of water.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",renew,1750.0,https://www.idealista.com/inmueble/101874107/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/ef/e8/1136738779.jpg,CONTRERAS,False,-3.4960449,Mejorada del Campo,nan,chalet,False
1,Madrid,57.0,True,False,"{'title': 'Flat in Calle San Juan , 11'}",False,1,False,True,False,5,Bajo C,es,True,103691098,166145.0,40.3961326,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"At Novogar Real Estate we offer you this magnificent promotion of 26 homes with 1 and 2 bedrooms under a Cooperative regime, at cost price, where we will find homes on the ground floor, first and second floors, almost all of the homes with terraces and all of them are included in the price of a garage space and a storage room. The promotion has a private interior area, which will be landscaped for community use and with the possibility of creating a swimming pool, games area and community venue for events. Regarding the quality report, we highlight that the homes have underfloor heating/cooling aerothermal and a DHW accumulation tank, which together with ventilation and photovoltaics guarantees having the A classification for energy efficiency. Also optionally, you can design the furniture of your kitchen to your liking and being able to make any modifications to the homes will be considered. The municipality of Mejorada del Campo, with almost 25,000 inhabitants, belongs to the community of Madrid and is just 21 km from the center of Madrid and 10 minutes from the neighborhoods of Vicálvaro, Rivas and Vallecas and their large commercial and leisure areas. , where you will have the public transport services of Metro, Renfe and urban buses to get around Madrid, is located next to the R3 highway very close to the M-50. In addition, the area has all the restaurant services, supermarkets, pharmacies and schools, among others. For any questions or clarifications we can arrange a meeting at our offices, call us without obligation.",True,{'typology': 'flat'},newdevelopment,2915.0,https://www.idealista.com/obra-nueva/103691098/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/79/39/1167448892.jpg,"Calle San Juan , 11",False,-3.489164,Mejorada del Campo,bj,flat,False
2,Madrid,81.0,True,False,"{'title': 'Flat in Calle San Juan , 11'}",False,2,False,True,False,5,1ºG,es,True,103691127,163785.0,40.3961326,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"At Novogar Real Estate we offer you this magnificent promotion of 26 homes with 1 and 2 bedrooms under a Cooperative regime, at cost price, where we will find homes on the ground floor, first and second floors, almost all of the homes with terraces and all of them are included in the price of a garage space and a storage room. The promotion has a private interior area, which will be landscaped for community use and with the possibility of creating a swimming pool, games area and community venue for events. Regarding the quality report, we highlight that the homes have underfloor heating/cooling aerothermal and a DHW accumulation tank, which together with ventilation and photovoltaics guarantees having the A classification for energy efficiency. Also optionally, you can design the furniture of your kitchen to your liking and being able to make any modifications to the homes will be considered. The municipality of Mejorada del Campo, with almost 25,000 inhabitants, belongs to the community of Madrid and is just 21 km from the center of Madrid and 10 minutes from the neighborhoods of Vicálvaro, Rivas and Vallecas and their large commercial and leisure areas. , where you will have the public transport services of Metro, Renfe and urban buses to get around Madrid, is located next to the R3 highway very close to the M-50. In addition, the area has all the restaurant services, supermarkets, pharmacies and schools, among others. For any questions or clarifications we can arrange a meeting at our offices, call us without obligation.",True,{'typology': 'flat'},newdevelopment,2022.0,https://www.idealista.com/obra-nueva/103691127/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/79/39/1167448892.jpg,"Calle San Juan , 11",False,-3.489164,Mejorada del Campo,1,flat,False
3,Madrid,253.0,True,False,{'title': 'Terraced house in Pablo Iglesias'},False,5,False,nan,False,41,ECDH23PAB2,es,nan,103374557,319900.0,40.3936291,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Inmobiliaria Corredor del Henares exclusively offers you this Chalet in Mejorada del Campo. It is a construction from 2007 and has three floors with a total of 253 m2 with a front patio of 39 m2 and a rear patio of 28 m2. It is distributed as follows: •Basement: open-plan garage for up to 3 cars. With access from the front patio through a folding door. It communicates internally with the first floor by staircase. •First Floor: Here we find the hall that has a built-in closet ideal for storing coats and shoes. You will also have a first bedroom, a full bathroom, a furnished and equipped kitchen and at the end of the hallway a large living room with access to the backyard. The ideal backyard to set up a barbecue or a small pool and enjoy with the family. •Second Floor: It has 4 bedrooms and two full bathrooms. One of the bathrooms is in the main room. Regarding the qualities of the home, it has flooring throughout the house, natural gas heating (no radiators), double glazed windows, very large built-in wardrobes in all the rooms on the second floor.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1264.0,https://www.idealista.com/inmueble/103374557/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/89/56/24/1187496116.jpg,PABLO IGLESIAS,False,-3.4777089,Mejorada del Campo,nan,chalet,False
1,Madrid,67.0,True,False,{'title': 'Flat in Virgen de las Angustias'},False,3,False,True,True,16,ECDH23VIR,es,False,103026383,114900.0,40.3979913,False,nan,sale,nan,"Inmobiliaria Corredor del Henares exclusively offers you this apartment in Mejorada del Campo. It is a third of 67m2. It consists of a living room, fitted kitchen, three large bedrooms, bathroom and terrace. Regarding the qualities of the house, it has double windows, terrazzo floors, smooth paint throughout the house and air conditioning with heat pump in the living room. The bathroom has been renovated and has a shower tray. If you want a home to move into, in a good area of Mejorada del Campo, close to shops, schools and bus stops, CALL US!",False,{'typology': 'flat'},renew,1715.0,https://www.idealista.com/inmueble/103026383/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/dc/a9/1175556691.jpg,Virgen de las Angustias,False,-3.4855372,Mejorada del Campo,3,flat,False
1,Madrid,64.0,True,False,{'title': 'Flat in Gonzalo Bravo'},False,2,False,True,True,17,ECDH23GON2,es,False,103306666,104900.0,40.3951822,False,nan,sale,nan,"Inmobiliaria Corredor del Henares exclusively offers you this apartment in Mejorada del Campo. The house is a third of 64m2, it is located in a quiet area near the center of the municipality. It consists of a living room with two windows, a furnished kitchen with a clothesline, a complete bathroom with a bathtub and two bedrooms. Regarding the qualities, it has double windows, electric heating and ceramic floors. If you want a central apartment at a good price, don't hesitate, CALL US!",False,{'typology': 'flat'},renew,1639.0,https://www.idealista.com/inmueble/103306666/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/60/2e/1185249835.jpg,Gonzalo Bravo,False,-3.4906369,Mejorada del Campo,3,flat,False
1,Madrid,75.0,True,False,"{'title': 'Flat in Calle San Juan , 11'}",False,2,False,True,False,5,1ºE,es,True,103056753,150713.0,40.3961326,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"At Novogar Real Estate we offer you this magnificent promotion of 26 homes with 1 and 2 bedrooms under a Cooperative regime, at cost price, where we will find homes on the ground floor, first and second floors, almost all of the homes with terraces and all of them are included in the price of a garage space and a storage room. The promotion has a private interior area, which will be landscaped for community use and with the possibility of creating a swimming pool, games area and community venue for events. Regarding the quality report, we highlight that the homes have underfloor heating/cooling aerothermal and a DHW accumulation tank, which together with ventilation and photovoltaics guarantees having the A classification for energy efficiency. Also optionally, you can design the furniture of your kitchen to your liking and being able to make any modifications to the homes will be considered. The municipality of Mejorada del Campo, with almost 25,000 inhabitants, belongs to the community of Madrid and is just 21 km from the center of Madrid and 10 minutes from the neighborhoods of Vicálvaro, Rivas and Vallecas and their large commercial and leisure areas. , where you will have the public transport services of Metro, Renfe and urban buses to get around Madrid, is located next to the R3 highway very close to the M-50. In addition, the area has all the restaurant services, supermarkets, pharmacies and schools, among others. For any questions or clarifications we can arrange a meeting at our offices, call us without obligation.",True,{'typology': 'flat'},newdevelopment,2010.0,https://www.idealista.com/obra-nueva/103056753/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/79/39/1167448892.jpg,"Calle San Juan , 11",False,-3.489164,Mejorada del Campo,1,flat,False
1,Madrid,78.0,True,False,"{'title': 'Flat in Calle San Juan , 11'}",False,1,False,True,False,5,Bajo F,es,True,102791570,178493.0,40.3961326,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"At Novogar Real Estate we offer you this magnificent promotion of 26 homes with 1 and 2 bedrooms under a Cooperative regime, at cost price, where we will find homes on the ground floor, first and second floors, almost all of the homes with terraces and all of them are included in the price of a garage space and a storage room. The promotion has a private interior area, which will be landscaped for community use and with the possibility of creating a swimming pool, games area and community venue for events. Regarding the quality report, we highlight that the homes have underfloor heating/cooling aerothermal and a DHW accumulation tank, which together with ventilation and photovoltaics guarantees having the A classification for energy efficiency. Also optionally, you can design the furniture of your kitchen to your liking and being able to make any modifications to the homes will be considered. The municipality of Mejorada del Campo, with almost 25,000 inhabitants, belongs to the community of Madrid and is just 21 km from the center of Madrid and 10 minutes from the neighborhoods of Vicálvaro, Rivas and Vallecas and their large commercial and leisure areas. , where you will have the public transport services of Metro, Renfe and urban buses to get around Madrid, is located next to the R3 highway very close to the M-50. In addition, the area has all the restaurant services, supermarkets, pharmacies and schools, among others. For any questions or clarifications we can arrange a meeting at our offices, call us without obligation.",True,{'typology': 'flat'},newdevelopment,2288.0,https://www.idealista.com/obra-nueva/102791570/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/79/39/1167448892.jpg,"Calle San Juan , 11",False,-3.489164,Mejorada del Campo,bj,flat,False
1,Madrid,53.0,True,False,"{'title': 'Flat in Calle San Juan , 11'}",False,1,False,True,False,5,Bajo B,es,True,102791561,138502.0,40.3961326,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"At Novogar Real Estate we offer you this magnificent promotion of 26 homes with 1 and 2 bedrooms under a Cooperative regime, at cost price, where we will find homes on the ground floor, first and second floors, almost all of the homes with terraces and all of them are included in the price of a garage space and a storage room. The promotion has a private interior area, which will be landscaped for community use and with the possibility of creating a swimming pool, games area and community venue for events. Regarding the quality report, we highlight that the homes have underfloor heating/cooling aerothermal and a DHW accumulation tank, which together with ventilation and photovoltaics guarantees having the A classification for energy efficiency. Also optionally, you can design the furniture of your kitchen to your liking and being able to make any modifications to the homes will be considered. The municipality of Mejorada del Campo, with almost 25,000 inhabitants, belongs to the community of Madrid and is just 21 km from the center of Madrid and 10 minutes from the neighborhoods of Vicálvaro, Rivas and Vallecas and their large commercial and leisure areas. , where you will have the public transport services of Metro, Renfe and urban buses to get around Madrid, is located next to the R3 highway very close to the M-50. In addition, the area has all the restaurant services, supermarkets, pharmacies and schools, among others. For any questions or clarifications we can arrange a meeting at our offices, call us without obligation.",True,{'typology': 'flat'},newdevelopment,2613.0,https://www.idealista.com/obra-nueva/102791561/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/79/39/1167448892.jpg,"Calle San Juan , 11",False,-3.489164,Mejorada del Campo,bj,flat,False
3,Madrid,202.0,False,False,{'title': 'Terraced house in Ciudad de Atenas'},False,4,False,nan,False,25,nan,es,nan,103823903,365000.0,40.397766,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"SM HOMES Gestión Inmobiliaria offers an exclusive, wonderful Villa in an unbeatable area. Its distribution is made up of three floors. Floor -1: access to the house through the front patio, room equipped as a living room, covered garage and access to the community pool. Floor 0: entrance, main living room, kitchen with office, toilet and a bedroom. Floor 1: three large bedrooms and two bathrooms, one of them en suite. *It should be noted that there is a fourth floor that can be opened and take advantage of the house as other neighbors have done (about 40-50 square meters more), Qualities: - Individual Natural Gas heating in all areas of the home, with the boiler placed according to regulations. The radiators are made of aluminum and are embedded. - Smooth walls. - Armored entrance door. - Double glazed windows. - Air conditioning in the living room and the three bedrooms upstairs. - Two bathrooms with a shower tray and one of them with a window. - Wardrobes in the rooms. - Community pool with large gardens to enjoy in summer. - Renewed pipes and electricity. Very well located, close to all services, such as schools, doctors, institutes, supermarkets, pharmacies, etc. Financial study without obligation. Don't hesitate and make an appointment to see it, we will be happy to help you!",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1807.0,https://www.idealista.com/inmueble/103823903/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/d7/6f/1201337420.jpg,Ciudad de Atenas,False,-3.4825042,Mejorada del Campo,nan,chalet,False
1,Madrid,78.0,True,False,"{'title': 'Flat in Calle San Juan , 11'}",False,2,False,True,False,5,2ºA,es,True,103056712,155363.0,40.3961326,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"At Novogar Real Estate we offer you this magnificent promotion of 26 homes with 1 and 2 bedrooms under a Cooperative regime, at cost price, where we will find homes on the ground floor, first and second floors, almost all of the homes with terraces and all of them are included in the price of a garage space and a storage room. The promotion has a private interior area, which will be landscaped for community use and with the possibility of creating a swimming pool, games area and community venue for events. Regarding the quality report, we highlight that the homes have underfloor heating/cooling aerothermal and a DHW accumulation tank, which together with ventilation and photovoltaics guarantees having the A classification for energy efficiency. Also optionally, you can design the furniture of your kitchen to your liking and being able to make any modifications to the homes will be considered. The municipality of Mejorada del Campo, with almost 25,000 inhabitants, belongs to the community of Madrid and is just 21 km from the center of Madrid and 10 minutes from the neighborhoods of Vicálvaro, Rivas and Vallecas and their large commercial and leisure areas. , where you will have the public transport services of Metro, Renfe and urban buses to get around Madrid, is located next to the R3 highway very close to the M-50. In addition, the area has all the restaurant services, supermarkets, pharmacies and schools, among others. For any questions or clarifications we can arrange a meeting at our offices, call us without obligation.",True,{'typology': 'flat'},newdevelopment,1992.0,https://www.idealista.com/obra-nueva/103056712/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/79/39/1167448892.jpg,"Calle San Juan , 11",False,-3.489164,Mejorada del Campo,2,flat,False
1,Madrid,54.0,True,False,"{'title': 'Flat in Calle San Juan , 11'}",False,1,False,True,False,5,1ºB,es,True,103056747,115651.0,40.3961326,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"At Novogar Real Estate we offer you this magnificent promotion of 26 homes with 1 and 2 bedrooms under a Cooperative regime, at cost price, where we will find homes on the ground floor, first and second floors, almost all of the homes with terraces and all of them are included in the price of a garage space and a storage room. The promotion has a private interior area, which will be landscaped for community use and with the possibility of creating a swimming pool, games area and community venue for events. Regarding the quality report, we highlight that the homes have underfloor heating/cooling aerothermal and a DHW accumulation tank, which together with ventilation and photovoltaics guarantees having the A classification for energy efficiency. Also optionally, you can design the furniture of your kitchen to your liking and being able to make any modifications to the homes will be considered. The municipality of Mejorada del Campo, with almost 25,000 inhabitants, belongs to the community of Madrid and is just 21 km from the center of Madrid and 10 minutes from the neighborhoods of Vicálvaro, Rivas and Vallecas and their large commercial and leisure areas. , where you will have the public transport services of Metro, Renfe and urban buses to get around Madrid, is located next to the R3 highway very close to the M-50. In addition, the area has all the restaurant services, supermarkets, pharmacies and schools, among others. For any questions or clarifications we can arrange a meeting at our offices, call us without obligation.",True,{'typology': 'flat'},newdevelopment,2142.0,https://www.idealista.com/obra-nueva/103056747/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/79/39/1167448892.jpg,"Calle San Juan , 11",False,-3.489164,Mejorada del Campo,1,flat,False
1,Madrid,58.0,True,False,"{'title': 'Flat in Calle San Juan , 11'}",False,1,False,True,False,5,Bajo A,es,True,102791470,126464.0,40.3961326,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"At Novogar Real Estate we offer you this magnificent promotion of 26 homes with 1 and 2 bedrooms under a Cooperative regime, at cost price, where we will find homes on the ground floor, first and second floors, almost all of the homes with terraces and all of them are included in the price of a garage space and a storage room. The promotion has a private interior area, which will be landscaped for community use and with the possibility of creating a swimming pool, games area and community venue for events. Regarding the quality report, we highlight that the homes have underfloor heating/cooling aerothermal and a DHW accumulation tank, which together with ventilation and photovoltaics guarantees having the A classification for energy efficiency. Also optionally, you can design the furniture of your kitchen to your liking and being able to make any modifications to the homes will be considered. The municipality of Mejorada del Campo, with almost 25,000 inhabitants, belongs to the community of Madrid and is just 21 km from the center of Madrid and 10 minutes from the neighborhoods of Vicálvaro, Rivas and Vallecas and their large commercial and leisure areas. , where you will have the public transport services of Metro, Renfe and urban buses to get around Madrid, is located next to the R3 highway very close to the M-50. In addition, the area has all the restaurant services, supermarkets, pharmacies and schools, among others. For any questions or clarifications we can arrange a meeting at our offices, call us without obligation.",True,{'typology': 'flat'},newdevelopment,2180.0,https://www.idealista.com/obra-nueva/102791470/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/79/39/1167448892.jpg,"Calle San Juan , 11",False,-3.489164,Mejorada del Campo,bj,flat,False
