bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus,highlight
2,Madrid,120.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Flat in Calle Pino Abeto'}",True,3,True,True,False,33,nan,es,True,103704701,251500.0,40.3000539,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"The house is located in one of the newest areas of Navalcarnero, EL PINAR. You will have spectacular views, walks through a protected pine forest, hiking trails, cycling, etc. It also has a youth sports area, with soccer, basketball, skating courts and a wide repertoire of areas to enjoy with the family. Located less than 5 minutes from the A5 highway and less than 10 minutes from the Intu Xanadú Shopping Center, it has an unbeatable location, just a few minutes from the center of the town and surrounded by basic services and shops. Regarding the distribution of the property, it is segmented as follows: -Large entrance hall that leads to the rest of the rooms. - Spacious living room full of light with direct access to the terrace through a large window. - Large, designer kitchen with access to a closed clothesline/laundry room. - Large youth room with two-section built-in wardrobe. Very bright and well distributed. - Good size secondary bathroom with shower tray and window. -Second youth room with a four-section built-in wardrobe with sliding doors that occupy the entire length of one of the walls and large dimensions as previously described. - Spacious double room that has a three-section built-in wardrobe with sliding doors. At the same time, the room incorporates a spacious en-suite bathroom with a bathtub. - Terrace that incorporates a pergola with views of green areas and enjoy high hours of sunlight. -Individual natural gas heating and installation of ducted air conditioning in all rooms. -The house in turn is delivered with 2 GARAGE SPACES and STORAGE ROOM.",False,{'typology': 'flat'},good,2096.0,https://www.idealista.com/inmueble/103704701/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/06/e3/1197649753.jpg,Calle Pino Abeto,False,-3.9767784,La Dehesa - El Pinar,Navalcarnero,2,flat,False,{'groupDescription': 'Highlight'}
2,Madrid,151.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Flat in Calle del Labrador'}",True,2,True,False,False,42,nan,es,True,102195736,249900.0,40.2993431,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Real Estate Agency in Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO SELLS SPECTACULAR GROUND FLOOR WITH 60 M2 TERRACE IN EL PINAR DE NAVALCARNERO The house is located in one of the newest areas of Navalcarnero, EL PINAR. You will have spectacular views, walks through a protected pine forest, hiking trails, cycling, etc. It also has a youth sports area, with a soccer field, basketball, and skating.. . Located 2 minutes from the A5 highway and less than 10 minutes from the Intu Xanadú Shopping Center, it has an unbeatable location, just a few minutes from the center of the town and surrounded by basic services. The property is distributed as follows: Separate entrance hall with direct access to kitchen with office that has a closed clothesline and exit to an interior patio of about 15m2. Spacious and very bright living-dining room with direct access to a majestic 60 m2 patio which has a separate storage area. The house has two large bedrooms. The main room has an en-suite bathroom with bathtub and window, great light and a wonderful built-in wardrobe. The large secondary room also has a built-in wardrobe. Both rooms face the main patio. In addition to the en-suite bathroom mentioned above, we have a full bathroom with a shower and a window to the interior patio. GARAGE AND STORAGE ROOM ARE INCLUDED IN THE PRICE. - Smooth paint. - Security bars. - Pre-installed air conditioning ducts. - Two private patios. - Concierge. - Common areas with swimming pool. - Parking place. - Storage room. 100% FINANCING, Do not hesitate to contact us! We are waiting for you!",False,{'typology': 'flat'},good,1655.0,https://www.idealista.com/inmueble/102195736/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/83/91/1147496248.jpg,Calle del Labrador,False,-3.9882551,La Dehesa - El Pinar,Navalcarnero,bj,flat,False,nan
3,Madrid,258.0,True,False,"{'subtitle': 'El Pijorro, Navalcarnero', 'title': 'Terraced house in Camilo Jose Cela'}",True,4,True,nan,False,45,nan,es,nan,101817627,299990.0,40.2863154,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Real Estate Agency in Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO SELLS SPECTACULAR VILLA IN THE AREA OF EL SEÑORÍO DE NAVALCARNERO. The house is located in an excellent area, very quiet and residential and close to all shops, services, bus stops, etc. Just 10 minutes walk from the Plaza de Segovia At the entrance of the chalet we find a huge front patio all tiled and with a barbecue that gives access to the interior of the house. On the first floor we have an entrance hall, a spacious and bright kitchen on the left with also access to the front patio, a guest toilet to serve the floor and a very spacious living-dining room at the front that has large windows, which makes it a a room full of light and very cozy. On the second floor we have 3 bedrooms: the main one has a very good dressing area, a separate terrace and a renovated private en-suite bathroom with a shower, the two secondary bedrooms are very spacious and all of them have built-in wardrobes and dressing rooms as well. of a bathroom to serve these, also renovated with a shower tray. The house also has a large attic with two Velux windows and all lined with wood, ideal for use as an additional bedroom, office, or games room.. . Finally, we also find on the ground floor another bedroom converted into an office and a very large garage with capacity for three cars plus the possibility of leaving another on a ramp. The house is in excellent condition and has very good qualities, changed floors, renovated bathrooms, air conditioning with hot and cold pump in the living room and master bedroom, individual diesel boiler, etc. DO NOT HESITATE TO COME VISIT IT AND INFORM YOURSELF ABOUT YOUR MORTGAGE WITH OUR FINANCIAL DEPARTMENT. WE ARE WAITING FOR YOU!",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1163.0,https://www.idealista.com/inmueble/101817627/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4e/62/84/1134783804.jpg,CAMILO JOSE CELA,False,-4.0232338,El Pijorro,Navalcarnero,nan,chalet,False,{'groupDescription': 'Highlight'}
3,Madrid,332.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Terraced house in Calle de la Cruz Aspada'}",True,5,True,nan,False,45,ÍNDEX PINAR,es,nan,103209763,499000.0,40.3007372,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES NAVALCARNERO SELLS AN EXCLUSIVE SPECTACULAR INDEX SEMINUEVO VILLA, in one of the most modern neighborhoods of Navalcarnero; Pinewood. The best area of the municipality, close to all kinds of services, shops, bus stops, etc. Combined with nature and tranquility in the neighborhood. The house is distributed over three comfortable floors, and is made up of four bedrooms, one of them on the ground floor, and three full bathrooms. On the GROUND FLOOR, we have a full bathroom with a shower that serves the main floor, and a bedroom with built-in wardrobes. Very spacious kitchen with a beautiful island in the middle and built with the best materials. Next, open “American-type” living-dining room, all open-plan and of a very good size, supported by a stove perfectly adapted to the aesthetics of the room. Direct access to the rear plot without stairs. It has very large windows, which gives a lot of light to the rooms, and to the entire home. Along with the decoration and the color of the materials, it gives it that modern touch. On the FIRST FLOOR, we have two large secondary bedrooms, with large capacity built-in wardrobes in each of them, and large windows. A full bathroom with a shower tray that serves the secondary bedrooms. A master bedroom with a full en-suite bathroom with a shower. In the BASEMENT FLOOR we have a completely open room for the use and enjoyment you want, and a pantry and/or storage area. In FRONT PLOT, we have a porch area with a hermetic enclosure with the capacity to store two vehicles with motorized doors. As well as a storage area. And, in the REAR PLOT, several differentiated areas; first “chill-out” area, and second with natural grass and independent pool, with built-in barbecue, kitchen and bar. The pool is salt chlorinated, and has a stone shower tray. The measurements are 8.50 x 4 meters, and it has a final depth of 1.80 meters. We have smooth paint throughout the house. Combining bright colors and with that modern essence. It has a state-of-the-art security system, with sensors on all windows. Which are made of Guardian Sun or Low E glass with argon gas in the chamber, which improves acoustic and thermal capabilities. We also have underfloor heating and aerothermal heating. In addition to 13 455 w solar panels. DON'T MISS THE OPPORTUNITY AND COME SEE THIS INCREDIBLE LUXURY HOME IN EL PINAR DE NAVALCARNERO. F I N A N C I A T I O N 1 0 0 %.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1503.0,https://www.idealista.com/inmueble/103209763/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/d0/d0/1181943374.jpg,Calle de la Cruz Aspada,False,-3.9872922,La Dehesa - El Pinar,Navalcarnero,nan,chalet,False,nan
2,Madrid,235.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Flat in Calle del Arcángel Gabriel'}",True,3,True,False,False,23,nan,es,True,102903988,345000.0,40.2986028,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES NAVALCARNERO SELLS SPECTACULAR GROUND FLOOR WITH SEMINE NEW GARDEN BUILT IN 2021 in one of the best areas of Navalcarnero. With community pool, children's area and garden areas. It also has TWO parking spaces and a storage room. Close to all types of services, shops, bus stops, sports facilities, etc. Combined with nature and tranquility in the neighborhood. The house is distributed on a single floor, thus avoiding any stairs, both in access and in the house itself, and is made up of three bedrooms and two full bathrooms. The property is in a perfect state of conservation, since it is a semi-new home built in 2021. We find a large American-style kitchen with island, clothesline and direct access to the garden, a very good-sized living room - dining room with large windows, which gives a lot of light to the room, and direct access to a spectacular garden. We have three bedrooms, the main one, with direct access to the garden and an en-suite bathroom with a shower. Full bathroom with bathtub to serve the two secondary bedrooms. All with windows. The house has air conditioning with a ducted heat pump, underfloor heating using individual natural gas, porcelain floors and smooth paint. In addition to the TWO parking spaces and storage room. DON'T MISS THIS INCREDIBLE OPPORTUNITY AND COME SEE THIS BEAUTIFUL GROUND FLOOR WITH GARDEN. F I N A N C I A T I O N 1 0 0 %.",False,{'typology': 'flat'},good,1468.0,https://www.idealista.com/inmueble/102903988/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/05/04/1171277326.jpg,Calle del Arcángel Gabriel,True,-4.0058528,La Dehesa - El Pinar,Navalcarnero,bj,flat,False,nan
2,Madrid,195.0,True,False,"{'subtitle': 'El Pijorro, Navalcarnero', 'title': 'Semi-detached house in Calle del Canto Pelín'}",True,5,True,nan,False,38,nan,es,nan,103485623,289990.0,40.2947874,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"""CAPITAL HOME NAVALCARNERO SELLS beautiful and comfortable villa with a large patio and close to all services. "" On the MAIN FLOOR we find the main living room, living room, kitchen with direct access to the patio and most importantly: BEDROOM WITH FULL BATHROOM on the ground floor so as not to have the need to go up and down stairs. Very important point when choosing a home, since sooner or later we will always need it: ) On the SECOND FLOOR we have 4 bedrooms, the main one with an attractive dressing room, and another full bathroom. Rooms with natural light and great luminosity, it is not necessary to turn on any lights during the day. On the GROUND FLOOR we have a spacious garage or whatever utility we want to give it, which can fit two/three cars perfectly. In this house we have a patio on both sides of the house, a total of approximately 150m2; perfect to enjoy the outdoors and make plans with family and friends; ) The Diesel boiler is practically new, which results in savings in investment. It is a comfortable home, both due to the interior layout and its central location. We have all the services within a 2-minute walk, both supermarkets and banks, tobacconists, shops, parks, green areas, workshops.. . It is also located just a few minutes from the most important bus stop and with the busiest lines of Navalcarnero, with direct routes to Madrid (Príncipe Pío and Cuatro Vientos), Móstoles, Alcorcón, Sevilla la Nueva, Villamantilla, Xanadú.. . Better come visit: ) 100% FINANCING, ask about it without obligation! FREE financial study! Do not hesitate to contact us if you have any questions or would like to see the home, we will be happy to help you.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1487.0,https://www.idealista.com/inmueble/103485623/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/a1/a9/1190992489.jpg,Calle del Canto Pelín,False,-4.0152719,El Pijorro,Navalcarnero,nan,chalet,False,{'groupDescription': 'Highlight'}
2,Madrid,160.0,True,False,"{'subtitle': 'Centro, Navalcarnero', 'title': 'Flat in Calle de Santiago García Vicuña'}",True,3,False,True,False,32,SGV13,es,False,102774947,319900.0,40.2896079,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Real Estate Agency in Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO SELLS SPECTACULAR LOW IN THE CENTER OF NAVALCARNERO WITH PATIO, GARAGE AND STORAGE ROOM, close to shops, leisure areas, bus stops, health center, etc. This is a practically new apartment since it was built in 2019, it consists of 3 large bedrooms (all with fitted wardrobes), the main one has a private en-suite bathroom, with a shower; The secondary bedrooms also have another bathroom with a shower and a window that serves them. We also have a very large and bright living-dining room and a fully equipped kitchen with an office and direct access to the beautiful patio. The patio is private, paved and has about 40 square meters as well as a closed porch ideal for use as a seating area, storage, etc. The apartment has the best qualities: individual natural gas heating, smooth walls throughout the house, porcelain floors, double glazed windows.. . The house belongs to a community which includes a beautiful swimming pool, parking space included in the price and storage room. CONTACT US FOR ADVICE ABOUT YOUR FINANCING AND GET THE BEST MORTGAGE AND DON'T MISS THE OPPORTUNITY TO COME AND VISIT THIS INCREDIBLE OPPORTUNITY, WE ARE WAITING FOR YOU!",False,{'typology': 'flat'},good,1999.0,https://www.idealista.com/inmueble/102774947/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/9c/af/1166876019.jpg,Calle de Santiago García Vicuña,False,-4.0176391,Centro,Navalcarnero,bj,flat,False,nan
2,Madrid,122.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Flat in Avenida del Arroyo Juncal'}",True,2,False,True,False,38,nan,es,True,103248617,249900.0,40.2946489,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Real Estate Agency in Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO SELLS SPECTACULAR 2 BEDROOM APARTMENT WITH 50 METER PATIO IN ONE OF THE BEST AREAS OF NAVALCARNERO. The home is located in one of the best urbanizations in Pinar. It has a community pool, paddle tennis court and gym, as well as garden areas and a children's playground. Located 2 minutes from the A5 highway and less than 10 minutes from the Intu Xanadú Shopping Center, it has an unbeatable location, just a few minutes from the center of the town and surrounded by basic services. We enter the house and find a large hall which takes us to the kitchen that has an office area, a large glazed clothesline and our interior patio. Next we find a spacious and bright living room that gives us direct access to the patio of approximately 50 m2. It also has two bedrooms, both with fitted and lined wardrobes. The main room has direct access to the patio and also has an en-suite bathroom with a bathtub. The secondary bathroom has a shower tray. THREE GARAGE SPACES AND STORAGE ROOM INCLUDED IN THE PRICE. - Pre-installed air conditioning ducts. - Natural gas heating. - Smooth paint. - Tilt-and-turn windows. 100% FINANCING, DON'T HESITATE TO COME VISIT IT!",False,{'typology': 'flat'},good,2048.0,https://www.idealista.com/inmueble/103248617/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f0/44/b4/1183255138.jpg,Avenida del Arroyo Juncal,False,-3.9884391,La Dehesa - El Pinar,Navalcarnero,bj,flat,False,nan
1,Madrid,100.0,True,False,"{'subtitle': 'El Pijorro, Navalcarnero', 'title': 'Flat in Plaza de Buenavista'}",False,4,True,True,True,26,BUENAVISTA,es,True,103461168,159000.0,40.2939628,False,nan,sale,nan,"HOGARES NAVALCARNERO SELLS incredible 4-bedroom ground floor apartment. It is located in one of the best areas of the municipality, close to all types of services, shops, bus stops, sports facilities and playgrounds. Combined with nature and tranquility in the neighborhood. The house is distributed on a comfortable floor, and is made up of four bedrooms, a full bathroom and the possibility of direct access from the kitchen to an interior patio. The property is in a perfect state of conservation, with a large entrance hall that gives access to a large living room - dining room with air conditioning and kitchen with the possibility of direct access to an interior patio that the house has from this stay. From the living room we reach a hall with access to the 4 bedrooms, two of them with built-in wardrobes, one of them with air conditioning and a completely renovated fourth bathroom with bathtub and window. DON'T MISS THE OPPORTUNITY AND COME SEE THIS SPECTACULAR RENOVATED UNDERGROUND IN ONE OF THE BEST AREAS OF THE CENTER OF THE MUNICIPALITY. F I N A N C I A T I O N 1 0 0 %.",False,{'typology': 'flat'},good,1590.0,https://www.idealista.com/inmueble/103461168/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/ac/bf/1190250199.jpg,Plaza de Buenavista,True,-4.0175773,El Pijorro,Navalcarnero,bj,flat,False,nan
2,Madrid,120.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Duplex in Calle de Cafarnaum'}",True,3,True,True,True,26,nan,es,True,102443753,262900.0,40.2987859,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES NAVALCARNERO SELLS spectacular duplex apartment in a private urbanization with a community pool, children's areas and garden areas. It also has TWO parking spaces and a large storage room, in one of the most prestigious neighborhoods in the municipality; Pinewood. One of the best areas of Navalcarnero, close to all types of services, shops, bus stops, sports facilities, etc. Combined with nature and tranquility in the neighborhood. Modern home that is distributed over two floors and is made up of three bedrooms and two full bathrooms. The property is in good condition. On the first floor, we find a large entrance hall, a hallway-type kitchen with an office area and access to a large clothesline, which in turn connects to a large terrace. Very good size living room - dining room with large windows, which gives a lot of light to the room, and direct access to a good, fully functional terrace. A master bedroom with a full en-suite bathroom. On the second floor we will find a second large living room (possibility of being the 4th bedroom) that distributes to the two secondary bedrooms with built-in wardrobes. A complete bathroom, with a shower tray. The house has all smooth paint, and motorized blinds. In addition to the TWO parking spaces and storage room. DON'T MISS THIS INCREDIBLE OPPORTUNITY AND COME SEE THIS BEAUTIFUL FLOOR APARTMENT. F I N A N C I A T I O N 1 0 0 %.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,2191.0,https://www.idealista.com/inmueble/102443753/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/17/f2/d0/1155886117.jpg,Calle de Cafarnaum,True,-3.9869392,La Dehesa - El Pinar,Navalcarnero,3,duplex,False,nan
2,Madrid,155.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Penthouse in Calle del Pastoreo, 26'}",True,3,True,True,True,28,PASTOREO,es,True,103224318,319000.0,40.3018607,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES NAVALCARNERO SELLS SPECTACULAR FLOOR PENTHOUSE WITH 55 METER TERRACE in one of the most sought after areas of Navalcarnero It also has TWO parking spaces and a storage room. Located in one of the best areas of Navalcarnero, close to all types of services, shops, bus stops, sports facilities, etc. Combined with nature and tranquility in the neighborhood. The house is located in an urbanization with a swimming pool, children's areas and garden areas and is distributed on a single floor, which gives us total comfort, and is made up of three bedrooms and two full bathrooms. The property is in a perfect state of conservation. We find a large entrance hall, which gives us access to the living room and the hallway. Huge-sized two-room living-dining room with a large window, which gives us a lot of lighting in the room, and gives access to a large 80-meter terrace with spectacular views. Kitchen with office area and access to terrace. We also have a master bedroom with several built-in wardrobes and an en-suite bathroom. We also have two large secondary bedrooms with built-in wardrobes, one of them with access to a second terrace. Full bathroom to serve these and the rest of the house. The house has all smooth paint and porcelain floors. In addition to the TWO parking spaces and storage room. DON'T MISS THIS INCREDIBLE OPPORTUNITY AND COME SEE THIS BEAUTIFUL FLOOR PENTHOUSE. F I N A N C I A T I O N 1 0 0 %.",False,"{'typology': 'flat', 'subTypology': 'penthouse'}",good,2058.0,https://www.idealista.com/inmueble/103224318/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/bf/b7/1182440295.jpg,"Calle del Pastoreo, 26",True,-4.0044491,La Dehesa - El Pinar,Navalcarnero,4,penthouse,False,nan
2,Madrid,117.0,True,False,"{'subtitle': 'Centro, Navalcarnero', 'title': 'Flat in Calle de Mariano González'}",True,3,True,True,True,28,nan,es,False,102352786,179900.0,40.2860094,False,nan,sale,nan,"Real Estate Agency in Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO SELLS AN EXCLUSIVE bright apartment and just 2 min walk from the center of the town, placing it in an unbeatable area to live due to its proximity to all services such as shops, pharmacies, medical center, public transport and leisure. The house has a spacious living room in which it has a dining area with access to it through a sliding door with a very good size with the possibility of organizing it into 2 rooms, focusing one area as a dining room and the other as a living area, with access direct to an elongated terrace about 13 meters long. Large kitchen of about 18 meters with capacity for a large table perfectly as well as having access to a closed interior terrace with a clothesline. It has three large bedrooms: 2 youth rooms and one large double room that can fit a 2x2 bed without problems. The house also has two full bathrooms with a bathtub, one of them large. The windows of the house were changed less than a year ago, replacing them with tilt-and-turn climalit windows with a thermal break, lacquered in white. We also have air conditioning machines in all rooms and living room. Even if it is a 4th, the installation of an elevator is approved by the board. DO NOT MISS THE OPPORTINITY to come and visit this spectacular apartment in the best location in Navalcarnero. Contact us for advice on your mortgage with our FINANCIAL DEPARTMENT (FREE ADVICE).",False,{'typology': 'flat'},good,1538.0,https://www.idealista.com/inmueble/102352786/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d3/a4/e2/1152852890.jpg,Calle de Mariano González,False,-4.0139896,Centro,Navalcarnero,4,flat,False,nan
1,Madrid,93.0,True,False,"{'subtitle': 'Centro, Navalcarnero', 'title': 'Flat in Rio Ebro'}",False,3,True,True,True,28,nan,es,False,103516189,109900.0,40.2949422,False,nan,sale,nan,"Real Estate Agency in Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO SELLS EXCLUSIVELY Apartment without elevator in one of the best connected areas of the municipality. Don't miss the opportunity to live in this cozy apartment! Located in a well-connected area and close to services and public transport, this property has everything you need to enjoy a comfortable and quiet life. Upon entering the apartment, you will be greeted by a small hall that will take you to the kitchen, which has new cabinets and countertops, perfect for preparing your favorite meals. The spacious living/dining room with terrace is ideal for relaxing. This apartment has three large bedrooms, perfect for the whole family. The full bathroom with a shower tray will give you the comfort you need in your daily life. In addition, all the windows have shutters and the interiors are white lacquered double glazing, which will guarantee greater security and thermal insulation. The natural gas heating and the high-quality stoneware floor will provide you with the convenience and comfort you need at any time of the year. In addition, you will be just ten minutes from the Rey Juan Carlos hospital and Madrid Xanadú. Do not miss this opportunity! This apartment on the 2nd floor without elevator has the possibility of 100% financing. Contact us for more information and to schedule a visit. We will wait for you!",False,{'typology': 'flat'},good,1182.0,https://www.idealista.com/inmueble/103516189/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/cb/ac/1191951048.jpg,Rio Ebro,False,-4.0055989,Centro,Navalcarnero,2,flat,False,{'groupDescription': 'Highlight'}
1,Madrid,117.0,True,False,"{'subtitle': 'Centro, Navalcarnero', 'title': 'Duplex in Ronda de San Juan'}",True,3,True,True,True,40,nan,es,True,103302766,185600.0,40.2899934,False,nan,sale,nan,"Real Estate Agency in Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO SELLS SPECTACULAR DUPLEX APARTMENT WITH ELEVATOR WITH THREE BEDROOMS. Duplex apartment for sale in one of the best areas of Navalcarnero with all the services at your disposal: schools, medical center, bus stops, pharmacies, shops, restaurant area and just 4 minutes walk from the nerve center of the town. The house has two floors that are distributed as follows: Noble floor in which we find a large hall-hall with large storage cabinets currently used as a pantry, a large and bright kitchen, independent clothesline, large, very distributable living room, full bathroom and LARGE ROOM ON THE FLOOR with a dressed and lined closet. On the upper floor we have a large hall that can be used as an office and two twin bedrooms with large wardrobes and a shared terrace. The quiet and family-friendly urbanization in which to enjoy your new home. The apartment has accessibility for people with reduced mobility from its portal. DON'T MISS THIS OPPORTUNITY TO ENJOY YOUR HOME IN ONE OF THE BEST AND MOST REQUESTED AREAS OF NAVALCARNERO. Regarding financing, OUR CAPITAL MORTGAGE FINANCIAL DEPARTMENT will get you the best mortgage.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,1586.0,https://www.idealista.com/inmueble/103302766/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9f/ca/a7/1185113298.jpg,Ronda de San Juan,False,-4.0106145,Centro,Navalcarnero,2,duplex,False,nan
3,Madrid,153.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Penthouse in Calle Labrador, 1'}",True,3,True,False,False,47,"ÁTICO LABRADOR, 1",es,True,103225128,310000.0,40.2975219,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES NAVALCARNERO SELLS SPECTACULAR PENTHOUSE in perfect condition in the best urbanization of Navalcarnero. With a community pool, paddle tennis court, children's areas and garden areas. It also has a garage and storage room, in one of the most prestigious neighborhoods in the municipality; Pinewood. One of the best areas of Navalcarnero, close to all types of services, shops, bus stops, sports facilities, etc. Combined with nature and tranquility in the neighborhood. The house is distributed over two comfortable floors and is made up of three bedrooms, two full bathrooms, and a toilet. The property is in a perfect state of conservation, given the pertinent modifications that were made. On the ground floor, we find a large entrance hall, a kitchen in good condition with direct access to the living room - dining room through a large sliding door, an office area and a clothesline area. Very good size living room - dining room with large windows, which gives a lot of light to the room, with several different areas, and direct access to a spectacular terrace of about 40 m2, with wonderful views of the urbanization and the pine forest. A courtesy toilet that serves the entire ground floor. On the first floor, we have two large secondary bedrooms with built-in wardrobes. A complete bathroom with bathtub. A master bedroom with a full en-suite bathroom, with a shower tray, and a three-piece built-in wardrobe. All with windows. The house has all smooth paint, and air conditioning units with heat pump. In addition to the garage and storage room. DON'T MISS THIS INCREDIBLE OPPORTUNITY AND COME SEE THIS BEAUTIFUL PENTHOUSE. F I N A N C I A T I O N 1 0 0 %.",False,"{'typology': 'flat', 'subTypology': 'penthouse'}",good,2026.0,https://www.idealista.com/inmueble/103225128/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/7b/37/1182466283.jpg,"Calle Labrador, 1",False,-3.9884406,La Dehesa - El Pinar,Navalcarnero,4,penthouse,False,nan
1,Madrid,237.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Flat in Calle del Pastoreo, 3'}",True,2,True,True,False,44,3486-05395,es,True,103611386,249800.0,40.3014751,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Incredible opportunity to acquire this wonderful ground floor apartment with a large private garden in the Dehesa de Navalcarnero. RENTA LIEBRE property. 82 m2 property, consisting of a hall, two double bedrooms, a full bathroom with a bathtub (it has a window), a separate living room, a kitchen, a clothesline, a large private garden of approximately 155 m2. , Storage and parking space. In addition, the urbanization has large common areas with gardens, swimming pool, paddle tennis court, ping pong table, playground and concierge. The house has excellent qualities, wooden floors, smooth walls, aluminum windows with double glass, very bright living room with access to the garden, kitchen with large storage capacity, office and access to the garden, built-in wardrobes, air conditioning, awnings and Natural Gas heating. It should be noted that the large garden that surrounds the entire property has several areas to relax, in which we find an area with a large bioclimatic pergola (rotating roof slats and LED lighting), ideal for enjoying with the family; Other areas for relaxation, where we will find an area with a pergola, barbecue and the rest of the open garden to enjoy the sun. It is located in the Dehesa de Navalcarnero neighborhood, surrounded by nature, a consolidated, quiet neighborhood where public facilities have been improved. It is close to public transport, shops, landscaped parks with children's areas, soccer fields, basketball courts and school. It is also well connected to Madrid by road. national A-5 and the road. M-600.",False,{'typology': 'flat'},good,1054.0,https://www.idealista.com/inmueble/103611386/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/ec/87/1194998003.jpg,"Calle del Pastoreo, 3",False,-4.0030005,La Dehesa - El Pinar,Navalcarnero,bj,flat,False,nan
