has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,exterior,price,priceByArea,labels,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,floor,hasLift,hasStaging,propertyCode,province,detailedType,newDevelopment,latitude,suggestedTexts,externalReference,status,parkingSpace,address
False,countryHouse,False,True,400.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/9b/a9/1084268078.jpg,False,True,5,nan,105000.0,263.0,nan,1,es,"PERA REAL ESTATE SELLS: Magnificent town house of 400 square meters in the town of Carabaña. Watch the videos carefully and do not miss the jewel that this house hides inside, you will love it. The house dates from 1945, it has 4 floors, one of which is a cave in the basement. It is distributed in: Street level with a large entrance hall, a room with a small living room, an IDEAL AREA FOR ELDERLY PEOPLE WITH REDUCED MOBILITY, a kitchen with plenty of space to eat in it and a complete bathroom. From the kitchen there is access to the magnificent cave with old jars. On the first floor are the other 4 rooms, one of which has been converted into a living room with a fireplace, so the house has 5 in total. In addition, it has a large attic with a roof in very good condition. The whole house is to be reformed, but its situation is ideal since it is in the heart of Carabaña, in front of the Town Hall. IBI: €335 IMPORTANT INFORMATION: We have a financing service with free advice and reform service, personalized budgets. Carabaña is located in the Las Vegas region located on the banks of the Tajuña River, 50 kilometers from the capital, 35 kilometers from Alcalá de Henares and 25 from Arganda del Rey. By road it is accessed through the A-3, Valencia highway, exit 41. It has an inter-city bus with several lines that leave directly from Madrid, Plaza de Conde de Casal. This region is known for its extra virgin olive oil and its famous purgative waters and is an area of high historical and tourist value. It also has all the services: Ambulatory, Civil Guard post, supermarkets, shops and pharmacies, municipal swimming pool and sports centers. In Arganda del Rey is the Hospital Universitario del Sureste. In Carabaña there is 1 nursery and 1 public school for infant and primary education. So, if you like tranquility and being less than 50 km from Madrid, do not hesitate to call us and arrange a visit, we will be happy to assist you. "".",sale,Carabaña,False,https://www.idealista.com/inmueble/100403898/,-3.2397813,False,32,nan,nan,False,100403898,Madrid,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",False,40.2556392,{'title': 'Village house in Calle del Doctor Cortezo'},nan,renew,nan,Calle del Doctor Cortezo
False,chalet,False,False,173.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/89/29/1006098561.jpg,False,False,3,nan,169000.0,977.0,nan,2,es,"Vista Homes exclusively sells a wonderful villa very close to Madrid capital, on a Finca in the Embocadero area in the municipality of Carabaña, with easy access to it through only 1 km of rustic road. The house is designed to live comfortably so it has cozy rooms such as its wonderful porch with views of the mountains, a paved path to walk through the plot that has a pool for summer and a wooden house that can be used as a storage room. It also has a wonderful viewpoint, it is full of fruit trees and its land is very fertile in case you want to install a garden. The garden space is very beautiful, with an oasis in the center. It has automatic irrigation, well water and electricity through a solar panel system. The house has on one floor a living room with a kitchenette where you can enjoy with family and friends with a bar-style bar and spacious dining room, two bedrooms that share a bathroom and the main room that has a wonderful bathroom en suite. The kitchen is completely equipped. Climalit windows with automatic closing and mosquito nets. Carabaña is a municipality in the Community of Madrid, located in the Las Vegas region. 50 km from Madrid, perfectly connected by the A3, and on the banks of the Tajuña River, Carabaña is known for its famous extra virgin olive oil and for its famous purgative waters, whose spring is located on the hill of Cabeza Gorda. It has a nursery school and a public school for nursery and primary education. It has two bus lines, one of them departs from the Conde de Casal station where it connects with line 6 of the Madrid Metro which are: Line 322: Arganda del Rey (Hospital) -Ambite and Line 326: Madrid (Conde de Casal ) -Mondéjar-Driebes Do not lose this chance! Connecting is living! WE ARE WAITING FOR YOU TO VISIT IT! CALL US! Our financial department will get the best conditions adapted to your needs.",sale,Carabaña,False,https://www.idealista.com/inmueble/95697871/,-3.2409725,False,42,nan,nan,False,95697871,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.2452121,{'title': 'Detached house in Camino del Embocadero'},VIS-143,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Camino del Embocadero
False,chalet,False,True,264.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/2a/9b/1168683601.jpg,False,False,3,nan,388100.0,1470.0,nan,1,es,"Single-family home for sale in the town of Carabaña, province of Madrid. Built in 1979, it has a total constructed area of 264 m² consisting of 2 floors. The semi-basement floor with an area of 140 m² is intended for an open area, garage and staircase that connects with the ground or main floor of 124 m² in which it has a living-dining room, kitchen, 3 bedrooms and 1 bathroom. The house is built on a 6,135 m² plot of land, the unbuilt part being used for garden and recreational areas. It is located in an area close to the Carabaña municipal football school and in a nearby environment it has various equipment, schools, a health center, pharmacies, supermarkets, restaurants, etc. It has good access to the M-221 highway that connects it to the center of the urban center in less than 5 minutes. With Solvia's services you will be able to find the home you need and secure your investment with the best of specialized advice. Get started right now by asking for more information. A person close to you will attend to you personally.",sale,Carabaña,False,https://www.idealista.com/inmueble/102828362/,-3.2393218,False,38,nan,nan,False,102828362,Madrid,{'typology': 'chalet'},False,40.2620797,{'title': 'House'},CG-64344-0001,good,nan,Carabaña
True,flat,False,True,85.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0b/84/b7/876813322.jpg,False,False,2,True,94900.0,1116.0,nan,2,es,"We do not charge commission to the buyer. - Duplex in a building from 2006.400 meters from the center of Carabaña. The 85 m2 are distributed in: 2 double bedrooms, 2 bathrooms, a large living room and kitchen. In addition, it has heating throughout the house. Living room of 35 m2, with windows to the outside, which allows you to enjoy natural light during the day. And the kitchen is fully furnished, as well as equipped with a water heater. The bedrooms are attic and have a large built-in wardrobe. Likewise, the bathrooms are fully equipped: one with four pieces, with a bathtub and the second one is a toilet. Very well located, next to the main avenue of Tielmes and several supermarkets. Close to schools, pharmacies, administrations and all kinds of small shops and services. Good connection with highways M-221 and M-204. Call now to learn more about the home and to arrange a viewing. - We do not charge commission to the buyer.",sale,Carabaña,False,https://www.idealista.com/inmueble/86204095/,-3.2344891,False,33,nan,False,False,86204095,Madrid,{'typology': 'flat'},False,40.2581527,{'title': 'Flat'},37115-1,good,nan,Carabaña
True,chalet,False,False,1500.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/3b/90/1181757760.jpg,False,True,12,nan,1375000.0,917.0,"[{'name': 'villaType', 'text': 'Villa'}]",7,es,"Impressive Villa, thousands of details make this house a unique place to live, away from noise and bustle. Gardens, Roman columns, river, 18th century winery, and much more. If you are an investor and want to set up a rural house, this can also be your great opportunity. There are 1,500 m2 built on a 6,000 m2 plot, in Carabaña. -Main house with large living room, dining room, kitchen, 5 bedrooms, 1 of them with bathroom and dressing room, 4 bathrooms, dressing room and large attic. -Guest housing with 5 complete rooms, with a leisure-wine area, an 18th-century winery with a wine press, tasting and a natural cooling system, and a spa with capacity for 8 people with a Finnish sauna and Turkish bath. Natural stone granary converted into a home, with independent access and a natural well. Parking for 4 vehicles. Outdoor garden with natural stone pool, river with fish, ferris wheel and waterfall, 3 wooden bridges, island of palm trees, cacti and fruit trees. Barbecue area, several fireplaces. You have to meet her, call us!",sale,Carabaña,False,https://www.idealista.com/inmueble/103204762/,-3.2369685,False,57,nan,nan,False,103204762,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.2555081,{'title': 'Detached house in Calle Madrid'},0051-00524,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Madrid
False,countryHouse,False,False,107.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/a5/b4/1186828205.jpg,False,False,3,nan,110000.0,1028.0,nan,2,es,"Rented house with very good profitability, for sale in Carabaña right in the center of town, next to the Town Hall. Built-in 2008 and distributed over three floors above ground plus a basement, it has two balconies that offer clear views of Plaza de España and provide access to the living area. The property boasts first-class materials and all kinds of equipment: an American-style kitchen furnished and equipped with storage space for laundry/drying purposes; 3 bedrooms and two bathrooms. Air conditioning throughout; heating system; master bedroom featuring a dressing room as well as complete en-suite bathroom along with attic spaces providing plenty of natural light.",sale,Carabaña,False,https://www.idealista.com/inmueble/90362880/,-3.2378092,True,26,bj,nan,False,90362880,Madrid,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",False,40.2572042,"{'title': 'Village house in Plaza de España, 2'}",10436836,good,nan,"Plaza de España, 2"
False,chalet,False,False,246.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/e7/1c/1191350093.jpg,False,False,6,nan,195000.0,793.0,nan,2,es,"INMOBILIARIA BLUE HOUSE offers a villa for sale located about 45 minutes from Madrid, located in the Las Vegas region. It has good public transport connections on the A3, and with buses, lines 322 and 326 (from Conde de Casal). Consolidated area with a variety of services, supermarkets, pharmacies, bars, nursery school and public preschool and primary school. The chalet is in excellent condition, ready to move into and semi-furnished. It is composed of a 24-meter independent living room with a terrace, with beautiful views of the pine forest, six bedrooms, a cinema room, a fitted kitchen with a window to the outside, two bathrooms, one of them with a bathtub and the other with a shower, parking for three cars, swimming pool, barbecue and storage room, two patios on two levels. Built-in wardrobes, wooden floors, double glazed windows and shutters, individual heating, armored door and alarm circuit.",sale,Carabaña,False,https://www.idealista.com/inmueble/103496717/,-3.237308,False,55,nan,nan,False,103496717,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.2648498,{'title': 'Semi-detached house in Calle Sierra de Guadarrama'},BHCA,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Sierra de Guadarrama
False,duplex,False,False,81.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/a5/1c/1194598172.jpg,False,False,2,True,91500.0,1130.0,nan,2,es,"*** NO COMMISSIONS IN THE SALE PRICE *** GARAGE AND STORAGE ROOM INCLUDED IN THE SALE PRICE *** GAROT GESTIÓN INMOBILIARIA sells a duplex of 81 square meters built, approximately 65 useful, with a terrace and unbeatable views of the municipality and is distributed as follows. Ground Floor: Where we have the living room for two rooms with a balcony and access via stairs to the duplex floor, a complete kitchen furnished in good condition and with a balcony that makes it quite bright, a complete bathroom with a shower tray distributed all along a hallway that It makes access to the property quite easy and simple. Duplex Floor: Where the second bedroom is located with access to a terrace of approximately 15 square meters, and a bathroom with a shower tray that serves this bedroom. House in perfect condition, has double glazed windows, stoneware floors, electric graters, oak doors. With a few touches you can move in. The house has a storage room of about 5 square meters that is quite comfortable and spacious, and a fairly large garage space with easy access to said space. If you are interested, visit it without any commitment, if you are interested, make us your offer and we will study it, it can be as a first home or as an investment, since a good return can remain We offer you good financing conditions at a fixed rate, consult us without any obligation and if necessary we will help you with your credit.",sale,Carabaña,False,https://www.idealista.com/inmueble/103601027/,-3.2406918,False,32,3,False,False,103601027,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",False,40.2568532,{'title': 'Duplex in Alcalá Alta'},0340,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Alcalá Alta
False,duplex,False,False,102.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/bb/30/1043550119.jpg,False,False,3,True,175000.0,1716.0,nan,1,es,"INMOBILIARIA TAGONIA, sells a fantastic duplex in the town of Carabaña, just 30 minutes from Madrid, on the A3, towards Valencia. The house has on the top floor 3 bedrooms equipped with fitted wardrobes, 1 bathroom with bathtub and 1 toilet. On the ground floor we find a spacious living room with access to the balcony with views of the countryside, separate kitchen, 1 bedroom and 1 toilet. Heating throughout the house. inverter type air conditioner. The floor of the house is wooden, and all the windows are double glazed so it is very easy to acclimatize, both in winter and summer. It includes a garage space and large storage room and is in excellent condition, as seen in the photo. The location is excellent since it is very close to all services, supermarket, bus, clinic, and above all a few meters from the Carabaña school, so do not hesitate to call us to come and see it and check it out. Carabaña is located in the Las Vegas region on the banks of the Tajuña river, at a distance of 50 kilometers from the capital, 35 kilometers from Alcalá de Henares and 25 from Arganda del Rey. By road it is accessed through the A-3, Valencia road exit 41. It has an inter-city bus with several lines that leave directly from Madrid, Plaza de Conde de Casal. This region is known for its extra virgin olive oil and for its famous purgative waters and is an area of high historical and tourist value. It also has all the services: Ambulatory, Civil Guard post, supermarkets, shops and pharmacies, municipal swimming pool and sports centres. In Arganda del Rey is the Hospital Universitario del Sureste. In Carabaña there is 1 nursery school and 1 public school for infant and primary education. So if you like tranquility and being less than 50 km from Madrid, do not hesitate to call us and arrange a visit, we will be happy to assist you. "".",sale,Carabaña,False,https://www.idealista.com/inmueble/99427053/,-3.2368898,False,19,bj,False,False,99427053,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",False,40.2558221,{'title': 'Duplex in Calle del Palacio'},DUP0018,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle del Palacio
False,chalet,False,True,162.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/bb/7d/1093705078.jpg,False,False,6,nan,65000.0,401.0,nan,1,es,"OCCASION NO COMMISSION TO THE BUYER. Town house for sale to partially reform. Home It is better than in the photographs, as there are many empty rooms and the furniture that appears is totally disused. As an improvement, you would need to install diesel or pellet heating and improve the electrical installation. The floor of the first floor is made of concrete and the upper floors are made with wooden beams and a roof in good condition. Just two minutes from the Plaza del Ayuntamiento de Valdilecha. It has 6 bedrooms, three of them on the ground floor, where there is also the kitchen, bathroom, dining room and patio of approximately 24 m2, rectangular in shape and facing south, ideal for spring-summer. The house has bars on the ground floor, they have good walls and the roof was renovated 5 years ago. It is ideal for large families or people who can telework. Due to its breadth, it is possible to adapt it in various ways to the needs of the new owner. No community fees. Carabaña has many cultural and sports activities, greenway, municipal swimming pool, sports center, restaurants, traditional festivals, health center and good communication to the metro line 9 in Arganda and only 47 km from Madrid by A-3, R-3.",sale,Carabaña,False,https://www.idealista.com/inmueble/100519496/,-3.2406967,False,7,nan,nan,False,100519496,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.2579507,{'title': 'Terraced house in San Juan'},2435,renew,nan,San Juan
False,chalet,False,False,192.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/9c/84/1117438685.jpg,False,False,5,nan,120000.0,625.0,nan,2,es,"Without agency commission to the buyer! Magnificent house with patio in Carabaña (Madrid). Ideal for large families or people who need a lot of space. The town has a Health Center, Public School and Municipal Sports Center with many activities and a swimming pool for the summer, small local shops and several restaurants and cafes. The house has two entrances, one front or main and another rear with the possibility of parking your vehicle inside the patio with an area of approximately 39 m2. It has 5 bedrooms, bathroom and toilet, a spacious living-dining room, a very large storage room or tool room that can also be converted into another living room, study room or professional office. The house has two large balconies with open views of the Tajuña River plain. Just 50 km from Madrid and 23 km from Arganda del Rey where there is metro line 9. Take advantage of this opportunity to live in a town with all services just 40 minutes from Madrid.",sale,Carabaña,False,https://www.idealista.com/inmueble/101299179/,-3.2364407,False,40,nan,nan,False,101299179,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.2556883,{'title': 'Terraced house in Calle Orusco'},2431,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Orusco
False,flat,False,False,78.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/1e/2e/1123663099.jpg,False,False,3,nan,119500.0,1532.0,nan,2,es,"Apartment in the province of Madrid, in the town of CarabaÃ±a, on the street CLCUEVAS DE ALTAMIRA. WITH INCIDENTS.",sale,Carabaña,False,https://www.idealista.com/inmueble/98008168/,-3.2382977,True,1,nan,nan,False,98008168,Madrid,{'typology': 'flat'},False,40.2582002,{'title': 'Flat in Calle Cuevas De Altamira no number'},0044520054,good,nan,Calle Cuevas De Altamira no number
