bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus,highlight
4,Madrid,284.0,True,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Terraced house'}",True,5,False,nan,False,46,VIVEXVICCA&Ntilde;001,es,nan,549000.0,103231479,40.4513145,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"WE GOT FINANCING UP TO 100%. LOCATION SELLS SPACIOUS TOWNHOUSE WITH EXCELLENT QUALITIES OF 284 M2 RENOVATED ON A PLOT OF 255 M2 ACCORDING TO CADASTRE, WITH 5 BEDROOMS AND 4 BATHROOMS. On the street floor we find a hall with a wardrobe. On the same floor we have a large living room with air conditioning and direct access to the back of the garden, a separate furnished and equipped kitchen and a toilet. On the first floor, we find another hall that allows us access to three large bedrooms, all of them with built-in wardrobes. The master bedroom has a large en-suite bathroom with a shower and the other bathroom with a bathtub that serves the other two bedrooms. In the attic, we have two other large attic bedrooms with Velux windows, one of them with a dressing area with a separate door and the other with a built-in wardrobe and a complete bathroom with a bathtub. In the basement, we have a large garage with space for 2 cars with automatic door, a large cellar and/or storage room and a laundry area. The house has good qualities: air conditioning, marble floors on the main floor, parquet in perfect condition, smooth walls, except in the attic area, the exterior carpentry is made of white aluminum with palilleria, the interior carpentry is made of wood In white, the heating and sanitary water is by diesel boiler with a 1000 liter tank. The garden is made of artificial grass, has a large porch and has another pedestrian back door access. The house is in perfect condition to move into since it has been RENOVATED just four years ago. DO NOT HESITATE TO VISIT IT. CHECK OUR WEBSITE WE HAVE MORE HOMES THAT ARE NOT IN THE PORTALS. LOCATIVE AVDA. VILLANUEVA DE LA CAÑADA 35, LOCAL 1 QUIJORNA 28693 TLF. [IW].",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1933.0,https://www.idealista.com/inmueble/103231479/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/18/83/d5/1182964292.jpg,Villanueva de la Cañada,True,-3.9981968,Villanueva de la Cañada,Villanueva de la Cañada,nan,chalet,False,nan
3,Madrid,152.0,True,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Flat in Avenida de la Rioja'}",True,4,False,True,True,27,Hogares Villanueva de la Cañada,es,True,460000.0,102520365,40.4351595,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Real estate agency in Villanueva de la Cañada INMOBILIARIA HOGARES VILLANUEVA DE LA CAÑADA EXCLUSIVELY SELLS this wonderful apartment in an urbanization with a swimming pool, paddle tennis court and gym in one of the best residential urbanizations in the area. The completely renovated apartment is distributed in: Spacious and bright living-dining room with large windows that provide us with a large amount of light with direct access to a pleasant and bright terrace and a spacious kitchen with access to an interior clothesline. This property has four bedrooms, all rooms with large capacity built-in wardrobes. It has two complete bathrooms (one of them en suite) with a shower tray integrated into both and a guest toilet. The property has ducted air conditioning, with both a cold and heat pump. garage and storage room included in the price. The splendid urbanization has large common areas where you can enjoy an incredible swimming pool, paddle tennis court, gym, playground and also a concierge. The apartment is located in a quiet area, surrounded by parks and very close to shops, pharmacies, gyms and various services. DO NOT HESITATE TO COME AND SEE IT! 100% FINANCING.",False,{'typology': 'flat'},good,3026.0,https://www.idealista.com/inmueble/102520365/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/cc/8e/1158339396.jpg,Avenida de la Rioja,True,-3.9970122,Villanueva de la Cañada,Villanueva de la Cañada,2,flat,False,nan
3,Madrid,206.0,True,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Semi-detached house'}",True,4,True,nan,False,33,1315,es,nan,690000.0,101948777,40.4340426,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Modern design semi-detached house for sale in Villanueva de la Cañada with beautiful views. Of 200 m2 built on a plot of 400, you live practically on one floor. It consists of 4 bedrooms, 2 of them en suite and the main one also with a dressing room. On the ground floor we have a living-dining room with a rotating Nordic fireplace, connected to the kitchen and access to the pool area, 3 bedrooms, 1 en-suite with bathroom and 1 more full bathroom and 1 courtesy toilet. The kitchen, also with access to the outside, has a separate laundry area with washer and dryer and clothesline. On this ground floor there is a second room (old English patio) converted into an office. The entire chalet is exterior, with large windows and great light, with motorized blinds. On the upper floor, where the master suite is, there are 2 large terraces with beautiful views, one of them with a nice and comfortable chill-out area. Nice laminate flooring throughout the house, underfloor heating that works with aerothermal energy and solar panels. Built-in wardrobes throughout the house and shoe rack under the stairs. Garage for 2 cars. Garden surrounding the house, partly with lawn and saltwater pool. 3 booths in the outdoor area. In gated community. Close to schools, shopping areas and public transport.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,3350.0,https://www.idealista.com/inmueble/101948777/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/40/0b/1139097467.jpg,Villanueva de la Cañada,True,-3.9977562,Villanueva de la Cañada,Villanueva de la Cañada,nan,chalet,False,nan
3,Madrid,318.0,True,False,"{'subtitle': 'Villafranca del Castillo, Villanueva de la Cañada', 'title': 'Detached house'}",True,5,False,nan,False,28,LM180152,es,nan,950000.0,100371328,40.4676109,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","GILMAR sells an independent villa distributed on a single floor, consisting of 318 m2 on a 1640 m2 plot in Villafranca de Castillo. As we enter the property, we find a beautiful garden, fully consolidated with a lot of privacy in any room, both exterior and interior. It has a large room, either as a garage, storage room, work workshop or any type of hobby. We enter the house through a spacious and bright hallway, with a large window, through which we receive a lot of natural light. Entering the house, we find a distributor, from which it separates two areas of the house, on the one hand the rest area, bedrooms, and on the other, living rooms, offices and others, which I will explain below. To the right of the hall, there are 4 large bedrooms, approximately 20m2, a full bathroom en suite and another full bathroom that serves the other 3 bedrooms. It also has a bedroom for staff with its own bathroom. We also have a gym of about 10m2 and a clothesline. In the other wing, there is a 45m2 living room, from which comes another living room that has access to an office with a toilet and a 17m2 dining room. The kitchen, completely renovated and equipped, has access to the back garden and a pantry of about 8m2. On the rear plot there are two independent rooms, one with a beautiful recently installed palapa and another porch with a pergola. It has a major improvement, since the roof of the entire house has been completely changed, with the best qualities on the market. From here the views towards the private pool are unbeatable. The Villafranca del Castillo urbanization is perfectly connected to the capital and the neighboring municipalities by bus (lines) and very close to the Majadahonda and Las Rozas suburban stations in Madrid. It has a private club and educational institutions such as the SEK and ZOLA schools, as well as the Camilo José Cela University. It is an urbanization surrounded by green areas, which make it the ideal place for families who want to have the best services and absolute privacy. Security is another of the important features of the urbanization, which has a surveillance service 24 hours a day. If you are interested in this home, do not hesitate to contact us. We will be happy to assist you, we will explain in detail all the information you need and, if you wish, you can visit it without obligation.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2987.0,https://www.idealista.com/inmueble/100371328/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/6f/67/1083280387.jpg,Villafranca del Castillo,True,-3.9554001,Villafranca del Castillo,Villanueva de la Cañada,nan,chalet,False,nan
3,Madrid,240.0,True,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Semi-detached house in Aragón'}",True,4,False,nan,False,30,nan,es,nan,635000.0,101228364,40.4341637,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"BUY AND RENT WITH OPTION TO PURCHASE! Real estate agency in Villanueva de la Cañada INMOBILIARIA HOGARES VILLANUEVA DE LA CAÑADA EXCLUSIVELY PROMOTE this wonderful semi-detached house located in an area very close to schools, institutes, shops and services. The house built in 2019 with spacious and bright spaces is distributed over three comfortable floors. * The main floor has a beautiful hall, large living room with access to the back garden with swimming pool, modern independent kitchen, guest toilet, laundry room and pantry. * The first floor has 3 bedrooms and 2 full bathrooms. The master suite has a wonderful dressing room, full bathroom with shower and access to a terrace. Another full bathroom with a bathtub that serves the secondary bedrooms, one of them with access to the balcony. * On the second floor we find a wonderful 45m2 attic with multiple possibilities. It is built with excellent qualities, has underfloor heating and cooling aerothermal with thermostat in all rooms and large capacity built-in wardrobes in the bedrooms. CONSULTATION WITHOUT COMMITMENT, DON'T HESITATE TO COME AND SEE IT. 100% FINANCING.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2646.0,https://www.idealista.com/inmueble/101228364/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/40/63/d7/1115193360.jpg,ARAGÓN,True,-3.9975923,Villanueva de la Cañada,Villanueva de la Cañada,nan,chalet,False,nan
3,Madrid,230.0,True,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Semi-detached house in Valle Inclán'}",True,4,False,nan,False,29,Cañada Hogares,es,nan,560000.0,102969394,40.4519071,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Real estate agency in Villanueva de la Cañada INMOBILIARIA HOGARES VILLANUEVA DE LA CAÑADA SELLS EXCLUSIVELY SPECTACULAR SEMI-DETACHED VILLA. This magnificent semi-detached house is located in one of the best areas of Villanueva de la Cañada, close to shops and services, as well as public transport. The property is distributed in: 1st floor: A spacious kitchen with windows in which we can place an office table, a guest toilet with the possibility of making a full bathroom and a spacious and bright living room from which we can go out to the large rear and side garden, since it is a corner couplet. 2nd floor: Here we find two spacious secondary rooms with large built-in wardrobes, with access to a large terrace, a complete bathroom, also with a window, to serve these and a master bedroom that also has its own en-suite bathroom and access to an independent terrace. Attic: On the upper floor of the chalet we find a huge room currently used as a bedroom with a full bathroom, and access to another independent terrace. DON'T HESITATE TO COME VISIT IT AND ASK ABOUT OUR FINANCING CONDITIONS!",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2435.0,https://www.idealista.com/inmueble/102969394/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/30/f2/1173530484.jpg,Valle Inclán,True,-4.0032135,Villanueva de la Cañada,Villanueva de la Cañada,nan,chalet,False,nan
4,Madrid,270.0,True,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Terraced house'}",False,5,False,nan,False,29,W-02TH3U,es,nan,580000.0,102743711,40.4558805,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Beautiful renovated villa in Villanueva de la Cañada E&V presents this semi-detached house, with an unbeatable location and tastefully renovated. We access the house through a very pleasant garden. On the main floor we have a large living room with fireplace and access to a large terrace with a porch, and a pleasant garden to enjoy all year round. On that same floor there is a guest toilet, the kitchen and a room that can have multiple functions. Going up to the second floor we have 4 spacious and very bright rooms with 2 full bathrooms, one en suite, and going up we reach a very large attic with another full bathroom. This space, due to its size, can be a work area, office, another bedroom, home cinema area, games, etc. On the ground floor, the garage with automated doors, storage room, another leisure area or service room and laundry room. The house has many improvements, notably the recently installed solar panels, Climalit windows, air conditioning throughout the house and smooth paint, without gotelé and built-in wardrobes. Good energy savings due to solar panels. Possibility of making a good swimming pool for the space. There's no comunity charges. In recent years, Villanueva de la Cañada has become one of the most cosmopolitan municipalities in the area thanks to the presence in its municipal area of several highly prestigious schools such as the Lycée Molière, charter schools and good public schools, and its two internationally recognized universities. It is common to hear several different languages when walking through its streets. The La Dehesa Golf Club will delight lovers of this sport. The urban center has a very wide commercial and gastronomic offer, as well as pharmacies and sports schools, music schools and multiple activities. Several equestrian centers contribute to completing the leisure offer of this municipality. We cannot forget that Villanueva de la Cañada has been declared a free flight space, so it is common to see small planes, balloons and others flying over the skies. Two main roads connect the municipality with Majadahonda, Las Rozas or Moncloa in a few minutes. Being located on a plain, the use of bicycles is very common, and it is very common to see adults and children using this means of transportation.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,2148.0,https://www.idealista.com/inmueble/102743711/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/2f/e4/1173158142.jpg,Villanueva de la Cañada,True,-4.0061729,Villanueva de la Cañada,Villanueva de la Cañada,nan,chalet,False,nan
4,Madrid,230.0,True,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Terraced house in Monasterio De Irache'}",False,5,False,nan,False,34,NM189742,es,nan,535000.0,94154755,40.4498786,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Central area of Villanueva De La Cañada. Townhouse of 231 m2 built distributed in three floors. Main floor. Distributor, kitchen with office, very spacious and south facing, toilet, Living-dining room with access to the terrace and private garden of 90 m2. The common areas communicate with the private gardens of the villas of the community, 19 neighbors with a community fee of 100 Common garden areas with swimming pool and children's area. Second floor. Four bedrooms, one en suite, two bathrooms. Two bedrooms share a terrace overlooking the common areas. Basement. Open plan living room with natural light, bedroom with shower and toilet, garage for two cars.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,2326.0,https://www.idealista.com/inmueble/94154755/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/e6/43/881816969.jpg,MONASTERIO DE IRACHE,True,-3.9971917,Villanueva de la Cañada,Villanueva de la Cañada,nan,chalet,False,nan
6,Madrid,754.0,True,False,"{'subtitle': 'Raya del Palancar - Guadamonte, Villanueva de la Cañada', 'title': 'Detached house'}",True,11,True,nan,False,75,8-2023,es,nan,970000.0,101156011,40.4232815,False,nan,sale,nan,"This villa is at Calle Nebli, 28691, Villanueva de la Cañada, Madrid. It is a villa, built in 1981, that has 754 m2 and has 11 rooms and 5 bathrooms. [IW].",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1286.0,https://www.idealista.com/inmueble/101156011/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/f9/eb/1141635567.jpg,Raya del Palancar - Guadamonte,False,-3.9716293,Raya del Palancar - Guadamonte,Villanueva de la Cañada,nan,chalet,False,nan
8,Madrid,860.0,True,False,"{'subtitle': 'Villafranca del Castillo, Villanueva de la Cañada', 'title': 'Detached house'}",True,7,False,nan,True,57,EXVIC018,es,nan,1199000.0,98051608,40.483395,False,nan,sale,nan,"LOCATIVO has the privilege of exclusively offering you this spectacular 860-meter independent villa with a 72-meter pool, with 7 bedrooms, an office and 8 bathrooms on a 2,150-meter corner plot. The house is located in the Villafranca del Castillo Urbanization, which is a prestigious residential area, with large green areas, in a quiet environment, surrounded by nature, 24-hour security and with access to all services. It has all the necessary infrastructure to reside throughout the year, it has a private club, a private school and another concerted, a private university, medical centers (private and Social Security), parish, various shops, restaurants, post office , pharmacy, supermarket, kiosks, lottery… It is well connected, it has bus lines 623, 626 and 627 that run through the interior of the urbanization and lines 641, 642 and 643 that stop at the north entrance of the urbanization.By road, north entrance via the M-509 (Majadahonda to Villanueva del Pardillo) and via the south entrance, via the M-503 (Puente de los Franceses, Pozuelo de Alarcón, Majadahonda and Villanueva de la Cañada). The house is distributed as follows: On the main floor we have 501 meters distributed in a large hall-receiver, a courtesy bathroom, a 20 m2 office, a 120 m2 living room with a fireplace and direct access to the main 50 m2 porch, four bedrooms with bathroom in suite plus another bedroom.The master bedroom with its own porch and direct access to the garden.In addition, it has a large kitchen of 90 m2 with another entrance door, pantry, boiler room and laundry room. On the first floor, we can enjoy another room with a fireplace and access to a terrace from which we can access an expandable undercover storage area and another bedroom with an en-suite bathroom.Ideal for guests. On the semi-basement floor in its 217 m2 we find a 20 m2 cellar, a 38 m2 cellar room, an ideal room for a gym area, a garage for 3 vehicles, a couple of bathrooms-changing rooms with direct access to the garden through an English patio and another room with a window for different uses (maid's bedroom, office...). The house has a good distribution which allows many possibilities with a reform to update it.We have architects who can provide you with various options to customize it to your needs, obtaining a wonderful and spacious home with also large garden areas. Contact us, we will be happy to assist you. POZUELO LOCATIVE ATHENS STREET, Nº2, 28224 91 260.11.61 91 288.59.18[IW].",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1394.0,https://www.idealista.com/inmueble/98051608/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/46/81/1113575778.jpg,Villafranca del Castillo,True,-3.9389952,Villafranca del Castillo,Villanueva de la Cañada,nan,chalet,False,nan
3,Madrid,235.0,False,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Terraced house in Calle Gustavo Adolfo Bécquer'}",False,5,False,nan,False,24,8400AS-PB,es,nan,540500.0,103874085,40.4536892,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Welcome to this stunning 5 bedroom, 3 bathroom home measuring 235 square meters! WOW PROPERTIES IN BIDDING PERIOD FROM 01/31/2024 TO 6:00 PM BIDS LOWER THAN THE STARTING PRICE OF €540,500 ARE NOT ACCEPTED Located in a quiet and convenient area, this property is perfect for those seeking comfort and lifestyle. Built with high quality materials and carefully designed, this house has features that make it unique, such as access for people with reduced mobility, built-in wardrobes, balcony, individual natural gas heating, fireplace, fitted kitchen, service bedroom, garage, garden, swimming pool, marble floor, terrace, storage room included and double glazed windows. Brightness and spaciousness are two of the main characteristics of this property, with outdoor spaces that include a beautiful garden and a refreshing pool. Additionally, the house features a terrace that offers stunning views and a perfect place to relax or entertain guests. Built with a modern and functional design, this house is ideal for families looking for a cozy and spacious home. Don't miss the opportunity to live in this wonderful property that combines comfort, elegance and functionality in one place. Contact us to schedule a visit and discover all the possibilities this house has to offer. MR HOUSE REAL ESTATE.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,2300.0,https://www.idealista.com/inmueble/103874085/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/ab/0f/1202857397.jpg,Calle Gustavo Adolfo Bécquer,False,-4.0006549,Villanueva de la Cañada,Villanueva de la Cañada,nan,chalet,False,nan
2,Madrid,106.0,True,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Flat in Calle Cristo'}",False,3,True,True,False,28,Hogares Cañada Cristo,es,False,289900.0,103412686,40.4468622,False,nan,sale,nan,"Real estate agency in Villanueva de la Cañada INMOBILIARIA HOGARES VILLANUEVA DE LA CAÑADA SELLS EXCLUSIVELY FANTASTIC APARTMENT in one of the best and most central areas of the municipality. IDEAL FOR INVESTORS! With a living room and separate kitchen, this apartment has 3 bedrooms with built-in wardrobes and large windows that provide great light to all rooms. In addition, it has two full bathrooms and a cozy terrace. The house is located within an urbanization with a swimming pool. A great opportunity to come and live in a reference municipality in the community of Madrid, with various commercial areas, close to the main communication routes, varied public transport, numerous educational centers from daycare centers to prestigious universities and very large green areas. DON'T HESITATE TO COME VISIT IT! This apartment is ideal for investors, since it has a privileged location close to various commercial areas, main communication routes and a wide variety of public transport. In addition, you can enjoy numerous educational centers and large green areas. Don't think twice and request your visit! Additionally, we offer 100% FINANCING available so you can make your dream of owning your own home come true. This apartment is located on floor 1. DO NOT MISS IT!",False,{'typology': 'flat'},good,2735.0,https://www.idealista.com/inmueble/103412686/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/7d/f8/1188728733.jpg,Calle Cristo,False,-3.9978034,Villanueva de la Cañada,Villanueva de la Cañada,1,flat,False,nan
2,Madrid,446.0,False,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Semi-detached house'}",False,4,True,nan,False,41,VIVSEVICCA&Ntilde;002,es,nan,560000.0,103835217,40.4534154,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"WE GET UP TO 100% FINANCING. LOCATIVO sells this beautiful and spacious renovated semi-detached house of 446 meters according to cadastre with 4 bedrooms, 4 bathrooms, porches, garage, cellar, attic on a 372-meter plot located in the center of the municipality with pedestrian access to all services. The house has on the main floor a large kitchen with an office, views of the front garden, fully furnished and equipped, a guest toilet, a large 49-meter living room with fireplace, air conditioning and direct access to the back porch and garden area that allows the possibility of building a swimming pool. On the first floor there are 4 large bedrooms with built-in wardrobes and the master bedroom with dressing room, air conditioning and en-suite bathroom. In the attic it has a large area of 61 meters with multiple options. In the basement we have a 39-meter garage and another large area of 85 meters for a cellar room with natural light and direct access to the rear garden and a toilet. The house has beautiful views, heating and sanitary water through a diesel boiler, and double-glazed exterior carpentry. DO NOT HESITATE TO VISIT IT, WE WILL BE HAPPY TO ASSIST YOU. CHECK OUR WEBSITE WE HAVE MORE HOMES THAT ARE NOT IN THE PORTALS. QUIJORNA LOCATION VILLANUEVA AVENUE DE LA CAÑADA 35, LOCAL 1 QUIJORNA 28693 TLF. [IW].",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1256.0,https://www.idealista.com/inmueble/103835217/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/1c/d4/1201680046.jpg,Villanueva de la Cañada,False,-4.0106871,Villanueva de la Cañada,Villanueva de la Cañada,nan,chalet,False,nan
3,Madrid,310.0,True,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Detached house'}",False,7,True,nan,False,56,EXVIC020,es,nan,575000.0,99007079,40.4484295,False,nan,sale,nan,"WE CHARGE ONLY €1.9 TO THE OWNER AND NO FEES TO THE BUYER. WE GOT 100% FINANCING. INDEPENDENT VILLA OF 310 M2 ON 3 FLOORS, WITH 7 BEDROOMS AND 3 BATHROOMS. LOCATIVO INMOBILIARIA, offers for sale this beautiful independent house with 7 bedrooms, 3 bathrooms and a toilet. The house is in perfect condition to move into and located in the center of the municipality in the best area of Villanueva de la Cañada. Located in the heart of the Sierra de Guadarrama natural park, it consists of; a main set of house with garden on a plot of 420 square meters. The house has 310 square meters, which are distributed over three floors. On the ground floor we find a beautiful and spacious hall, living room with fireplace, dining room and a very comfortable and bright independent closed terrace with access to the garden, fully furnished kitchen, guest toilet and large office. On the upper floor we find a large hall, with very large bedrooms, it is occupied by the master bedroom suite with bathroom and terrace, three very large bedrooms and two full bathrooms. The semi-basement floor is occupied by two multifunctional rooms/rooms, a full bathroom, pantry and garage conditioned as a room/living room with access to the garden. The house has parquet floors, heating and hot water from a diesel boiler, PVC exterior carpentry, wooden interior carpentry, closed terrace and garden. This town is in the northwest area of Madrid in a privileged enclave near the Madrid mountains, with a population of about 20,000 inhabitants and has very good access to the capital with buses to Madrid center and the different nearby municipalities, with good roads and a great public transport service. In Villanueva de la Cañada there are two universities, different public, charter and private schools, public and private daycare centers, as well as a large water park, as well as multiple municipal sports and cultural facilities. We also find important golf courses. CONTACT US FOR A VISIT AND MORE INFORMATION. SEE OUR WEBSITE. WE HAVE MORE PROPERTIES THAT ARE NOT IN THE PORTALS. [IW].",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1855.0,https://www.idealista.com/inmueble/99007079/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/b0/cb/1174826630.jpg,Villanueva de la Cañada,True,-4.0091685,Villanueva de la Cañada,Villanueva de la Cañada,nan,chalet,False,nan
4,Madrid,209.0,True,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Semi-detached house in Roncesvalles'}",True,4,True,nan,False,52,3486-05102,es,nan,515000.0,100490896,40.4533354,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"REMAX TERMES sells corner TOWNHOUSE in VILLANUEVA DE LA CAÑADA. You are thinking about living in Villanueva de la Cañada, because it is a town with all the services and at the same time a quiet place to live as a family.An area where you can take long walks in the company of your pets or play sports while breathing fresh air and a natural, pollution-free landscape. You've been seeing house ads...You don't even remember how much and suddenly...You see this house, you look at each other and you say out loud...""we found her! And yes, without a doubt, it is what you were looking for. A three-story house, with a garage, cellar and laundry area that will make your life easier. When you arrive at the chalet, you are greeted by a beautiful tree, which leads to the stairs leading up to the house.And when you enter, there is a hallway where you can leave your shoes, backpacks, and umbrellas... We open the door and...A large living room with a fireplace surrounded by windows and perfect spaces without losing the spaciousness you are looking for. A guest toilet and the kitchen: large, renovated, with large windows and views of the back garden of the house, for those relaxed and unhurried Sunday breakfasts. We go up to the upper floor and three bedrooms and two bathrooms are perfect for resting. And we have the surprise of the house, an open-plan attic with lots of light and perfect as a games room, children's room, office.The possibilities are endless.And an intimate room to store that collection that you like so much or as a library or study. When you go down the stairs, you are already thinking about how you are going to place your furniture so that it becomes the home of your dreams. But, there is still more! The garage awaits us, a pantry/cellar area where we can store food purchases, suitcases, snowshoes, skis, and bikes.and the laundry room, necessary and essential. If you also need a private space, for a teenager who is growing, but you want him to continue living at home, or as a professional office.You have it too! This space has a separate entrance to the family house. Now all that remains is to take a walk around the area, visit the commercial area of Villanueva de la Cañada, with all the services at hand, take a walk and see all the natural space that surrounds the house and the proximity to the Municipal Sports Center.Enjoy the local atmosphere, where businesses and neighbors coexist in perfect harmony. When do you want to start your new life here? Call us! We will be happy to help you make this dream come true. Shall we schedule a visit?",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2464.0,https://www.idealista.com/inmueble/100490896/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/7d/73/1197494899.jpg,Roncesvalles,False,-3.998591,Villanueva de la Cañada,Villanueva de la Cañada,nan,chalet,False,nan
5,Madrid,278.0,True,False,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Semi-detached house in Calle Vivero'}",False,5,True,nan,False,61,3486-05062,es,nan,568000.0,100014058,40.4496548,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"RE/MAX TERMES sells EXCLUSIVELY this beautiful semi-detached house, it is located in a very quiet area of Villanueva de la Cañada and very close to shops. The house has 278 m2 built and distributed over 4 comfortable floors. : MAIN FLOOR: Very bright entrance hall, guest toilet, kitchen with beautiful views of the pool and large living room with fireplace and air conditioning, exit to the porch and garden. FIRST FLOOR: On this floor we will find 4 bedrooms and 3 bathrooms. All bedrooms have built-in wardrobes and air conditioning. ATTIC: A spacious living room with air conditioning and a high and very comfortable attic. A large dressing room and a full bathroom. SEMI BASEMENT FLOOR: Here we will find a completely open multipurpose space, a service room and garage for 2 cars. GARDEN: A beautiful space like a blank canvas to design the garden of your dreams. The entire house is built with excellent materials and has air conditioning in all rooms. The house is part of a small and cozy private urbanization with a garden, swimming pool and private parking area within it. Call us and we will see it. It will be your new home.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2043.0,https://www.idealista.com/inmueble/100014058/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/51/4b/1065069654.jpg,Calle VIVERO,False,-4.0092517,Villanueva de la Cañada,Villanueva de la Cañada,nan,chalet,False,nan
