labels,topPlus,suggestedTexts,province,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,price,floor,operation,url,exterior,description,parkingSpace,has360,latitude,hasStaging,bathrooms
nan,False,{'title': 'Estate'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/81/bd/1187392615.jpg,929.0,1383.0,False,55,False,Chinchón,es,nan,-3.4811594,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",False,False,countryHouse,10,False,Chinchón,103199750,W-02TFFA,1285000.0,nan,sale,https://www.idealista.com/inmueble/103199750/,nan,"Wonderful property with swimming pool in Chinchon Engel & Volkers presents this wonderful property of almost 24.500 square metres of land, in the Valgrande urbanisation, very close to Morata de Tajuña. The property has 3 residential buildings. The main one with 422 square metres built, an independent studio of 70 square metres and a house, currently for caretakers, of 105 square metres.  The main house is large, its architecture makes it feel big from the inside and the outside is integrated with the land. It has two large main living rooms and a dining room with high ceilings and a skylight in the roof, all of them with access to the terraces. The kitchen is spacious, with dining area and fireplace. It has access to a service bedroom, a pantry, inner courtyard laundry and a bathroom. The 5 main bedrooms are all en-suite bedrooms with bathrooms. The largest one has a large living room with fireplace and direct access to the garden. In the lower part of this main building there is a cellar distributed in 3 spaces, 2 cellars and a dressing room. The studio house has a trapezoidal design with a study room, a bedroom with a fireplace and a bathroom. The third house, the caretakers' house, consists of 2 bedrooms, living room, kitchen and bathroom. The property has other constructions which are used as garages/storage rooms. The swimming pool is located on one side of the plot where you can appreciate the height with infinite views. Valgrande is an urbanisation focused on horses: at the entrance we can find a stable that has integrated an old hermitage. The vast majority of the estates there have their own stables. The municipality of Morata de Tajuña is located on the lower course of the river Tajuña, 35 km southeast of the city of Madrid. The fulling mills, mills, washing places and fountains that abound in this town tell us of its connection with water. Morata is located in the tourist area of Madrid in the Comarca de las Vegas. The best way to reach the municipality from Madrid is to take the A-3 motorway from Valencia and take the exit 21 'Morata - Chinchón', which links up with the M-311 to reach the town. In terms of public transport, the best way to get to Morata de Tajuña is by bus. It can be taken from the Plaza del Conde de Casal square in Madrid. The frequency of the bus lines that go to the town, 337 and 336, is 15 minutes during rush hour and 30 minutes during the rest of the day on weekdays. On public holidays, buses run in both directions with a frequency of one hour. In addition, the municipality is connected to Rivas-Vaciamadrid, Arganda del Rey and Perales de Tajuña thanks to line 330.",nan,False,40.2024945,False,8
nan,False,{'title': 'Detached house in Avenida virreina'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/ce/af/1189323339.jpg,421.0,732.0,False,12,False,Chinchón,es,nan,-3.4442196,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,4,False,Avenida virreina,103432005,0ecd0b15-b452-4e9f-9fd1-086a175b5544,308000.0,nan,sale,https://www.idealista.com/inmueble/103432005/,nan,"Huspy presents comfort in this charming three-story villa in Chinchón, Madrid. The semi-basement houses a spacious garage with automatic doors, a cellar, a full bathroom and versatile areas ideal for different uses. The first floor is the living area with a bright kitchen that connects to a charming terrace, a spacious living room, a games room, a toilet, an additional garage, an office, a pantry and a boiler room. The second floor is the refuge of the bedrooms, which includes an impressive suite with a dressing room, a bathroom with a bathtub and a hydromassage cabin, and an office or gym. In addition, three bedrooms with built-in wardrobes and two full bathrooms. Underfloor heating, aluminum windows with thermal break and unbeatable views complete this gem. Built in 2003, this villa stands out for its construction quality and offers a garden, storage room and garage. A unique opportunity to live in style in Chinchón!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.1429976,False,2
nan,False,{'title': 'Estate'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/e0/b1/1185067913.jpg,740.0,1203.0,False,100,False,Chinchón,es,nan,-3.4165497,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",True,False,countryHouse,5,False,Chinchón,103301472,PR01251,890000.0,bj,sale,https://www.idealista.com/inmueble/103301472/,nan,"Discover your equestrian paradise in the heart of Paraje de Valgrande (Chinchón)! We present you a gem for horse lovers, a recreational estate that combines nature, design and tranquility. In this 6,700m2 property, you will enjoy endless views of the majestic landscape that waters the Tajuña River. The farm has an impressive constructed area of 740m2, strategically distributed to offer you a unique experience. The 320m2 main house, located on one floor, is organized around a charming rustic patio with a fountain. Its large windows in the large living room offer views of the porch and the lush garden. The central fireplace creates a cozy atmosphere for family and guests, and the loft area is perfect for a library or office. The day area includes a kitchen with access to the cellar and a cozy dining room with a fireplace. In the sleeping area, three bedrooms with en-suite bathrooms and dressing rooms provide privacy and comfort. The master bedroom has direct access to the garden through a small porch. The home also has a separate guest area with its own bedroom and full bathroom. The amenities do not end here: the property has a wine cellar, caretaker's house, spa area with sauna, jacuzzi, toilets and changing rooms, heated pool with saline chlorination, gazebo, various storage rooms and equestrian facilities with a stable and dressage area. In addition, you will enjoy ample parking for more than 10 vehicles. The general characteristics of the home, such as underfloor heating, solid wood in interior and exterior enclosures, marble in bathrooms and its excellent state of conservation, guarantee a lifestyle of luxury and comfort. Immerse yourself in this oasis, surrounded by a consolidated olive grove and unobstructed views. Relax in the jacuzzi while contemplating the nature around you, enjoy summer days in the heated pool and dine under the starlight. No fees are charged to the purchasing party. In addition, we have plans, videos and a virtual tour. Don't miss this unique opportunity to acquire an exceptional property. Contact us now for more information and to schedule a visit!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.1383187,False,5
nan,False,{'title': 'Village house in Calle de la Cerca'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/17/6b/77/1185556301.jpg,300.0,1500.0,False,25,False,Chinchón,es,nan,-3.4187622,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",True,False,countryHouse,6,False,Calle de la Cerca,103275930,M-237,450000.0,nan,sale,https://www.idealista.com/inmueble/103275930/,nan,"MASTERPISO sells magnificent town house, WITH TOURIST USE LICENSE on Calle de la Cerca, Chinchón, Madrid. 300 m2 built, 250 m2 of living space on 2 floors, with an interior patio of 220m2. Total plot of 500m2, 6 bedrooms, 3 bathrooms, 3 living rooms, two with a built-in kitchen. License approved in 2023 for housing for tourist use. GROUND FLOOR: entrance hall, 2 bedrooms, living room, 1 bathroom, kitchen, living room with kitchen, storage room. 1st FLOOR: hall, 3 bedrooms, living room with kitchen, 1 bathroom, corrala area with 1 bedroom with an en-suite bathroom. Porch and barbecue area in the Patio. House completely renovated in 2019, practically brand new, stoneware floor, hot water and heating, diesel tank in the storage room, double glazed aluminum windows, rustic wood interior carpentry. Chinchón is a town in the community of Madrid of tourist interest with a great winemaking tradition. Due to its tourist interest, the influx of customers is higher than other areas of Madrid. It is one of the most beautiful towns in Spain, and its Plaza Mayor is also considered one of the most beautiful in the world. 30 minutes from the Center of Madrid 45 km. Close to towns such as Villarejo de Salvanés, Arganda, Rivas and Madrid on the A3. For more information you can contact us. Come visit it If you want to change your home, if you want to sell your property, sell to buy or want to know the market price, we make valuations completely free and without obligation. Free financial advice to our Clients.",nan,False,40.136884,False,3
nan,False,"{'title': 'Country home in Calle de Morata, 35'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/c7/3f/1180103267.jpg,362.0,1312.0,True,87,True,Chinchón,es,nan,-3.4260669,"{'typology': 'countryHouse', 'subTypology': 'casale'}",True,False,countryHouse,8,False,"Calle de Morata, 35",103155258,nan,475000.0,nan,sale,https://www.idealista.com/inmueble/103155258/,nan,"HouseU SELLS BEAUTIFUL RURAL HOUSE, 362m2 built in CHINCHÓN. It is sold as assembled with everything in perfect condition and top quality. Ideal to live and exploit as a business, demonstrable income and benefits. In operation 100% with reservations until next summer. The house has 3 floors which are distributed as follows: At the main entrance on the middle floor we have a reception desk, a beautiful and comfortable living room with a dining table, 3 bedrooms, all with their bathroom with shower, built-in wardrobes and a hot and cold pump. The kitchen is fully furnished and equipped with appliances (oven, hood, vitro hob, dishwasher and refrigerator). On the upper floor we have 5 bedrooms also equipped with wardrobes and bathrooms with showers, two of them with a balcony overlooking the main street.All doors have key cards to enter and exit.All rooms have a television. On the lower floor, where we access from the kitchen by going down some stairs, we find a huge living room with access to the pool and a small patio with a roof that can be opened. This floor also has a toilet, warehouse and machinery room with water pumps and controls for the pool. At the back we have one more room with its bathroom to use as a private person. A wonderful cave room ideal for relaxing or getting together with friends as it is a room with a special touch. The location of Chinchón to the southwest of the community of Madrid in the Las Vegas region gives added value to the property.Due to its tourist interest, the influx of clients is higher than other areas of Madrid.Less than 1 hour from the Center of Madrid 45 km. HouseU is the only real estate agency that invests in your property to fine-tune it and facilitate the transaction between buyer and seller. At HouseU we treat your house as if it were ours and through our free Home Staging service we ensure that your home brings out its full potential and looks the way it deserves. We manage to sell your property in record time (our average sales time is two weeks) since we connect our buyers with their future home by showing them the great options that the home of their dreams has. Our buyers are delighted to see all the possibilities that their new property offers them - and they will even be able to receive the property as it is presented to them with our “total turnkey” service – and/or take advantage of our interior design carried out by our interior designers. and decorators. Although we are located in Madrid, we work nationwide, so if you are interested in our real estate services with free conditioning (home staging, relooking and painting or renovation), do not hesitate to contact us as we have a network of affiliates distributed throughout the peninsula.",nan,False,40.140959,False,8
nan,False,{'title': 'Village house in Solares'},Madrid,renew,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/9a/f9/1185632843.jpg,328.0,576.0,False,23,False,Chinchón,es,nan,-3.4236632,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",False,False,countryHouse,6,False,SOLARES,103318985,23V015,189000.0,nan,sale,https://www.idealista.com/inmueble/103318985/,nan,"100% Inmobiliaria exclusively sells this authentic town house. What to say about CHINCHON? If you know this town and want to have a house, this may be your opportunity. To completely reform and make your personal project. Ideal for the nostalgic or the investor who wants to undertake a rural house project. 500 meters from the town square. With project and license to start the work.We can also do rehabilitation.",nan,False,40.1394112,False,3
nan,False,{'title': 'Country home'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/34/b5/1089803014.jpg,351.0,1353.0,False,76,False,Chinchón,es,nan,-3.4279442,"{'typology': 'countryHouse', 'subTypology': 'casale'}",True,False,countryHouse,8,False,Chinchón,100474506,CM-10277,475000.0,bj,sale,https://www.idealista.com/inmueble/100474506/,nan,"ALFA RIVAS SELLS! RURAL HOUSE IN CHINCHÓN built in 2019 with an area of 351m. WE PRESENT ANNUAL BALANCE OF PROFITS. Business running with reservations already taken for summer. Also ideal as a home. It is divided into 3 floors. Entrance floor with an area of 118.79m distributed: - 12.5m kitchen fully equipped with appliances (dishwasher, refrigerator, oven, hood, hob and microwave). - 33m living-dining room with heat pump. - 3 bedrooms with bathroom, built-in wardrobe and heat pump. First floor with a surface area of 113.66m distributed: - 5 bedrooms with bathroom, two of them with balcony, built-in wardrobes and heat pump. Ground floor or semi-basement with an area of 118.69m distributed: -39m living room with access to the pool and patio. - 2 warehouses, one of them with a patio and bathroom. - 1toilet - 1 room of facilities. - 1 cave room. smooth walls Stoneware floors Climalit aluminum windows pine doors The rooms are furnished as seen in the photos. Alarm and video surveillance Motion sensors for light in hallways and stairs. Natural gas for hot water boiler. All rooms in the house have air conditioning, heat pump. CALL US, WE WILL BE HAPPY TO ASSIST YOU! TAXES AND EXPENSES NOT INCLUDED.",nan,True,40.1427462,False,10
nan,False,"{'title': 'Detached house in Calle de Quiñones, 6'}",Madrid,renew,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/1a/e1/1199290711.jpg,167.0,695.0,False,19,True,Chinchón,es,nan,-3.4199839,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,4,False,"Calle de Quiñones, 6",103758837,PUE0002,116000.0,nan,sale,https://www.idealista.com/inmueble/103758837/,nan,"We offer you financing up to 100% of your investment, and we offer you a completely free renovation estimate. Old house to rebuild.Ideal for a boutique hotel, rural house, nursing home, wedding hall, luxury inn-restaurant with large rooms or rooms at the top.The option of being rebuilt gives us the opportunity to carry out the distribution and construction as we wish.Located in the old town of the town, with excellent views in the upper part of the house.It is located 57 km from Madrid, this distance from the capital means we can also have it as a habitual residence or as a second residence for vacations or weekends. If we go by car, the access roads from Madrid: A-3 to the Arganda Bridge with a signposted detour to the right along the M-311-313 road, which passes near Morata de Tajuña on the way to Chinchón. R-3 at the height of Perales de Tajuña. A-4 until the junction with the M-404 Navalcarnero-Chinchón highway, which passes through Ciempozuelos and Titulcia, with a straighter route.There are more access roads to the City of Chinchón, these coming from the neighboring towns. If we choose to go by bus: From Madrid there is a good bus service, practically every hour, carried out by the transport company La Veloz, which starts at Pza.Conde Casal, head of the N-III, Madrid-Valencia.This is bus line 337 Madrid-Chinchón-Valdelaguna. From Aranjuez there is a good bus service, practically every hour, carried out by the transport company La Veloz.This is bus line 430 Aranjuez-Chinchón-Villarejo de Salvanés. The City of Chinchón in Chuyo old town the house is located.It offers a great diversity of landscapes and places with strong contrasts. It has an urban area full of tourist attractions, such as the Our Church.Mrs.Of the Assumption, which keeps inside a canvas by the painter Francisco de Goya, the “Lope de Vega” Theater, the Monastery of the M.M.Poor Clares, different hermitages, the Castillo de los Condes and the jewel of the region, the Plaza Mayor of Chinchón, declared the 4th material wonder of the Community of Madrid. In the town, the resident or the visitor will be able to learn about its typical products, anise, oil, garlic and wine, as the fundamental basis of gastronomy and they will also be able to taste them in the numerous inns and restaurants or purchase them in specialized establishments. . Another important section to highlight are the different festive and cultural events, such as La Pasión de Chinchón, declared of National Tourist Interest, the Carnivals and its Medieval Market, the October Charity Bullfighting Festival, the oldest in Spain, its August Patron Saint Festivals. and various events that take place throughout the year. You will be able to live or have your business and why or both in a unique and dream place, when you purchase the house that we offer you.[IW].",nan,False,40.1408489,False,1
nan,False,{'title': 'Detached house'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c2/df/a9/1147734334.jpg,120.0,1625.0,False,31,False,Chinchón,es,nan,-3.4450984,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",True,False,chalet,3,False,Chinchón,102163673,171368,195000.0,nan,sale,https://www.idealista.com/inmueble/102163673/,nan,"This villa is at Calle de Doña Francisca y Don Francisco Fausto, 28370, Nuevo Chinchón, Madrid. It is a low house, built in 2002, that has 120 m2 of which 100 m2 are useful and has 3 rooms and 2 bathrooms. It has communal swimming pool, garage included, exterior, to reform, individual heating, alarma, chimenea,. , jardín, stippled walls, smooth walls, windows climalit, children's area, green area, terraza, wardrobe, floor tiles, luminous and equipped kitchen.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.1370803,False,2
nan,False,{'title': 'Country home in Calle de la Chinchona'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/11/e8/1183376249.jpg,100.0,3199.0,False,33,False,Chinchón,es,nan,-3.4209832,"{'typology': 'countryHouse', 'subTypology': 'casale'}",False,False,countryHouse,4,False,Calle de la Chinchona,103238717,CHI1171123,319900.0,nan,sale,https://www.idealista.com/inmueble/103238717/,nan,"This country house is at Calle de la Chinchona, 28370, Chinchón, Madrid, is in the district of Chinchon. It is a country house that has 100 m2 and has 4 rooms and 1 bathrooms. It includes mountain views, porche, wardrobe, cocina amueblada, pool, finca, terrera, concrete structure, stippled walls, floor tiles and..",nan,False,40.1363505,False,1
nan,False,{'title': 'Terraced house in Quiñones'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/d8/a0/953064976.jpg,266.0,1316.0,True,67,False,Chinchón,es,nan,-3.42049,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",True,False,chalet,5,False,Quiñones,96664073,nan,350000.0,nan,sale,https://www.idealista.com/inmueble/96664073/,nan,"Historic building dating from 1736 that was used as a farmhouse.Thirty years before Felipe V, in 1706, our first Bourbon King was acclaimed King for the first time in Spain in the Plaza de Chinchón. The building retains numerous original construction elements that give its architecture a bright and welcoming old rural atmosphere as well as being extremely quiet, while at the same time bringing together today's comfort. Living in Chinchón you will not only enjoy a peaceful life typical of small cities, but you will also be able to boast of living in one of the most beautiful towns in Spain, also considering its Plaza Mayor as one of the most beautiful in the world. . The municipality is also only 60km from the capital of Madrid. The very facade of the house and its access porch already emanates centuries of history behind it.Without a doubt, it is a unique home in which peace and harmony are breathed from the first steps of access to it through its century-old door. The house has been recently refurbished by changing all the floors in it, installing a heating system with convection radiators using Natural Gas. In the same way and even more importantly, all door and window frames have been replaced by 100% PVC carpentry from the REHAU brand, which have the most innovative technology in line with the technological advances of modern society.Which will make you enjoy great thermal insulation that will allow you to minimize heat or cold losses, achieving great energy savings.They also provide much greater sound insulation than other types of windows. Its outdoor space of more than 100m2 will allow you to design a Castilian patio, typically from La Mancha. A home where you can enjoy every day, or as a second residence due to its proximity to Madrid. To visit this beautiful home, contact us and we will gladly provide you with all the information you need. We speak Spanish, English, Russian and Ukrainian. Arrangement of visits at least 24/48 hours in advance. In the event that there are two or more clients interested in the property, the highest economic offer will be taken into account, conditional on the choice and acceptance of the property.Even if the aforementioned offer is above the price set in this announcement.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.1412303,False,2
nan,False,{'title': 'Detached house in Travesía zurita chinchon'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/3f/2a/1192840601.jpg,230.0,1039.0,False,32,False,Chinchón,es,nan,-3.4226263,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,5,False,Travesía zurita chinchon,103543763,IZ-03797,239000.0,nan,sale,https://www.idealista.com/inmueble/103543763/,nan,"Welcome to this spectacular opportunity to live in the Chinchón area! This independent chalet has all the comforts you need to enjoy family life. With an unbeatable location, next to the square, you will have everything you need just a step away. This bright chalet has 5 bedrooms and 3 bathrooms, perfect to accommodate the whole family. In addition, its spacious living room and kitchen will allow you to enjoy meetings and dinners with friends and family. If you love views, this chalet has a terrace with views of the area, perfect for enjoying a morning coffee or a romantic dinner at sunset. And for nature lovers, its garden will allow you to enjoy the tranquility and peace that you need in your daily life. Don't miss this opportunity to live in an independent chalet with built-in wardrobes and south orientation. Contact us today to schedule a visit!",nan,False,40.1404472,False,3
nan,False,{'title': 'Detached house'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/f1/df/1181105290.jpg,108.0,2546.0,False,39,False,Chinchón,es,nan,-3.4260343,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",True,False,chalet,3,False,Chinchón,103184553,LRS_0006338,275000.0,nan,sale,https://www.idealista.com/inmueble/103184553/,nan,"LemonLine presents you this fantastic two-story house of 107m²* with a terrace. This fantastic two-story house is part of a complex in the S.XVI where Lope de Vega once resided, which is located in a privileged location and has a useful area of 107m²*.On the first floor, you can enjoy a spacious living room with a cozy fireplace, perfect for the coldest days.In addition, you will find a toilet and a fully equipped kitchen. On the second floor, three bedrooms await you, one of them is a double and the other two are singles, all of them with built-in wardrobes for greater storage.Also on this floor, you will have a full bathroom with a shower and an area set up as a library, ideal for relaxing and immersing yourself in your favorite books. The house has features that make it even more attractive.It is exterior and offers views of a community area, which will allow you to enjoy a quiet and pleasant environment.The double glazed windows are made of wood and have shutters to regulate the entry of sunlight.It is important to note that furniture is not included in the sale. As for comfort, the house has gas heating by radiators, which will keep you warm during the coldest months of the year.The doors are also made of wood, providing a classic and elegant touch to the whole. In addition to all these characteristics, the location is another point in favor of this house since it is located just 20m from the Plaza Mayor of Chinchon.It is located a few minutes walk from all the services necessary in our daily lives. As for access roads, you will have a direct connection with the M-311, M-404, N305 and M-316 roads, which will allow you to easily travel to other destinations. In short, this house is an excellent option for those looking for a home ready to move into, with large spaces, amenities and a convenient location.Don't hesitate to visit it and discover everything it has to offer! If you have any questions or concerns or would like to schedule a visit, do not hesitate to contact us! If you need financing, our GoHipoteca financial department obtains **up to 100% thanks to our unique collaboration agreements with banking entities. *The offered price of this property does not include the internal furniture of the house.The surface of the property has been provided by the seller, consulted in the Electronic Headquarters of Cadastre or Property Registry, and there may be some variation with the real surface.We inform you that in the offered sale price, the purchase and sale expenses are not included: notarial, registry, management, ITP (Patrimonial Transfer Tax) and/or bank expenses that may be generated. ** Obtaining financing is subject to the conditions of the financial institution and will take into account the profile and solvency of the client. Check our website to read the Legal Notice on the description of this property.",nan,False,40.1419322,False,1
nan,False,{'title': 'House in Calle de Concepción'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/1a/7c/1136912759.jpg,245.0,980.0,False,28,False,Chinchón,es,nan,-3.4150531,{'typology': 'chalet'},False,False,chalet,5,False,Calle de Concepción,101879214,679483,240000.0,nan,sale,https://www.idealista.com/inmueble/101879214/,nan,"Admirable terrace house in Chinchón Housfy sells a house in Chinchón, a bright house located in an ideal environment to enjoy it. The house was built in 1975 of 245m2 distributed over 3 floors Property details: - Phenomenal house of 245 m2 in Chinchón.(The square meters are verified with the General Directorate of Cadastre) - Street level: 80m2: Living room with air conditioning, kitchen, 1 bedroom, a full bathroom and a 27m2 terrace - First floor: 82m2: 1 full bathroom, 2 spacious single rooms and a double room with access to a dressing room, air conditioning and access to a balcony - Second floor: Raw attic with many possibilities, currently built 40m2 and deeded 80m2, so the attic can be made twice as big - Excellent designer kitchen - Heating throughout the house and natural gas boiler - The plot consists of 110m2 of which the ground floor of the house occupies 80m2 and the terrace/garden 30m2 About the location, if you choose this neighborhood to live you will have all the essential services you will need for your new life.A few meters away we find: educational centers, health centers, parks, sports facilities and supermarkets, pharmacies, among others. Do not hesitate and contact us to schedule a visit, we will get the home of your dreams. About us: Housfy is a technological platform that offers the owner all the necessary services so that they can sell the property on their own.For more information, visit us at housfy.com.AICAT number: 7922.",nan,False,40.142349,False,2
"[{'name': 'villaType', 'text': 'Villa'}]",False,{'title': 'Detached house'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/3c/79/1180076263.jpg,740.0,1203.0,False,100,False,Chinchón,es,nan,-3.4173783,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,5,False,Chinchón,103155064,PR01243,890000.0,nan,sale,https://www.idealista.com/inmueble/103155064/,nan,"Discover your equestrian paradise in the heart of Paraje de Valgrande (Chinchón)! We present you a gem for horse lovers, a recreational estate that combines nature, design and tranquility. In this 6,700m2 property, you will enjoy endless views of the majestic landscape that waters the Tajuña River. The farm has an impressive constructed area of 740m2, strategically distributed to offer you a unique experience. The 320m2 main house, located on one floor, is organized around a charming rustic patio with a fountain. Its large windows in the large living room offer views of the porch and the lush garden. The central fireplace creates a cozy atmosphere for family and guests, and the loft area is perfect for a library or office. The day area includes a kitchen with access to the cellar and a cozy dining room with a fireplace. In the sleeping area, three bedrooms with en-suite bathrooms and dressing rooms provide privacy and comfort. The master bedroom has direct access to the garden through a small porch. The home also has a separate guest area with its own bedroom and full bathroom. The amenities do not end here: the property has a wine cellar, caretaker's house, spa area with sauna, jacuzzi, toilets and changing rooms, heated pool with saline chlorination, gazebo, various storage rooms and equestrian facilities with a stable and dressage area. In addition, you will enjoy ample parking for more than 10 vehicles. The general characteristics of the home, such as underfloor heating, solid wood in interior and exterior enclosures, marble in bathrooms and its excellent state of conservation, guarantee a lifestyle of luxury and comfort. Immerse yourself in this oasis, surrounded by a consolidated olive grove and unobstructed views. Relax in the jacuzzi while contemplating the nature around you, enjoy summer days in the heated pool and dine under the light of the stars. No fees are charged to the purchasing party. In addition, we have plans, videos and a virtual tour. Don't miss this unique opportunity to acquire an exceptional property. Contact us now for more information and to schedule a visit!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.1402817,False,5
nan,False,{'title': 'Estate'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/cf/80/1117522910.jpg,900.0,1556.0,False,51,False,Chinchón,es,nan,-3.4352842,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",False,False,countryHouse,10,False,Chinchón,101301387,A2328,1400000.0,nan,sale,https://www.idealista.com/inmueble/101301387/,nan,"Great recreational farm of 10 hectares 37 km from Madrid very close to Chinchón. The house and the garden occupy 1 hectare that is fenced and the rest is agricultural exploitation. The garden is beautiful with magnificent trees, flower beds, fountains and automatic irrigation. It has a good swimming pool with a changing room, shower and area to sit and eat and a vegetable garden. The farm has two houses: the main one and the guest house. The Main House was renovated in 2002 and has two floors with a total of 700m². Ground floor: beautiful entrance hall that is accessed through an avenue of cypresses, with carved doors, which gives access to another distributor through which, at the end, you reach the porch. Large living room with fireplace with three rooms and windows overlooking the garden. Guest bathroom. Separate dining room and a beautiful kitchen with a daily dining room, pantry, laundry area and a refrigerator room. The porch is wonderful with a fireplace and fans with three different gatherings overlooking the garden full of trees and flowers. On this floor there is also the house of the caretakers that consists of a room en suite, living room and kitchen. Upper floor: from the living room there is access to the upper floor where we find another very pleasant room with balconies overlooking the garden, fireplace and small office with fridge and sink. From this room there is access to the main room that also has balconies to the garden, all with mosquito nets, a wonderful dressing room and a spacious bathroom that has a very nice private terrace. It also has three other rooms with access to a terrace overlooking the garden that share two bathrooms. Another en-suite room with a lounge. The heating is with a gas boiler and it has air conditioning through ducts. The house has very good qualities with exposed beam ceilings, very beautiful carved doors, windows with mosquito nets and bars, terracotta floors, all in very good condition and very well cared for. The guest house is 165m² with two living rooms with access to a good porch, a large kitchen and four bedrooms that share two bathrooms. The farm also has two warehouses for boilers, agricultural material, etc. It also has a covered parking space for four cars. The farm has a lot of water as it is in an irrigated area.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.1358111,False,7
nan,False,{'title': 'Semi-detached house in Calle de Morata'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/9c/bb/1195927942.jpg,96.0,1099.0,False,35,False,Chinchón,es,nan,-3.4284756,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,False,chalet,4,False,Calle de Morata,103645917,2148,105500.0,nan,sale,https://www.idealista.com/inmueble/103645917/,nan,"WE CAN HELP YOU GET THE BEST FINANCING ON THE MARKET! WE DO NOT CHARGE FEES TO THE BUYER! Town house with 4 bedrooms. Two plants. Furnished and new kitchen. Renovated bathroom. New electricity and plumbing. Rehabilitated roof. 5 minutes walk from the center of Chinchón. Small terrace on the 2nd floor that is currently closed, but with the possibility of making it an attic. The monumental town of Chinchón is located just 50 km from the center of Madrid, with good communication by public road transport.",nan,False,40.1407722,False,1
