bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,neighborhood,topPlus,highlight
3,Madrid,285.0,True,False,"{'subtitle': 'Zona Pueblo, Pozuelo de Alarcón', 'title': 'Terraced house in Calle Javier Fernández Golfín'}",True,4,False,nan,True,40,W-02TKXV,es,nan,799000.0,102829387,40.4312836,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Wonderful Townhouse in Pozuelo de Alarcón Engel & Vöelkers presents this wonderful Townhouse in the privileged and quiet environment of Pozuelo de Alarcón in Madrid. It is a chalet located in a gated community with a swimming pool (saline chlorination) and a beautiful garden. This magnificent 285 m2 property is distributed over three floors: it has a magnificent and comfortable entrance patio, a cozy hall that invites us to the social area, two magnificent living rooms located one on the main floor and the other in the basement, both with access to the garden, a great kitchen with living room. We have four large bedrooms, one of which has an en-suite bathroom, two bathrooms, two terraces, garage with automatic door and direct access to the house, and storage room. On the first floor we have the spacious and bright master bedroom with an en-suite bathroom and whirlpool bathtub and built-in wardrobe. Second room with access to the wonderful terrace and built-in wardrobe. Third bedroom with a beautiful terrace overlooking the garden of the urbanization and its built-in wardrobe and finally a fourth bedroom with a built-in wardrobe. On the lower basement floor, we have a unique and cozy large living room with a fireplace and direct access to the garden, you will also find a large toilet and built-in wardrobe. Additionally, the lower floor has a storage room with large storage capacity. In short, it is an excellent opportunity to enjoy an authentically unique environment and with a property that has undergone constant renovations in the different rooms. Pozuelo de Alarcón is a city and municipality belonging to the Community of Madrid, located in the metropolitan area northwest of the capital. It has an area of 43.2 km2 and borders Aravaca, El Plantío. This municipality is one of the most sought after for its privileged location due to its proximity to the centre of Madrid and the airport with easy access via the M-503, A-6, M-500 and M-40 motorways. It is also served by local trains to the city centre, Atocha, Chamartín, Paseo de la Castellana, light rail and buses. The educational offer in the area is unbeatable with public schools such as: American School, Britisch School, Kensington; also Liceo Sorolla, Retamar, Escolapios. Universities such as Complutense, Francisco de Victoria and ESIC. In addition, there is great medical coverage with the Zarzuela, Monteprícipe, Puerta de Hierro and Quirón Hospitals, as well as a wide range of shopping and leisure facilities close to the area.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,2804.0,https://www.idealista.com/inmueble/102829387/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/84/50/1181144367.jpg,Calle Javier Fernández Golfín,True,-3.8193843,Zona Pueblo,Pozuelo de Alarcón,nan,chalet,Zona Pueblo,False,nan
6,Madrid,571.0,True,False,"{'subtitle': 'La Cabaña, Pozuelo de Alarcón', 'title': 'Detached house'}",True,7,False,nan,True,60,PV8254I,es,nan,1050000.0,97779462,40.4144519,False,nan,sale,nan,"A 571m² villa in excellent condition on an 836 m² plot of land with a pool in La Cabaña, Pozuelo. Spacious, bright rooms with unobstructed views.  This is a fantastic home in Pozuelo. A detached house on a beautiful and discreet plot of land with views, open spaces, and great potential for an update without missing out on the comfort of living in Pozuelo. It was renovated recently, in 2017. Excellent finishes and air conditioning. The house provides unobstructed views from all the rooms, and a beautiful porch, from where one can enjoy views of the garden all year round. A large pool, a landscaped piece of land, and a barbecue area.  Outdoor parking for 5 additional cars. La Cabaña-Montegancedo is a residential complex in Pozuelo surrounded by green spaces and parks. It provides easy access to the centre of Pozuelo, Europa Avenue, and Somosaguas and is only a few minutes from Madrid thanks to the M503, M40, A6, and Castilla Road. Montegancedo is attractive for families with medium/high purchasing power, who are looking for quality of life, open spaces and green areas, and easy access to schools, hospitals, shopping centres, gyms and a multitude of restaurants and leisure areas. Layout: MAIN FLOOR: • Entrance hall • Guest WC. • An extremely bright living-dining room with a fireplace. • An extremely bright office or multipurpose room and access to a porch. • A large kitchen with access to a porch. FIRST FLOOR: • Master bedroom with an en suite bathroom and walk-in closet. • Double bedroom with an en suite bathroom. • Another two bedrooms that share a bathroom. TOP FLOOR: • Lounge. • Two bedrooms with views. • A complete bathroom. BASEMENT: • Sitting room with natural light that is currently being used as a party room with a bar. • Two bedrooms for the staff. • A complete bathroom. • Laundry room. • Pantry • Storeroom. • Garage for one car and a motorcycle. Natural gas. Air conditioning. CONTACT US TO SHOW YOU HOUSES THAT WE ARE NOT PUBLISHING This important municipality of Madrid occupies an area of 42 km2 and has a population of approximately 84,000. It is 11 kilometres from the centre of the capital and borders with Aravaca. In addition to several bus and tram lines, there are two suburban stations: one in Pozuelo and another in El Barrial, next to the El Corte Ingles department store. In addition it is connected via the A-6, M-500 and M-40. Among the many residential estates that exist here, we can highlight La Finca, Somosaguas and Álamos de Bularas. From a town development point of view, in some cases flats have been built near shopping areas while in others, semi-detached and detached houses have been built. There are also a number of prestigious schools, some offering bilingual courses, making this a popular location with executives working in Madrid. The Somosaguas University Campus is nearby offering a range of degrees from the Complutense University. This is a very quiet and safe area with the services expected of a great city today. In fact, it has had its own theatre and conservatory for some years.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1839.0,https://www.idealista.com/inmueble/97779462/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/76/9b/1182410264.jpg,subdistrict La Cabaña,True,-3.8295606,Urbanizaciones,Pozuelo de Alarcón,nan,chalet,La Cabaña,False,nan
6,Madrid,625.0,True,False,"{'subtitle': 'La Finca, Pozuelo de Alarcón', 'title': 'Terraced house in Paseo de los Lagos'}",True,5,False,nan,False,44,nan,es,nan,2475000.0,103699993,40.4172633,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'luxuryType', 'text': 'Luxury'}]","Paseo de LOS LAGOS 2. LA FINCA. 24h security with access control for visitors. One of the most desirable developments around La Finca. The property, which has an elevator that runs through all floors, is distributed as follows: Ground floor: Hall Multipurpose room or guest bedroom Full bathroom Dining room Kitchen ""Laundry room with separate washing machine area Living room with fireplace and DOUBLE CEILING HEIGHT with access to the garden. Tiled garden with swimming pool. Good covered porch. 1st floor: 3 Bedrooms for double bed, sharing 2 full bathrooms. 2nd Floor: Master bedroom with large bathroom, lots of closet area in addition to dressing room type ""Walking Closet"". Basement: Service bedroom with full bathroom, with natural light. Large living room with bar, natural light and bathroom. Garage for 4 cars.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,3960.0,https://www.idealista.com/inmueble/103699993/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/3e/88/1197505631.jpg,Paseo de los Lagos,True,-3.802364,Zona Prado de Somosaguas - La Finca,Pozuelo de Alarcón,nan,chalet,La Finca,False,nan
5,Madrid,550.0,True,False,"{'subtitle': 'La Finca, Pozuelo de Alarcón', 'title': 'Terraced house in Paseo de los lagos, 2'}",True,5,False,nan,False,43,pl2.v.051,es,nan,2475000.0,103813234,40.4162586,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'luxuryType', 'text': 'Luxury'}]","Realizza La Finca, sells this semi-detached house, in the Lagos 2 urbanization, in the La Finca urbanization, with an excellent location within the urbanization. As soon as we enter the house, we find the entrance hall that gives access to a living room with a TV area and an office to a guest toilet. On the next floor, a large double-height living room with direct access to the garden with pool and covered porch. On this same floor is the kitchen, from which you can access the dining area. On the second floor we find three bedrooms and two bathrooms and on the upper floor the master bedroom with an en-suite bathroom and dressing room as well as an area for an office or TV room. On the -1 floor, there is a large games area and a drinks area, as well as a fully equipped kitchen that supports a large room for family meals. On this floor there is also a bathroom, in addition to a service bedroom and a bathroom. The La Finca area has excellent public transport connections, thanks to the light metro and regular buses that stop in the different sections of the La Finca urbanization. The area also has a large number of private schools such as Kesington Shool American School, British Council, Colegio Internacional, Los Rosales, and Retamar; shopping centers such as El Corte Inglés in Pozuelo, the Zielo shopping center, El Zoco, and the Kinepolis multiplexes (with the largest cinemas in Spain); Sports centers such as Rebook sport La Finca, and golf courses such as the Somosaguas Golf Club. Realizza La Finca, is a luxury real estate agency located in La Finca, offers a wide selection of luxury homes (townhouses, ground floors with gardens, penthouses and independent chalets) for purchase and rent, located in La Finca de Pozuelo, and is characterized for exclusively offering homes located in this privileged residential area of Madrid. With more than 10 years of experience in La Finca and with in-depth knowledge of all the urbanizations that comprise it. To achieve this, we have a team with extensive experience in the luxury real estate market, and a very direct relationship with La Finca from its beginnings to today. Our long professional career allows us to offer excellent management and find solutions to the needs of each client with the aim of achieving their satisfaction and trust.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,4500.0,https://www.idealista.com/inmueble/103813234/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/4e/f4/1200999400.jpg,"Paseo de los lagos, 2",True,-3.8007057,Zona Prado de Somosaguas - La Finca,Pozuelo de Alarcón,nan,chalet,La Finca,False,nan
6,Madrid,700.0,True,False,"{'subtitle': 'Somosaguas, Pozuelo de Alarcón', 'title': 'Detached house'}",True,5,False,nan,False,56,PV6946I,es,nan,2080000.0,38871058,40.4284445,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'luxuryType', 'text': 'Luxury'}]","PROMORA ARAVACA IS SELLING this unique detached villa in the El Montecillo residential estate. It has a consolidated garden, a private pool, and a tennis court. LAYOUT: MAIN FLOOR: Entrance hall with a guest toilet. A hall wardrobe and a separate office. Kitchen-utility area and pantry. The staff quarters feature a separate entrance and a bedroom and bathroom, in addition to a laundry area. TOP FLOOR: a bedroom with an en-suite bathroom and terrace, two bedrooms that share a complete bathroom, and the master bedroom with an en-suite bathroom with a shower and bathtub, a dressing room and a terrace. BASEMENT: a toilet, party room, a lounge, and a cellar. A gym, bathroom with a shower, sauna, and a garage for two cars. There are another three parking spaces under a shelter. Air conditioning and fuel oil heating (radiators). Safety blinds and a fireplace. CONTACT US TO SHOW YOU HOUSES THAT WE ARE NOT PUBLISHING Somosaguas is a luxury residential estate that is only 10 kilometres from Madrid. It features excellent security measures, as all the inhabitants consider peace and privacy key requirements. In fact, public personalities from the world of culture, politics and music live here. Belonging to Pozuelo de Alarcon, Somosaguas is well connected by bus and tram. Above all, it is surrounded by the Casa de Campo, the city's great green lung. There are excellent schools, shopping centres and the Complutense University Campus. The Carretera de Castilla (Castile Road) will enable you to reach the city centre in 5 minutes.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2971.0,https://www.idealista.com/inmueble/38871058/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/3b/fb/1195610982.jpg,subdistrict Somosaguas,True,-3.784849,Somosaguas,Pozuelo de Alarcón,nan,chalet,Somosaguas,False,nan
2,Madrid,195.0,True,False,"{'subtitle': 'Zona Avenida Europa, Pozuelo de Alarcón', 'title': 'Flat in Avenida de Europa'}",True,2,False,True,False,43,FR192576,es,True,950000.0,103746083,40.4424348,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"We present the best home in the Las Terrazas de Aravaca urbanization. This magnificent apartment is located in the prestigious area of Avda.Europe of Pozuelo de Alarcón.With a privileged location in the northwest of Madrid, this neighborhood is known for its quiet and residential atmosphere, ideal for those looking to escape the hustle and bustle of the city without giving up modern comfort and amenities. Built in 1996, this high-end apartment offers an impressive constructed area of 205 square meters, giving you ample spaces to enjoy and relax.Upon entering, you will be greeted by an elegant independent living room of 51.70 square meters, perfect for receiving your guests or simply to enjoy moments of tranquility.The property features two master bedrooms, each with their own private bathroom, ensuring maximum privacy and comfort for you and your loved ones. The orientation of this apartment is simply perfect, as you will enjoy a large amount of natural light throughout the day, turning every corner into a bright and welcoming space.In addition, you can enjoy the beautiful sunny days from the private terraces, where you can relax and enjoy the panoramic views of the surroundings. This exclusive home also has three terraces, built-in wardrobes, wooden floors, reinforced doors and air conditioning, which guarantees a comfortable and high-quality lifestyle.In addition, the building has an elevator, 2 parking spaces and well-kept gardens so you can enjoy the beauty of nature without leaving home. In terms of location, this apartment is close to several prestigious schools, the Zielo Shopping Center, and in its immediate surroundings you will find a wide range of shops, restaurants, sports facilities and entertainment options. In terms of transport connections, the closest metro lines are Line 10 and Line 7, while the closest commuter lines are C-7 and C-10.In addition, there are several bus lines that will easily connect you with the rest of the city and the METRO-Ligero interchange. At Gilmar we have been helping our clients find the home of their dreams since 1983.We are a renowned company in the real estate sector and our experience and knowledge make us your best option to find the perfect property.If you are interested in obtaining more information about this impressive property, do not hesitate to contact us and provide us with reference 192576.Our team will be happy to help you with everything you need. Don't miss the opportunity to live in luxury and elegance in Pozuelo de Alarcón.Contact us today!",False,{'typology': 'flat'},good,4872.0,https://www.idealista.com/inmueble/103746083/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/c7/a8/1200166380.jpg,Avenida de Europa,True,-3.7829779,Zona Avenida Europa,Pozuelo de Alarcón,2,flat,Zona Avenida Europa,False,nan
5,Madrid,450.0,True,False,"{'subtitle': 'La Finca, Pozuelo de Alarcón', 'title': 'Terraced house in Paseo Del Club Deportivo, 2'}",True,4,False,nan,False,44,cd.v.050,es,nan,1850000.0,103299042,40.41914,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Realizza La Finca sells this townhouse in perfect condition in the Club Deportivo 2 urbanization. As soon as we enter the house we find a fantastic entrance hall, from which we access a fantastic kitchen, and later a large living room in three rooms. From the living room there is direct access to the garden with swimming pool and a fully glazed porch that serves as an outdoor living room. The house has 2 bedrooms on the first floor with their own en-suite bathrooms, the bedrooms are large in size, on the top floor we find the master bedroom with a dressing room, an en-suite bathroom and an open dressing room over the living room with views of the double height of the house In the basement, there is a games area and a service bedroom with a bathroom. Garage for 4 cars. The La Finca area has excellent public transport connections, thanks to the light metro and regular buses that stop in the different sections of the La Finca urbanization. The area also has a large number of private schools such as Kesington Shool American School, British Council, Colegio Internacional, Los Rosales, and Retamar; shopping centers such as El Corte Inglés in Pozuelo, the Zielo shopping center, El Zoco, and the Kinepolis multiplexes (with the largest cinemas in Spain); Sports centers such as Rebook sport La Finca, and golf courses such as the Somosaguas Golf Club. Realizza La Finca, is a luxury real estate agency located in La Finca, offers a wide selection of luxury homes (townhouses, ground floors with gardens, penthouses and independent chalets) for purchase and rent, located in La Finca de Pozuelo, and is characterized for exclusively offering homes located in this privileged residential area of Madrid.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,4111.0,https://www.idealista.com/inmueble/103299042/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/89/84/9b/1184992736.jpg,"Paseo DEL CLUB DEPORTIVO, 2",True,-3.807,Zona Prado de Somosaguas - La Finca,Pozuelo de Alarcón,nan,chalet,La Finca,False,nan
4,Madrid,380.0,True,False,"{'subtitle': 'Zona norte, Pozuelo de Alarcón', 'title': 'Detached house'}",True,6,False,nan,True,57,NY192311,es,nan,1290000.0,103619380,40.4558581,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Gilmar Pozuelo - Aravaca presents this independent villa, located in the Colonia Bellas Artes of Pozuelo de Alarcón. Detached house of 380 m2 built on a 685m2 plot. Ideal home for anyone who wants to adapt it to the millimeter to their tastes and needs. In our company, we can take care of comprehensive renovations, with excellent quality-price. Contact us. It is divided into 4 floors. Large, bright spaces, easily redistributable and with many possibilities. Currently, it is divided into the following rooms. Main floor: With flat access from the outside. Large living room, with fireplace and double access to the garden. Independent kitchen courtesy toilet First floor Three double bedrooms, equipped with spacious built-in wardrobes. Full exterior bathroom. Master suite, consisting of a sitting area, two separate dressing rooms and a full exterior bathroom. Attic floor Second living room or multipurpose room with fireplace (possible second master bedroom). It has a private closed terrace with fantastic views. Low level: Service area, consisting of laundry room, service bedroom and full bathroom Multipurpose room, very spacious. Garage, with capacity for three vehicles. This plant has good luminosity thanks to the layout of the land. Colonia Bellas Artes is one of the most in-demand urbanizations in Pozuelo de Alarcón. Convenient and quick access to M-40 and A-6. 7 minutes by car from Moncloa and 3 minutes from El Barrial train station. Nearby bus stops (urban and interurban).",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,3395.0,https://www.idealista.com/inmueble/103619380/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/7e/27/1196323065.jpg,subdistrict Zona norte,True,-3.8128958,Zona norte,Pozuelo de Alarcón,nan,chalet,Zona norte,False,nan
5,Madrid,610.0,True,False,"{'subtitle': 'La Finca, Pozuelo de Alarcón', 'title': 'Terraced house in mistral'}",True,5,False,nan,False,30,5526,es,nan,1600000.0,88689166,40.4095629,False,nan,sale,nan,"Marta Gómez-Faíña of GV | LA FINCA sells the following property: In La Finca luxury residential area in Madrid, is this noble and stylish detached house of 610 square meters built. With ample spaces, garden and pool. The house stands out for its light and its magnificent surroundings. A great choice for everyone looking for a luxury, spacious and quiet home, very close to the center of Madrid. DISTRIBUTION Entrance floor: Hall. Complimentary toilet. Dining room, office. Kitchen with office. First floor: Master bedroom suite with bathroom and dressing room. Two bedrooms share a bathroom. Attic: Room with bathroom. Ground floor: Laundry room. Room service with bathroom. Living room service. Storage room. Basement: Garage for six cars. Storage room.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,2623.0,https://www.idealista.com/inmueble/88689166/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/88/69/1009779957.jpg,mistral,True,-3.8045121,Zona Prado de Somosaguas - La Finca,Pozuelo de Alarcón,nan,chalet,La Finca,False,nan
8,Madrid,1026.0,True,False,"{'subtitle': 'Zona Pueblo, Pozuelo de Alarcón', 'title': 'Detached house'}",True,7,False,nan,False,77,PV8404I,es,nan,2790000.0,103620803,40.4443341,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'luxuryType', 'text': 'Luxury'}]","A wonderful villa with a sober and elegant design and a rustic flavour in the most exclusive residential complex in Pozuelo. Layout: MAIN FLOOR: - A fantastic entrance hall with a large hall wardrobe that leads to the living rooms and divides the day area from the night area. •Day area: - The main living room connects to all the social rooms in the house. Lofty ceilings, wooden finishes with beautiful beams, and the huge fireplace provide an elegant rustic flavour to the property. Direct access to the main terrace that affords excellent views of the garden.  - A lounge with a fireplace and charming views next to the main living room. - The dining room connects to a fabulous porch with views of the pool and also connects with the main living room and the kitchen. - The huge kitchen with a central island, pantry and utility area provides access to a second porch with views of the garden. - A guest WC. - A large separate laundry room that connects to the kitchen. •Night area: - Three spacious double bedrooms with en-suite bathrooms and large wardrobes. FIRST FLOOR: - It is divided into two wings. The largest private part is dedicated to the master bedroom with a terrace, a large walk-in closet, a stunning en-suite bathroom, and an office or private lounge. - Another two large bedrooms share a reception area and a large bathroom and can be found in the other wing of this floor. LOWER FLOOR: - A large lounge with natural light and a fireplace. - Wine cellar. - A WC. - A large bedroom with an en-suite bathroom for the staff. - Three storerooms. Outward facing: - A fantastic, cobbled area and extensive landscaped areas, a separate garage, and a roofed porch for bicycles. - The main garden provides views of Madrid. Its main feature is a beautiful pool with a charming porch and barbecue area. A well-groomed piece of land with vegetation. An excellent and elegant villa with a sober and timeless design in the most exclusive residential complex in Pozuelo, Los Álamos de Bularas. The sophisticated and elegant style based on a combination of finishes and materials, beautiful natural stone and solid wood, provide this villa, located in one of the most exclusive residential complexes in Pozuelo, with a certain feeling of a property that, without leaving Madrid, transports us to natural areas that one would not expect to find in a large city. The house stands out for its ample and generous rooms, with lofty ceilings and large windows that connect all the rooms with the well-tended garden, without sacrificing the comfort provided by the materials used, especially the use of wood and the presence of fireplaces that add a welcoming touch to all the rooms. Located in the exclusive Los Álamos de Bularas residential complex, a gated estate with 24-hour security, the villa stands on a plot measuring more than 3,200 m2. The plot is located on a corner with a slight slope, which means you can enjoy excellent views from the property and absolute privacy without renouncing the security of a gated estate. An exceptional location just 12 minutes from Madrid, with easy access to the A6 and M40. It is just minutes from the best international schools, hospitals, leisure facilities, and shops, such as the Corte Inglés department store in Pozuelo. CONTACT US TO SHOW YOU HOUSES THAT WE ARE NOT PUBLISHING This important municipality of Madrid occupies an area of 42 km2 and has a population of approximately 84,000. It is 11 kilometres from the centre of the capital and borders with Aravaca. In addition to several bus and tram lines, there are two suburban stations: one in Pozuelo and another in El Barrial, next to the El Corte Ingles department store. In addition it is connected via the A-6, M-500 and M-40. Among the many residential estates that exist here, we can highlight La Finca, Somosaguas and Álamos de Bularas. From a town development point of view, in some cases flats have been built near shopping areas while in others, semi-detached.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2719.0,https://www.idealista.com/inmueble/103620803/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/87/0e/1202369316.jpg,subdistrict Zona Pueblo,True,-3.8164952,Zona Pueblo,Pozuelo de Alarcón,nan,chalet,Zona Pueblo,False,nan
3,Madrid,162.0,True,False,"{'subtitle': 'Somosaguas, Pozuelo de Alarcón', 'title': 'Flat'}",True,3,False,True,False,61,PV8645I,es,False,1190000.0,103671261,40.4158643,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"CONTACT US TO SHOW YOU HOUSES THAT WE ARE NOT PUBLISHING Somosaguas is a luxury residential estate that is only 10 kilometres from Madrid. It features excellent security measures, as all the inhabitants consider peace and privacy key requirements. In fact, public personalities from the world of culture, politics and music live here. Belonging to Pozuelo de Alarcon, Somosaguas is well connected by bus and tram. Above all, it is surrounded by the Casa de Campo, the city's great green lung. There are excellent schools, shopping centres and the Complutense University Campus. The Carretera de Castilla (Castile Road) will enable you to reach the city centre in 5 minutes.",False,{'typology': 'flat'},good,7346.0,https://www.idealista.com/inmueble/103671261/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/a2/6d/1196662287.jpg,subdistrict Somosaguas,True,-3.7870474,Somosaguas,Pozuelo de Alarcón,bj,flat,Somosaguas,False,nan
3,Madrid,285.0,True,False,"{'subtitle': 'Zona Pueblo, Pozuelo de Alarcón', 'title': 'Terraced house in Calle Javier Fernández Golfín'}",True,4,False,nan,True,57,VMO2310011,es,nan,799000.0,103031550,40.43234,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"SEMI-DETACHED HOUSE WITH PORCH AND TWO LIVING ROOMS, IN URBANIZATION WITH COMMON AREAS AND SWIMMING POOL IN POZUELO DE ALARCON Apropreties presents this magnificent townhouse of 285 m2 with two living rooms and 4 bedrooms. When accessing the house we do it through a porch, where you can have an outdoor sofa area, once crossed the threshold of the door we enter a spacious hall, from there you enter the kitchen with office area, it has windows on both sides allowing excellent ventilation and makes it very bright, also has a clothesline area. From the hall there is access to a large living room that has a terrace, through it and down a small flight of stairs leads to the outside porch. The covered garage where you can comfortably fit a car is on this floor and has a door that communicates with the entrance hall, thus accessing directly to the house. On the second floor up the stairs we find the master bedroom with en suite bathroom and large fitted closets. There are also on this floor 3 more large bedrooms with fitted closets that share a bathroom. In the basement, we have a closet under stairs, a toilet, although its size can be converted into a bathroom with shower, a large cellar for storage and a large bright living room of about 40 m2, which also has direct access to the outside porch via stairs up. The covered porch is therefore linked to the two living rooms. From it there is access to the communal garden of the urbanization and the swimming pool. The urbanization has a lush garden, children's play area and swimming pool, Can you imagine living here?",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,2804.0,https://www.idealista.com/inmueble/103031550/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/0f/51/1175726489.jpg,Calle Javier Fernández Golfín,True,-3.817839,Zona Pueblo,Pozuelo de Alarcón,nan,chalet,Zona Pueblo,False,nan
2,Madrid,159.0,True,False,"{'subtitle': 'Zona Avenida Europa, Pozuelo de Alarcón', 'title': 'Duplex in Avenida De Europa'}",True,3,False,True,False,46,FR190774,es,True,1100000.0,102885281,40.4403444,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"With impressive views of the Madrid skyline, Gilmar presents an exclusive penthouse in the best urbanization on Avenida de Europa in Pozuelo. A home built in 2013 with well-combined top quality materials, a careful design and in perfect condition. The 159m2 house has three bedrooms and two bathrooms plus 15m2 of terrace on the ground floor and 72m2 of terrace on the roof. East orientation, storage room, and two parking spaces included in the price A luxury home in the northwest area of Madrid that you cannot miss if you can afford it and are thinking of moving house. CHARACTERISTICS: 3 rooms; 2 bathrooms; 87m2 of Terraces Heating: Underfloor heating Air conditioner Elevator Community garden Pool Paddle Court Alarm Clothes line 24 hour security doorman Condition: very good 2 Garage Spaces Storage room.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,6918.0,https://www.idealista.com/inmueble/102885281/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/ec/58/1170790591.jpg,Avenida DE EUROPA,True,-3.7870379,Zona Avenida Europa,Pozuelo de Alarcón,3,duplex,Zona Avenida Europa,False,nan
5,Madrid,394.0,True,False,"{'subtitle': 'Zona Pueblo, Pozuelo de Alarcón', 'title': 'Detached house'}",True,7,False,nan,True,45,PL191186,es,nan,1200000.0,103336388,40.438715,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Detached Villa in Pozuelo de Alarcón! This 394 m2 property is located on a 758 m2 plot facing West, which guarantees excellent natural lighting. Furthermore, this great property could be expanded. The house has 3 floors, 7 bedrooms, 5 bathrooms, 1 living room and a wide variety of amenities. On the ground floor, we find a large hall, a living room with fireplace, a kitchen with access to the garden, an en-suite room and a single room. There is also a cleaning room, a toilet and an ironing area. On the first floor, we find the master bedroom suite with dressing room and terrace, two double bedrooms, a single bedroom and a bathroom. The basement has a bedroom, a bathroom with a shower, a garage with capacity for two cars, a pantry, a storage room and a small room. The interior carpentry is made of painted wood and the exterior carpentry is aluminum. The heating is individual natural gas and it also has air conditioning. In addition, the property has a swimming pool to enjoy the summer with the family. Don't miss the opportunity to acquire this magnificent property in one of the most exclusive areas of Madrid! Contact us for more information.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,3046.0,https://www.idealista.com/inmueble/103336388/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/59/f1/1188108396.jpg,subdistrict Zona Pueblo,True,-3.8235886,Zona Pueblo,Pozuelo de Alarcón,nan,chalet,Zona Pueblo,False,nan
