has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,exterior,price,priceByArea,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,floor,hasLift,hasStaging,propertyCode,province,detailedType,newDevelopment,latitude,suggestedTexts,externalReference,highlight,status,parkingSpace,address
False,chalet,False,True,343.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/9b/c6/1199379848.jpg,True,False,4,nan,580000.0,1691.0,5,es,"Yes! REAL ESTATE HOUSE 买房， 卖房， 找欧乘房产! PROPERTY DESCRIPTION: fantastic CORNER semi-detached VILLA of 343 m² built, distributed over 4 floors: - BASEMENT FLOOR: with capacity for several cars and laundry room; -GROUND FLOOR: is distributed in a large LIVING-DINING ROOM, KITCHEN furnished with spectacular qualities, TOILET and HALL. From the kitchen and living room you can access the PATIO. -FIRST FLOOR: it is distributed in 3 BEDROOMS, the main one with an en-suite BATHROOM and several built-in wardrobes, another double bedroom with an en-suite bathroom and finally the third bedroom that currently serves as an office and also has an en-suite bathroom. SECOND FLOOR-ATENT, has a room that currently serves as a BEDROOM, a room that serves as a gym and a large TERRACE. HIGHLIGHTED FEATURES: garden with built-in pool and electric awning, gazebo in the front, individual heating, air conditioning in all rooms, etc... The house has been recently renovated with top quality. LOCATION: quiet residential area, with easy access to the Toledo highway, in the surrounding area there are green areas and supermarkets. EXCLUSIVE SERVICES FROM EN SI CASA: en SI! CASA we are committed to offering our clients a complete and personalized service. By purchasing this property, we offer you the following: - We look for the best options that adapt to your individual needs. - We evaluate your financial situation and advise you on the best solutions. - We offer you the option of taking care of all the procedures related to financing. - We will guide and assist you in every step of the process of acquiring your future home. To request more information our Parla office, Calle Real 2, TEL: SALES MANAGER: Maribel, TEL:.",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103761377/,-3.8053097,False,40,nan,nan,False,103761377,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.1928261,{'title': 'Terraced house'},DGT320,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Torrejón de la Calzada
False,flat,False,False,125.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/05/13/1152179449.jpg,False,False,3,True,175000.0,1400.0,2,es,"Great ground floor in Torrejon de la Calzada. It has an area of 125 meters built and from the year 2003, according to cadastre. Ground floor apartment, with a garage space. The house has the following distribution: entrance hall, kitchen with utility room, living-dining room, 3 bedrooms all with fitted wardrobes and the master bedroom with a bathroom included, as well as access to a terrace and another complete bathroom. ""The information provided does not constitute a true binding or contractual offer. This advertisement, the data and infographics as well as the data included in it are subject to possible modifications. "".",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/102332653/,-3.7974531,True,31,bj,False,False,102332653,Madrid,{'typology': 'flat'},False,40.20108,"{'title': 'Flat in cambroneras, 1'}",L034856059,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","cambroneras, 1"
False,chalet,False,False,243.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/08/20/1194468544.jpg,False,False,4,nan,290000.0,1193.0,3,es,"BLUE FUTURE REAL ESTATE EXCLUSIVELY offers this exclusive home for sale just half an hour from the center of Madrid. FINANCING POSSIBILITIES ABOVE 80% OF PURCHASE AND UP TO 100% OF INVESTMENT ACCORDING TO PROFILE. Housing in TORREJÓN DE LA CALZADA composed of three floors and divided into: - GROUND FLOOR: Composed of a hall-distributor, large outdoor kitchen with access to a separate pantry, toilet, wardrobe, HUGE LIVING ROOM WITH TWO ROOMS and access to a separate patio with garden. LARGE COVERED GARAGE SPACE. - FIRST FLOOR: Distributed in FOUR BEDROOMS, all of them exterior and with built-in wardrobes and TWO COMPLETE BATHROOMS, one of them a large suite with a dressing room. - TOP FLOOR: This is an open-plan attic with infinite possibilities. OUTSTANDING HOUSING with all the luxury of details and qualities among which the following stand out: - Parquet floors. - Double glazed windows. - Exterior housing. - Individual natural gas heating. - Covered garage space. - Kitchen equipped with great detail and appliances. - Independent patio. EXTRAORDINARYLY LOCATED IN ONE OF THE BEST PLACES IN THE TOWN and thirty minutes by car from Madrid. Close to small neighborhood shops, large stores, schools, health centers and administrations. FINANCING POSSIBILITIES ABOVE 80% OF PURCHASE AND UP TO 100% OF INVESTMENT ACCORDING TO PROFILE.",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103596642/,-3.7983243,False,60,nan,nan,False,103596642,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.2000509,{'title': 'Terraced house in Calle nueva'},nan,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle nueva
False,chalet,False,False,195.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/d2/a5/1192852314.jpg,False,False,4,nan,349900.0,1794.0,3,es,"REF. 2329/5. If you want to make your offer for the acquisition of a modern home, tastefully renovated, open-plan, very well connected to commercial and industrial areas, but at the same time, located in an ideal environment for families with children, pets and for exercise lovers and the outdoors, don't miss the opportunity to do it through the Alfa NETWORK. We will provide you: The best possible financing for your profile, comparing between more than 20 banks, at no cost to you. Furthermore, if you purchase this property through Alfa, the first year's life and home insurance will be our gift so that you can enjoy your new home even more and that amount will be used for some whim for your new home or for yourself, courtesy of the Soloencasas Free Real Estate Portal. We will accompany you throughout the purchasing process, advising you on whatever you need. We do not charge fees to the buyer, in any case. We are expert real estate advisors and we have made many buyers happy. If you want to count on us, we will do our best to make you happy in your new home.",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103544162/,-3.8078472,False,21,nan,nan,False,103544162,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.191343,{'title': 'Terraced house in Calle Mariana Pineda'},2329/5,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Mariana Pineda
False,chalet,False,False,200.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/09/3d/1181463465.jpg,False,True,4,nan,269900.0,1350.0,3,es,"""Real estate agency in Torrejón de la Calzada - Torrejón de la Calzada, Cubas de la Sagra and Torrejón de Velasco area sells renovated semi-detached house ready to move into! Divided into four floors: Street level: entrance with enclosure to improve insulation from cold and noise, hall, very bright kitchen with the possibility of including top brand appliances, bathroom with window and double living room with access to the backyard. In the front patio we find a storage room where the natural gas boiler is located. First floor: there are three bedrooms, all of them with built-in wardrobes and one with a closed terrace. Additionally, on this floor we have a recently renovated bathroom with a shower and window. Below deck: currently used as a master bedroom with en-suite bathroom and dressing room, as well as a third closed terrace. Semi-basement floor: large 52m2 garage for TWO VEHICLES, laundry area and storage room. AUTOMATIC GARAGE DOORS In addition, the urbanization has a COMMUNITY GARDEN AND POOL. ADDITIONAL FEATURES: - 2 STORAGE ROOMS (in the semi-basement floor and front patio) - AIR CONDITIONING hot/cold in the living room and two bedrooms. - SMOOTH WALLS. - TV AND PHONE CONNECTION in all rooms, garage and patio. - SWING WINDOWS of the best quality. Torrejón de la Calzada has all the services such as banks, health center, restaurants, schools and institutes, etc. It is also located just 3km from the Infanta Cristina Hospital and with immediate access to long-distance roads such as the A-42. It also has a taxi and intercity bus service. "".",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103195775/,-3.8042021,False,50,nan,nan,False,103195775,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.200206,{'title': 'Terraced house in Roble'},nan,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Roble
False,chalet,False,False,290.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/0b/a0/1202515030.jpg,False,False,3,nan,435000.0,1500.0,4,es,"Sin Limites Servicios sells this exclusive corner semi-detached house, in one of the best areas of Torrejon de la Calzada and close to all services, 290 m2 distributed in: Mezzanine with an open area of 90 m2 with access to a garage for more than four cars, toilet, elevator access and pit room access. Ground floor through which we find access to the main floor of the house, entering through the hall that distributes us to a large living room with natural stone decoration, very bright, a toilet, access to the elevator, closet and kitchen with laundry room and pantry and exit to the plot. First floor with three spacious bedrooms, access to the elevator, a full bathroom with a shower and a glass screen, fitted wardrobes, a master bedroom with a dressing room and a bathroom with a shower with a glass screen and a whirlpool bathtub, a stone wall. natural. Attic with closet area and multipurpose area Aerothermal heating, unbeatable quality construction materials, solid wood interior doors, porcelain and stoneware floors, armored entrance door, video intercom, automatic gates, solar panel that serves a hot water tank, plot with garden areas, double vehicle access.",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103861526/,-3.8062533,False,36,nan,nan,False,103861526,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.1908792,{'title': 'Semi-detached house'},3454,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Torrejón de la Calzada
False,chalet,False,False,239.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/ce/30/1129167071.jpg,False,False,5,nan,338500.0,1416.0,3,es,"CALLE MAYOR INMOBILIARIA has at your disposal a unique opportunity to acquire a large SINGLE-FAMILY home in one of the best areas of Torrejón de la Calzada.SEMI-DETACHED HOUSE.SEPARATE BACKYARD.It consists of a total built area of approximately 240 m2.on a plot with a surface area of about 215 m2.It is distributed on a SEMI-BASEMENT FLOOR with a storage room, armored access door to the garage area, storage and storage room with divisions; capacity for two to three vehicles.It also has an area set up for a kitchen with an installed sink and light sockets for appliances. GROUND FLOOR: is distributed in hallway-hall, spacious and bright living-dining room with direct access to the porch and plot; Exterior room with views of the entrance area of the house.Courtesy toilet with large shoe rack.Furnished kitchen equipped with vitro appliances, oven, hood and large window with views to the side of the plot. FIRST FLOOR: Large hall that gives access to four double bedrooms with lined built-in wardrobes, all with exterior lighting and one of them also with access to a terrace and views of the rear garden.Full bathroom with bathtub and screen. Without a doubt, this home stands out from the others in the same area, due to the ATTIC, fully finished, measuring approximately 40 m2.Prepared for a room independent of the rest of the rooms, with a large built-in wardrobe and a complete bathroom with its own light and ventilation.It is noteworthy compared to most attics, for its spaciousness and luminosity as it is equipped with large side windows. The jewel of the house is undoubtedly the large and well-kept PLOT or garden area that surrounds from the main entrance, continuing along the completely paved side, where the barbecue is located, to the rear area of the house and which enjoys the delicacies of a cozy rustic PORCH that is accessed directly from the living room, with electricity, TV and water outlets, ideal for evening parties.Special rest and relaxation area in your own home with the possibility of a swimming pool, and most importantly, WITHOUT direct VIEWS of other homes on the plot and with the possibility of direct access to the street from it as well. As for the qualities, Gress floors on the ground floor, in the kitchen and bathrooms and parquet on the upper floors.Radiators and bars throughout the house.Oak doors.Marble staircase with oak balustrade; Perfect insulation with double tilt-and-turn climalit windows.It undoubtedly stands out from the rest of the homes in the area for its care and good conservation. And if that were not enough, it is also in an ideal location, in a quiet residential area five minutes walk from the center of town, surrounded by parks; schools, shops, Mercadona, transportation... In short, if you are looking for quality of life for your family, do not hesitate to visit this wonderful home at an unbeatable price.We offer you our financing and advisory services free of charge, putting at your disposal professionals in the financial and legal sector; We have the permanent assistance of a lawyer in our office.Buy with all the guarantees.Do not hesitate on calling us.20 years of experience and professionalism in the sector guarantee us.",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/101648786/,-3.8052628,True,26,nan,nan,False,101648786,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.1999842,{'title': 'Semi-detached house in Zamora no number'},2613,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",ZAMORA no number
False,chalet,False,False,375.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/36/1d/35/1191646391.jpg,False,False,4,nan,580000.0,1547.0,5,es,"Welcome to your new home! This chalet is a dream come true for those looking for space, light and comfort in the same place. At 375m2, this property is perfect for large families or those looking for a home with plenty of space. The orientation of the property is unmatched, which means that you will be able to enjoy natural light throughout the day. In addition, the property is distributed over four floors, which will allow you to have the privacy and space you need. On the first floor you will find a spacious and modern living room, a large patio with a pool, perfect for enjoying the outdoors, a toilet and a separate kitchen. The second floor has three bedrooms, each with a full bathroom. The attic is distributed in a large room with a full bathroom and an open space which you can use to work from home or to exercise. Finally we find in the basement a large garage and laundry room. The house is in an ideal location in Torrejón de la Calzada, a quiet and well-connected area. Do you want to see it in person? Visiting is available! For more information, do not hesitate to contact us. Don't miss the opportunity to live in your ideal home!",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103506076/,-3.8050061,False,29,nan,nan,False,103506076,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.1906849,{'title': 'Terraced house in Rosalía de Castro'},nan,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Rosalía de Castro
False,chalet,False,False,94.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/02/e2/41/1191779501.jpg,False,False,4,nan,148000.0,1574.0,2,es,"Do you want to enjoy a semi-detached house at the price of an apartment? Do not lose this chance! Next to the Pinar de Torrejón de la Calzada, with 4 bedrooms and two bathrooms.   With a small renovation you can enjoy this townhouse in one of the best areas. Located in the heart of Torrejón de la Calzada, next to the bus stop that will take you to Madrid in just 25 minutes. Upon entering we are welcomed by a patio that takes us inside, to the entrance hall.   It consists of two floors, on the ground floor, we find the spacious and bright living room with a wonderful fireplace that will make our winters seem shorter.   We continue on the ground floor, where you will find the kitchen with access to the backyard, a toilet and a bedroom on the ground floor.   We climb the wooden stairs and find a hallway that takes us to the rest of the rooms and the full bathroom with a shower.   The main room has access to a fantastic terrace, where you can spend summer nights reading your favorite novel.   Very close you have the center of the town on foot, where you will find all the necessary services, banks, pharmacy, leisure, schools, etc. Torrejón de la Calzada is a town south of Madrid, in a privileged enclave, five minutes from the Infanta Cristina Hospital with all specialties, access to the A42 with two direct entrances, the M50 highway is 10 minutes away and that village charm, with what entails those green areas and charming places to visit outdoors. If you like it, don't delay in calling us. Dare and we will help you with financing. ""Make your dream come true with CMS. "" Your goals... our top priority. The agency that does not intermediate, but the only one that represents you defending your interests.",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/102851654/,-3.8036397,False,24,nan,nan,False,102851654,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.1941756,{'title': 'Terraced house in Calle Getafe'},4750,nan,renew,nan,Calle Getafe
False,chalet,False,False,270.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/0e/c6/1178420086.jpg,False,False,5,nan,420000.0,1556.0,3,es,"SPECTACULAR VILLA IN TORREJON DE LA CALZADA! Three-story villa in Torrejón de la Calzada. Low level; 30 m2 living room, 20 m2 designer kitchen fully equipped with the latest generation appliances, bedroom and full bathroom with shower. Access from the living room and kitchen to the 102 m2 patio with a porch covered by an awning and pergola, a built-in barbecue and a 5x3 m saltwater pool with a shower. Covered garage for 1 car and outdoor parking. First floor; Three large bedrooms with built-in wardrobes (master bedroom with dressing room, full bathroom and terrace) and full guest bathroom. Ducted air conditioning system. Store; Magnificent 100 m2 wine cellar with fireplace, room, toilet and storage room. Qualities; Porcelain stoneware and flooring floors, white lacquered doors, gray climalit system windows, smooth paint, gas heating. Very bright home, quiet area surrounded by green areas, schools.. . Well connected to the A-42 highway, close to all types of services and local shops. Visit without obligation!",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103099640/,-3.7974431,False,23,nan,nan,False,103099640,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.1932109,{'title': 'Terraced house'},1423,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Torrejón de la Calzada
False,chalet,False,False,195.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/b5/b0/1189917430.jpg,False,False,4,nan,349900.0,1794.0,3,es,"CHALET with a perfect location, near the A 42 exit, sports and shopping areas. The distribution of the house is as follows: main floor with 1 bedroom, new American kitchen and very spacious living room, bathroom. First floor with 3 bedrooms and 2 bathrooms, 45 m2 attic, garage and storage room. On the outside we find a nice porch with a pool. Better see it! It will surely fit your search for a family home! GRIÑÓN INMOBILIARIA is the reference real estate agency in Griñón, based on professional experience over the years we have had. Located on Juan Carlos I Street No. 7, knowledge of our town and other neighboring towns makes the information safe and accurate and that is very important to have an idea of where you are going to live. Contact us if you buy or sell, seriousness and transparency, that is our letter of introduction. Buy your house, we will do a free financial study with a complete guarantee that the purchase and sale will materialize. Call for more mobile information.",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103451103/,-3.8042119,False,23,nan,nan,False,103451103,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.1900977,{'title': 'Terraced house'},01973,{'groupDescription': 'Highlight'},good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Torrejón de la Calzada
False,chalet,False,False,236.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1d/e9/2e/1170774199.jpg,False,False,3,nan,338000.0,1432.0,3,es,"Semi-detached house in the pine forest area of Torrejon de la Calzada with pool. Housing of the year 2008. The building is built on a 250-meter plot, the distribution of the house being as follows: Basement floor for garage and storage room. Ground floor distributed in living room, toilet and kitchen, with access to the backyard in which a swimming pool is built. First floor distributed in three bedrooms and two full bathrooms. Ground floor distributed in living room and solarium terrace. The house is in good condition, with individual heating, wooden floors, built-in wardrobes, oak carpentry, brown aluminum enclosures. Very well distributed. Residential and quiet area, with easy access to the A42 and all kinds of services. Get informed without obligation.",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/102889609/,-3.8061138,False,37,nan,nan,False,102889609,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.1971773,{'title': 'Terraced house in Antares'},7026532,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",ANTARES
False,chalet,False,True,299.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/45/96/1182086094.jpg,False,True,3,nan,405000.0,1355.0,3,es,nan,sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103213709/,-3.8090429,False,17,nan,nan,False,103213709,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.1987509,{'title': 'Terraced house'},3438A,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Torrejón de la Calzada
False,chalet,False,False,148.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/6b/41/1199379435.jpg,False,False,4,nan,326000.0,2203.0,2,es,"Sin Límites Servicios adds to its property portfolio this semi-detached house with a 256 m² plot, located three hundred meters from one of the accesses to the Toledo highway (A-42) and fifty meters from the highway (M-404). This house is distributed over two floors: Ground Floor: From its main entrance, a continuous front patio with side and rear garden with automatic irrigation, accompanied by two practically new pergolas. Inside the house: a 9 m² room or office, a 24 m² living-dining room with fireplace, a bathroom, a furnished kitchen with access to the backyard, a storage room and a garage. First Floor: it has a main bathroom with a bathtub, and three bedrooms (with built-in wardrobes. It also has a storage area of about 6 m², ideal for storing clothing or trunk. The house has stoneware floors, oak doors, aluminum windows, four air conditioners (two of them with heat pump) and diesel heating with a 1000 liter tank. Due to its location, it has direct access to the Toledo highway, that is: 25' from Madrid and 30' from Toledo. It also has a bus stop two blocks away, and very close to Schools, Health Centers, Sports Centers, different types of businesses, Supermarkets, Pharmacies, bars, restaurants and more.. . Call us and coordinate your visit right now.",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103761294/,-3.7930236,False,25,nan,nan,False,103761294,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.2010715,{'title': 'Semi-detached house'},3452,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Torrejón de la Calzada
False,chalet,False,False,246.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/09/fa/1158495122.jpg,False,False,4,nan,340000.0,1382.0,3,es,"GRIÑÓN INMOBILIARIA sells a well-located semi-detached house, close to schools and sports areas. The house has 4 floors: basement with garage, storage room/pantry, large living room with breakfast bar, toilet. Main floor - kitchen, living room with access to the porch, bathroom, office. First floor with 4 bedrooms and 2 bathrooms and a large, very cozy attic. The house is surrounded by a beautiful garden with a gazebo and boiler room, storage room. GRIÑÓN INMOBILIARIA, is the reference real estate agency in Griñón, due to professional experience, over the years we have been located on Juan Carlos I Street Nº7, the knowledge of our town and other neighboring towns, makes the information safe and accurate, and that It is very important to have an idea of where you are going to live, contact us if you buy or sell, seriousness and transparency, that is our letter of introduction, buy your house we will do a free financial study knowing what you can buy, we manage your personalized mortgage, and we will sell you your house with full guarantee that the purchase and sale will materialize, call for more n, mobile.",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/102524919/,-3.8041232,False,29,nan,nan,False,102524919,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.1973281,{'title': 'Semi-detached house'},01954,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Torrejón de la Calzada
False,penthouse,False,False,111.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/96/a0/1185950684.jpg,False,False,3,True,209900.0,1891.0,2,es,"Independent AM sells a semi-new penthouse from 2008. Recently renovated, with a total renovation and brand new with excellent qualities. Smooth paint, wooden floors, air conditioning and heat pump through ducts throughout the house. 83 useful meters of housing distributed in three bedrooms and two bathrooms plus 12 meters of terrace. 6 meter storage room and garage space included in the price. The house is located in one of the quietest areas of the town. Very good access to the A42 and communication with nearby towns. Consolidated area with all basic services very close to green areas, sports centers, schools, health centers and shopping areas..",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103328104/,-3.8071923,False,26,2,False,False,103328104,Madrid,"{'typology': 'flat', 'subTypology': 'penthouse'}",False,40.1947319,{'title': 'Penthouse'},PV11/1,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Torrejón de la Calzada
False,chalet,False,False,195.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/f8/f8/1188922042.jpg,False,False,4,nan,349900.0,1794.0,3,es,"Are you looking for the house of your dreams? This villa in Torrejón de la Calzada may be what you are looking for! In excellent condition and ready to move into, this property is an oasis of tranquility and comfort. The house is very bright thanks to its good orientation and has a pleasant patio where you can enjoy the outdoors. With three floors, there is enough space for the whole family. On the first floor, you will find a large modern and open living room, a large bedroom, a bathroom and a garden with a pool. On the second floor, there are three bedrooms and a bathroom. In addition, the attic offers ample space to enjoy family games or convert it into a work area. The house is in an ideal location in Torrejón de la Calzada, a quiet and well-connected area. Do you want to see it in person? Visiting is available! For more information, do not hesitate to contact us. Don't miss the opportunity to live in your ideal home!",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103418453/,-3.8056911,False,20,nan,nan,False,103418453,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.1923279,{'title': 'Terraced house in maría pineda'},nan,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",maría pineda
False,chalet,False,False,220.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/bc/44/1161014887.jpg,False,True,4,nan,290000.0,1318.0,3,es,"Sin Límites Servicios adds to its property portfolio this exclusive 220 m² semi-detached house, fully furnished, facing south and in the center of town… It has a 143 m² plot, common areas with a swimming pool and is distributed over four floors: Basement: ramp to a garage with capacity for one vehicle, cellar with storage room with windows on both sides, plus an office. Ground floor: it has a hall, a toilet, a large living room with air conditioning (hot-cold), a fully furnished and equipped independent kitchen with access to the plot from its terrace. Finally, it has a comfortable patio ideal for enjoying the outdoors with family and friends. Upstairs: there we find three bedrooms with built-in wardrobes, and a main bathroom with a bathtub. Finally, a generous attic with a terrace used as a suite: room with air conditioning (hot-cold), incredible dressing room with built-in wardrobes in three sections and bathroom with two sinks with Jacuzzi. This chalet has stoneware and parquet floors, oak doors, bars, natural gas heating and air conditioners.. . Because it is located in the center of town mentioned above, it is located just a few meters from all kinds of services, shops, banks, clinics, restaurants and leisure, with excellent communication to the A-42 and M-404 roads. Don't miss this opportunity and coordinate your visit right now!",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/102603613/,-3.8037564,False,37,nan,nan,False,102603613,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.2033278,{'title': 'Terraced house'},3429,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Torrejón de la Calzada
False,flat,False,True,94.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/c8/ac/1159698580.jpg,False,False,2,nan,97600.0,1038.0,1,es,""".",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/102563585/,-3.8007065,False,3,1,nan,False,102563585,Madrid,{'typology': 'flat'},False,40.203748,{'title': 'Flat in Calle de Eulalia Sauquillo'},52407991,nan,good,nan,Calle de Eulalia Sauquillo
False,chalet,False,False,280.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/13/bd/1129366451.jpg,False,True,4,nan,363000.0,1296.0,3,es,"Sin Limites Servicios adds another wonderful villa to its portfolio of properties in Torrejón de la Calzada, it is a semi-detached house with three floors of 280 meters built on a plot of 276 meters, where we can enjoy a recreation area with a large pool recently restored. The house has a glass access on its main floor, as soon as you enter to your right you will find an office-type room, in front with a large living room with large windows with access to a very large terrace, returning to the living room we will have a cassette/fireplace The firewood that gives heat to the entire house works as a boiler with a built-in water circuit. We also find, as is logical, on that floor a large kitchen and a bathroom with a shower, and going up to the first floor three bedrooms, one en suite with a dressing room and bathroom and another full bathroom that serves the other two rooms with built-in wardrobes. and one of them has a large terrace with views of the pool. Already located on the semi-basement floor we find a huge pantry, a wonderful multi-use cellar lined with stone with direct access to the plot, a garage for one car and a toilet and laundry area. Don't miss this wonderful home, come see it, it is better than what can be seen in the photos.",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/101652807/,-3.8044993,False,40,nan,nan,False,101652807,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.2024423,{'title': 'Terraced house'},3418,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Torrejón de la Calzada
False,duplex,False,False,151.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f6/d4/a1/1188661978.jpg,False,False,4,True,220000.0,1457.0,2,es,"BUY HOUSE REAL ESTATE SELLS SPACIOUS DUPLEX IN TORREJON DE LA CALZADA (MADRID). Duplex located in the heart of Torrejón de la Calzada, surrounded by all the services and shops in the area. The house has an area of 119 m2 distributed over two floors. Ground floor: entrance hall, fitted kitchen which also has an outdoor patio of approximately 4 m2, hallway of 25 m2, 1 bedroom and 1 bathroom. First floor: 3 bedrooms and 1 bathroom. GARAGE INCLUDED. Qualities: double glazed aluminum windows, wooden floors, oak interior carpentry, natural gas heating system, air conditioning in the living room and master bedroom. Do you need help with your financing? , we can help you! , FREE FINANCIAL PRE-STUDY. More than 10 years of experience in the financial sector guarantee our prestige. Through our agreements with leading banking entities, we aim to achieve the best financing conditions for our clients. CALL US AND WE WILL INFORM YOU WITHOUT COMMITMENT.",sale,Torrejón de la Calzada,False,https://www.idealista.com/inmueble/103410411/,-3.7994019,False,23,1,False,False,103410411,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",False,40.2029058,{'title': 'Duplex'},4735,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Torrejón de la Calzada
