labels,topPlus,suggestedTexts,province,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,highlight,district,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,newDevelopmentFinished,price,floor,operation,url,exterior,description,parkingSpace,has360,latitude,hasStaging,bathrooms
nan,False,"{'subtitle': 'Zona el Caño, Arroyomolinos', 'title': 'Duplex in Aragon'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f6/b7/7f/1144757861.jpg,116.0,2154.0,True,23,False,Arroyomolinos,es,False,-3.9202862,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,Zona el Caño,True,False,duplex,3,False,Aragon,102114825,nan,nan,249900.0,1,sale,https://www.idealista.com/inmueble/102114825/,True,"Real estate agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS SELLS SPECTACULAR DUPLEX PENTHOUSE This spectacular completely renovated duplex penthouse located in the Castañeras area, close to all kinds of shops and transport, is distributed as follows: FIRST FLOOR: Entering the house, we find a magnificent and bright living room, equipped with adjustable intensity lights and air conditioning. From that room, we can access the kitchen, which has been renovated to increase its size and include a comfortable office table. On this floor, in addition, we have a toilet to serve this floor. SECOND FLOOR: On this floor we find the rooms. The main one, large, also has an en-suite bathroom and air conditioning. In the second room, also with its own bathroom, the space that originally belonged to a terrace has been enabled to have another sleeping area, turning the house into a 3-bedroom. The house has the following improvements: -Reform to gain meters to the kitchen -Lights with adjustable intensity in kitchen and living room -Windows with thermal break and tilt-and-turn - Air conditioning in the living room and in the two bedrooms - Boiler installed barely a year ago. THE PRICE INCLUDES PARKING AND STORAGE.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.2721874,False,3
nan,False,"{'subtitle': 'Zona el Caño, Arroyomolinos', 'title': 'Terraced house in Calle Arroyo del Médico'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/15/b8/1200301699.jpg,280.0,1393.0,True,35,False,Arroyomolinos,es,nan,-3.9234128,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,Zona el Caño,True,False,chalet,4,False,Calle Arroyo del Médico,103793598,nan,nan,389900.0,nan,sale,https://www.idealista.com/inmueble/103793598/,nan,"Real estate agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS SELLS SPECTACULAR TOWNHOUSE, FOR FREE RENT IN ONE OF THE BEST AREAS OF ARROYOMOLINOS, LAS CASTAÑERAS, it is close to all types of services and the center of town. The chalet is distributed as follows: GROUND FLOOR: has a spacious garage for two vehicles, a washing machine and dryer room, a toilet and a large living room with access to the plot. The plot has easy access to common areas, where we find a large community pool, multi-sports court and children's area. MAIN FLOOR: consists of a large living room with air conditioning and fireplace with cassette, which is complemented by a terrace with views of the plot and common areas, a full bathroom for general use and a bright and spacious kitchen with a pantry area. FIRST FLOOR: It has three secondary bedrooms, two of them with built-in wardrobes, a large bathroom on the ground floor and a master bedroom suite with a dressing area and terrace. In one of the secondary bedrooms and master bedroom we have air conditioning. Finally, we find a large open-plan attic with two Velux windows and heating. It offers infinite possibilities given its dimensions and distribution. DON'T HESITATE TO COME VISIT IT AND ASK ABOUT OUR FINANCING CONDITIONS!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.2749363,False,4
nan,False,"{'subtitle': 'Urbanización Mediterráneo, Arroyomolinos', 'title': 'Semi-detached house in Calle de Cadaqués'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b3/99/0e/1187692169.jpg,385.0,1403.0,True,35,False,Arroyomolinos,es,nan,-3.9104571,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,Urbanización Mediterráneo,True,False,chalet,5,False,Calle de Cadaqués,103380745,nan,nan,539999.0,nan,sale,https://www.idealista.com/inmueble/103380745/,nan,"Real estate agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS SELLS SPECTACULAR SEMI-DETACHED VILLA WITH HEATED POOL IN ONE OF THE BEST AREAS OF ARROYOMOLINOS. This semi-detached house has a heated pool to enjoy at any time of the year. With its 385 m2 distributed over four floors, it offers ample space for the whole family. Outside, you will find a swimming pool and a dining area perfect for meetings and relaxing moments. The exterior walls have an increased height and are lined with tiles, providing greater privacy. In addition, it has a built-in planter with automatic irrigation and renovated exterior floors. On the ground floor, you will find a living room, dining room and renovated kitchen, as well as a terrace with electric shutters and a patio with a roof and awning. The garage has an automatic door and has space for two vehicles. There is also a bedroom on the ground floor with a built-in wardrobe and a full bathroom with a shower. On the first floor, you will find three bedrooms and two bathrooms. The master bedroom has a dressing room and en-suite bathroom, as well as a terrace with access from the master bedroom. In the attic, there is a bedroom and an office. The basement is open plan and has almost 100 m2. The apartment has underfloor heating and cooling with independent thermostats, aluminum windows and armored doors at both entrances. In addition, it has a fence at the entrance of the house and intercoms on the ground floor and first floor. The hot water supply is carried out through solar panels and an electric water heater. For greater security, all windows have bars.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.2755773,False,4
nan,False,"{'subtitle': 'Las Castañeras - Bulevar, Arroyomolinos', 'title': 'Terraced house in Calle Gijon'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/8e/4c/1116328834.jpg,299.0,1438.0,False,47,False,Arroyomolinos,es,nan,-3.9143308,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,Las Castañeras - Bulevar,True,False,chalet,6,False,Calle GIJON,101265604,nan,nan,429900.0,nan,sale,https://www.idealista.com/inmueble/101265604/,nan,"Real estate agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS sells an exclusive TOWNHOUSE with 4 floors WITH A FULLY INDEPENDENT APARTMENT in the best area of Arroyomolinos. The house is distributed as follows: Upon entering the farm we find a large front porch perfect for hosting a table and enjoying meals outdoors thanks to its magnificent orientation.We also have the ramp through which we access the garage and the INDEPENDENT APARTMENT, both the exterior and interior garage doors are motorized. Upon entering the house we have a bright hall with a built-in courtesy cupboard, we also find a large kitchen with space for an office table, a courtesy toilet which has a window, a large living room with well-differentiated living room areas. and dining room that also has air conditioning and access to the outdoor terrace and the large backyard.On the same floor we have a room that can be used as a bedroom on the floor, an office or a living area. The large patio is completely paved, the walls are lined with exterior tiles, the latticework separating the other houses is made of lacquered steel, we also have ambient lighting and we have direct access to the common areas. On the first floor we have three bedrooms, all of them equipped with air conditioning.The double bedroom also has a dressing area and an en-suite bathroom with a shower.The largest secondary bedroom has a built-in wardrobe and enjoys a wonderful closed terrace with views of the green areas of the community.In the third bedroom we also have a built-in wardrobe.In addition, to service these rooms we have a huge secondary bathroom of 7.5 m2 which has a bathtub and screen. The house has a large 30 m2 attic, completely open-plan, with a Velux-type window and an access door to a terrace with impressive views, ideal for making a bedroom with a little more privacy. In the basement we have the capacity to accommodate two vehicles comfortably, we have an automatic door that opens both from the outside and inside for greater comfort and a storage area. From the vehicle access ramp we find the entrance to a magnificent 40m2 fully independent, modern and functional apartment made just 2 years ago. The apartment has its own fully equipped kitchen with an extraction hood, ceramic hob, washing machine and dishwasher.The bathroom has a resin shower tray and a plate finish.The living room is of a good size with a chaise long sofa and a small dining/study table and from the living room we access the bedroom which has its own large closet.The apartment has windows for natural light and ventilation.Ideal for a relative of ours to live and have independence and privacy or if we prefer it could also be rented. The magnificent green areas have several garden areas, a community pool and a children's playground. The qualities of the house are exquisite and the house has: - PVC windows with hermetic and tilt-and-turn double glazing. - Bars on the windows. - Aluminum and glass exterior door. - Large capacity Roca boiler. - Water preheating thermos. - Pre-installation of alarm. - Pre-installation of sanitary water intakes in the attic for bathing. - Smooth walls. - Floating floors. DO NOT HESITATE TO COME AND VISIT IT AND INFORM YOU OF OUR FINANCING CONDITIONS!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.2895069,False,4
nan,False,"{'subtitle': 'Urbanización Mediterráneo, Arroyomolinos', 'title': 'Terraced house in Alcázares'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/fd/94/1158771347.jpg,255.0,1509.0,False,39,False,Arroyomolinos,es,nan,-3.9118606,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,Urbanización Mediterráneo,True,False,chalet,3,False,Alcázares,102536023,nan,nan,384900.0,nan,sale,https://www.idealista.com/inmueble/102536023/,nan,"Real estate agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS SELLS MAGNIFICENT TOWNHOUSE! The property is distributed in: 1st floor: A large and very bright kitchen due to its large window, a guest toilet on the floor, a spacious and bright living room to divide into different rooms with direct access to the garden. and has a fireplace with heat output in all rooms. 2nd floor: Here we find two spacious secondary bedrooms with large built-in wardrobes, a full bathroom to serve these and a main bedroom with a dressing area and its own en-suite bathroom. 3rd floor: On the top floor we find a large fully equipped attic with infinite possibilities, it also has a large terrace. Basement/garage: On the ground floor of the chalet we find a large garage with capacity for two cars and a room ideal for a laundry area or storage room. The house is located in a magnificent urbanization that has common areas and a community pool. The house has air conditioning in all its rooms. This magnificent semi-detached house is located in one of the best areas of Arroyomolinos, close to all types of shops, schools, green areas, playgrounds and with a quick exit to the A5 and the R5. DON'T HESITATE TO COME VISIT IT AND ASK ABOUT OUR FINANCING CONDITIONS!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.2713681,False,3
nan,False,"{'subtitle': 'La Cárcaba - El Encinar - Montemolinos, Arroyomolinos', 'title': 'Flat in Plaza Mayor'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/e2/77/1197453998.jpg,112.0,1688.0,False,29,False,Arroyomolinos,es,True,-3.9182786,{'typology': 'flat'},nan,La Cárcaba - El Encinar - Montemolinos,True,False,flat,3,False,Plaza MAYOR,103682607,TECNOCASA  ARROYOMOLINOS,nan,189000.0,2,sale,https://www.idealista.com/inmueble/103682607/,True,"Real estate agency in Arroyomolinos INMOBILIARIA TECNOCASA NUEVO ARROYOMOLINOS SELLS SPECTACULAR APARTMENT WITH 3 BEDROOMS AND 2 BATHROOMS IN ONE OF THE BEST AREAS OF ARROYOMOLINOS. The apartment is distributed on a single floor with different rooms: On the apartment you will find a bright and spacious living-dining room with unbeatable views to the outside, you can also find a wonderful large, bright and fully equipped kitchen that has a very large and bright terrace that has been integrated into the kitchen. The apartment has three bedrooms, one of them used as a double room that has a built-in dressing room and its own en-suite bathroom. Two spacious and bright bedrooms with their own full bathroom with shower. The rooms are spacious and bright thanks to the great layout of the apartment. THE HOUSE HAS: -1 GARAGE SPACES -COMMUNITY STORAGE ROOM A perfect home to live in or as an investment. A perfect home for a family that does not want to miss out on the good things about living in Madrid, but at the same time wants to enjoy green areas, parks and tranquility, with one of the best connections to get around and without needing to move to access any services. that everything you need is at your fingertips. Do not hesitate to come see it, it may be what you are looking for.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.2659971,True,2
nan,False,"{'subtitle': 'Las Castañeras - Bulevar, Arroyomolinos', 'title': 'Flat in Avenida Del Cantabrico, 141'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/f4/4d/1195517165.jpg,125.0,2520.0,False,45,True,Arroyomolinos,es,True,-3.9162525,{'typology': 'flat'},nan,Las Castañeras - Bulevar,True,False,flat,3,False,"Avenida DEL CANTABRICO, 141",103626694,3486-05396,nan,315000.0,2,sale,https://www.idealista.com/inmueble/103626694/,True,"Do you want to escape the hustle and bustle of people, the noise of cars and traffic? We have the solution! REMAX TERMES sells EXCLUSIVELY this wonderful apartment in ARROYOMOLINOS. Property consisting of three bedrooms (main suite with bathroom), two full bathrooms (one with shower and one with bathtub, separate living room, kitchen with office, large terrace, covered clothesline, garage and storage room. Furthermore, the property belongs to an urbanization with large common areas, with gardens, playground, swimming pool, paddle tennis court, BBQ area and doorman. The house has excellent construction qualities, parquet floors, white lacquered oak interior carpentry, aluminum windows with double glass, built-in wardrobes, individual Natural Gas heating and has views of the Madrid mountains. Located in one of the main areas of Arroyomolinos, close to the center of the municipality, green areas, school, supermarkets, shops, approximately 1 km away. from the Xanadu shopping center and easy access from the A-5 road. If you are looking for tranquility, peace and waking up with the unmistakable aroma of healthy and natural living, this is your home. Call us and come visit it!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.2912409,False,2
nan,False,"{'subtitle': 'Las Castañeras - Bulevar, Arroyomolinos', 'title': 'Semi-detached house in Calle de Camariñas'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/d4/ec/1196873924.jpg,259.0,1853.0,False,47,False,Arroyomolinos,es,nan,-3.9132564,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,Las Castañeras - Bulevar,True,False,chalet,5,False,Calle de Camariñas,100207009,TECNOCASA  ARROYOMOLINOS,nan,479900.0,nan,sale,https://www.idealista.com/inmueble/100207009/,nan,"Real estate agency in Arroyomolinos INMOBILIARIA TECNOCASA NUEVO ARROYOMOLINOS SELLS SPECTACULAR SEMI-DETACHED HOUSE FOR FREE INCOME IN ONE OF THE BEST AREAS OF ARROYOMOLINOS. The chalet is distributed over four floors with one of the best possible layouts: On the ground floor you will find a luxurious hall that leads to the bright and spacious living room with access to the garden which has a beautiful and very practical enclosure and an incredible built-in barbecue, an unbeatable dining room with an incredible space and fully equipped with everything you can. need, you can also find a full bathroom on this floor with a shower tray. On the first floor you will find an unbeatable distribution for the master bedroom, a spacious and bright room that has an en-suite bathroom with bathtub and shower, a very spacious bathroom and also has an unbeatable dressing room, and two more The rooms are very spacious, all of them have large, bright windows and large closets, two of them share a large bathroom with a large, bright and very practical window. In the attic you can find an area to do whatever you like most, prepared with a designer bathroom and an unbeatable dressing room and storage areas. On the -1 floor you can find two rooms that could be used as a wine cellar and another room for laundry. This floor is connected to its wonderful garage with 2 vehicles plus a third that you can leave at the entrance and that gives you the possibility of having 3 vehicles inside your home. AS YOU CAN SEE THIS CHALET HAS COUNTLESS IMPROVEMENTS AND IS CARED TO DETAIL! The chalet has its own: -GARDEN OF INCREDIBLE DIMENSIONS AND WITH COUNTLESS POSSIBILITIES -COMMUNAL SWIMMING POOL -PARKLAND A perfect home to live in or as an investment. A perfect home for a family that does not want to miss out on the good things about living in Madrid, but at the same time wants to enjoy green areas, parks and tranquility, with one of the best connections to get around and without needing to move to access any services. that everything you need is at your fingertips. Do not hesitate to come see it, it may be what you are looking for.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.2874381,True,4
nan,False,"{'subtitle': 'Las Castañeras - Bulevar, Arroyomolinos', 'title': 'Duplex in Avenida Unión Europea'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/57/9d/1153417914.jpg,208.0,1490.0,False,40,False,Arroyomolinos,es,True,-3.9186699,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,Las Castañeras - Bulevar,True,False,duplex,3,False,Avenida Unión Europea,102370014,TECNOCASA  ARROYOMOLINOS,nan,309900.0,3,sale,https://www.idealista.com/inmueble/102370014/,True,"Real estate agency in Arroyomolinos INMOBILIARIA TECNOCASA NUEVO ARROYOMOLINOS SELLS SPECTACULAR 3 BEDROOM DUPLEX IN ONE OF THE BEST AREAS OF ARROYOMOLINOS. The apartment is distributed over two floors with different rooms: On the first floor in the apartment you will find a bright and spacious living-dining room with unbeatable views to the outside and a LARGE TERRACE overlooking the main avenue of all of Arroyomolinos (European Union Avenue), you can also find two wonderful, bright and spacious kitchens. Fully equipped that have a very spacious and bright terrace. The apartment has three bedrooms, one of them used as a double room that has a built-in dressing room and its own en-suite bathroom ON THE DOWNLOAD FLOOR. Two spacious and bright double bedrooms with their own full bathroom with shower. The rooms are spacious and bright thanks to the great layout of the apartment. On the upper floor you can find two spacious and bright double bedrooms with their own full bathroom with shower. The rooms are spacious and bright and have their own dressing room thanks to the great layout of the apartment. THE HOUSE HAS: -1 GARAGE SPACES -STORAGE ROOM The community of neighbors to which this wonderful apartment belongs offers its neighbors: -COMMUNAL SWIMMING POOL -GREEN AREAS AND SHADED AREAS A perfect home to live in or as an investment. A perfect home for a family that does not want to miss out on the good things about living in Madrid, but at the same time wants to enjoy green areas, parks and tranquility, with one of the best connections to get around and without needing to move to access any services. that everything you need is at your fingertips. Do not hesitate to come see it, it may be what you are looking for.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.2859158,True,3
nan,False,"{'subtitle': 'Las Castañeras - Bulevar, Arroyomolinos', 'title': 'Duplex in Calle Ferrol'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/26/0c/1161657165.jpg,142.0,2394.0,False,54,False,Arroyomolinos,es,True,-3.9187089,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,Las Castañeras - Bulevar,True,False,duplex,4,False,Calle FERROL,102618050,AL26,nan,339900.0,3,sale,https://www.idealista.com/inmueble/102618050/,True,"Large duplex for sale in Arroyomolinos. With an area of 142 square meters, this home has 4 bedrooms and 3 full bathrooms. On the first floor, we find an entrance hall with a built-in wardrobe, a square kitchen with custom furniture, a separate clothesline, a spacious living room with a dining area and a terrace with views of the Boulevard. In addition, on this floor there is also a bathroom with a shower tray and towel radiator, and a secondary bedroom with a built-in wardrobe. On the second floor, there is an attic bedroom with a built-in wardrobe and velux, another large bedroom with a built-in wardrobe and velux, a secondary bathroom with a shower tray and towel radiator, and the master bedroom with a dressing area, separate terrace and bathroom. en suite with bathtub and towel radiator. The property also has two parking spaces together and next to the elevator, a storage room, smoothed walls, ducted air conditioning throughout the house, wooden floors and a recently changed boiler. In addition, the building has common areas that include a community pool and a green area. The location is excellent, close to bus stops, shopping area, health center and restaurants. In addition, it is located a few meters from the future OMO ARROYOMOLINOS PARK shopping center, which will open in 2024 and will have supermarkets, a gym and a bazaar. Don't miss the opportunity to acquire this duplex in a quiet area with all the amenities. Contact us for more information!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.2886946,False,3
nan,False,"{'subtitle': 'La Cárcaba - El Encinar - Montemolinos, Arroyomolinos', 'title': 'Semi-detached house in Calle Sierra de Javalambre'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/dc/8c/1199999893.jpg,255.0,1647.0,True,50,False,Arroyomolinos,es,nan,-3.9210054,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,La Cárcaba - El Encinar - Montemolinos,True,False,chalet,6,False,Calle Sierra de Javalambre,103783766,nan,nan,419900.0,nan,sale,https://www.idealista.com/inmueble/103783766/,nan,"Arroyomolinos Real Estate Agency INMOBILIARIA CAPITAL HOME ARROYOMOLINOS EXCLUSIVELY SELLS MAGNIFICENT FREE RENT VILLA WITH BEDROOM ON THE FLOOR IN ARROYOMOLINOS. Magnificent semi-detached house in one of the best areas of Arroyomolinos, close to schools, shops, parks, sports centers, public transport... Located just 5 minutes from the Xanadú shopping center, with easy access to both the N-V and the R-5. Housing built in 1999 with a total constructed area of 255m². The property is distributed over 4 floors as follows: On the main floor we find a large entrance hall, a bedroom on the ground floor, a guest toilet, a very bright kitchen with an office with a pantry/storage room. Living-dining room with cassette fireplace and air conditioning, very spacious with both rooms well differentiated, thanks to the size and luminosity of these spaces. The living-dining room has direct access to a wonderful porch with access to the backyard. On the first floor we have two secondary bedrooms, both with built-in wardrobes, a full bathroom with a shower and a large master bedroom with a dressing room and an en-suite bathroom with a shower. On the top floor there is a magnificent fully adequate attic with two Velux windows with blinds and air conditioning. On the ground floor we find a room with a built-in wardrobe, a complete bathroom with a shower, a fantastic cellar with direct access to the backyard and the garage with both automated doors. In the private patio, to enjoy the sunniest days, we have a designer barbecue and a wonderful wooden gazebo. The house has a community area that contains a swimming pool, sports courts, a playground and a green area. - Air conditioner - Grease floor. -Platform floor. - Oak carpentry. - Automatic doors. -Double window throughout the house. -Natural gas. -Bars. -Garden. Don't miss the opportunity to come visit this magnificent chalet! 100% FINANCING!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.2646503,False,4
nan,False,"{'subtitle': 'Zona Europa, Arroyomolinos', 'title': 'Semi-detached house'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/3d/c5/1171753781.jpg,200.0,1850.0,False,33,False,Arroyomolinos,es,nan,-3.9288081,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,Zona Europa,True,False,chalet,4,False,Zona Europa,100979788,MVMG015,nan,369900.0,nan,sale,https://www.idealista.com/inmueble/100979788/,nan,"If you have always wanted to live in a chalet, in a quiet area, but having all the necessary day-to-day services nearby, with enough space for your loved ones, you cannot pass up the opportunity to buy this semi-detached chalet. I'll tell you the distribution of its 4 floors: the hall gives way to a large kitchen, a beautiful individual living room and a bathroom. You won't be able to resist the appeal of its large patio to enjoy great evenings together with your family thanks to its barbecue and porch or simply a relaxing day sunbathing. On the second floor we find the rest area with 3 full bedrooms and 2 bathrooms. The rooms have a built-in wardrobe and one of them with an exit to the terrace. The third floor or attic has a full bedroom with a large solarium-type terrace. Finally, in the basement you can leave up to 3 cars and use the attached room as a storage room. The investment in the villa will be almost non-existent, because it is in very good condition ready to move into. The area has a wide variety of restaurants, cafes, bars, so you can eat or dine out whenever you feel like it. Shops, pharmacies, schools and parks where you can enjoy nature and walk. In case all this is not enough, a few minutes away you have the large Xanadu shopping center with all its shops, restaurants and the snow slope, in case you are one of those who likes winter sports, bus stop 499 and M-413. Contact us, we will be happy to show you.",nan,False,40.2735646,False,3
nan,False,"{'subtitle': 'Urbanización Mediterráneo, Arroyomolinos', 'title': 'Flat in Calle Gandía'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/39/01/1200395595.jpg,110.0,2999.0,False,26,False,Arroyomolinos,es,True,-3.9050822,{'typology': 'flat'},nan,Urbanización Mediterráneo,True,False,flat,3,False,Calle Gandía,103796657,nan,nan,329900.0,bj,sale,https://www.idealista.com/inmueble/103796657/,True,"Telephone Service Hours Monday to Friday from 10:00 a.m. to 8:00 p.m. Completely renovated apartment in a private urbanization with parking space and storage room. House that consists of 3 bedrooms, one of them, the main one of approximately 20 m2 and with a corner dressing closet that has sliding doors and lined inside, also with an en-suite bathroom and shower. The other two double bedrooms, practically twins in size, are almost 12m2, all of them always approximate and can be given different uses, since one also has a built-in and lined wardrobe. The independent living room, all of which is approximately 30m2, which also being square further favors the possibilities of using it and environments to create in it. From there we access the patio to which we have to make a special mention of 100m2, all of them always approximate and which is fully equipped with imitation stoneware floors in ash color and a system of lateral and underground gutters to avoid puddles in times of occasional rain. as well as electric awnings and a hot and cold shower. If we made a special mention of the patio, we must also make it to the completely renovated kitchen, approximately 14.29m2 and of excellent quality, solid and white lacquered top and bottom furniture, high-gloss black silestone countertop, and Extending to the end of the kitchen and integrating into a low table, you can eat, have breakfast or simply have a coffee.The furniture on both sides has a two-door American refrigerator, induction hob and extractor hood.Likewise, the entrance to the kitchen when the work was done was made with a special case, in which the sliding door is also solid and is lacquered in white to match and in harmony with the entire home. The hall hall, also of unusual dimensions for a 9.29m2 home, all of them always approximate, in turn serves several uses, a distributor to the rest area without having to go through the living room and to the leisure and reading area. of the living room, given that we also have built-in wardrobes lined with sliding doors, let's not leave aside its main functions as a wardrobe. It is worth highlighting its orientation, as well as its clarity, thanks not only to its orientation with afternoon sun, but also to the large windows that we have in almost all rooms of the house up to the ground, including bedrooms and kitchen. If we talk about the qualities of the home, as you can see the renovation was practically comprehensive, kitchen, high quality wooden floors, solid white lacquered doors, built-in wardrobes lined with sliding doors, smooth walls, well-equipped heating system. by natural gas or by hot/cold ducts with thermostat, LED lighting in hallways, conditioned patio. The house has a large easily accessible garage space and a storage room within the price of the house. As for the property, a private urbanization with garden areas and a doorman, paddle tennis court, community pool and recreation area with swings for the little ones, ideal for living within it.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.2747058,False,2
nan,False,"{'subtitle': 'La Cárcaba - El Encinar - Montemolinos, Arroyomolinos', 'title': 'Terraced house'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/d8/3f/1135894669.jpg,175.0,1771.0,False,59,False,Arroyomolinos,es,nan,-3.9165165,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,La Cárcaba - El Encinar - Montemolinos,True,False,chalet,3,False,La Cárcaba - El Encinar - Montemolinos,101807263,3868A,nan,310000.0,nan,sale,https://www.idealista.com/inmueble/101807263/,nan,"NO AGENCY COMMISSION! Comfortable and bright semi-detached house located in the central area of Arroyomolinos, close to the institute, parks, bus stops and access roads. The house has 175m distributed over 3 comfortable floors and with 2 large patios on the same level of the house. In the front there is 50m paved with south east orientation and pergola, and in the rear there is 100m with a paved part and garden area with access to the pool and community area. Likewise, it has a pergola and built-in barbecue. On the street level we find the garage for 1 car with automatic door, a large hall with access to the toilet, a fitted kitchen with space for a table and a living-dining room with direct access to the backyard. On the first floor there are 3 comfortable bedrooms, one of them en suite with a bathtub, furniture and screen, and a second bathroom with a shower. Last but not least, we find the attic that has a door to make it independent apart from a large open space with Velux and built-in wardrobes at the bottom of the attic. The house has double windows and glazing throughout the house, mosquito nets, air conditioning in the living room, master bedroom and attic, and a practical glass enclosure at the entrance door to the house. Come and visit it, it has many possibilities and it could be your new home! [IW].","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.2621144,True,2
nan,False,"{'subtitle': 'Zona Europa, Arroyomolinos', 'title': 'Terraced house'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/73/a2/1191512537.jpg,200.0,1775.0,False,52,False,Arroyomolinos,es,nan,-3.9290579,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,Zona Europa,True,False,chalet,3,False,Zona Europa,103488725,3894,nan,355000.0,nan,sale,https://www.idealista.com/inmueble/103488725/,nan,"NO AGENCY COMMISSION! Spectacular and bright FREE INCOME semi-detached house (the disqualification of the home has been carried out) in perfect condition (sole owner and very little use) located in the boulevard area. It faces south west and is in a high area, which makes it very bright and enjoys incomparable clear views of the natural park. The house is distributed over 3 floors plus a 25m finished attic with access to a magnificent and charming 22m solarium. On the street floor we find a large hall with a wardrobe, a toilet with a window, a fitted kitchen and a separate 20m living room, from where there is access to a large 24m terrace that gives access to the garden of about 50m. On the first floor there are 3 bedrooms, 1 bathroom with a shower and screen and the bathroom in the main room with a window and bathtub. The solarium is closed and has a window for the staircase, giving it more light if possible. The attic can be an office or used as a fourth bedroom, in addition to having access to the magnificent solarium from which to enjoy the beautiful views. Last but not least, in the semi-basement floor is the 50m garage that has capacity for 3-4 cars and additionally has windows in the upper part that overlook the rear garden, allowing you to make a gym area or wine cellar outside. have natural light and ventilation. It also has a storage room that also has a window, in this case facing the front patio. The house has smooth paint, stoneware and parquet floors, large spaces and many possibilities. Don't hesitate and let yourself fall in love with this warm home, which you can undoubtedly call your new home! [IW].","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.2773023,True,2
