bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,municipality,floor,propertyType,topPlus,highlight
3,Madrid,195.0,True,False,{'title': 'Semi-detached house in Calle madrid'},False,5,True,nan,False,34,050000,es,nan,100148874,419000.0,40.6642839,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"CASA10 GROUP SELLS: (ANA - Phone Number: six twenty twenty eleven zero six) Bright semi-detached house of 195m2 built with 5 bedrooms and 3 bathrooms on a 500m2 plot with swimming pool. From the hall you can see the living room, which invites you to enter directly without further consideration. The living room is divided into two rooms, equipped with large windows, and has direct access to a quiet terrace, where the pool area is located over a pleasant garden. On this floor there are 3 bedrooms (one en suite) with built-in wardrobes and a room that is used as a wine cellar with a fun wooden bar, decorated like a tavern. On this main floor there are also two full bathrooms, one in the main room and another to serve the rest of the house. The upper floor is attic. Currently there is an office, a bedroom and a full bathroom. This plant could, in the future and if desired, double in size. Greenery predominates in the garden, very pleasant and with the necessary space to enjoy days outdoors. There are fruit trees, a large olive tree, and a special corner in the shade of a large strawberry tree. The pool is tiled, has Roman stairs, and night lighting. If you want more information, contact me and we will make a visit. We do not charge commission to the buyer.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2149.0,https://www.idealista.com/inmueble/100148874/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f6/aa/5e/1072098183.jpg,Calle madrid,False,-4.0530516,Guadarrama,nan,chalet,False,nan
3,Madrid,168.0,True,False,{'title': 'Detached house'},False,3,True,nan,False,47,04980,es,nan,102678618,399000.0,40.6637585,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"In this operation we do not charge fees to the buyer. Enjoy the tranquility and peace that this magnificent chalet located in the Sierra de Guadarrama has. THIS CHALET IS SPECIAL BECAUSE of the comfort of its distribution, the luminosity in all the rooms, its exceptional state of conservation and you will also enjoy a flat garden. A chalet that has everything to enjoy with family and friends. IT IS IMPORTANT TO KNOW THAT it has nine solar panels, hot/cold pumps in each of the rooms.It has a 1000cc propane gas tank, boiler and radiators. Currently propane gas is used for hot water and solar panels connected to hot/cold pumps are used for heating. DISTRIBUTION First Floor: we find a hall/distributor from which you access a living room with fireplace that communicates with a glazed porch with access to the rear garden, the kitchen is independent and also connects with the glazed porch.On this floor is the access door to the garage and a toilet. Second Floor: You have 3 bedrooms, two bathrooms and a glass room that can be used as a games room, study or work area with clear views.The master bedroom is en suite with a large built-in wardrobe.It has a covered garage for 2 cars and an additional construction as a storage room.The plot is flat and clear at the rear, with plants and trees in the front and side areas.The garden has many possibilities. COMMUNICATIONS: - By car on the A6: Madrid -Moncloa 45 minutes - Public transport (Bus 681): a 5-minute walk away is the bus stop to Madrid-Moncloa.You also have other bus lines (682, 680 and 685) that stop at the NVI (Finca El Tomillar) - The Alpedrete suburban station is 2 kilometers away. SHOPS, LEISURE AND SERVICES: The historic center of both Alpedrete and Guadarrama are 5 and 7 minutes by car respectively from the house.Guadarrama-Alpedrete preserve the flavor of a town and are equipped with small shops, supermarkets, restaurants, cafes, bars, terraces and different services such as banks, pharmacies, shops, etc.The closest shopping centers are: Los Valles, el Zoco and C.C.Commercial Planetocio.20 minutes by car from the shopping and leisure centers of El Carralero, Heron City, Las Rozas Village and Gran Plaza 2. SPORTS: Next to the Guadarrama Tennis Club, surrounded by nature.A perfect place to practice outdoor sports.Club Los Berrocales SCHOOLS: The closest are: Colegio San Agustín, Colegio Concertado Mataespesa, Colegio Montessori, CEIP El Peralejo, CEIP Clara Campoamor and CEIP Santa Quiteria.You also have a variety of schools in the surrounding towns as well as public and private university campuses; such as the Carlos III University Campus in Colmenarejo, 18 minutes by car, or the Nebrija University in La Berzosa, 12 minutes by car. MEDICAL AND HEALTH CENTERS: 5 min.from Guadarrama Hospital, 11 min.from the Villalba General Hospital, 15 minutes from HM Torrelodones and 25m from La Zarzuela or Nisa de Aravaca hospitals.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2375.0,https://www.idealista.com/inmueble/102678618/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/be/9a/1194503664.jpg,Guadarrama,False,-4.0578975,Guadarrama,nan,chalet,False,nan
1,Madrid,132.0,True,False,{'title': 'Flat in Cervantes'},False,4,True,True,False,28,nan,es,False,103272257,159900.0,40.674476,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"GUADARRAMA real estate agency GUADARRAMA area HOGARES GUADARRAMA Office: FOR SALE: BEAUTIFUL CENTRAL APARTMENT WITH INCREDIBLE VIEWS, close to green areas, schools, bus stop, etc. BEAUTIFUL 132m2 apartment located in the old town of the municipality with garage. The floor is developed as follows: From the hall hall the entire house is distributed from there we give way to the rooms, in which we find 4 spacious bedrooms, 1 full bathroom, large kitchen and living room with an incredible outdoor terrace with panoramic views of the entire area. Sierra, if what you are looking for is a town house with a view, this is your home! SEE ALSO THE 100% FINANCING CONDITIONS. Do not hesitate to contact us to visit the home, without obligation, adapting to your needs ""TOGETHER WE MAKE HOMES"".",False,{'typology': 'flat'},renew,1211.0,https://www.idealista.com/inmueble/103272257/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/1c/e5/1184280305.jpg,Cervantes,False,-4.085369,Guadarrama,1,flat,False,nan
2,Madrid,121.0,True,False,{'title': 'Flat in Calle Jarosa Ii'},False,3,True,True,False,27,nan,es,True,102986934,189900.0,40.6719661,False,nan,sale,nan,"GUADARRAMA real estate agency GUADARRAMA area HOGARES GUADARRAMA Office: FOR SALE: SPECTACULAR GROUND APARTMENT IN JAROSA II URBANIZATION, on Calle San Sebastián, close to green areas, schools, bus stop, etc. BEAUTIFUL ground floor apartment of 92m2, in an urbanization with elevator and large terrace. The renovated apartment is distributed as follows: Entrance hall leads to a large kitchen with a large glazed terrace and a new natural gas boiler, a living room with a beautiful fireplace, and we also have access to an incredible, very large terrace with views of the gardens. From the same living room we can access the bedroom area with three very large bedrooms, all of them with built-in wardrobes, two complete bathrooms with a shower and how can we forget the large STORAGE ROOM that is available at the top of the building to store our memories and equipment. It also has a major renovation of the kitchen, bathrooms, heating and all the windows. JAROSA II urbanization, one of the best and the most in demand due to its proximity to the center of the municipality, without having to move the vehicle, with beautiful well-kept gardens to enjoy with the family, sports area, social club, restaurant, large children's playground, swimming pools, concierge. Come visit it! Our history in the sector makes us LEADERS in the municipality of Guadarrama, so anticipate and do not miss this opportunity, it will not last long for sale! Do not hesitate to contact us to see the home, without obligation, adapting to your needs. Don't stay without it! ""TOGETHER WE MAKE HOMES"" SEE ALSO THE 100% FINANCING CONDITIONS.",False,{'typology': 'flat'},good,1569.0,https://www.idealista.com/inmueble/102986934/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/eb/5a/1174163766.jpg,Calle Jarosa II,False,-4.0986306,Guadarrama,bj,flat,False,nan
2,Madrid,88.0,True,False,{'title': 'Flat in Calle Monteleón'},False,3,True,True,False,21,nan,es,True,101772194,174900.0,40.6740659,False,nan,sale,nan,"GUADARRAMA real estate agency GUADARRAMA area HOGARES GUADARRAMA Office: FOR SALE: SPECTACULAR GROUND APARTMENT IN URBANIZATION MONTELEON, close to green areas, schools, bus stop, etc.. . Nice ground floor apartment with terrace, is distributed as follows: Entrance hall leading to the semi-renovated kitchen with a glazed drying area and natural gas boiler, a semi-renovated living-dining room, a fully functional fireplace, with access to the terrace and views of the gardens. From the same living room we can access the bedroom area with three spacious bedrooms and two bathrooms, one completely renovated with a bathtub and the other as a toilet, which is available to integrate a shower tray. It also has a reform in which part of the windows were changed, helping to save excellent consumption, it also has a changed floor and a courtesy built-in wardrobe in the hallway. Urbanization Monteleon one of the best and the most demanded for its proximity to the center of the municipality, without having to move the vehicle, with beautiful well-kept gardens to enjoy with the family, sports area, social club, restaurant, playground and swimming pool. SEE ALSO THE 100% FINANCING CONDITIONS. Do not hesitate to contact us to visit the house, without obligation, adapting to your needs ""TOGETHER WE CREATE HOMES"".",False,{'typology': 'flat'},good,1988.0,https://www.idealista.com/inmueble/101772194/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/67/ac/1133276227.jpg,Calle Monteleón,False,-4.0839935,Guadarrama,bj,flat,False,nan
2,Madrid,82.0,True,False,{'title': 'Flat in Calle Monteleón'},False,3,True,True,False,26,nan,es,True,102374718,194900.0,40.6759955,False,nan,sale,nan,"GUADARRAMA real estate agency GUADARRAMA area HOGARES GUADARRAMA Office: FOR SALE: SPECTACULAR APARTMENT IN URBANIZATION MONTELEON, close to green areas, schools, bus stop, etc.. . Incredible apartment to move into with a terrace and views of the mountains, it is distributed as follows: Entrance hall leading to the kitchen with glazed drying terrace and natural gas boiler, living room, fully functional fireplace, with access to the terrace and views of the Guadarrama mountain range. From the same living room we can access the bedroom area with three large bedrooms and two bathrooms, one completely renovated with a bathtub and the other with a shower. Monteleon Urbanization, one of the best and the most in demand due to its proximity to the center of the municipality, without having to move the vehicle, with beautiful well-kept gardens to enjoy with the family and a swimming pool. SEE ALSO THE 100% FINANCING CONDITIONS. Our history in the sector makes us LEADERS in the municipality of Guadarrama, so anticipate and do not miss this opportunity, it will not last long for sale! Do not hesitate to contact us to see the home, without obligation, adapting to your needs. Don't stay without it! ""TOGETHER WE MAKE HOMES. "".",False,{'typology': 'flat'},good,2377.0,https://www.idealista.com/inmueble/102374718/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/fa/17/1153586152.jpg,Calle Monteleón,False,-4.0867845,Guadarrama,2,flat,False,nan
4,Madrid,185.0,True,False,{'title': 'Detached house in Calle San Macario'},False,5,True,nan,False,28,nan,es,nan,103154147,449900.0,40.6723008,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"GUADARRAMA real estate agency GUADARRAMA area HOGARES GUADARRAMA Office: FOR SALE: SPECTACULAR INDEPENDENT VILLA IN GUADARRAMA, close to green areas, schools, bus stop, etc… Excellent independent Villa to move into! Very central and with all services very close. Impeccable villa distributed over three floors of approx. 75m2. Making it a spacious villa of approx. 177 m2 built. We access the house from a hall with beautiful visible stairs, a large fully equipped kitchen, which contains a large dining area, a bathroom, and we give way to the large living room with access to a large glazed terrace as an outdoor living room. On the upper floor we find four bedrooms, two of them with access to a large solarium terrace with beautiful views and two full bathrooms. In the basement there is a complete apartment with a living room, fireplace, a bedroom and a complete bathroom. It has a large plot with garden areas, covered garage with storage areas, storage rooms, barbecue. Come see it! this this is your HOME! Don't stay without it! Our history in the sector makes us LEADERS in the municipality of Guadarrama, so anticipate and do not miss this opportunity, it will not last long for sale! Do not hesitate to contact us to see the home. Do not miss it! ""TOGETHER WE MAKE HORAGES"" Postscript: DO NOT forget to consult our FINANCING conditions up to 100%, through our FinanHogar department! Let yourself be advised by professionals.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2432.0,https://www.idealista.com/inmueble/103154147/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/cf/21/1180030703.jpg,Calle San Macario,False,-4.1024392,Guadarrama,nan,chalet,False,nan
3,Madrid,528.0,True,False,{'title': 'Detached house in Prado de Alderete'},True,6,True,nan,False,34,nan,es,nan,101218395,819900.0,40.6538555,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES GUADARRAMA GUADARRAMA real estate agency GUADARRAMA area HOGARES Office: FOR SALE: Spectacular independent villa nestled in an incomparable natural environment just 5 minutes from the center of the town of Guadarrama and just 15 minutes from San Lorenzo del Escorial. The house is located on a plot of more than 10,000 meters marked by an important presence of nature that makes you feel a peace and tranquility that cannot be achieved in areas closer to the town. The farm is crossed by the Prado Vera Stream with a beautiful suspension bridge giving it a cool place to the entire environment, being privileged for the native vegetation of the place where you can find a beautiful grove of important environmental value. It also has a tennis court that needs repair since it has not been used in many years. The house has two floors, each with 264 square meters. On the main floor there is a large kitchen separated into 2 rooms and a huge living room with access to a wonderful terrace with fantastic views. On this floor we also find 5 bedrooms with built-in wardrobes and 2 bathrooms. In the basement, in addition to the garage, there is a room and a bathroom for the service and various rooms such as storage rooms, a boiler room and a wine cellar. This is a unique opportunity to live in a privileged place, surrounded by nature and tranquility, but without giving up the comfort and accessibility of being just a few minutes from the center of Guadarrama, and which also allows you to disconnect from everyday stress and relax surrounded by of the natural beauty of the area. Don't miss the opportunity to live in this natural paradise and make your home your refuge of peace and serenity! Do not hesitate to contact us to see the house and see 100% FINANCING conditions. Our history in the sector makes us LEADERS in the municipality of Guadarrama, so anticipate and do not miss this opportunity, it will not last long for sale! Do not hesitate to contact us to see the home, without obligation, adapting to your needs. Don't stay without it! ""TOGETHER WE MAKE HOMES. "".",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,1553.0,https://www.idealista.com/inmueble/101218395/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/37/5b/1114812728.jpg,Prado de Alderete,False,-4.0793193,Guadarrama,nan,chalet,False,nan
1,Madrid,99.0,True,False,{'title': 'Flat'},False,3,True,True,False,23,03738,es,False,99908266,179000.0,40.671627,False,nan,sale,nan,"WE DO NOT CHARGE FEES TO THE BUYER If you want to have a bright, quiet and well-maintained apartment to move into, this is your home. Don't hesitate to visit it and you will be pleasantly surprised!. This property is located in a very well connected area with all kinds of services, at the same time it is on a quiet street. The property does not have an elevator. THIS APARTMENT IS SPECIAL BECAUSE: It is in a very good state of conservation. It has a terrace, a very large storage room, low-consumption electric heating, €60 per month (demonstrable with receipts), built-in wardrobes. The house is renovated, all the windows have been replaced, they are made of PVC with double glass and thermal break, the terrace is closed with the Lumon system, glass curtains that do not obstruct the views, it is located in an area that has all the necessary services, without the need to travel. It has a terrace in the living room with views of Abantos. Community fees are €60, its 3 bedrooms and its location make it an ideal apartment for investors or families. DISTRIBUTION: A hallway like a hall with a built-in wardrobe acts as a distributor accessing the kitchen and the living room, then we have a distributor that leads to the bathroom with a shower tray, towel radiator, it is completely renovated and to the three bedrooms, the kitchen is not renovated, but it is in very good condition and also has a balcony or laundry room. QUALITIES: Laminate and ceramic floors in kitchen and bathroom, white PVC exterior carpentry, terrace with Lumon enclosure system, very low consumption electric heating, €60 per month. COMMUNICATIONS: Guadarrama has a magnificent bus network that connects with Madrid and neighboring towns. And it also has access to the A6 just a few minutes away. BUSINESS AND SERVICES: Easy access to all essential services as it is located in a central area, where there are all kinds of establishments, supermarkets, banks, press, pharmacy, hairdressers, veterinarian and public services such as cultural centers, municipal libraries, medical centers, Guadarrama Hospital. 2 min walk, sports centers. In short, everything you need without the need to travel by car. SCHOOLS and OTHERS: The area has both public, private and charter schools. Guadarrama in one of the charming towns in the Sierra de Madrid.",False,{'typology': 'flat'},good,1808.0,https://www.idealista.com/inmueble/99908266/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/62/8c/1132080698.jpg,Guadarrama,False,-4.0883319,Guadarrama,2,flat,False,nan
4,Madrid,350.0,True,False,{'title': 'Detached house'},False,7,True,nan,False,55,050722,es,nan,98438534,650000.0,40.6830786,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","CASA 10 GROUP (Ana Phone Number six twenty twenty eleven zero six) We offer for sale this fabulous 348m2 villa with 7 bedrooms, 4 bathrooms, and garage, on a 1,158m2 plot with pool and garage. TO ENTER TO LIVE. The house is divided into three floors. On the Ground Floor and accessing from the garage, there are three rooms: a large and beautiful kitchen with an office; a room currently converted into a gym; and a complete bathroom with shower. The Main Floor has two sunny bedrooms, a full bathroom and a large living room, with fireplace, divided into two rooms, with direct access to a pleasant terrace with beautiful views. The living room enjoys a lot of natural light through the large windows it has. One of the bedrooms has a balcony, and the other bedroom is en suite. On the Upper Floor there are 4 large bedrooms with large built-in wardrobes and 2 full bathrooms. The plot has a garden part with grass, automatic irrigation, perimeter trees and an orchard. Another area is paved, which is very convenient to fit an additional car if necessary. The pool, almost 50m2, has Roman stairs and is tiled. The doors to access the garage are automatic. The house is located in a quiet area of Guadarrama, surrounded by nature and a 25-minute walk from the urban center. Very good communication to access the A6.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1857.0,https://www.idealista.com/inmueble/98438534/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/b4/f1/1012293977.jpg,Guadarrama,False,-4.1061305,Guadarrama,nan,chalet,False,nan
2,Madrid,200.0,False,False,{'title': 'Detached house'},True,5,False,nan,False,28,CE188326,es,nan,102111264,370000.0,40.6656629,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Gilmar sells a spectacular plot of 2,622 meters, it previously had a main villa with 186 meters on the ground floor (hall, living room, kitchen, 2 bathrooms and 3 bedrooms) and a first floor of 47 meters (2 bedrooms), which is now Half-built again, it only has the perimeter walls (180 meters). Currently there are also built: - A wooden, open-plan apartment with a bedroom, kitchenette and a bathroom with sauna (Heating is with hot/cold split). - A heated indoor pool. - A pediment. - An apartment under the pool with a bedroom, kitchen and bathroom (Heating is with hot/cold split). - A kitchen next to the pool. - A garage with storage room. In addition, the plot has a well, barbecue and a garden with chickens. The end of the plot borders the field. If you are interested in this house, do not hesitate to contact us, we will gladly assist you, we will explain in detail all the information you need and if you wish you can visit it without obligation. WE DO NOT CHARGE BUYER FEES! AND WE GET THE MAXIMUM FINANCING WITH THE BEST CONDITIONS AT NO COST TO THE BUYER! IF YOU WANT TO SELL YOUR HOUSE… CALL US. At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. In more than 35 years of experience, Gilmar has managed to achieve a privileged space within the high-end Real Estate Sector. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build. Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams. Houses in Torrelodones, houses in Villalba, houses in Alpedrete, houses in Moralzarzal, houses in Becerril, houses in Navacerrada, houses in Guadarrama, houses in Los Molinos, houses in El Escorial, houses in Cercedilla, houses in Galapagar, houses in the Sierra, buy a home, buy an apartment, buy a house, buy a chalet, buy a penthouse.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,1850.0,https://www.idealista.com/inmueble/102111264/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f6/ba/a3/1147129091.jpg,Guadarrama,False,-4.0576762,Guadarrama,nan,chalet,False,nan
3,Madrid,400.0,True,False,{'title': 'Detached house in Calle Mónaco'},False,5,True,nan,False,23,nan,es,nan,98381296,555000.0,40.6680245,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Excellent individual villa in urbanization with all services and easy access to Guadarrama, Alpedrete, Collado Villalba and connection to Nacional VI - Madrid. It has a practical and comfortable distribution with 4 bedrooms, two full bathrooms, a spacious living room, a spacious fully equipped kitchen + pantry, as well as an office-office and a games room on the ground floor. On the first floor we find another bedroom with a full bathroom, a large living room and a very large attic room. It is completed with fitted wardrobes and storage spaces, a private garage and a garden on a 700 m2 plot that offers privacy in a privileged natural environment. ** EXCLUSIVE BEST-HOUSE OPPORTUNITY **.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1388.0,https://www.idealista.com/inmueble/98381296/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/61/1c/1010123019.jpg,Calle Mónaco,False,-4.053773,Guadarrama,nan,chalet,False,nan
3,Madrid,350.0,True,False,{'title': 'Detached house in Calle Gredos'},False,4,True,nan,False,62,MTXAL_78,es,nan,102996116,589000.0,40.6602902,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","INDEPENDENT SINGLE-FAMILY HOUSE WITH 4 BEDROOMS IN ONE OF THE BEST AREAS OF GUADARRAMA, with all the services, surrounded by nature and perfectly connected to the capital.Ideal as a first residence or as a place for vacation, rest and recreation. Its high level of quality, its impeccable state of conservation, its orientation and distribution make this home an ideal place to live enjoying a unique environment.Its spacious rooms, all of them with splendid views, guarantee the comfort and intimacy of the whole family. 350m2 full of light, distributed over 3 floors connected by a comfortable and functional wrought iron and jatoba staircase, on a flat plot of 1,000m2 with consolidated vegetation, fruit trees, landscaped meadow with natural grass, porches, terraces, 20 m pool with Roman staircase surrounded by a wide and comfortable platform, wooden pergola, stone-built barbecue area and garden shed. The main floor has a representative hall, separate living room with windows, sloping ceilings with decorative beams, cassette fireplace and direct access to the garden, fully equipped kitchen with top brand appliances and relaxing views, with access to the barbecue area and dining room. summer.Two independent bedrooms with views of the pool, bathroom with hydromassage bathtub and an en-suite bedroom with dressing room, bathroom and direct access to the garden. The house has a bright attic area with privileged views of the Bola del Mundo, La Peñota and the Siete Picos, a terrace over the garden and a separate room with a built-in wardrobe and bathroom, as well as a splendid 20m2 trunk. All rooms have large armored windows made of PVC and double glazed carpentry, many of them with tilt-and-turn opening, large-capacity built-in wardrobes, solid wood doors, floating wood and porcelain stoneware floors, musical installation and sprinkler irrigation with programmer, all of this. In perfect state of conservation. In the basement, parking with capacity for 4 vehicles and an automated door, with direct access to the main floor via an internal staircase and a multipurpose service space with the possibility of being used as a laundry and ironing room, wine cellar, workshop... It has diesel heating with a 30,000 kcl mixed boiler, domestic hot water plus heating and a tank with a capacity of 1,000 liters. Guadarrama offers all services without having to travel, it also has a comfortable public transport network, with quick and direct trips to Madrid, Alpedrete and Guadarrama. A home full of peace, tranquility and comfort awaits you to move in without any worries and begin to enjoy all its advantages as a family. Do not hesitate to contact us if you want to make a visit or answer any questions, we will be happy to assist you and accompany you on a visit. We do not charge any commission to the buyer.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1683.0,https://www.idealista.com/inmueble/102996116/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/b1/44/1181821528.jpg,Calle Gredos,False,-4.0517829,Guadarrama,nan,chalet,False,nan
1,Madrid,85.0,False,False,{'title': 'Flat in Calleja Prado San Juan'},True,3,False,True,False,111,GUADARRAMA,es,False,103874235,195000.0,40.6774964,False,nan,sale,nan,"The company QUEREMOS TU CASA, Grupo Hogares con Alma, sells EXCLUSIVELY this MAGNIFICENT and SPECTACULAR APARTMENT located in the PRADO SAN JUAN URBANIZATION, in Guadarrama. The property has 85 m2 distributed in: A VERY SPACIOUS LIVING ROOM, measuring more than 18 m2, with the possibility of adapting it to have a separate living and dining area. It also has a LARGE WINDOW that provides great light to the space and from which we have access to the TERRACE. The house is more than 15 m2 with beautiful views of the area and where we can place a table with chairs to enjoy the best stay. The very spacious KITCHEN has a countertop on both sides and furniture throughout, giving a large storage capacity.As we can see in the photographs, it is in perfect condition and fully equipped with all appliances. In addition, it has direct access to one of the TERRACES, which can be used as a CLOTHING ROOM, where you can store or use its space for another room. the House. It has THREE ROOMS.The MASTER BEDROOM, very spacious, with a very wide 4-section built-in wardrobe, with large space to have more closets in it and with large windows that provide great light to the room. The SECOND ROOM is also large in size, both with the possibility of placing a single or double bed.Also with very good light and a built-in two-section wardrobe, large storage capacity. The THIRD ROOM has a similar size, both with the capacity to place a single bed with a wardrobe and desk, also completely EXTERIOR. The main BATHROOM, fully equipped, in perfect condition, has a shower tray with screen and anti-slip floor, very modern and enough space to have more closets if necessary, in addition, it has direct ventilation. INDIVIDUAL NATURAL GAS HEATING with radiators in all rooms of the house in perfect condition, completely new BOILER, practically brand new, one of the few properties that have gas heating. The house has a STORAGE ROOM space, which is accessed from the outside, but with a large storage capacity in it. The URBANIZATION is very COMPLETE.Dispose of: TENNIS COURTS, PADEL COURTS, FROTON COURTS, BASKETBALL AND FOOTBALL COURTS, in addition, TWO LARGE SWIMMING POOLS with everything around CESPED, perfect to enjoy long summer months.It also has PRIVATE SECURITY 24 hours a day, many garden spaces and trees. The property also has the possibility of making it to the taste of the new owner, since it does not have load-bearing walls, they are only partitions, pillars and beams, although the property is in perfect condition, ready to move into. The environment is full of leisure areas, supermarkets, bars and restaurants with their attractive terraces.As well as several parks with children's areas and schools.One minute from the center of Guadarrama, an EXCELLENT place to live, perfect for families. The property is located just one minute from the intercity bus stop 680 and 688, both to Madrid in just one hour.Easy access to the road, in a few minutes, for any direction, to Madrid in 40 minutes. Do not hesitate to contact us to advise you on whatever you need, whether it is moving, renovations or financial advice. Buying a home always marks a special moment in people's lives.It is at that moment where realities, dreams and future plans materialize in your home. Think of something nice, think of yourself.",False,{'typology': 'flat'},good,2294.0,https://www.idealista.com/inmueble/103874235/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/a3/aa/1202865819.jpg,Calleja Prado San Juan,False,-4.0856645,Guadarrama,1,flat,False,nan
3,Madrid,180.0,True,False,"{'title': 'Semi-detached house in Calle Francisco de Quevedo, 7'}",False,4,False,nan,False,9,nan,es,nan,103852476,419000.0,40.6768899,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"LAST VILLA 5 MINUTES FROM THE CENTER AND IN THE COUNTRYSIDE: Two-story villa of 180 m2 built on a 251 m2 plot with 4 bedrooms, 2 bathrooms and toilet, porch (18 m2), garden area and parking for two cars. High qualities - excellent location - maximum energy efficiency - guaranteed payments. Make this house your home and that of your family, enjoy: -Savings: aerothermal energy, insulation and the ventilation system achieve energy efficiency by significantly reducing electricity consumption. -Comfort and tranquility: it is less than 5 minutes walk from the center of town. Located in a very quiet and peaceful area, 200 meters from a livestock track and a pasture as an adjacent plot. -The light: offered by its large windows, which at the same time maintain the interior temperature as its glass is low-emissive. -Quality and aesthetics: combines design and quality with characteristics of a house in the country. -Experience and guarantee: our company has been promoting for more than 40 years, the last 20 in the northwest mountains of Madrid, with more than 2,000 properties built. The advance payments to be made will be guaranteed by an insurance company.",True,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",newdevelopment,2328.0,https://www.idealista.com/obra-nueva/103852476/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/ff/46/1202209889.jpg,"Calle Francisco de Quevedo, 7",False,-4.0900827,Guadarrama,nan,chalet,False,nan
