bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus,highlight
1,Madrid,85.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Flat in Calle de la Haya'}",True,2,True,True,False,23,nan,es,True,194900.0,102792077,40.3128994,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Real estate agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS sells a fantastic apartment, located in one of the best areas of Parque Coímbra, very close to the Souk, surrounded by a beautiful area of trees, grass, a playground and schools. The house is very bright and very well distributed. It has a large living room, two bedrooms with built-in wardrobes and a renovated bathroom, a hall with a built-in wardrobe and a kitchen. Additionally, it has a large and comfortable closed parking space and storage room. The property has a children's area, green areas and swimming pool. DON'T MISS THE OPPORTUNITY TO VISIT IT! 100% FINANCING WE WILL BE HAPPY to assist you.",False,{'typology': 'flat'},good,2293.0,https://www.idealista.com/inmueble/102792077/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/7a/4f/1167469366.jpg,Calle de la Haya,True,-3.9297048,Coimbra - Guadarrama,Móstoles,3,flat,False,nan
1,Madrid,83.0,True,False,"{'subtitle': 'Sur, Móstoles', 'title': 'Flat in Avenida de la Onu'}",False,3,True,True,False,26,3373-7414,es,True,179000.0,103183224,40.3176189,False,nan,sale,"***BEAUTIFUL EXTERIOR APARTMENT WITH ELEVATOR IN AVDA DE LA ONU, CONSISTS OF 3 BEDROOMS, 1 BATHROOM, LIVING ROOM WITH TERRACE AND KITCHEN WITH OFFICE*** Located in one of the areas with the most services in Móstoles and best connected, the Southeast area of Móstoles, it has 83 m2 built, 3 large bedrooms all exterior with lots of light, a living room in which the terrace is integrated, and a kitchen with a spacious and bright office, a bathroom with a bathtub to reform. The house is very well maintained and has undergone renovations in some parts of the house. It has interior sapelli carpentry, parquet and parquet floors, and aluminum exterior carpentry. Central heating and hot water. The property has an elevator that is accessed from the portal via an adapted ramp. The community has a community pool and large garden areas. Don't miss this opportunity and come visit it.",False,{'typology': 'flat'},good,2157.0,https://www.idealista.com/inmueble/103183224/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/ba/23/1181384077.jpg,Avenida de la Onu,False,-3.8508115,Sur,Móstoles,1,flat,False,nan
2,Madrid,136.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Flat in Calle del Castaño, 7'}",True,4,False,nan,False,28,C0127-00146,es,True,260000.0,103766205,40.3069228,True,nan,sale,"Do you want a life with all the comforts? CENTURY 21 Now IV presents you with this exclusive apartment located in Parque Coimbra, a residential area highly sought after for its tranquility, security and garden areas. This apartment, with an area of 101 m2, is ready to move into and enjoy its spacious and bright spaces. It is a fifth floor with an elevator, it consists of 4 bedrooms, living room - dining room, 2 full bathrooms and a kitchen equipped with everything you need with access to a clothesline, air conditioning, it has a terrace where you can relax and enjoy the surroundings, with Community pool, garden areas and 24 m2 garage space. The house has excellent orientation and ventilation. Don't miss this opportunity to live in a comfortable, spacious apartment with a pleasant environment. It could be your ideal home. Call now to arrange a visit and we will be happy to show you around. CENTURY21 NOW IV ""The best of people at the service of people. "".",False,{'typology': 'flat'},good,1912.0,https://www.idealista.com/inmueble/103766205/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/cf/4d/1199473900.jpg,"Calle del Castaño, 7",False,-3.9279908,Coimbra - Guadarrama,Móstoles,nan,flat,False,nan
4,Madrid,336.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Semi-detached house in Paseo Del Arroyo'}",False,6,True,nan,False,37,PDA108,es,nan,399900.0,102285527,40.3157036,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"REAL ESTATE AGENCY IN NAVALCARNERO INMOBILIARIA CAPITAL HOME SELLS SPECTACULAR SEMI-DETACHED VILLA WITH INDEPENDENT POOL IN ONE OF THE BEST AREAS OF PARQUE COIMBRA. The house is located in an area with incredible views and extremely quiet but at the same time with all the services and leisure areas just a few minutes walk away, as well as just 15 minutes walk from the XANADÚ shopping center. The house consists of a huge plot that surrounds 3 ends of the house, adjoining only a single neighbor, providing it with unbeatable privacy and independence. Upon entering the house we find a BEDROOM ON THE FLOOR to be able to live there without having to climb stairs, a large kitchen with an office in very good condition, a guest toilet and a spacious and bright living room with air conditioning and direct access to the back of the house. garden. On the upper floor we find 3 spacious bedrooms, all with fitted wardrobes, the main room has a private en-suite bathroom with bathtub and window, we also have another full bathroom to serve the secondary bedrooms. On the next floor we have a fully habitable attic with great space and light thanks to the velux on both sides, it is an ideal area for any type of need: bedroom, games room, gym, teleworking office, etc. On the lower part we have another 2 additional rooms and 1 more toilet to serve this floor, we also have a large garage with capacity for 3 cars. The property has very good qualities and several renovations: in the kitchen, porcelain floors, almost the entire house has been freshly painted with easy-to-clean paint, air conditioning spilts with hot and cold pump in the living room and bedroom.. . DO NOT HESITATE TO COME AND VISIT IT WE ARE WAITING FOR YOU! CONTACT US TO INFORM ABOUT YOUR FINANCING AND THE BEST MORTGAGE WITH OUR FINANCIAL DEPARTMENT SERVICE.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1190.0,https://www.idealista.com/inmueble/102285527/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/89/21/1150592028.jpg,Paseo DEL ARROYO,False,-3.9292945,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
1,Madrid,84.0,True,False,"{'subtitle': 'Este, Móstoles', 'title': 'Flat in Calle de Simón Hernández'}",False,3,True,True,True,28,PEÑANEVADA,es,True,179900.0,102968368,40.3213029,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Apartment for sale in Móstoles, in a private urbanization with all the amenities you need. Enjoy a refreshing swimming pool, a playground for the little ones and a sports court to stay in shape. In addition, it has a garage space for your convenience. The area is excellent, with nearby municipal services such as an outpatient clinic, bus stops, post office, 24-hour pharmacy, supermarkets, gyms, schools and institutes. The apartment is completely exterior and has three bedrooms with built-in wardrobes. A complete bathroom with a shower tray and screen which has been completely renovated, so you won't have to worry about anything. The spacious living-dining room is bright and has a terrace overlooking the pool and children's playground. In addition, the apartment has a hall, a spacious and bright kitchen, and a closed terrace. The heater provides hot water at all times. Don't miss the opportunity to create your new home in this quality apartment with all the comforts you need. In addition, we offer you a professional real estate advisory service, 100% FINANCING and the best market conditions. A great opportunity! The apartment has a constructed area of 84 m², 3 bedrooms, 1 bathroom, terrace, balcony, it is second-hand in good condition and was built in 1974. It is located on the 7th floor, it is exterior and has an elevator. The orientation is south and west. In addition, the garage space is included in the price. Don't miss the opportunity to enjoy the community pool and garden.",False,{'typology': 'flat'},good,2142.0,https://www.idealista.com/inmueble/102968368/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/96/1a/1182734585.jpg,Calle de Simón Hernández,False,-3.8566024,Este,Móstoles,7,flat,False,nan
1,Madrid,70.0,True,False,"{'subtitle': 'Centro, Móstoles', 'title': 'Flat'}",True,2,True,True,True,20,MVLD009,es,False,135000.0,100423908,40.3184655,False,nan,sale,"As the saying goes: ""The best time to invest was yesterday and the next best time is today. "" Do not wait any longer, whether it is your first home or a purchase as an investment, as time goes by, so do opportunities. Relax, because this house that we are launching for sale meets all the requirements: - Location: just a 5-minute walk from the METROSUR PRADILLO, very close to the Calle Cartaya and Calle Simón Hernández bus stops and next to the Cuartel Huertas park where you can spend time outdoors or where you can walk through the center of Móstoles. In addition to a wide range of bars and restaurants for lunch or dinner away from home. - Characteristics: The house has 70m2, very usable with two bedrooms, a separate living room with air conditioning, a kitchen and a bathroom. It also has a closed terrace. It is located on the FIRST FLOOR without elevator. - Price: With a basic REFORM added to the sale price you can enjoy a home TO YOUR TASTE with a very affordable mortgage amount. And if you are an investor, you will achieve high profitability in a very short time. If we add some very affordable community fees (only €50 per month) it completes all the conditions for a round business. The risk is not investing, it is time to put the savings to work. My name is Luis, call me and I will be happy to inform you at You can also contact via WhatsApp or fill out the web form, requesting information about the property.",False,{'typology': 'flat'},good,1929.0,https://www.idealista.com/inmueble/100423908/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/f1/fa/1142632356.jpg,Centro,False,-3.8633344,Centro,Móstoles,1,flat,False,nan
2,Madrid,138.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Flat in Paseo de Mostoles'}",False,4,True,True,True,33,Piso Parque coimbra,es,True,257500.0,102982197,40.3108076,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Adaix Real Estate sells exclusively, an impressive 125 m2 apartment, COMPLETELY RENOVATED, located in one of the best areas of Parque Coímbra, close to the Souk, surrounded by a beautiful area of trees, grass, a playground and schools. It consists of a completely renovated kitchen and closed clothesline, a modern living room with a 17 m2 terrace, it has 4 bedrooms, the main one with an en-suite bathroom and another bedroom renovated as a dressing room, 2 completely renovated bathrooms, one of them with a shower tray. Housing to move into, completely renovated, smooth walls, floating flooring, brand new PVC windows, Wenge carpentry, mosquito nets, automatic blinds throughout the house Hot/cold air conditioning in living room. Includes a garage and storage room in the price. Urbanization with playground and green areas. Don't miss the opportunity to visit the home, straight to move in.",False,{'typology': 'flat'},good,1866.0,https://www.idealista.com/inmueble/102982197/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/83/47/1179042856.jpg,Paseo de Mostoles,False,-3.9235719,Coimbra - Guadarrama,Móstoles,1,flat,False,nan
3,Madrid,170.0,True,False,"{'subtitle': 'Este, Móstoles', 'title': 'Duplex'}",True,5,True,True,False,38,MVLD022,es,True,435000.0,103540296,40.3173713,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"This spectacular duplex penthouse is much more than a house; luxury and comfort to enjoy your home to the fullest. Read on and let us take you on a journey through the wonders this home has to offer. Main floor: from the entrance we access the elegant main living room, with lots of natural light, air conditioning and a glazed terrace. From here, the magic extends to the spacious and functional kitchen, where you can prepare scrumptious family meals. If we continue moving forward you will discover three impressive bedrooms, each with built-in wardrobes that meet your family needs. Two full bathrooms are waiting to pamper you with all the comforts. Your whole life takes place on this floor, you will not miss anything, it is in very good condition to move in right away, but the most impressive thing awaits upstairs on the upper terrace. Upper Floor: The second kitchen and the living-dining room on this floor offer versatility and the possibility of creating an exclusive space, ideal for more intimate moments or even as an independent entertainment area. Plus, you'll discover two additional bedrooms, each with their own story to tell. A second full bathroom provides additional privacy. On the terrace you will enjoy panoramic views and it will become the true heart of the house. You can uncover this part or keep it covered. Endless possibilities to adapt it to your taste and be the envy of all your friends. Your New Home Awaits You... with a unique, elegant and functional lifestyle, to fill your day and day with comfort and make your dream of living in a duplex penthouse a reality. Do not hesitate to contact us to resolve any questions, we will be happy for you to resolve them with a personal visit and accompanying you every step of the way.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,2559.0,https://www.idealista.com/inmueble/103540296/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/25/48/1192734900.jpg,Este,False,-3.8473959,Este,Móstoles,7,duplex,False,nan
2,Madrid,118.0,True,False,"{'subtitle': 'Norte - Universidad, Móstoles', 'title': 'Terraced house'}",True,3,True,nan,False,36,MVLD014,es,nan,315000.0,101468179,40.3395095,False,nan,sale,"You have to see it to believe it. This charming two-story semi-detached house awaits you with open arms. The main floor of this real estate jewel will surprise you with its bright living room, which will become the heart of this house where you can relax and enjoy family moments. The kitchen, very functional, where you can unleash your culinary skills and create delicious dishes. We cannot forget to mention the cozy and practical courtesy toilet on this main floor, perfect for visitors and for your comfort. Going up to the first floor, you will find three bedrooms designed to give you the rest and tranquility you deserve. The full bathroom on this floor offers you comfort thanks to its shower tray. But that is not all. This semi-detached house also has a paved garden with a charming pergola, an outdoor space where you can enjoy sunny afternoons, enjoy dinner with friends and create beautiful memories. It is the perfect place to cultivate your own garden, sunbathe or simply enjoy the tranquility and serenity of your own home. Imagine entering through the wide entrance porch, which functioned as an American-style parking lot, but now houses a small apartment. Perfect to receive use as an independent suite for family members who visit you. An ideal solution to maintain your privacy and that of your loved ones! You will enjoy its location, in the Los Rosales area in Móstoles, which is one of the most complete in the municipality, with large green areas such as the Prado Ovejero Park; with a wide range of leisure and cultural possibilities, educational centers for all ages, good communication with metrosur, bus lines and the Rey Juan Carlos hospital. If you are going to use the car, it has very easy access from the A-5 and M-50. In summary, this semi-detached house in good condition offers you a lifestyle full of comfort and possibilities. Contact us right now and discover how to make this chalet your new home!",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,2669.0,https://www.idealista.com/inmueble/101468179/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/a1/a6/1171753538.jpg,Norte - Universidad,False,-3.8694889,Norte - Universidad,Móstoles,nan,chalet,False,nan
1,Madrid,70.0,True,False,"{'subtitle': 'Centro, Móstoles', 'title': 'Flat in Calle Arévalo'}",False,3,True,True,False,37,nan,es,False,145000.0,103292260,40.3259831,False,nan,sale,"Don't miss the opportunity to acquire this magnificent apartment in perfect condition! With an area of 70 m² built and approximately 65 m² useful. , this home has three bedrooms, a full bathroom and a complete renovation with perfect maintenance. In addition, it has a spacious living room with an open terrace and a fully equipped kitchen with a practical glass drying rack. The bathroom has a shower and a window that provides natural light and ventilation. The apartment also has air conditioning in the living room and individual natural gas heating. The elevator is approved, pending installation. Located in an area with all types of services, such as schools, institutes, sports centers, pharmacies, local shops, Ecomóstoles Centro, etc. Very good communication with bus stops (lines 1, 4, 519, 520, 521, 526, 527), in addition to being just 11 minutes walk from the Móstoles Central Renfe station. This property is ideal for both living and investing for rent. Don't miss this opportunity and contact us for more information.",False,{'typology': 'flat'},good,2071.0,https://www.idealista.com/inmueble/103292260/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/33/62/1184725973.jpg,Calle Arévalo,False,-3.857924,Centro,Móstoles,4,flat,False,nan
1,Madrid,55.0,True,False,"{'subtitle': 'Norte - Universidad, Móstoles', 'title': 'Flat'}",False,2,False,True,False,26,05535,es,True,129000.0,103872900,40.3293808,False,nan,sale,"Apartment in Móstoles, Madrid. It has an area of 55 m² distributed in living room, kitchen, 2 bedrooms and 1 bathroom. Finca with elevator. Located in an area close to services, shops, bus stops and the Móstoles train stop. With easy access to the M-50 and A-5 highways.",False,{'typology': 'flat'},good,2345.0,https://www.idealista.com/inmueble/103872900/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/95/64/1202829099.jpg,Norte - Universidad,False,-3.8660913,Norte - Universidad,Móstoles,5,flat,False,nan
