labels,topPlus,suggestedTexts,province,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,highlight,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,newDevelopmentFinished,price,floor,operation,url,exterior,description,has360,parkingSpace,latitude,hasStaging,bathrooms
nan,False,{'title': 'Flat'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/c6/df/1199958979.jpg,169.0,1367.0,False,40,False,Brunete,es,False,-4.0013518,{'typology': 'flat'},nan,True,False,flat,2,False,Brunete,101463373,VI-000-030-681-688,nan,231000.0,1,sale,https://www.idealista.com/inmueble/101463373/,nan,""".",False,nan,40.406847,False,2
nan,False,{'title': 'Flat in guadarrama'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/72/67/1191223941.jpg,120.0,1708.0,False,13,False,Brunete,es,False,-3.9997448,{'typology': 'flat'},nan,True,False,flat,3,False,guadarrama,103492846,GUADARRAMA,nan,205000.0,2,sale,https://www.idealista.com/inmueble/103492846/,True,"GARSIERRA. Housing distributed in 3 bedrooms, 2 full bathrooms, kitchen and living room.",True,nan,40.4026579,False,2
nan,False,{'title': 'Semi-detached house in Calle Theresa Zabell'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/a5/db/1198432984.jpg,230.0,2391.0,False,38,False,Brunete,es,nan,-3.9979645,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,True,False,chalet,4,False,Calle Theresa Zabell,103693249,nan,nan,549900.0,nan,sale,https://www.idealista.com/inmueble/103693249/,nan,"""CAPITAL HOME BRUNETE SELLS SPECTACULAR SEMI-DETACHED VILLA WITH POOL AND IMPRESSIVE INTERIOR PATIO IN THE BEST AREA OF BRUNETE"" Housing built in 2006, completely updated, consists of 230m² built on a 280m² plot that is distributed as follows: A double entrance gives us access to the main floor, where we find a large bedroom on the ground floor, a spacious kitchen with an office and a clothesline space, a complete bathroom with a shower tray and a tilt-and-turn window to the exterior and a large living-dining room with a fireplace, All of these rooms are very bright due to the greatest attraction of the house, a spectacular interior patio through which all the light from outside enters directly, all of these rooms also have exterior windows. From the living-dining room we have direct access to the plot, where we find the private pool and a partially covered side porch perfect for parking several vehicles. On the first floor we have three spacious and bright bedrooms, the large master bedroom has a built-in wardrobe, a full en-suite bathroom with a double-head shower and a window. The other two bedrooms also have built-in wardrobes and one of them has access to a terrace. To serve these two rooms we have a full bathroom with a bathtub and window. On the top floor we find an extensive open plan board, with enough space to fit out another room, also with exterior windows through which abundant light enters. All the windows are double, double glazed and tilt-and-turn, the house has an automatic vacuum system on all floors, it has air conditioning in the living room and the main bedroom, natural gas heating, perfect orientation, all rooms face the outside, A multitude of plugs, telephone, television and internet outlets on all floors of the home for maximum comfort and ease. The house is located in one of the most privileged areas of the entire municipality, very close to all types of services, schools, shops, supermarkets and bus stops in Brunete. DON'T MISS THIS GREAT OPPORTUNITY, CALL US TO ARRANGE A VISIT. OWN FINANCIAL DEPARTMENT!",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4101593,False,3
nan,False,{'title': 'Flat in Calle Fermín Cacho'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/98/1b/1177270566.jpg,140.0,2350.0,False,31,False,Brunete,es,True,-3.9989106,{'typology': 'flat'},nan,True,False,flat,3,False,Calle Fermín Cacho,103077461,nan,nan,329000.0,bj,sale,https://www.idealista.com/inmueble/103077461/,True,"""CAPITAL HOME BRUNETE SELLS SPECTACULAR COMPLETELY RENOVATED GROUND FLOOR WITH PATIO IN URBANIZATION WITH POOL IN THE BEST AREA OF BRUNETE"" Located in Prado Alto, one of the most sought-after areas of Brunete. With direct access to M-501, we find this wonderful property in a community building from 2006 with green areas, paddle tennis court and swimming pool. The house has 92m² of useful area, which is distributed as follows: Entrance hall with a very spacious built-in courtesy wardrobe, then we find the kitchen, American style with a peninsula completely renovated with excellent qualities. From the kitchen we access the very spacious and bright living room - dining room, with direct access to a large outdoor patio. As for the rooms, we find three, completely renovated, the master bedroom is very spacious with a double built-in wardrobe and a complete en-suite bathroom, also completely renovated with a shower and hydromassage. The single rooms are spacious and bright, with built-in wardrobes. The bathroom that serves the individual rooms is complete with a bathtub. Air conditioning in living room - dining room and main bedroom, individual natural gas heating. The entire renovation of the home is carried out with excellent qualities. garage and storage room included in the price. The house is located in the best expanding area of Brunete, very close to shops, restaurants and bus stops. DO NOT HESITATE TO ARRANGE A VISIT OR CALL US FOR ANY QUESTIONS. OWN FINANCING DEPARTMENT.",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4100889,False,2
nan,False,{'title': 'Duplex in Calle Luna'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/06/3b/1185281486.jpg,146.0,1951.0,True,22,False,Brunete,es,False,-3.9989993,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,True,False,duplex,3,False,Calle Luna,103307713,nan,nan,284900.0,2,sale,https://www.idealista.com/inmueble/103307713/,True,"Real Estate Agency in Brunete HOGARES SELLS EXCLUSIVELY A SUPERB RENOVATED DUPLEX IN THE CENTRAL AREA OF BRUNETE. 100% FINANCING Great duplex with 3 bedrooms and 2 full bathrooms in a private urbanization with pool and garden. The house is distributed over 2 floors, on the ground floor we find a spacious and bright living room, a fitted kitchen and a bedroom on the first floor with an en-suite bathroom. On the second floor we find 2 more rooms, one of them for youth and another for marriage with 1 full bathroom. The urbanization is located in an unbeatable area just a few meters from the center of the municipality where we can find all kinds of services: local shops, supermarkets, tobacconists, restaurants, health center, etc..",False,nan,40.4027466,False,2
"[{'name': 'villaType', 'text': 'Villa'}]",False,{'title': 'Detached house in orquideas'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/ab/5e/1197461213.jpg,294.0,2330.0,False,40,False,Brunete,es,nan,-4.0000209,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,False,chalet,7,False,orquideas,103698500,nan,nan,685000.0,nan,sale,https://www.idealista.com/inmueble/103698500/,nan,"""CAPITALHOME SELLS SPECTACULAR INDEPENDENT VILLA IN LA RAYA DEL PALANCAR"" Fantastic independent villa with pool with a total constructed area of 294 m² sitting on a 1,050 m² plot. Housing built in 1989. Upon accessing the plot, we find a beautiful porch facing south, which allows you to enjoy it practically all year round, a covered garage with capacity for 3 vehicles, the entire plot is paved with printed concrete, except for the entrance area and pool area, We also have several fruit trees distributed throughout the garden. The house is divided into two floors with completely independent and connected entrances. Access to the ground floor is adapted for use by wheelchairs and people with disabilities. The house is distributed as follows: -Main floor: We find a spacious and bright hall, kitchen with office space and a cozy living room with fireplace. On this same floor we have 4 bedrooms with built-in wardrobes and a complete bathroom with a shower. -Ground floor: We find a large kitchen with fireplace and office space, three very spacious double bedrooms and an impressive living room with a bar counter for a multitude of uses, the latter has a split unit with a hot and cold pump. -On the plot we find two construction sheds for tools and for the storage of gardening and swimming pool material. *Plating changed throughout the house. *White lacquered carpentry on the main floor. *Bars on all the windows. WE HAVE OUR OWN FINANCING DEPARTMENT DO NOT HESITATE TO ARRANGE A VISIT OR CALL US FOR ANY QUESTIONS.",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4028439,False,2
nan,False,{'title': 'Detached house in N/d no number'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/0a/c4/1119255406.jpg,230.0,2152.0,False,35,True,Brunete,es,nan,-3.9993244,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,False,chalet,3,False,N/D no number,101354054,nan,nan,495000.0,nan,sale,https://www.idealista.com/inmueble/101354054/,nan,"BREM GLOBAL INMOBILIARIA presents LARGE RUSTIC PROPERTY WITH ALL THE COMFORTS in Brunete village 28 km from Madrid. The house on two floors, with the possibility of living in one of them, has 230 m2 built on a plot of 5150 m2, It is an orchard, was built in 1985 on rustic land, of which 3120 m2 correspond to rainfed vineyard, 2030 to orchard and irrigation and 810 m2 of residential. The main house is accessed through the hall that distributes on the ground floor living room with fireplace, air conditioning cold heat, overlooking the plot, with large format windows, aluminum in bronze, mosquito nets and bars, double entrance door with windows and air conditioning, the kitchen with high and low furniture and equipped, two double bedrooms and a bathroom with bathtub, the ground floor covered with a double room, a bathroom with bathtub and a living room. There is another area under cover that is accessed by a spiral staircase enabled as an attic. On one side we find the large garage, for two large cars, small workshop and the installation of the boiler and the diesel tank. On the other side a large winter dining room, with kitchen and toilet, laundry room and barbecue. At the exit of the plot there is another room as an outdoor dining room, enabled for many diners. In addition to the fact that the farm has fencing around the perimeter, there is another one closed inside the plot, where the house and the pool with solarium are located and a very nice pergola area. The plot with 72 m of façade and 103 of depth, with a slight inclination, illuminated with garden area, orchard, vineyards, great variety of fruit trees, apple trees, cherry pear trees, olive trees, two wells of abundant water for the hydraulic supply of the entire estate. Chicken coop, kennel, woodshed, and a tool room. There is also an additional construction in which you will find all the accessories for winemaking. What more could you ask for? Place to enjoy the tranquility, without light pollution and necessary to disconnect from the life of the city just twenty minutes from downtown. Easy access. The house is perfectly documented and built. If you want to enjoy the great opportunity offered by a self-sufficient life or simply want a place to rest, do not hesitate.. . COME AND VISIT US!",True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4043103,False,2
nan,False,"{'title': 'Duplex in Pozo, 1'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/71/86/889441311.jpg,93.0,2484.0,False,12,True,Brunete,es,False,-4.001617,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,False,False,duplex,2,False,"POZO, 1",94459660,POZO,nan,231000.0,1,sale,https://www.idealista.com/inmueble/94459660/,True,"""Duplex apartment in Brunete, Madrid. It has a surface area of 93 m² on two floors. The ground floor has a living-dining room, 1 bedroom with a built-in wardrobe, a fully equipped and renovated kitchen with furniture, hob, sink, vitro hob, oven and extractor hood, 1 full bathroom and 1 terrace. The upper floor is distributed in 1 bedroom with a built-in wardrobe and 1 full bathroom. The apartment is equipped with metal carpentry as well as parquet floors in the dining room and bedrooms. It also has a parking space included in the price of the house. The apartment is located in a quiet area close to shops and bus stops. With easy access to the M501. "". "". "". "".",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4025414,False,2
nan,False,{'title': 'Flat in Sorolla'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ba/db/eb/1129286088.jpg,99.0,2747.0,False,21,False,Brunete,es,True,-3.9926486,{'typology': 'flat'},nan,True,False,flat,4,False,SOROLLA,101653974,CG-66251-0001,nan,272000.0,bj,sale,https://www.idealista.com/inmueble/101653974/,True,"Solvia offers a 4-bedroom house for sale in the town of Brunete, province of Madrid. Located in a residential area with all services close to the access of the M-513 and M-501 highway that connect it in a few minutes with the M-50. The area is equipped with all kinds of equipment for daily use (schools, official centers, supermarkets, sports centers, etc. ) The house is located in a residential building built in the year 2000 with large green areas and a community pool. It has an area of 99 m² and consists of a living-dining room, kitchen, 4 bedrooms and 2 bathrooms. With Solvia's services you will be able to find the home you need and secure your investment with the best of specialized advice. Get started right now by asking for more information. A person close to you will attend to you personally.",False,nan,40.406862,False,2
nan,False,{'title': 'Flat in Calle Pozo'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9a/55/69/1115579769.jpg,169.0,1367.0,False,33,False,Brunete,es,False,-4.0023688,{'typology': 'flat'},nan,True,False,flat,2,False,Calle Pozo,101243578,FHOG-1688,nan,231000.0,1,sale,https://www.idealista.com/inmueble/101243578/,True,"This flat is at Calle Pozo, 28690, Brunete, Madrid, on floor 1. It is a flat that has 169 m2 and has 2 rooms and 2 bathrooms. Find more.",False,nan,40.4049186,False,2
nan,False,{'title': 'Duplex'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/9e/fd/1178453990.jpg,120.0,2083.0,False,31,False,Brunete,es,False,-3.9949857,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,True,False,duplex,3,False,Brunete,101973351,3875,nan,249990.0,1,sale,https://www.idealista.com/inmueble/101973351/,True,"NO AGENCY COMMISSION! Cozy and homely duplex located in the heart of Brunete, close to the town's main square and the central park. Likewise, given its centrality, it has all the services within a few steps and has access to the highway very close. The house is a first floor but with great height given the unevenness of the area, which gives it greater light and views. It consists of a wonderful main floor where the heart and soul of the home is located, its magnificent and bright living room of about 40 meters crowned by the large bay windows that make this space a unique place. Likewise, there is the kitchen that has a pleasant area open to the living room that serves as a decorative element or serving area. In the same way we find a courtesy toilet. On the first floor, which is attic, is the rest area. We have 3 comfortable bedrooms, all with Velux and 2 of them with built-in wardrobes. Likewise, 2 rooms have a bathroom. The main one is a large bathroom with a bathtub and Velux, and the second bathroom has a magnificent and pleasant Jacuzzi-type bathtub in which to enjoy relaxing moments. The house has electric radiators in all rooms, as well as air conditioning with heat pump in the living room and one of the bedrooms. The paint is smooth and the floors are stoneware on the main floor and parquet on the first floor. This home is ideal for a young couple or with children, as it will allow unique moments to be experienced on its magnificent ground floor with large windows, which gives it a lot of clarity and warmth. Don't hesitate, come visit this home and fall in love with it! [IW].",True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4045057,True,2
