has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,exterior,price,priceByArea,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,floor,hasLift,hasStaging,propertyCode,province,detailedType,newDevelopmentFinished,newDevelopment,latitude,suggestedTexts,externalReference,status,parkingSpace,address
False,chalet,False,False,215.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/c8/b8/1169407469.jpg,False,True,4,nan,309000.0,1437.0,3,es,"MIRE&HOUSES, presents EXCLUSIVELY Welcome to your new home in Talamanca del Jarama! This exclusive independent house/chalet from MIRE&HOUSES offers you the opportunity to live on a 400m2 plot with a private pool and large garden areas. Enjoy the tranquility and privacy you deserve in this house with a large garage space on the ground floor. The ground floor has a bright kitchen-dining room, a guest toilet with a shower, a two-room living-dining room and a charming porch. The landscaped plot and partly paved area will allow you to enjoy the outdoors at any time of the day. On the first floor you will find a comfortable staircase that will take you to the master bedroom with 2 built-in wardrobes and an en-suite bathroom with a bathtub, as well as 2 double bedrooms and a spacious bathroom with a bathtub. The second floor has a large attic facing a gym, a bedroom and open spaces. The carpentry of white lacquered wooden doors, aluminum and climalix windows, wooden floors and stoneware bathrooms are just some of the features that make this house a cozy and stylish home. In addition, it has natural gas air conditioning and a wood-burning fireplace so you can feel comfortable at any time of the year. Don't miss the opportunity to finance this house with our team of experts. Talamanca de Jarama is a Spanish municipality and town in the Community of Madrid, in the Cuenca del Medio Jarama region and on the border with Castilla de la Mancha. It is located on the national highway N-320, the regional highway M-103 and the local highway. With a total area of 39.36 km², this house has 215 m² built, 179 m² useful, 4 bedrooms, 3 bathrooms, terrace, storage room, access adapted to people with reduced mobility and orientation North, South, West. Call now and schedule a visit!",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/102822770/,-3.5042974,False,48,nan,nan,False,102822770,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,40.7444389,{'title': 'Detached house in Calle Fuente de la Olmeda'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Fuente de la Olmeda
False,flat,False,False,112.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/41/c4/1172455030.jpg,False,False,2,True,255000.0,2277.0,2,es,"SPECTACULAR GROUND FLOOR WITH GARDEN! HouseLand puts at your disposal this sensational ground floor apartment with a large garden in Talamanca. If anything can be said about this home, it is that it is simply perfect, it is completely renovated, excellent qualities, fully conditioned garden, closed porch giving the house greater use, built-in wardrobes in bedrooms and hallway, a bathroom with a shower and another with bathtub, air conditioning, smooth walls, armored door, garage attached to the apartment (another optional) and community storage room, access without stairs to the house.. . Regarding the distribution of the house, it is as follows: From the hall, we reach the living-dining room, which serves as a distributor to give way to the kitchen, American style with a bar, and the exit to the porch, which is completely closed and gives us access to both the garden and the patio, from which It is also accessed directly from the kitchen. Also from the hall we access the bedroom area. The first thing we find is a large built-in closet in the hallway, providing the home with a lot of storage; We continue with the first of the bathrooms, now with a shower tray; and then we reach the bedrooms, the first of them with a built-in wardrobe and the main one with an en-suite bathroom and a built-in wardrobe. This second bathroom has a bathtub and window. Possibility of taking out a third room with a simple work. The general condition of the house is excellent. Finally, it should be noted that the house is sold with a garage space attached and has another optional parking space that would be charged separately. Do not hesitate to buy this unique home, you will fall in love with it!",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/102939257/,-3.511878,False,67,bj,False,False,102939257,Madrid,{'typology': 'flat'},nan,False,40.7440351,{'title': 'Flat in Calle Costa Rica'},bajo talamanca,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Costa Rica
False,chalet,False,False,175.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/d6/cf/1203209049.jpg,False,False,4,nan,269000.0,1537.0,3,es,"Discover the perfect combination of elegance and comfort in this dream semi-detached house, located just 30 minutes from Madrid. With 3 bedrooms and a charming attic, this home offers you generous space to create unforgettable memories. Outstanding features: * 3 Bedrooms + Attic: Spacious and bright spaces that adapt to your needs, ideal for resting and relaxing. * 3 Bathrooms: Modern and elegant, designed to provide maximum comfort. * Living room with fireplace: A warm and cozy atmosphere to enjoy unforgettable moments with family or friends. * Large Terrace: Perfect for enjoying outdoor dining, sunbathing or simply relaxing with the impressive views of the surroundings. * Community Pool: Immerse yourself in the tranquility and freshness of a community pool, the perfect place to enjoy on sunny days. Talamanca del Jarama is a magnificent town that offers a quiet and authentic lifestyle. Its proximity to Madrid allows you to enjoy the city whenever you want, while maintaining the serenity of living in a more relaxed environment. Don't miss this unique opportunity to make this chalet your new home! Contact us now to schedule a visit and discover everything this exceptional location has to offer.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/103445440/,-3.5107894,True,30,nan,nan,False,103445440,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,False,40.742559,"{'title': 'Semi-detached house in Calle bravo, 2'}",NM519,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Calle bravo, 2"
True,chalet,False,True,183.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/70/6b/1176946010.jpg,False,True,3,nan,219900.0,1202.0,2,es,"REF. 1524/727. WE DO NOT CHARGE FEES TO THE BUYER! We invite you to discover a semi-detached house with access from a quiet square with little traffic, which guarantees a serene and peaceful environment. This chalet has a swimming pool and common areas perfect for sharing unforgettable moments. In addition, its garden will allow you to relax in your own oasis. On the ground floor, we find a comfortable laundry room, a practical toilet, a modern kitchen and a bright living room with a fireplace. On the first floor, we have two bedrooms and a full bathroom, perfect to ensure your rest and privacy. The attic today is a versatile space but two additional bedrooms and another bathroom can be created according to personal needs and tastes. In addition, all the windows are made of PVC, which ensures excellent thermal and acoustic insulation. The chalet is also equipped with air conditioning, built-in wardrobes and has a garage space for your convenience. And best of all, only 9 neighbors in this exclusive community. Its magnificent east orientation guarantees the entry of natural light for much of the day, creating a warm and cozy atmosphere in every corner of this home. We also help you with financing. Do not hesitate to request a visit.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/103067631/,-3.5148798,False,39,nan,nan,False,103067631,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,False,40.7441047,{'title': 'Terraced house'},1524/727,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Talamanca de Jarama
False,chalet,False,False,102.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/b7/8d/1198197388.jpg,False,False,2,nan,390000.0,3824.0,2,es,"Tini Living Single-Family Housing Promotion. Company with great experience that offers sustainable and accessible construction for all: Different types of housing according to the client's needs. We offer various lands on which to build single-family homes. We fully adapt to the client's needs. Modular houses with a high level of design both outside and inside. Modular steel structure: The interior partitions are made up of: 15mm Pladur board or 18mm OSB board or plywood, 46mm galvanized steel profiles, 40mm thermal and acoustic insulation made of recycled cotton geopanel type, 15mm Pladur board o OSB board or 18mm plywood. Opaque enclosures with several layers of different materials with high thermal capacities: Facades and roofs have 14cm of insulation of different types, which helps to improve thermal behavior. It combines XPS insulation (50mm), recycled cotton (80mm) and multi-layer reflective insulation. In addition, all interior partitions are acoustically insulated. In total, the entire envelope of the tinis has a thermal transmittance (U) of only 0.19 W/m2K. Energy efficiency A or higher. Self-sufficient: Water tank, septic tank, batteries, solar self-consumption, generator Top quality carpentry with thermal bridge break. Glass with high solar and thermal performance. Ability 1 - 4 people Surface (Built / useful) 102 / 90.5 m2 Exterior (Length / width / height) 11.30 / 9 / 2.90 m Interior (Length / width / height) 11.02 / 8.68 / 2.50 m Spaces Kitchen-dining room 26.8 m2 Living room 20.9 m2 Full bathroom 1 3 m2 Full bathroom 2 2.8 m2 Bedroom 1 10.8 m2 Bedroom 2 11.4 m2 Porch 5 m2 Studio 9.9 m2 Equipment Kitchen with island Bathrooms Bed base with drawers Nightstands Wardrobes Bank Hot-cold air pump Wood stove.",sale,Talamanca de Jarama,False,https://www.idealista.com/obra-nueva/103724020/,-3.5199489,True,5,nan,nan,False,103724020,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,True,40.7479947,"{'title': 'Detached house in Calle de la Vía Augusta, 7'}",nan,newdevelopment,nan,"Calle de la Vía Augusta, 7"
False,chalet,False,True,150.0,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/0a/28/f8/1183572152.jpg,False,False,4,nan,279500.0,1863.0,2,es,"Detached villa with construction project, well connected, in Talamanca del Jarama. Sale with construction project for a single-story single-family home on a 419 m2 land; The place is quiet and you can't hear traffic noise from the main road. The project consists of an entrance porch located to the south, hall, living room, large kitchen, four bedrooms and two bathrooms (master bedroom with bathroom).Project is sent to whoever is interested. There are no agency fees.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/103258635/,-3.5124578,False,6,nan,nan,False,103258635,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,40.739361,{'title': 'Detached house'},8045,good,nan,Talamanca de Jarama
False,duplex,False,False,93.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/4c/5a/1196889734.jpg,False,False,3,True,159000.0,1710.0,2,es,"Occasion, apartment for sale in perfect condition of ninety-three square meters, it is located next to the bus stops. It has an entrance on the first floor with a very large built-in wardrobe, a living room with a balcony, an equipped kitchen with a closed clothesline, a bathroom with a shower and a bedroom with a built-in wardrobe. In the attic there are two very large bedrooms and a full bathroom. The upper floor has 2 very large closets, the upper attic part is high. Double glazed windows, laminated flooring and stoneware floors, heating. individual natural gas, marble staircase. The price includes a large garage space in the basement, there is direct access from the portal. Don't miss this opportunity and call to visit. Financing up to 100% is being studied.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/103679794/,-3.5126751,False,32,1,False,False,103679794,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,False,40.7453458,{'title': 'Duplex'},REF-1047,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Talamanca de Jarama
False,chalet,False,False,183.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d3/e2/fd/1179765149.jpg,False,True,3,nan,222000.0,1213.0,2,es,"""We do not charge fees to the buyer. ""We advise you on financing for your mortgage. MIRE&HOUSES, offers you a wonderful TOWNHOUSE, in a private urbanization, it is a wonderful place in Talamanca del Jarama, surrounded by everything you need for everyday life. Restaurants, Markets, post office, schools, pharmacies among others. The property. Ground floor: Separate entrance, laundry room, large kitchen, guest toilet and then a very large two-room living room with fireplace. Next, a large terrace which has direct access to the common areas, such as the garden and the pool. It is a very quiet place with mountain views, ideal to enjoy with the family. First floor: 2 very spacious bedrooms and a full bathroom with a bathtub, all rooms are very bright due to their orientation. Third floor: Large and open-plan loft, being the third bedroom, it can also be renovated and make another bedroom if you wish, in addition, you can make another bathroom since there are the appropriate connections for it. Carpentry: White lacquered doors, vinyl flooring, PVC and climalix windows and custom blinds in all rooms. It has a very large parking space, in a community of 9 neighbors. The atmosphere is ideal and very picturesque. We invite you to visit this magnificent property. Talamanca de Jarama is a municipality and Spanish town in the Community of Madrid. It is located in the northern part of this autonomous community, on the border with Castilla-La Mancha. Its term extends over the natural region of Campiña del Henares and the middle section of the Jarama River runs through it. The town has a rich historical-artistic heritage and it preserves the Romanesque and Romanesque-Mudejar vestiges of greatest architectural value existing in the northeast of Madrid. Its urban area corresponds to the old Plaza Fuerte and Arrabal, neighborhoods separated by the Valdejudíos stream. The town is set up in a completely walled area, very characteristic of Castile, during the Middle Ages.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/103146242/,-3.5161894,False,49,nan,nan,False,103146242,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,False,40.7466589,{'title': 'Terraced house in Santa Teresa'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",SANTA TERESA
False,chalet,False,False,120.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/75/13/1065739555.jpg,False,True,3,nan,165000.0,1375.0,1,es,"RUSTIC PROPERTY Land with housing for sale in Talamanca de Jarama. This magnificent property is located just 7 minutes by car from Valdepielagos and 8 minutes from the center of Talamanca de Jarama. You won't find a better location! With a constructed area of 120m2, this home offers all the space you need to live comfortably. The 3659m2 plot is completely fenced, which gives you privacy and security. In addition, it has a sliding access door for greater convenience. This home has solar panels for electricity supply, a closed well and a cistern for water supply. In addition, the house is on one floor, which makes it accessible to people of all ages. Inside, you will find a cozy porch, a dining room with a fireplace and an American kitchen. In addition, it has 3 bedrooms and a large custom-made dressing room. The full bathroom and the spacious living/dining room with fireplace complete this wonderful property. You will not have to worry about community fees or water or electricity consumption. It's all advantages! If you are interested in obtaining more information or arranging a visit, do not hesitate to contact us. This is your opportunity to acquire the villa of your dreams in Talamanca de Jarama!",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/100029612/,-3.4795596,False,61,nan,nan,False,100029612,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,40.7246729,{'title': 'Detached house in los geranios'},nan,good,nan,los geranios
False,flat,False,False,72.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bc/a8/fc/1200339290.jpg,False,True,2,True,135000.0,1875.0,2,es,"Duplex in a quiet and exterior area, near green areas in Talamanca del Jarama. Small building with very few neighbors, in a quiet and intimate area at the same time that you can walk to the center of the urban center. It consists of a living room with access to the balcony, toilet and kitchen on the ground floor. It consists of two bedrooms and a bathroom on the upper floor. It is economical and has few expenses (50 community fees and annual IBI 178 euros). It does not involve agency fees.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/103794788/,-3.5139526,False,28,1,False,False,103794788,Madrid,{'typology': 'flat'},nan,False,40.7451915,{'title': 'Flat'},8052,good,nan,Talamanca de Jarama
False,duplex,False,False,115.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/d3/77/1182935532.jpg,False,False,2,True,160000.0,1391.0,2,es,"Spacious apartment for sale, the price includes a garage and storage room. On the first floor, it has a large hall with a built-in wardrobe, a large, fully equipped kitchen with a closed clothesline where the boiler and a washing machine socket are located. Separate and large living room, very bright and bathroom with shower. In the upper part, it has a hall, two bedrooms, built-in wardrobes and a full bathroom. Access to the garage and storage room from the premises has an elevator, community pool, recently changed windows, tilt-and-turn windows, with thermal break, mosquito nets and automatic blinds on the living room windows. The house is perfect to move into, a few minutes from the bus stops, do not miss this opportunity and call to visit it.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/103239013/,-3.5117947,False,34,1,False,False,103239013,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,False,40.744703,{'title': 'Duplex'},REF-1040,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Talamanca de Jarama
False,flat,False,False,112.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/0f/a1/1196821953.jpg,False,False,2,True,255000.0,2277.0,2,es,"Cozy Ground Floor with Garden, comprehensive renovation in 2022, top quality. Talamanca de Jarama is one of the municipalities located in the northeast of Madrid. It is the so-called Cinema Town because many Medieval films and series have been filmed, due to its monuments since the 13th century. The property is located in one of the quietest streets in the town and close to all services: Post Office, bus stop, Supermarkets, Health Center and different shops. As you enter the portal we are at the back to the right, we enter through an armored door with five security points and an armored cylinder to the hall where we already see the divisions of the floor. To the left is the bedroom and bathroom area, to the right, spectacular American kitchen with an office that has an exit. to a part of the patio where we find a hanging area and a modular imitation wood aluminum sink with hot water. The very cozy living room has access to the porch, fully equipped for summer and winter, a very charming place to enjoy with the family. From the porch to the left we go out to the tastefully decorated patio, Premium quality 45 millimeter artificial grass and perimeter party masonry with block and fence. Barbecue area where you can taste your dishes in perfect peace and quiet, you can't hear a thing, I can assure you. It has another garage space that is not included in the price. The PVC tool shed is not included in the price. All the closets in the property are built-in and lined. The bathrooms, one with a bathtub and the other with a shower. I invite you to see it in person, you will love it.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/103677917/,-3.5109622,True,20,bj,False,False,103677917,Madrid,{'typology': 'flat'},nan,False,40.7433398,"{'title': 'Flat in Calle Costa Rica, 14'}",nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Calle Costa Rica, 14"
False,chalet,False,False,177.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/17/d6/84/1165663975.jpg,False,False,4,nan,265000.0,1497.0,3,es,"Semi-detached house with spacious rooms and common areas in Talamanca del Jarama. House located in a quiet area with common areas (swimming pool for adults and children, soccer, tennis, children's park) and near the municipal sports center, children's school, dog park, etc. The house consists of two floors with 177 m2 built (145 for housing, 20 for garage and 12 for other uses). Patio of 157 m2 (78 in the front and 78 in the rear). Total land area is 250 m2 Plumbing renovations were carried out in water, drains and bathrooms. Double window aluminum carpentry, stoneware floor below and parquet in rooms. With photovoltaics, thanks to the payment from the electricity company, the monthly electricity consumption is about 30 euros per month and not every month. Also, it seems that they will reduce the IBI by half by having this system. Currently the house tax costs are 300 IBI and 101 Community Tax. The house would be delivered with practically all the furniture except for the washing machine and refrigerator. The house consists of an entrance hall with access to the solarium, a large kitchen with a pantry and access to the patio, an entrance closet, a toilet, a living-dining room with a wood-burning fireplace on two levels and an exit to the patio. First floor with 4 bedrooms and two bathrooms with shower (master bedroom with bathroom and dressing room). One of the rooms with access to the terrace. In the backyard there is a sink, a sunny area with a table and chairs, a garden area and a pomegranate tree for the morning juice cleanser. THERE ARE NO AGENCY FEES.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/102740325/,-3.5160669,False,71,nan,nan,False,102740325,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,False,40.7496573,{'title': 'Terraced house'},8034,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Talamanca de Jarama
False,duplex,False,False,62.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/11/2c/1105991342.jpg,False,True,2,True,129900.0,2095.0,2,es,"Floor 1st, duplex total surface area 62 m², usable floor area 62 m², double bedrooms: 2, 1 bathrooms, 1 toilets, age ebetween 10 and 20 years, built-in wardrobes, balcony (en el salón), heating (electric), ext. woodwork (aluminum), internal carpentry (roble), kitchen (independiente totalmente amueblada), dining room (con armario empotrado), state of repair: in good condition, car park, community fees: between 40 and 60€, neighbours per floor: 2, floor no. : 2, facing north, automatic door phone, reinforced door, sunny, lands: floating platform, double glazing (con climalit), exterior.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/100981986/,-3.5084077,True,14,1,False,False,100981986,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,False,40.7437328,"{'title': 'Duplex in Avenida de Madrid, 8'}",004187,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Avenida de Madrid, 8"
False,duplex,False,False,98.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/e8/12/1197747195.jpg,False,False,2,True,150000.0,1531.0,2,es,"Real Estate Consulting sells a beautiful and spacious duplex in Talamanca de Jarama, with a built area of 98 m2, it is distributed on the first floor, a large hall with the possibility of putting a built-in wardrobe, a fully furnished independent kitchen with a clothesline-type terrace, a spacious living room with a large window, very bright, stairwell closet, first floor two double bedrooms, one suite with bathtub, both with built-in wardrobes and full bathroom with shower, stoneware floors, oak interior carpentry, exterior carpentry with double glazing, natural gas heating, a/c With a hot and cold pump in the living room, it also has a storage room and two parking spaces, a fully closed community with a community pool and an elevator from the garages to the main access floor. Close to bus stops and services, request more information.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/103707445/,-3.512146,False,19,1,True,False,103707445,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,False,40.7418815,{'title': 'Duplex in diego de sojo'},04245,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",diego de sojo
False,countryHouse,False,False,100.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/93/3b/977797407.jpg,False,False,3,nan,177500.0,1775.0,1,es,"VILLAMAYOR GESTIÓN offers you a real opportunity to buy a rustic property with many possibilities in the municipality of Talamanca del Jarama. Located 50 km from Madrid. It has more than 13,000 m2. Ideal to exploit as a Nursery, Equestrian Center, or activities related to nature. On the farm there is a prefabricated house. Ideal for entrepreneurs. We negotiate directly with the property to get the best price. VILLAMAYOR GESTION is a real estate brokerage company with 20 years of experience in the market. Formed by professionals with legal and financial training who advise you on all the details and phases involved in any real estate operation.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/97382265/,-3.5120006,False,17,nan,nan,False,97382265,Madrid,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",nan,False,40.7265929,{'title': 'Estate'},Fon  Talamanca del Jarama,renew,nan,Talamanca de Jarama
False,flat,False,False,80.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/46/2b/1145553280.jpg,False,False,2,True,155000.0,1938.0,1,es,"LAR sells a great apartment in Talamanca del Jarama. 1st floor height, floor total area 80 m², useful area 75 m², bedrooms. singles: 1, double bedrooms: 1, 1 bathroom, fitted wardrobes, state of conservation: good condition, parking, garden (community), swimming pool (community). VISIT IT WITHOUT COMMITMENT!",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/102137250/,-3.5116422,False,13,1,False,False,102137250,Madrid,{'typology': 'flat'},nan,False,40.7426456,{'title': 'Flat'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Talamanca de Jarama
True,chalet,False,False,182.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/0f/df/1127344395.jpg,False,False,4,nan,350000.0,1923.0,2,es,"Total surface area 182 m², detached villa plot area 979 m², usable floor area 149 m², double bedrooms: 4, 1 bathrooms, age between 30 and 50 years, built-in wardrobes (over 2), heating (gasoil), ext. woodwork (aluminum), fireplace, kitchen, dining room, state of repair: in good condition, garage, garden (own), floor no. : 1, sunny, terrace, lands: terrazzo, corner, inner courtyard.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/100828343/,-3.5123735,False,81,nan,nan,False,100828343,Madrid,{'typology': 'chalet'},nan,False,40.743978,{'title': 'House'},6645,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Talamanca de Jarama
False,chalet,False,False,1100.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/44/9f/07/1073401367.jpg,False,False,12,nan,185000.0,168.0,5,es,"RG Y& JG SL, offers for sale, the old Civil Guard barracks, close to the Town Hall, ideal for building homes, a supermarket, a school, etc.",sale,Talamanca de Jarama,False,https://www.idealista.com/inmueble/100211011/,-3.5105802,True,6,nan,nan,False,100211011,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,40.7453086,"{'title': 'Detached house in huertas, 9'}",nan,renew,nan,"huertas, 9"
