labels,topPlus,suggestedTexts,province,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,district,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,newDevelopmentFinished,price,floor,operation,url,exterior,description,parkingSpace,has360,latitude,hasStaging,bathrooms
nan,False,"{'subtitle': 'Centro, Aranjuez', 'title': 'Flat in Postas'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/4f/0e/1095661861.jpg,103.0,2039.0,False,17,False,Aranjuez,es,False,-3.6061539,{'typology': 'flat'},Centro,True,False,flat,3,False,POSTAS,100684475,OFIVENT 401,nan,210000.0,1,sale,https://www.idealista.com/inmueble/100684475/,True,"ARANKEY, REAL ESTATE SELLS; ""Arankey puts at your disposal a house of 109 square meters. Completely renovated and located in calle postas, in the historic center of Aranjuez close to the university, town hall, bus, health center and services. The house is distributed in three large bedrooms, a bathroom with a built-in wardrobe, a bathroom with a shower, a fitted and exterior kitchen and a spacious and bright living room with a balcony overlooking two streets. The totally exterior house has six balconies facing the street. The heating system is through ducts for both hot and cold air. The windows and shutters also renovated are made of aluminum. Parking space included in the price. The house is sold unfurnished. At Arankey we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and attention to detail. "" DO NOT HESITATE TO INQUIRE WITHOUT COMMITMENT!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.0299593,False,2
nan,False,"{'subtitle': 'Centro, Aranjuez', 'title': 'Detached house in De Las Eras, 42'}",Madrid,renew,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/95/b3/a3/1178409912.jpg,137.0,2555.0,False,5,True,Aranjuez,es,nan,-3.6040527,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",Centro,True,False,chalet,2,False,"DE LAS ERAS, 42",103103568,nan,nan,350000.0,nan,sale,https://www.idealista.com/inmueble/103103568/,nan,"Detached House/Chalet for Sale: Great investment opportunity in this old house for demolition. Also valid for renovation. With a new building construction, you will be able to make the most of the space and design the home of your dreams. In addition, it has the possibility of building on several floors, including the basement, ground floor, first floor, second floor and undercover floor. With a construction index of 0.70, you will be able to make the most of the 137 m² built. This property has 2 bedrooms and 2 bathrooms, ideal for a small family. It is second-hand/to be renovated, which will allow you to personalize every detail of the home according to your tastes and needs. In addition, it has a storage room, perfect for storing your belongings. The year of construction of this house is 1900, which gives it a special charm and a unique history. Access is adapted to people with reduced mobility, providing comfort and ease of movement. The south orientation allows you to enjoy excellent lighting and a pleasant temperature throughout the year. The 330 m² plot offers more than enough space to create a garden or outdoor recreation area. In addition, it includes a garage space to comfortably park your vehicle. Don't miss the opportunity to acquire this independent house/chalet for sale and turn it into your ideal home. Contact us for more information!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.0305018,False,2
nan,False,"{'subtitle': 'Centro, Aranjuez', 'title': 'Penthouse'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/20/56/1200099230.jpg,100.0,2800.0,False,21,False,Aranjuez,es,True,-3.6082944,"{'typology': 'flat', 'subTypology': 'penthouse'}",Centro,False,False,penthouse,3,False,Centro,103786773,07470,nan,280000.0,4,sale,https://www.idealista.com/inmueble/103786773/,True,"CPM International Real Estate manages this magnificent and bright for sale, 100 m2 and 3 bedrooms; next to the Aranjuez train station, which consists of the following elements: Entrance hall. A large kitchen, fully furnished. with all appliances included, which gives access to a closed terrace. Laundry and clothesline. A very spacious and bright living-dining room, divided into two rooms, with large windows, which lead to a terrace, with great views of the area. 3 very bright bedrooms, with built-in wardrobes; the main one with dressing room. 1 full bathroom. The magnificent penthouse has natural wooden flooring, video intercom, air conditioning, hot water and individual heating by natural gas boiler, armored door, double density PVC windows, with thermal and acoustic insulation. The neoclassical style building has an elevator. Regarding the location of the penthouse, it is unbeatable, since it is close to the Aranjuez Train Station. Access to E-901 is very fast. Around the penthouse there are several shopping centers and leisure areas (El Deleit Shopping Center), parks (Los Manantiales Public Park), sports centers, hospitals (Hospitalarias Del Sagrado Corazón De Jesús Sanatorio San Miguel), schools, (Universidad Rey Juan Carlos - Aranjuez-Pavía Campus) and variety of restaurants.",nan,False,40.0311487,False,1
"[{'name': 'apartamentoType', 'text': 'Apartment'}]",False,"{'subtitle': 'Nuevo Aranjuez-Ciudad de las Artes, Aranjuez', 'title': 'Penthouse in San Fernando'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/f1/d9/1200379549.jpg,46.0,2326.0,False,16,False,Aranjuez,es,True,-3.5989991,"{'typology': 'flat', 'subTypology': 'penthouse'}",Nuevo Aranjuez-Ciudad de las Artes,False,False,penthouse,1,False,SAN FERNANDO,103796143,OFIVENT 462,nan,107000.0,3,sale,https://www.idealista.com/inmueble/103796143/,True,"ARANKEY REAL ESTATE SELLS; ""Arankey offers for sale an attractive apartment in Aranjuez, an excellent opportunity for those looking for a comfortable and well-equipped home. With a surface area of 47 square meters, the space is efficiently distributed to offer comfort and functionality. The apartment has 1 bedroom and 1 bathroom, providing a cozy and private environment. The east orientation ensures an abundant entry of natural light, creating a bright and pleasant atmosphere throughout the space. In addition, the apartment is sold fully furnished, including a furnished and equipped kitchen. This provides the convenience of moving without the need to make large investments in furniture and appliances. The building has an elevator, which makes access to the home easier, especially for those looking for comfort and accessibility. The air conditioning channeled throughout the home ensures a comfortable environment in all seasons of the year, allowing the temperature to be regulated according to individual preferences. In summary, this apartment in Aranjuez is an excellent option for those who value the comfort, luminosity and convenience of a fully furnished and equipped home. With modern features and an efficient layout, it offers a pleasant space to enjoy daily life. At Arankey we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and attention to detail. DO NOT HESITATE TO INFORM YOURSELF WITHOUT OBLIGATION!",nan,False,40.0296356,False,1
nan,False,"{'subtitle': 'Vergel-Las Olivas, Aranjuez', 'title': 'Flat in Cuesta De Las Perdices, 35'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3b/45/cd/1161931562.jpg,98.0,918.0,False,18,True,Aranjuez,es,True,-3.6118309,{'typology': 'flat'},Vergel-Las Olivas,True,False,flat,3,False,"Cuesta DE LAS PERDICES, 35",102631203,2338,nan,90000.0,4,sale,https://www.idealista.com/inmueble/102631203/,True,"Apartment for sale in the AVES area of 98m2, 3 bedrooms, 1 bathroom, large living room with terrace, fitted kitchen, rest of the house unfurnished, natural gas heating, parquet floors, aluminum windows, drop paint, elevator in construction……. Very close to all services, parks, schools, supermarkets………. Call us and we will inform you without obligation. Apartment for sale in the AVES area of 98m2, 3 bedrooms, 1 bathroom, large living room with terrace, fitted kitchen, rest of the house unfurnished, natural gas heating, parquet floors, aluminum windows, drop paint, elevator in construction……. Very close to all services, parks, schools, supermarkets………. Call us and we will inform you without obligation.",nan,False,40.0262385,False,1
nan,False,"{'subtitle': 'Vergel-Las Olivas, Aranjuez', 'title': 'Flat'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e2/1d/41/1131279025.jpg,89.0,1337.0,False,46,False,Aranjuez,es,False,-3.607468,{'typology': 'flat'},Vergel-Las Olivas,False,False,flat,2,False,Vergel-Las Olivas,89782950,VN00038,nan,119000.0,2,sale,https://www.idealista.com/inmueble/89782950/,True,"Second floor apartment without elevator in Aranjuez Almansa area, 89 m. of surface, completely renovated property, kitchen only furniture, white lacquered interior carpentry, west facing, laminated flooring. Air conditioning, very large walk-in closet from wall to wall, hot and cold pump, heating, very bright, armored door, windows in all rooms of the house, east and west orientation, very close to buses, downtown, medical centers, near university, schools, unobstructed views, transit area, children's areas. Water included in the community payment. NO AGENCY FEES TO THE BUYER!",nan,False,40.029701,False,1
nan,False,"{'subtitle': 'Nuevo Aranjuez-Ciudad de las Artes, Aranjuez', 'title': 'Flat in Calle de Abastos'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/76/f7/1166881365.jpg,88.0,1080.0,False,24,False,Aranjuez,es,False,-3.5961758,{'typology': 'flat'},Nuevo Aranjuez-Ciudad de las Artes,True,False,flat,3,False,Calle de Abastos,102775299,ES0010124002336,nan,95000.0,nan,sale,https://www.idealista.com/inmueble/102775299/,True,"Apartment facing the main street located on the ground floor of a building without lift. It has a total built area extending to approximately 88 s. q. m. The apartment is distributed in a hall, a living room, a kitchen, three bedrooms, two bathrooms and a storage room. Refurbishment needed Year of construction: 1963 Additional information can be found within the legal section. Make your offer and we will forward it to the vendor. This offer will not be binding until its acceptance and formal presentation. You will find more information in the Terms and Conditions. Aranjuez is a city located in the south of Madrid on the banks of the Tagus River.   Currently the population density of Aranjuez is 297.51 inhabitants per km2.   The property is located 49km from the center of the city of Madrid, well connected by highways A-4 and M-305. The area in which the property is located is a very complete area as it has all kinds of services, bars and restaurants, stores, convenience stores, supermarkets, hotels, schools and colleges, tourist attractions, etc.       Next Steps Click on the “additional link” below the map and it will take you to the property page where you can: Arrange a viewing | Access the legal documents | Make an offer | Contact our team directly We don’t charge commission to the buyer.",nan,False,40.0300831,False,2
nan,False,"{'subtitle': 'Foso-Moreras, Aranjuez', 'title': 'Terraced house'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/d6/6a/1186202486.jpg,168.0,2262.0,False,34,False,Aranjuez,es,nan,-3.5885243,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",Foso-Moreras,True,False,chalet,3,False,Foso-Moreras,102498874,W-02T8SZ,nan,380000.0,nan,sale,https://www.idealista.com/inmueble/102498874/,nan,"Semi-detached house in Aranjuez Engel&Volkers presents this magnificent semi-detached house in the charming town of Aranjuez. The chalet has 3 floors, in the basement we find a parking lot and a room currently used as an office. On the main floor and second floor, a large living room, guest toilet, a good kitchen that gives access to the terrace and three bedrooms, the main one with a dressing room and full bathroom. The chalet has had constant maintenance, so it is ready to enter. Opposite the urbanization there is a sports center, with swimming pools and a tennis club. The townhouse is perfectly connected by public transport, and 40 minutes from Madrid by car. It has a wide range of leisure services, shopping, etc. They are the only promotion of chalets that is a few minutes walk from the town, with which we have a better quality of life living close to everything. Aranjuez is a city located in the south of Madrid on the banks of the Tagus River. It has public and charter schools within walking distance, as well as the national police training academy. Its Royal Palace, in Renaissance style with French influence, has an elaborate façade and a lavishly decorated interior, including a porcelain room. On the palace grounds, next to the river, there are ornamental gardens such as the Garden of the Island. In the Garden of the Prince is the Casa del Labrador, an ornate neoclassical mansion, and there is also an ornamental pond with a Chinese Pavilion.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.0340597,False,2
nan,False,"{'subtitle': 'Nuevo Aranjuez-Ciudad de las Artes, Aranjuez', 'title': 'Flat'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/c4/3e/1199297372.jpg,95.0,1632.0,False,28,False,Aranjuez,es,False,-3.5966133,{'typology': 'flat'},Nuevo Aranjuez-Ciudad de las Artes,False,False,flat,3,False,Nuevo Aranjuez-Ciudad de las Artes,103758852,VN00294,nan,155000.0,1,sale,https://www.idealista.com/inmueble/103758852/,True,"Spacious and bright apartment on the first floor, all exterior, consisting of three bedrooms all with windows to the street, large kitchen with access to a glazed terrace/laundry room, separate living room, two large bathrooms, one with a shower and the main one with a bathtub. Very close to health center, supermarket, schools, bus.",nan,False,40.0328354,False,2
nan,False,"{'subtitle': 'Nuevo Aranjuez-Ciudad de las Artes, Aranjuez', 'title': 'House'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/b4/58/1125564720.jpg,338.0,1121.0,False,67,False,Aranjuez,es,nan,-3.581967,{'typology': 'chalet'},Nuevo Aranjuez-Ciudad de las Artes,True,True,chalet,4,False,Nuevo Aranjuez-Ciudad de las Artes,100820524,nan,True,379000.0,nan,sale,https://www.idealista.com/obra-nueva/100820524/,nan,"The property is illegally occupied by third parties and without duly contracted supplies. If on the date of sale the seller had sued the occupancy in court, the purchaser may be subrogated to said demand, not being able to claim any amount from the seller as a consequence thereof, except for the fees of lawyers and solicitors that until the date of the transfer had been paid. accrued which, in any case, will be paid by the latter. If on the date of sale, the seller had filed a criminal complaint, which was in progress, the sale will be notified to the Court, separating the seller from the procedure as a private accusation. The state of occupancy and/or the impediments to the property being freely visited by the technicians prevent i) its official appraisal as required by Order ECO/805/2003, of March 27, so that the property, while the situation, it cannot be mortgaged. Consequently, mortgage financing may not be constituted on this type of property, the acquisition of which will require the granting of other types of guarantees in the event that financing is requested and ii) the obtaining by the owner of the energy efficiency certificate (in the event that the asset requires it). It is recommended that the buyer obtain professional advice before making a purchase decision..",nan,False,40.0325462,False,3
nan,False,"{'subtitle': 'Centro, Aranjuez', 'title': 'House in Calle del Almíbar'}",Madrid,renew,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/27/ef/6e/1141169124.jpg,490.0,602.0,False,37,False,Aranjuez,es,nan,-3.6042106,{'typology': 'chalet'},Centro,True,False,chalet,8,False,Calle del Almíbar,100874309,136576,nan,295000.0,nan,sale,https://www.idealista.com/inmueble/100874309/,nan,"From private to private. Call us and visit this house. Large 490 m² house in the center of Aranjuez, province of Madrid. This house, due to its size, meets the needs of a family with children. This house is distributed over two stories high and has a large living room, a fitted kitchen, completely independent from the rest of the rooms and equipped with appliances, eight bedrooms, three complete bathrooms, a functional guest toilet and an attic of more than 150 m². In addition, the chalet has a balcony which will provide great light to the entire room, a terrace, to enjoy natural light throughout the room, a 40 m² patio, so you can have breakfast outdoors, and a storage room, so you can take advantage of everything. the housing space. The property is all exterior and is located on an easily accessible road, due to its east orientation, in this house you will enjoy the sun in the morning. The house is sold furnished and needs reform. As for the qualities, this chalet has electric heating, air conditioning, aluminum exterior carpentry, wooden floors, which give a lot of warmth to the home, and stoneware floors, which are easy to maintain and highly resistant. This house is located on the main street of Aranjuez, a well-connected area, very close to the bus stop and the train station. For greater comfort, the house is very close to a medical center, a school and all the necessary services. h1o3u6s5e7l6l.",nan,False,40.0330917,False,4
"[{'name': 'villaType', 'text': 'Villa'}]",False,"{'subtitle': 'La Montaña-El Cortijo, Aranjuez', 'title': 'Detached house'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/b5/62/1196334026.jpg,585.0,1530.0,False,40,False,Aranjuez,es,nan,-3.6040442,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",La Montaña-El Cortijo,False,False,chalet,6,False,La Montaña-El Cortijo,103659871,W-02UA4H,nan,895000.0,nan,sale,https://www.idealista.com/inmueble/103659871/,nan,"Luxury villa with views of the golf course Luxury villa located in the wonderful town of Aranjuez, it has 582 square meters according to the land registry. It is a 3 storey house, 6 bedrooms and 6 bathrooms, all bedrooms are of large size. The largest one could be compared to a large luxury hotel suite.    Top quality construction materials, thick cement walls that insulate from both cold and heat, natural stone cladding, triple glazed tilt and turn windows, all porcelanosa flooring and ceramics, Iroko carpentry, marble stucco walls, underfloor heating, fireplace, whirlpool bath with chromotherapy, designer kitchen with island, premium range of appliances. As we enter through the main door, on the ground floor we find on both sides of the hall two bedrooms, one of them with bathroom and another complete courtesy bathroom, on the right hand side we can access to a fabulous and practical kitchen and access to a room for ironing and washing machine. To the front we find the living room with views from its large window to the garden, the outdoor swimming pool and views of the golf course. On the upper floor we find 2 double bedrooms, each with its own bathroom and at the back the master bedroom in large suite with large bathroom with whirlpool tub, shower with column, double sinks and dressing room of iroko wood, from this room you can also access a terrace with unobstructed views. In the basement there is a service room with a complete bathroom and wardrobe. Gymnasium room with high quality tiled walls and indoor swimming pool with counter-current swimming motor and sauna cabin. The Royal Site and Villa of Aranjuez is located south of the Community of Madrid, from whose capital -Madrid- it is 47 kilometers by road or rail, the same ones that separate it from Toledo. The municipal area is the second largest in the region, covering an area of 19,000 hectares and its average altitude is 490 meters above sea level. The municipality is located in a wide plain formed by the confluence of the Tajo and Jarama rivers. This means that, even though it is inland, Aranjuez enjoys a temperate climate. The strong personality of Aranjuez is defined by its vegetal landscape, large and lush gardens, groves and forests on the banks of the Tagus and Jarama; long groves of trees on the main streets of the town; fertile irrigated orchards in the plains crisscrossed by canals and irrigation ditches since ancient times; Extensive dry lands frame a harmonious complex, wisely ornamented with monuments by the hand of man. It is already cliché, but it is a reality, to say that Aranjuez constitutes an orchard in the middle of the arid plateau. The urban complex of Aranjuez presents two well-differentiated but complementary cities: to the north, the Royal Palace and the Gardens, the monumental area; To the south, the Villa, whose Old Town, with a baroque layout, has been declared a Historical-Artistic Site. Aranjuez with almost 60,000 inhabitants is becoming an emblematic site for new cultural and gastronomic projects and is preparing to be a world reference in the field of Signature cuisine with its MAGIC university, from which Spain's future Michelin stars will come.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.0608834,False,6
nan,False,"{'subtitle': 'Nuevo Aranjuez-Ciudad de las Artes, Aranjuez', 'title': 'Flat in Travesía de la Estrella'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/16/2a/1197575274.jpg,76.0,1250.0,False,22,False,Aranjuez,es,False,-3.5967637,{'typology': 'flat'},Nuevo Aranjuez-Ciudad de las Artes,True,False,flat,3,False,Travesía de la Estrella,103702320,2589,nan,95000.0,bj,sale,https://www.idealista.com/inmueble/103702320/,True,"Exclusivas Ródenas presents your new home in Aranjuez, Madrid! This magnificent renovated apartment is waiting for you to move in.Located on the ground floor, with storage room included. Furthermore, this property is an excellent investment with a potential monthly rental of €650, offering an annual return of 8%.Don't worry about the management, we take care of everything! With a 0% late payment rate and timely collection, you will have peace of mind and the security of receiving your income month after month. With 3 bedrooms and 1 bathroom, this home is perfect for families or people looking for a large space to live comfortably.It has air conditioning and heating managed by a split installed in the living room. The oak doors, ceramic floors and aluminum sliding windows with bars on all windows provide that perfect combination of style and security that you are looking for in your new home. Don't miss this opportunity to acquire an apartment ready to move into and have the possibility of obtaining a solid profitability.Call Exclusivas Ródenas now to arrange a visit and secure your future! Location with excellent communication through all bus lines that will take you to any part of the city.You will be surrounded by essential services such as supermarkets, public and private schools, a university and a health center, which will provide you with unique convenience to lead a balanced and uncomplicated life. Don't think twice, contact us now and let us help you find your ideal place in Aranjuez, Madrid! [IW].",nan,False,40.0278937,True,1
nan,False,"{'subtitle': 'Nuevo Aranjuez-Ciudad de las Artes, Aranjuez', 'title': 'Terraced house in Avenida De Las Artes no number'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/98/d1/1125795371.jpg,336.0,1146.0,False,40,True,Aranjuez,es,nan,-3.5835225,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",Nuevo Aranjuez-Ciudad de las Artes,True,True,chalet,4,False,Avenida DE LAS ARTES no number,102418359,CCI-003-000046398,False,385000.0,nan,sale,https://www.idealista.com/obra-nueva/102418359/,nan,"Single-family semi-detached houses from 336 m², with 3 bedrooms and a multipurpose room, 3 bathrooms and a toilet, for sale in the municipality of Aranjuez, Madrid.The houses are located in an area of consolidated expansion called Ciudad de las Artes.Regarding road access routes, the most common due to their use are M-305 and TO-2542.Less than 11 minutes from the train station.These are semi-detached houses developed on 4 floors: basement, low, high and under cover.The basement is used as a private garage with capacity for two cars and a cellar. On the ground floor we find the living-dining room, the kitchen and a toilet.The upper floor consists of 3 bedrooms and 2 bathrooms.On the covered ground floor is space 1 with the possibility of being used for multiple uses, space 2 with the possibility of being used as a bathroom and exit to two terraces. Built on private plots of around 150 m².They have a PANASONIC AQUAREA T-CAP brand aerothermal system that feeds the radiant/refreshing wire circuit and fan coil circuit in bedrooms and living room, as well as a DHW production system.In addition to 4 units of JA SOLAR brand photovoltaic panel with a power of 545W that services the entire electrical installation (including aerothermal installation) with surpluses to the network.The aluminum carpentry is CORTIZO Brand with thermal break and climalit insulating glass.The kitchen is fully furnished with high and low furniture.The appliances included are a CATA brand hood, sink and faucet and a BALAY oven, microwave and induction hob.The bathrooms are equipped with ROCA brand toilets and taps and a walk-in shower finished in natural stone with a perimeter drain and thermostatic taps in the main bathroom.They have an English patio and a terrace on the ground floor with access from the living room, both measuring approximately 21 m² each.It also has two terraces on the ground floor with access from multipurpose room 1.The north terrace has an area of approx.17 m² and the south of approx.22 m² approximately.Individual pool of 2x2 m.In the town we can find services such as supermarkets, restaurants, sports facilities, educational centers, bank offices, other commercial businesses, etc. The graphic information contained in this support is indicative, prepared from the basic project, and is not contractual, so it may be modified by the promoter company during the execution of the works for reasons of a technical, legal and commercial nature.Likewise, the furniture, decoration, setting elements and electrical appliances included are of a decorative nature and are not subject to contracting.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.0315005,False,3
nan,False,"{'subtitle': 'Centro, Aranjuez', 'title': 'House in Camino del Mar Chico'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/c7/20/1183486313.jpg,256.0,1196.0,False,35,False,Aranjuez,es,nan,-3.604487,{'typology': 'chalet'},Centro,True,False,chalet,4,False,Camino del Mar Chico,103255809,CCI-001-000048562,nan,306180.0,nan,sale,https://www.idealista.com/inmueble/103255809/,nan,"CENTRO COMERCIAL INMOBILIARIO sells a corner semi-detached house located in Aranjuez, Madrid. The house has a constructed area of 250 m2. It has 4 bedrooms, living room, kitchen, 2 bathrooms, 2 toilets, 2 terraces and a large plot. The chalet is distributed over 4 floors, in the basement we find a garage for 2 vehicles, a toilet and a 25 m2 storage room. On the ground floor, living room, fitted kitchen with access to a private patio and a toilet. On the first floor, 4 bedrooms, 2 bathrooms and 2 terraces. On the roof, we find a large terrace. Needs some renovation Get informed without obligation!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.0223993,False,2
nan,False,"{'subtitle': 'Nuevo Aranjuez-Ciudad de las Artes, Aranjuez', 'title': 'Detached house in Avenida de las Artes'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/4f/39/1175400952.jpg,303.0,1251.0,False,83,False,Aranjuez,es,nan,-3.5850592,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",Nuevo Aranjuez-Ciudad de las Artes,True,False,chalet,4,False,Avenida de las Artes,102445230,04662,nan,379000.0,nan,sale,https://www.idealista.com/inmueble/102445230/,nan,"Detached house of 340m², with Independent Pool and beautiful plot of 150 m2, 4 Bedrooms, large living room, large kitchen with pantry, 3 Bathrooms and 1 Toilet, it also has a beautiful English Garden, open plan common areas, Very bright and It has top-notch finishes that will allow you to make this Chalet a cozy and modern home for you and your family. It is for sale in the municipality of Aranjuez, Madrid. It has Solar Panels and Aerothermal Air Conditioning. NEW KEY IN HAND CONSTRUCTION. OFFERS ARE STUDYED.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.0304658,False,4
nan,False,"{'subtitle': 'Centro, Aranjuez', 'title': 'Detached house in Camino del Mar Chico'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/f2/8b/1180602364.jpg,231.0,1325.0,False,35,False,Aranjuez,es,nan,-3.6051474,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",Centro,True,False,chalet,4,False,Camino del Mar Chico,103171540,05175,nan,306180.0,nan,sale,https://www.idealista.com/inmueble/103171540/,nan,"Located in the heart of Aranjuez, Madrid. This modern home offers: Four Rooms: Spaces designed for comfort and versatility. Living-dining room: Large and bright area for family enjoyment. Equipped Kitchen: Modern equipment for your culinary needs. Four Bathrooms: Comfort and privacy for all family members. Terrace and Balcony: Outdoor spaces to enjoy the fresh air. Additional Details: Parquet Floors: Quality finishes for a warm environment. Central Location: Close to schools, supermarkets, banks and more. Accessibility: Nearby transport links and easy access to Autovía del Sur. Don't miss the opportunity to find the perfect home for you. Contact us for more details and to schedule a visit!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.0234263,False,4
nan,False,"{'subtitle': 'Centro, Aranjuez', 'title': 'Flat in Del Lucero'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/3d/75/1198427960.jpg,111.0,1264.0,False,33,False,Aranjuez,es,False,-3.6087551,{'typology': 'flat'},Centro,False,False,flat,2,False,DEL LUCERO,103698366,IDD 8267-2 - CL LUCERO (ARANJUEZ- MADRID),nan,140315.0,2,sale,https://www.idealista.com/inmueble/103698366/,True,"IDEAL FOR INVESTORS: SALE OF BARE PROPERTY. Grupo Retiro manages the sale of the bare ownership of a home valued at 220,000 euros in exchange for a Capital Advance of €55,200 and a monthly annuity of €710/month. The usufructuary, an 81-year-old man, will continue to use the property until his death. PROPERTY DESCRIPTION: DUPLEX HOUSING consisting of a hall, living room with access to a balcony, toilet and kitchenette on the first floor and two bedrooms and a full bathroom on the second floor. LIVING PLACE: • Duplex house with views of the Royal Palace. • Good luminosity. • Silent. • Condition: good. • Orientation: North. • Heating: individual (gas). • Hot water: individual (gas). • Air conditioning: in master bedroom. EDIFICE: • Building with a rendered and stone façade. • It has 3 floors, 36 homes and 12 neighbors per floor. • Large portal, in good condition, marble and stone floors and mid-height walls covered in marble, • Accessibility conditions: Elevator: NO. Access to the portal: 3 steps. • The first ITE will be carried out in 2030. HOUSING QUALITIES: • Exterior Carpentry: aluminum with double glazing. • Interior Carpentry: oak wood. • Walls: smooth. • Radiators: aluminum. • Tiling: ceramic. • Floors: parquet and ceramic. • Ceiling Height: 2.40 meters. • Built-in wardrobes: 3. In hall and two bedrooms. GRUPO RETIRO's Professional Mediation Fees and taxes associated with this operation are not included. You can see other opportunities by clicking on our LOGO.",nan,False,40.0327325,False,2
nan,False,"{'subtitle': 'Foso-Moreras, Aranjuez', 'title': 'Terraced house in Calle de las Moreras'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/9a/c8/1007027639.jpg,681.0,874.0,False,63,False,Aranjuez,es,nan,-3.5808817,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",Foso-Moreras,True,False,chalet,4,False,Calle de las Moreras,97288935,CCI-000-000028921,nan,595000.0,nan,sale,https://www.idealista.com/inmueble/97288935/,nan,"Spectacular luxury villa with 681m2 on 4 floors located in the town of Aranjuez (Madrid). It has a large kitchen, living room with 3 rooms, 4 bedrooms, office, 5 full bathrooms, toilet and garage for 3 cars. Elevator from the garage, Home automation, Air conditioning ducts. It has a front and rear patio. With Community Pool. It has a Jacuzzi, gym, wet and dry sauna. Electric security shutters, Porcelanosa floors, unbeatable qualities.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.0356178,False,5
