bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,municipality,floor,propertyType,topPlus
5,Madrid,458.0,False,False,{'title': 'Detached house'},False,4,False,nan,False,37,SV-60596455,es,nan,388300.0,103810809,40.2736351,False,nan,sale,"House/Chalet → House in Villa del Prado Madrid area, 458.43 m. of surface, 1146.00 m. plot area, 4 bedrooms, 5 bathrooms, kitchen without furniture or appliances. Property in good condition, renovated in 2009. New exterior carpentry. Extras: garden, own pool Villa del Prado is a municipality in the province and Community of Madrid, which belongs to the Alberche basin, borders the Province of Toledo, and is located about 60 km away. from Madrid.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,848.0,https://www.idealista.com/inmueble/103810809/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/f9/90/1200903862.jpg,Villa del Prado,False,-4.2937337,Villa del Prado,nan,chalet,False
3,Madrid,241.0,False,False,{'title': 'Detached house in Calle Infante'},False,5,False,nan,False,40,3385-04621,es,nan,238000.0,101589890,40.2753648,False,nan,sale,"Within the urban area of Villa Del Prado, but in a quiet and residential area, we offer an independent villa distributed over three comfortable floors. Entrance hall offers access to a spacious living room with access to a terrace with a gazebo. Next to it, a newly renovated kitchen with also access to the terrace. Bedroom with large built-in wardrobe and full bathroom, make up this floor. On the upper floor, two large bedrooms with another additional full bathroom and a terrace that offers views over the town. On the lower floor, a garage adapted for storage, and two more rooms with a small toilet. Air conditioning and electric heating. The interior of the house is freshly painted and is in perfect condition. The surrounding area outside the house, barbecue, gardens, . They need some simple fixing and updating. We are at your complete disposal to offer you any information about this house or to manage a possible visit.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,988.0,https://www.idealista.com/inmueble/101589890/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/a8/b3/1176208105.jpg,Calle Infante,False,-4.3128232,Villa del Prado,nan,chalet,False
2,Madrid,159.0,False,False,{'title': 'Detached house in Calle San Fernando'},False,5,False,nan,False,29,05179,es,nan,124000.0,103179010,40.2604895,False,nan,sale,"Discover this charming independent villa in the peaceful El Encinar urbanization, located in the picturesque municipality of Villa del Prado, Madrid. Built in 1994, this home offers a practical layout on one floor, with 5 large bedrooms, 2 bathrooms, a cozy living-dining room and a fully equipped kitchen. The property covers 159.05 square meters built and 126.49 useful square meters, providing comfortable space for family life. Its location in a quiet area, surrounded by similar residential homes, provides a serene and familiar environment. The home has attractive features, such as a swimming pool to enjoy moments of relaxation and recreation. Additionally, its easy road access facilitates mobility, ensuring convenient connection to other areas. The quality report highlights aspects such as the interior doors and built-in wardrobes in good condition, windows in optimal conditions, well-kept paint on the vertical walls, a furnished kitchen in excellent condition and bathrooms in impeccable condition. This property not only offers comfort and style, but also benefits from a favorable energy rating. With additional details, such as the presence of a concierge or security, this independent chalet presents itself as an attractive option for those looking for a complete and well-maintained home in a privileged location.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,780.0,https://www.idealista.com/inmueble/103179010/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/a9/28/1180844060.jpg,Calle San Fernando,False,-4.350546,Villa del Prado,nan,chalet,False
2,Madrid,129.0,False,False,{'title': 'Detached house'},False,4,False,nan,False,31,Murillo,es,nan,175000.0,103788947,40.2754867,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Detached villa for sale. This wonderful property is located in the exclusive El Encinar del Alberche urbanization, in Villa del Prado. With a plot of 715 square meters, you can enjoy large outdoor spaces and a heated pool to enjoy all year round. The house, of 129 meters built, is distributed on a single floor and has a cozy living room with fireplace, wood stove and air conditioning. In addition, it has 3 bedrooms, 1 full bathroom and a separate furnished kitchen, with direct access to the patio. On the front porch, you'll find an air-conditioned bedroom, perfect for relaxing and enjoying the views. The plot is partially paved and has a garden area, woodshed, boiler room and laundry room with toilet. In addition, you will have a garage for one car and a boiler for the indoor pool. All this in a private urbanization with security, community pool and sports courts. Don't miss the opportunity to live in this incredible chalet, call now!",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1357.0,https://www.idealista.com/inmueble/103788947/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/8f/cd/1200166226.jpg,Villa del Prado,False,-4.3532232,Villa del Prado,nan,chalet,False
4,Madrid,165.0,True,False,{'title': 'Terraced house in Calle Cruz Durán'},True,3,False,nan,False,26,1439,es,nan,257000.0,103767179,40.2717175,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Townhouse for sale in Villa Del Prado, with 165 m², 3 rooms and 4 bathrooms and Garage.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1558.0,https://www.idealista.com/inmueble/103767179/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/6e/dd/1199485944.jpg,Calle Cruz Durán,False,-4.3030377,Villa del Prado,nan,chalet,False
3,Madrid,312.0,True,False,{'title': 'Detached house'},False,5,False,nan,False,22,EN2023TA,es,nan,299900.0,102308747,40.2686281,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Detached villa of 312 m² built on a 703 m² plot in the El Encinar del Alberche urbanization. The house is distributed over two floors connected by an internal staircase. The main floor has a hall, living room, kitchen, three large bedrooms, two bathrooms (one of them en suite), terrace with incredible views and a private garage with access to the house. The ground floor consists of a living room, a large open-plan multipurpose room (games, gym, study, etc. ), kitchen, two bedrooms and bathroom. In addition, we find an independent boiler room with a 700-liter tank and storage room. This floor has two independent entrances with access to a large terrace. In addition, on the plot we find a covered barbecue, a fenced pool with a shower, water intakes, lighting and an outdoor garage. The house also has interior wooden carpentry, built-in wardrobes in all bedrooms, double-glazed windows with mosquito nets, oil heating and automatic exterior door. The house is in the Encinar del Alberche urbanization. It is a private urbanization with its own security, supermarket, sports areas (swimming pool, soccer field, basketball, tennis, etc. ), restaurants, surrounded by nature. It has direct public transport to Madrid (Bus: Lines 545, 546 and 547) with a frequency of 15-20 minutes.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,961.0,https://www.idealista.com/inmueble/102308747/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/fa/ed/1151365148.jpg,Villa del Prado,False,-4.3450684,Villa del Prado,nan,chalet,False
2,Madrid,244.0,False,False,"{'title': 'House in Calle Paloma, 2'}",False,6,False,nan,False,72,XE60596455,es,nan,388300.0,103538834,40.2724713,True,nan,sale,"SegundoB Real Estate sells this home in Villa del Prado, Madrid. On the ground floor there is a living room with a fireplace, two kitchens, a laundry room, another room with a fireplace with a toilet, a bedroom with a bathroom and a dressing area, and there is another small toilet under the stairs. On the first floor there is a large living room, three bedrooms and two bathrooms, you also have a small terrace. It has a patio with a swimming pool. Find out without obligation and get your best offer with SegundoB Real Estate.",False,{'typology': 'chalet'},good,1591.0,https://www.idealista.com/inmueble/103538834/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/0a/d5/1192689934.jpg,"Calle Paloma, 2",False,-4.2950087,Villa del Prado,nan,chalet,False
2,Madrid,117.0,False,False,"{'title': 'Detached house in pontevedra, 255'}",False,4,False,nan,False,13,PONTEVEDRA,es,nan,99000.0,102299243,40.2668013,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"GARSIERRA. Housing located in the town of Villa del Prado, Madrid. Single-family home with an approximate area of 112 m2 that is perfectly distributed in living room, kitchen, bedrooms and bathrooms. It has a large garden for exclusive use. Municipality that has all the basic services at its fingertips, with a commercial offer (large surfaces and necessary neighborhood stores) and an educational offer, a variety of restaurant services and valued green areas in which to carry out outdoor activities. Housing for those who want to live in a quiet area very well connected and for those who seek to invest for rent with a very good profitability. All this, in addition, with excellent communications by public transport (bus) and roads.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,846.0,https://www.idealista.com/inmueble/102299243/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/60/55/1156202880.jpg,"pontevedra, 255",False,-4.3453442,Villa del Prado,nan,chalet,False
2,Madrid,95.0,True,False,{'title': 'House in Carretera Escalona M-540'},False,5,True,nan,False,25,52884194,es,nan,112000.0,98492005,40.2557954,False,nan,sale,""".",False,{'typology': 'chalet'},good,1179.0,https://www.idealista.com/inmueble/98492005/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/94/23/1126042307.jpg,Carretera Escalona M-540,False,-4.2982139,Villa del Prado,nan,chalet,False
1,Madrid,113.0,False,False,{'title': 'Detached house in Calle Pontevedra'},False,3,False,nan,False,48,NAV4514,es,nan,99000.0,102262883,40.2678953,False,nan,sale,"This villa is at Calle Pontevedra, 28630, Villa del Prado, Madrid. It is a villa, built in 1978, that has 112 m2 and has 3 rooms and 1 bathrooms. It includes jardín and exterior.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,876.0,https://www.idealista.com/inmueble/102262883/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/61/cf/1177237459.jpg,Calle Pontevedra,False,-4.3460583,Villa del Prado,nan,chalet,False
2,Madrid,117.0,False,False,{'title': 'Detached house'},False,3,False,nan,False,23,04849,es,nan,149500.0,102957635,40.2686237,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Detached second-hand single-family home located in the town of Villa del Prado in the province of Madrid. The house has a distributed surface area of 117 m² built. This property consists of a living room with fireplace, three bedrooms, a kitchen, two full bathrooms, one with a bidet and bathtub and the other with a shower, a garage and a garden with a private pool. The house has individual natural gas heating, normal armored entrance door, kitchen and bathrooms with tiled walls, interior wood carpentry, stoneware floors, casement windows and PVC blinds. It is located in a quiet residential area, well connected by roads. At Roan we have been making spaces happy homes for more than 40 years!",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,1278.0,https://www.idealista.com/inmueble/102957635/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/29/6e/6a/1186838775.jpg,Villa del Prado,False,-4.3470062,Villa del Prado,nan,chalet,False
2,Madrid,115.0,True,False,{'title': 'Detached house in Hiedra no number'},False,4,False,nan,False,22,nan,es,nan,200000.0,102576760,40.2803691,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Encinar del Alberche villa for sale on a large flat plot with 4 bedrooms, living room, kitchen and 2 bathrooms, porch at entrance, new windows and electricity. Floors, etc. , large pool, very quiet street and close to bus, supermarket and sports center, garage, storage room, oil heating, plot with views.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1739.0,https://www.idealista.com/inmueble/102576760/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/61/1a/b0/1160149858.jpg,Hiedra no number,False,-4.3517541,Villa del Prado,nan,chalet,False
4,Madrid,452.0,False,False,"{'title': 'Detached house in paloma, 2'}",False,5,False,nan,False,35,nan,es,nan,388300.0,102978611,40.2724845,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"DIRECT SALE. NO BIDDING. GARSIERRA. INDEPENDENT CHALET. Built: 452 m. Plot: 1,146 m. 30 m room. with fireplace and access to private garden, fitted kitchen with office, 5 bedrooms (the main one downstairs), 4 bathrooms, garage, 2nd living room of 60 meters. Private pool. Financing. residential area. near the bus. The area has all kinds of services and shops. WE DO NOT CHARGE COMMISSION. "". "". "". "". "". "".",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,859.0,https://www.idealista.com/inmueble/102978611/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/0c/16/1173842264.jpg,"paloma, 2",False,-4.2949299,Villa del Prado,nan,chalet,False
2,Madrid,162.0,True,False,{'title': 'Village house in Calle Barcelona'},True,3,False,nan,False,18,CG-90602-0001,es,nan,108000.0,103538535,40.2686383,False,nan,sale,"Hannan-Piper Real Estate presents an excellent opportunity to acquire this 3 bedroom detached villa for sale in the town of Villa del Prado, Madrid. Located in a residential area about 40 kilometres from the capital, where you can find all kinds of shops and services, such as schools, health centre, supermarkets, leisure and restaurants, with good communications via the M-507 road, which links in a few minutes with the national road N-403. The property was built in 1980 in a gated community with swimming pool, sports courts, playgrounds and restaurants. It has a surface area of 162 m² distributed over 2 floors with living-dining room with fireplace, separate fitted kitchen, 3 bedrooms with fitted wardrobes and 1 bathroom. It is built on a large plot surrounded by green areas with private swimming pool and gazebo. At Hannan-Piper Real Estate we have real estate experts with more than 25 years of experience in the sector and the area, who will help, guide and advise you to make the buying process a pleasant, quick and simple one. IMPORTANT INFORMATION: Due to the fact that this property comes from a bank restructuring fund the information described in this advertisement may contain errors both in its description and in the price; therefore the information contained herein is not binding, and the interested party should seek complementary information. The advertiser is not responsible for its content. Request more information without obligation.",False,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",good,667.0,https://www.idealista.com/inmueble/103538535/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/e8/1d/1192681375.jpg,Calle Barcelona,False,-4.344333,Villa del Prado,nan,countryHouse,False
4,Madrid,232.0,False,False,{'title': 'Detached house'},False,4,False,nan,False,52,CHA335,es,nan,208000.0,103818018,40.2783878,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Semi-detached house of 205m2 and patio of 121 m2 in total. The house has three floors, two of them connected through an internal staircase. On the first floor we find a living room, kitchen and toilet. The second floor consists of three bedrooms and two bathrooms (one of them en suite). And the basement has a garage with space for several vehicles, a cellar. a bathroom with a shower cabin on the garage floor. Electric hoods and awnings and garage door with motor. The house is located next to the municipal swimming pool and sports center that has sports courts for paddle tennis, tennis and indoor soccer, and very close to the bus station, police station, civil guard barracks and justice of the peace. The house is in Villa del Prado. A municipality in the Community of Madrid where you will find all the services you need such as a nursery school, school, institute, municipal library, sports centre, health centre, hospital, cinema, direct public transport to Madrid, etc. [IW].",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,897.0,https://www.idealista.com/inmueble/103818018/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bc/63/6f/1201160975.jpg,Villa del Prado,False,-4.3093801,Villa del Prado,nan,chalet,False
