has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,exterior,price,priceByArea,labels,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,floor,hasLift,hasStaging,propertyCode,province,detailedType,newDevelopment,latitude,suggestedTexts,externalReference,highlight,status,parkingSpace,address
False,chalet,False,False,293.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/ba/f7/646150148.jpg,False,False,3,nan,248000.0,846.0,nan,3,es,"This villa is at 28695, Navas del Rey, Madrid. It is a villa that has 293 m2 of which 283 m2 are useful and has 3 rooms and 3 bathrooms. It is villa property. It includes built-in wardrobes, double glazing, terrace, heating oil and parquet floor.",sale,Navas del Rey,False,https://www.idealista.com/inmueble/36058117/,-4.2515949,False,32,nan,nan,False,36058117,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.3886112,{'title': 'Detached house'},1020,nan,good,nan,Navas del Rey
False,chalet,False,False,135.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/14/c2/1170243046.jpg,False,False,3,nan,235000.0,1741.0,nan,2,es,"NO ADDITIONAL COMMISSIONS! If you like to live in a house surrounded by nature and at the same time well located, near the center of town, read carefully, you will be interested in what I am going to describe to you. It is a semi-detached house, the house has about 135 m2 built. It is distributed over two floors, on the first, we have a living room with built-in furniture of about 24 m2, a wonderful kitchen furnished with appliances included of 12 m2 and with access to the garden and a bathroom with a bathtub that serves the ground floor. We already go up the stairs and reach the three bedrooms, all with built-in wardrobes, all are doubles. Finally, the large bathroom is complete with a bathtub. The floors are made of laminated flooring throughout the house except for the bathrooms and kitchen, which are high-quality ceramics imitating wood, the doors are made of oak wood, the double-glazed windows that improve energy efficiency since it insulates more, are made of aluminum. White, with mosquito nets in all of them, the gotelé walls, the heating is individual gas-oil (700l tank) controlled with home automation. It has fiber installation for internet. 18 m2 independent garage with a very large storage loft. The garden is prepared with a sunny area with a pergola, artificial grass, and a large area for a vegetable garden. All plants and trees on the plot have automatic irrigation. 3 m2 tool shed. No community fees. IBI €290 annually. In Navas del Rey there is 1 (public) kindergarten, 1 public bilingual preschool and primary school and a secondary education institute. The main access to this region from Madrid consists of the Pantanos highway (M-501), By public transport you can get there from Príncipe Pío station on bus line 551 (CEVESA). Stop 100 m away. Nearby supermarkets and health center.",sale,Navas del Rey,False,https://www.idealista.com/inmueble/102873553/,-4.244255,False,38,nan,nan,False,102873553,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.388209,{'title': 'Semi-detached house in Montero P. Espinosa'},PA-V-NR,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Montero P. Espinosa
False,chalet,False,False,148.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/44/d7/4c/1199655777.jpg,False,False,4,nan,259000.0,1750.0,nan,2,es,"Detached villa for sale in the urban area of Navas del Rey. Housing on one floor with an attic apartment. The main house has three large bedrooms, kitchen, living room with air conditioning and large bathroom. The house is adapted to mobility problems, without steps and with wide doors for wheelchair access. It has propane gas heating with a new boiler, fireplace with stove, white aluminum double glazed windows, bars and mosquito nets. It has a first floor apartment with access from the outside, distributed in a large living room with kitchenette and fireplace with cassette, a bedroom, bathroom and two terraces with awning. The entire exterior is paved, in very good condition of recent construction. Quiet area of the municipality, very well located. We consult without obligation.",sale,Navas del Rey,False,https://www.idealista.com/inmueble/102607271/,-4.2464253,False,53,nan,nan,False,102607271,Madrid,{'typology': 'chalet'},False,40.387798,{'title': 'House in Ronda de los Pastores'},436271,nan,good,nan,Ronda de los Pastores
False,countryHouse,False,False,3483.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a9/a0/b1/939919123.jpg,False,False,20,nan,1950000.0,560.0,nan,20,es,"Magnificent estate of 106 ha 55km from Madrid. It borders a river on one of its flanks and a stream. Fenced with barbed wire with concrete pillars. Good access. Supply of electricity and water. In addition, it has a permanent lagoon, a seasonal stream and access to the river with which it adjoins. Buildings built to rehabilitate: 3.483 m²: -Two houses with independent and fenced garden -Third house without garden with work units (corral, etc) -Two rows of smaller houses -Various units for livestock and agricultural use Currently it is used for small game (with all current documentation), beekeeping and livestock.",sale,Navas del Rey,False,https://www.idealista.com/inmueble/96192494/,-4.2539236,False,25,nan,nan,False,96192494,Madrid,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",False,40.3606478,{'title': 'Estate'},F2121,nan,renew,nan,Navas del Rey
False,chalet,False,False,190.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/1b/fc/1190688483.jpg,False,False,3,nan,249000.0,1311.0,nan,3,es,"PISO AZUL INMOBILIARIA SELLS RENOVATED SEMI-DETACHED VILLA, The house has 4 floors, 3 bedrooms, 3 bathrooms, fitted kitchen, living room, 250m2 plot, with closed garage prepared for events, oil heating and pellet stove, porch, flame and Come visit it, real estate blue apartment.",sale,Navas del Rey,False,https://www.idealista.com/inmueble/103475533/,-4.2485879,False,25,nan,nan,False,103475533,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.3859463,{'title': 'Semi-detached house in centro'},nan,nan,good,nan,centro
False,chalet,False,False,180.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/65/2e/981944960.jpg,False,False,4,nan,154000.0,856.0,nan,2,es,"""GARSIERRA. ""GREAT SEMI-DETACHED HOUSE. Built: 180 m. Plot: 666 m. 30 m room. , fitted kitchen with office, 4 double bedrooms, 3 full bathrooms, garage. Urbanization with swimming pool and common areas. Excellent location. "". "".",sale,Navas del Rey,False,https://www.idealista.com/inmueble/97428384/,-4.2786313,True,9,nan,nan,False,97428384,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.3627047,"{'title': 'Detached house in Calle roble, 146'}",ROBLE,nan,renew,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Calle roble, 146"
False,chalet,False,False,95.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/24/a8/1200746644.jpg,False,False,2,nan,160000.0,1684.0,nan,1,es,"Town house for sale with a large patio in the center of the urban area of Navas del Rey. Housing on one floor of 74 m2, has two bedrooms, living room with stove, bathroom and kitchen with access to the patio. The patio has various buildings such as warehouses. The property needs updating but has an unbeatable location. Navas del Rey has all the services, shops, doctor, school. It is located 54 km from Madrid on the M 501 highway.",sale,Navas del Rey,False,https://www.idealista.com/inmueble/103806777/,-4.2506213,False,28,nan,nan,False,103806777,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.3830331,{'title': 'Terraced house'},395473,nan,renew,nan,Navas del Rey
False,chalet,False,False,153.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/6f/f3/1196950253.jpg,False,False,5,nan,262000.0,1712.0,nan,2,es,"Rustic property of 3,500 m2 with registered housing of 150 m2 in the El Morro de Navas del Rey urbanization, Independientes area. Original construction, distributed over 3 floors. The main floor has a large living room with windows and access to a beautiful terrace, three bedrooms, a bathroom and a kitchen with a pantry. On the upper floor there is a large bedroom, and three attic spaces with the possibility of converting them into bedrooms, a bathroom and a solarium with wonderful views. In the semi-basement there is a large open-plan garage with a cellar.",sale,Navas del Rey,False,https://www.idealista.com/inmueble/103459462/,-4.2751943,False,43,nan,nan,False,103459462,Madrid,{'typology': 'chalet'},False,40.3623452,{'title': 'House'},453728,nan,renew,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Navas del Rey
False,chalet,False,False,158.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9f/4e/43/1196950568.jpg,False,False,2,nan,190000.0,1203.0,nan,2,es,"Detached villa for sale in Santa Ana Urbanization in Navas del Rey. Villa on one floor with a semi-basement, 158 m/2 built on a 1,090 m2 plot. The house is distributed in two bedrooms, one with an en-suite bathroom, a full bathroom, kitchen and living room.It has two large terraces with the possibility of becoming a home extension.The house also has a semi-basement with the boiler room, an open-plan living room and a bathroom, both of which were recently built. Unbeatable environment, very good qualities. Call us without obligation.",sale,Navas del Rey,False,https://www.idealista.com/inmueble/103321904/,-4.2655035,False,58,nan,nan,False,103321904,Madrid,{'typology': 'chalet'},False,40.3562214,{'title': 'House'},450644,nan,good,nan,Navas del Rey
False,chalet,False,False,180.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/1f/06/984751773.jpg,False,False,2,nan,161880.0,899.0,nan,1,es,"QUARZO Real Estate sells a wonderful villa to reform in Navas del Rey, Madrid. The property, which has 180 m2 built, located on a 661 m2 plot, has the following rooms: it has a living-dining room, a separate kitchen, 2 bedrooms and 1 bathroom. It needs comprehensive reform to be able to use it. It is located in Navas del Rey, a town located to the north of the Community of Madrid, next to the Sierra del Guadarrama and the Sierra de Gredos, which has all kinds of basic services available. It enjoys good communications thanks to its proximity to the M-501 road. Call us, we will be happy to assist you!",sale,Navas del Rey,False,https://www.idealista.com/inmueble/97610720/,-4.2801313,False,10,nan,nan,False,97610720,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.3630047,{'title': 'Detached house'},QHCAN0000185647,nan,renew,nan,Navas del Rey
False,chalet,False,False,142.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/74/ac/65/1160219581.jpg,False,False,4,nan,79000.0,556.0,nan,1,es,"Credenza presents this magnificent home which is located at the gateway to the Sierra Oeste, specifically in the municipality of Navas del Rey, with 135 meters built (according to cadastre) distributed in: - 4 bedrooms. - Kitchen. - Full bathroom with bathtub. - Large private interior patio. The house has a large attic. In the vicinity of the home there are an infinite number of services such as: - Supermarkets; Eroski, Carrefou Express, Unide.. . - Public school and daycare. - 2 pharmacies - Public transport, line 551 (San Martín de Valdeiglesias - Principe Pío).",sale,Navas del Rey,False,https://www.idealista.com/inmueble/102579462/,-4.2525072,False,20,nan,nan,False,102579462,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.3857688,{'title': 'Terraced house'},nan,nan,renew,nan,Navas del Rey
False,chalet,False,False,135.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/d7/09/1015248198.jpg,False,False,3,nan,100000.0,741.0,nan,1,es,"This to reform villa is at 28695, Navas del Rey, Madrid. It is a villa, built in 1980, that has 135 m2 of which 120 m2 are useful. Besides, it includes furnished kitchen and besides, it includes centrally located.",sale,Navas del Rey,False,https://www.idealista.com/inmueble/98525275/,-4.2502173,False,11,nan,nan,False,98525275,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.3850954,{'title': 'Detached house'},1065,nan,renew,nan,Navas del Rey
False,chalet,False,False,70.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/b5/8b/1196102862.jpg,False,False,3,nan,170000.0,2429.0,nan,1,es,"Semi-detached house for sale of 70 m2 and a 180 m2 plot with a wonderful wooden house. The house is on one floor with a living-dining room with fireplace, three bedrooms, a bathroom, and a kitchen. The house has solar panels so that electricity consumption is more economical. Navas del Rey has all the services, shops, doctor, school. It is located 54 km from Madrid on the M 501 highway. Better to see.",sale,Navas del Rey,False,https://www.idealista.com/inmueble/103027928/,-4.2503832,False,25,nan,nan,False,103027928,Madrid,{'typology': 'chalet'},False,40.3864879,{'title': 'House'},447335,nan,good,nan,Navas del Rey
