has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,exterior,price,priceByArea,labels,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,floor,hasLift,hasStaging,propertyCode,province,detailedType,newDevelopmentFinished,newDevelopment,latitude,suggestedTexts,externalReference,highlight,status,parkingSpace,address
True,chalet,False,True,160.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f6/99/bb/1186814284.jpg,False,True,4,nan,353900.0,2212.0,nan,3,es,"ICS INMOBILIARIA OFFERS AN EXCLUSIVE WONDERFUL TOWNHOUSE IN THE IDYLLIC TOWN OF COBEÑA. We are pleased to present this beautiful townhouse that has three floors and three bedrooms. In addition, it has a loft that can be used as an additional room or as storage space. The chalet also has two full bathrooms and a toilet. At the back of the house, there is a garden that is perfect for enjoying the outdoors and relaxing. There is also a front porch used with parking area for one car. This semi-detached house is a unique opportunity for those looking for a spacious and comfortable house. The property is located in a privileged location, surrounded by nature and with easy access to the main communication routes. Upon entering the house, you will find a hall that gives access to the main floor. On this floor, you will find a spacious living-dining room with a large window that allows natural light and access to the garden. The kitchen is independent and fully furnished with access to another multipurpose room which gives access to the laundry area and the garden. There is also a toilet on this floor. On the first floor, you will find the three bedrooms, with built-in wardrobes. The master bedroom has an en-suite bathroom. There is also another full bathroom on this floor. The attic is an open space that can be used as an additional room or as a storage space. The back garden is a perfect space to enjoy the outdoors and relax. There is also a front porch with a storage room and a parking area for one car. Don't miss the opportunity to live in this dream semi-detached house. If you are interested, please do not hesitate to contact us for more information. We can't wait to hear from you! WE DO NOT CHARGE PURCHASE COMMISSION WE HAVE OUR OWN REFORM COMPANY.",sale,Cobeña,False,https://www.idealista.com/inmueble/103352388/,-3.5075456,False,48,nan,nan,False,103352388,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,False,40.5696229,{'title': 'Terraced house in Travesía del Olivo'},nan,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Travesía del Olivo
False,flat,False,True,47.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/46/9a/1180014075.jpg,False,False,1,True,130000.0,2766.0,nan,1,es,"GROUND FLOOR IN COBEÑA! Housing with double access, one of them, at street level without steps, and another, with entrance from the community patio through the kitchen It consists of a spacious and bright living room with a practical two-piece built-in wardrobe. Double bedroom with spacious built-in wardrobe Kitchen provided with wall and base furniture and basic appliances and door with access to the common area, A full bathroom with bathtub and window. It has a large garage space included in the price. Cobeña is very well connected to Madrid with several intercity bus lines. The main access road is the A-1 and also the M-50 ring road. It is located very close to La Moraleja, Las Tablas, the City of Telefónica and BBVA. It is a very quiet municipality next to a unique natural environment -La Dehesa de Cobeña- and with all the services at your fingertips: schools, parks, sports center, medical services and a large area of shops, businesses and restaurants.. . Do not miss this opportunity!",sale,Cobeña,False,https://www.idealista.com/inmueble/103153715/,-3.5082764,False,41,bj,False,False,103153715,Madrid,{'typology': 'flat'},nan,False,40.5633817,{'title': 'Flat in Calle Conquistadores'},1572,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Conquistadores
False,flat,False,True,90.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1f/75/d3/1125522029.jpg,False,False,3,True,260000.0,2889.0,nan,1,es,"APARTMENT FOR SALE IN COBEÑA! Beautiful apartment in the urban area of the town! Renovated in its entirety, with top quality materials. Insulated and soundproof walls, air conditioning with heat pump channeled throughout the house, windows with double air chambers, double glazing and mosquito nets. It consists of a spacious living room with access to a terrace with an aluminum storage cupboard and shutter closure. The kitchen, divided into two rooms, has everything you need, high and low furniture and basic appliances. Three large bedrooms, all of them very bright. A bathroom, with bathtub and exterior window. The property has a numbered outdoor parking space, and the possibility of parking a second vehicle in the fenced property itself. Cobeña is very well connected to Madrid with several intercity bus lines. The main access road is the A-1 and also the M-50 ring road. It is located very close to La Moraleja, Las Tablas, the City of Telefónica and BBVA. It is a very quiet municipality next to a unique natural environment -La Dehesa de Cobeña- and with all the services at your fingertips: schools, parks, sports center, medical services and a large area of shops, businesses and restaurants.. . Come see it, you will be surprised!",sale,Cobeña,False,https://www.idealista.com/inmueble/101541969/,-3.5036522,False,55,2,True,False,101541969,Madrid,{'typology': 'flat'},nan,False,40.5674207,{'title': 'Flat in Avenida Guadalajara'},4293,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Avenida Guadalajara
False,chalet,False,False,307.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/4e/7a/1129816888.jpg,False,False,5,nan,400000.0,1303.0,nan,2,es,"REDPISO sells a large country house with a 14,000 m2 plot special for outdoor businesses such as horse riding, agricultural or livestock exploitation, multi-adventure, dog residence, etc. The farm is located in the middle of nature, completely fenced around its perimeter, with a large access door, it has a well for water and a generator for electricity, solar panels can be installed for self-consumption.It has very good access by local road and is located 1.5 kilometers from the town of Cobeña. The house is distributed over two floors, with an area of ​​160 square meters each, the street floor is intended for housing and has a living room with fireplace, separate kitchen, five bedrooms and two full bathrooms. The first floor under cover is diaphanous. The setting is idyllic, with privileged views, surrounded by all kinds of trees and areas for walking.It is an ideal place for relaxation and a quiet life, with all the services nearby and in the middle of beautiful landscapes.Ideal for a change of life and starting new projects, the farm offers many possibilities. Cobeña has very good communication with Madrid, it has several intercity bus lines.It is very close to the M-50, A-2, A-1, and only 30 minutes from Madrid by car.The municipality is very quiet and has all kinds of services, schools, health center, sports centers, shops, supermarkets, restaurants... DO NOT MISS THE OPPORTUNITY TO VISIT.",sale,Cobeña,False,https://www.idealista.com/inmueble/101669198/,-3.5047455,False,16,nan,nan,False,101669198,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,40.5677227,{'title': 'Detached house'},RP2662023115055,nan,renew,nan,Cobeña
False,chalet,False,False,279.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/a5/66/1186134638.jpg,False,False,7,nan,532200.0,1908.0,nan,3,es,"  In the quiet town of Cobeña, you will find this exceptional house for sale, which will undoubtedly become the home of your dreams. With 5 bedrooms, 3 bathrooms, a large living room and a large attic, this home has enough space to accommodate your family comfortably and allow you to enjoy a full life. With a useful area of 237 meters and a construction of 279 meters, this house has everything you need to live spaciously and comfortably. Built in 1993, the building has been carefully designed and is in perfect condition, guaranteeing the quality and general good condition of the property. One of the most notable aspects of this home is its basement, where the garage, boiler room, and 2 more rooms are located to use as you wish.   In addition, it has a large garden area, ideal for enjoying relaxing moments outdoors and organizing meetings with family and friends. A true luxury of this house is its private pool, where you can cool off on hot summer days and enjoy moments of leisure and fun with your loved ones. Without a doubt, a feature that makes the difference and turns this property into a true paradise. In addition, the house is located in a privileged location, with bus stops nearby that will facilitate your travel and allow you to reach your destination quickly and easily. If you are looking for a spacious home, well located and with all the comforts, you cannot miss the opportunity to visit this house in Cobeña. Its formal and elegant style will captivate you from the first moment, and its well-distributed spaces will make you feel that you have found your place in the world. The meters of the house are contrasted according to cadastre/registry. This announcement is not binding and may contain errors. It is shown for informational purposes and is not contractual. The sales prices do not include legal taxes or deed expenses.  .",sale,Cobeña,False,https://www.idealista.com/inmueble/103331616/,-3.5074881,False,82,nan,nan,False,103331616,Madrid,{'typology': 'chalet'},nan,False,40.5652279,{'title': 'House'},EG5902,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Cobeña
False,chalet,False,True,441.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/8f/d1/1197102557.jpg,False,True,6,nan,749990.0,1701.0,nan,7,es,"Welcome to your future home in Cobeña, where charm combines with functionality in this dream independent villa. This 441 square meter architectural gem stands majestically on a plot of more than 600 square meters. Imagine your days starting on the ground floor, where a spacious garage with capacity for 3 cars, a workshop and a living room with kitchen welcome you, harmoniously connecting with the lush garden. This space becomes the perfect setting for family gatherings and unforgettable moments. But the story doesn't end here, as floors one and two reveal an ingenious secret. Divided by three partitions, these two floors make up two independent homes. The magic touch? The opportunity to rent one of the homes to help with the mortgage, accommodate your parents or provide independence for your children. Both symmetrical and elegantly designed homes offer a cozy living room, a modern kitchen and a toilet on the ground floor, while on the upper floor, three bedrooms and two bathrooms guarantee comfort and privacy. The garden, your private oasis, is presented as a place of escape. Enjoy the serenity in the Chill out area, take a dip in the saltwater pool, explore the exquisite garden area or host outdoor gatherings in the barbecue area. This chalet is not just a house; It is the culmination of your dreams, a space where everyday life is transformed into an unforgettable narrative.",sale,Cobeña,False,https://www.idealista.com/inmueble/103686959/,-3.5106989,False,159,nan,nan,False,103686959,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,40.5631448,{'title': 'Detached house in Calle Conquistadores'},nan,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Conquistadores
False,flat,False,True,89.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/72/04/1174004748.jpg,False,False,3,True,338500.0,3803.0,nan,2,es,"Three-story residential complex, in a gated community with 136 homes with 2, 3 and 4 bedrooms, all of them with large outdoor terraces. Ground floor apartments with garden and duplex penthouses with terraces and views of the Madrid mountains. In this promotion, the magnificent common areas stand out, with community swimming pools, a community premises with a gastrotheque, an equipped gym and an outdoor children's area, large garden spaces among which a protected pine forest stands out, as well as an urban garden to enjoy with the little ones. In addition, the homes will have a garage and storage room. The northern area of Madrid Cobeña is a municipality that combines all the comforts, surrounded by nature and tranquility, which also has excellent communications. In a quiet and distinguished place in the northern area of Madrid, surrounded by green spaces and with all services. AEDAS Homes offers you new construction homes in Cobeña that adapt to your needs and tastes. You can choose options with 2, 3 and 4 bedrooms with terrace, garage and storage room, all with exceptional qualities. In addition, you will have the possibility of enjoying common areas with swimming pools, a playground, an urban garden, Citybox lockers, a gym and a gastrotheque/coworking, ideal for relaxing and sharing good times with your family and friends.   These new construction homes in Cobeña are very efficient thanks to their double A label and their insulation, air conditioning, energy and drainage systems. Several bus lines – 1 63 and the N103 – connect with the Plaza de Castilla y Barajas Intercambiador, as well as with the nearby municipalities of Paracuellos, Daganzo or Algete. By road, the M-100 will quickly connect you with the A1 and the M-108 with the A2. The M-103 and M-111 have immediate connection with the M-50 and the R-2, allowing you to join both in less than 5 minutes. The Plaza Norte shopping center and the Infanta Sofía Hospital will be an instant away from your home.",sale,Cobeña,False,https://www.idealista.com/obra-nueva/102983477/,-3.5021,True,8,bj,True,False,102983477,Madrid,{'typology': 'flat'},False,True,40.56294,{'title': 'Flat in Calle Ajalvir no number'},VT03-01 ,nan,newdevelopment,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Ajalvir no number
False,flat,False,True,93.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/0a/65/1174004745.jpg,False,False,3,True,317600.0,3415.0,nan,2,es,"Three-story residential complex, in a gated community with 136 homes with 2, 3 and 4 bedrooms, all of them with large outdoor terraces. Ground floor apartments with garden and duplex penthouses with terraces and views of the Madrid mountains. In this promotion, the magnificent common areas stand out, with community swimming pools, a community premises with a gastrotheque, an equipped gym and an outdoor children's area, large garden spaces among which a protected pine forest stands out, as well as an urban garden to enjoy with the little ones. In addition, the homes will have a garage and storage room. The northern area of Madrid Cobeña is a municipality that combines all the comforts, surrounded by nature and tranquility, which also has excellent communications. In a quiet and distinguished place in the northern area of Madrid, surrounded by green spaces and with all services. AEDAS Homes offers you new construction homes in Cobeña that adapt to your needs and tastes. You can choose options with 2, 3 and 4 bedrooms with terrace, garage and storage room, all with exceptional qualities. In addition, you will have the possibility of enjoying common areas with swimming pools, a playground, an urban garden, Citybox lockers, a gym and a gastrotheque/coworking, ideal for relaxing and sharing good times with your family and friends.   These new construction homes in Cobeña are very efficient thanks to their double A label and their insulation, air conditioning, energy and drainage systems. Several bus lines – 1 63 and the N103 – connect with the Plaza de Castilla y Barajas Intercambiador, as well as with the nearby municipalities of Paracuellos, Daganzo or Algete. By road, the M-100 will quickly connect you with the A1 and the M-108 with the A2. The M-103 and M-111 have immediate connection with the M-50 and the R-2, allowing you to join both in less than 5 minutes. The Plaza Norte shopping center and the Infanta Sofía Hospital will be an instant away from your home.",sale,Cobeña,False,https://www.idealista.com/obra-nueva/102983033/,-3.5021,True,8,1,True,False,102983033,Madrid,{'typology': 'flat'},False,True,40.56294,{'title': 'Flat in Calle Ajalvir no number'},V-8,nan,newdevelopment,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Ajalvir no number
False,duplex,False,True,137.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/56/e6/1174004746.jpg,False,False,4,True,445700.0,3253.0,nan,3,es,"Three-story residential complex, in a gated community with 136 homes with 2, 3 and 4 bedrooms, all of them with large outdoor terraces. Ground floor apartments with garden and duplex penthouses with terraces and views of the Madrid mountains. In this promotion, the magnificent common areas stand out, with community swimming pools, a community premises with a gastrotheque, an equipped gym and an outdoor children's area, large garden spaces among which a protected pine forest stands out, as well as an urban garden to enjoy with the little ones. In addition, the homes will have a garage and storage room. The northern area of Madrid Cobeña is a municipality that combines all the comforts, surrounded by nature and tranquility, which also has excellent communications. In a quiet and distinguished place in the northern area of Madrid, surrounded by green spaces and with all services. AEDAS Homes offers you new construction homes in Cobeña that adapt to your needs and tastes. You can choose options with 2, 3 and 4 bedrooms with terrace, garage and storage room, all with exceptional qualities. In addition, you will have the possibility of enjoying common areas with swimming pools, a playground, an urban garden, Citybox lockers, a gym and a gastrotheque/coworking, ideal for relaxing and sharing good times with your family and friends.   These new construction homes in Cobeña are very efficient thanks to their double A label and their insulation, air conditioning, energy and drainage systems. Several bus lines – 1 63 and the N103 – connect with the Plaza de Castilla y Barajas Intercambiador, as well as with the nearby municipalities of Paracuellos, Daganzo or Algete. By road, the M-100 will quickly connect you with the A1 and the M-108 with the A2. The M-103 and M-111 have immediate connection with the M-50 and the R-2, allowing you to join both in less than 5 minutes. The Plaza Norte shopping center and the Infanta Sofía Hospital will be an instant away from your home.",sale,Cobeña,False,https://www.idealista.com/obra-nueva/102983570/,-3.5021,True,8,2,True,False,102983570,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",False,True,40.56294,{'title': 'Duplex in Calle Ajalvir no number'},VT13,nan,newdevelopment,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Ajalvir no number
False,flat,False,True,112.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/72/04/1174004748.jpg,False,False,4,True,427500.0,3817.0,nan,3,es,"Three-story residential complex, in a gated community with 136 homes with 2, 3 and 4 bedrooms, all of them with large outdoor terraces. Ground floor apartments with garden and duplex penthouses with terraces and views of the Madrid mountains. In this promotion, the magnificent common areas stand out, with community swimming pools, a community premises with a gastrotheque, an equipped gym and an outdoor children's area, large garden spaces among which a protected pine forest stands out, as well as an urban garden to enjoy with the little ones. In addition, the homes will have a garage and storage room. The northern area of Madrid Cobeña is a municipality that combines all the comforts, surrounded by nature and tranquility, which also has excellent communications. In a quiet and distinguished place in the northern area of Madrid, surrounded by green spaces and with all services. AEDAS Homes offers you new construction homes in Cobeña that adapt to your needs and tastes. You can choose options with 2, 3 and 4 bedrooms with terrace, garage and storage room, all with exceptional qualities. In addition, you will have the possibility of enjoying common areas with swimming pools, a playground, an urban garden, Citybox lockers, a gym and a gastrotheque/coworking, ideal for relaxing and sharing good times with your family and friends.   These new construction homes in Cobeña are very efficient thanks to their double A label and their insulation, air conditioning, energy and drainage systems. Several bus lines – 1 63 and the N103 – connect with the Plaza de Castilla y Barajas Intercambiador, as well as with the nearby municipalities of Paracuellos, Daganzo or Algete. By road, the M-100 will quickly connect you with the A1 and the M-108 with the A2. The M-103 and M-111 have immediate connection with the M-50 and the R-2, allowing you to join both in less than 5 minutes. The Plaza Norte shopping center and the Infanta Sofía Hospital will be an instant away from your home.",sale,Cobeña,False,https://www.idealista.com/obra-nueva/102983254/,-3.5021,True,8,bj,True,False,102983254,Madrid,{'typology': 'flat'},False,True,40.56294,{'title': 'Flat in Calle Ajalvir no number'},VT01-06,nan,newdevelopment,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Ajalvir no number
False,duplex,False,True,106.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/46/66/1174004747.jpg,False,False,3,True,342800.0,3234.0,nan,3,es,"Three-story residential complex, in a gated community with 136 homes with 2, 3 and 4 bedrooms, all of them with large outdoor terraces. Ground floor apartments with garden and duplex penthouses with terraces and views of the Madrid mountains. In this promotion, the magnificent common areas stand out, with community swimming pools, a community premises with a gastrotheque, an equipped gym and an outdoor children's area, large garden spaces among which a protected pine forest stands out, as well as an urban garden to enjoy with the little ones. In addition, the homes will have a garage and storage room. The northern area of Madrid Cobeña is a municipality that combines all the comforts, surrounded by nature and tranquility, which also has excellent communications. In a quiet and distinguished place in the northern area of Madrid, surrounded by green spaces and with all services. AEDAS Homes offers you new construction homes in Cobeña that adapt to your needs and tastes. You can choose options with 2, 3 and 4 bedrooms with terrace, garage and storage room, all with exceptional qualities. In addition, you will have the possibility of enjoying common areas with swimming pools, a playground, an urban garden, Citybox lockers, a gym and a gastrotheque/coworking, ideal for relaxing and sharing good times with your family and friends.   These new construction homes in Cobeña are very efficient thanks to their double A label and their insulation, air conditioning, energy and drainage systems. Several bus lines – 1 63 and the N103 – connect with the Plaza de Castilla y Barajas Intercambiador, as well as with the nearby municipalities of Paracuellos, Daganzo or Algete. By road, the M-100 will quickly connect you with the A1 and the M-108 with the A2. The M-103 and M-111 have immediate connection with the M-50 and the R-2, allowing you to join both in less than 5 minutes. The Plaza Norte shopping center and the Infanta Sofía Hospital will be an instant away from your home.",sale,Cobeña,False,https://www.idealista.com/obra-nueva/102983453/,-3.5021,True,8,2,True,False,102983453,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",False,True,40.56294,{'title': 'Duplex in Calle Ajalvir no number'},VT16,nan,newdevelopment,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Ajalvir no number
False,flat,False,True,77.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/52/94/ef/1135984920.jpg,False,False,2,True,225741.0,2932.0,nan,2,es,"The Cobeña Sky development has 25 VPPL high-rise homes in a large gated community with a communal pool and garden areas where you can enjoy your leisure time. Cobeña Sky is located north of Madrid, just 20 km from the center in the municipality of Cobeña where you will find the perfect balance between tranquility and modernity. In its surroundings there is everything you need for day-to-day life such as a health center, educational centers, both public and private, supermarkets, local shops and catering establishments. Cobeña Sky has terraces of around 10 m2, this area being larger in penthouses and ground floors with gardens. The 2, 3 and 4-bedroom homes have been designed with attention to detail with high-quality finishes such as continuous wood imitation porcelain flooring in all rooms, smooth white interior carpentry, designer bathroom furniture and underfloor heating and cooling. * The prices expressed are approximate cost prices that include a contribution from each partner as share capital. The houses include 1 or 2 parking spaces and a storage room. Provision of housing for people with reduced mobility, complying with the Regulations of the Housing Council of the Community of Madrid.",sale,Cobeña,False,https://www.idealista.com/obra-nueva/101321115/,-3.5113472,True,17,2,True,False,101321115,Madrid,{'typology': 'flat'},False,True,40.5705947,"{'title': 'Flat in Calle Miguel Hernández, 85'}",P1-2D,nan,newdevelopment,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Calle Miguel Hernández, 85"
False,flat,False,True,114.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/e5/d5/1118144601.jpg,False,False,4,True,319590.0,2803.0,nan,2,es,"The Cobeña Sky development has 25 VPPL high-rise homes in a large gated community with a communal pool and garden areas where you can enjoy your leisure time. Cobeña Sky is located north of Madrid, just 20 km from the center in the municipality of Cobeña where you will find the perfect balance between tranquility and modernity. In its surroundings there is everything you need for day-to-day life such as a health center, educational centers, both public and private, supermarkets, local shops and catering establishments. Cobeña Sky has terraces of around 10 m2, this area being larger in penthouses and ground floors with gardens. The 2, 3 and 4-bedroom homes have been designed with attention to detail with high-quality finishes such as continuous wood imitation porcelain flooring in all rooms, smooth white interior carpentry, designer bathroom furniture and underfloor heating and cooling. * The prices expressed are approximate cost prices that include a contribution from each partner as share capital. The houses include 1 or 2 parking spaces and a storage room. Provision of housing for people with reduced mobility, complying with the Regulations of the Housing Council of the Community of Madrid.",sale,Cobeña,False,https://www.idealista.com/obra-nueva/101321149/,-3.5113472,True,17,1,True,False,101321149,Madrid,{'typology': 'flat'},False,True,40.5705947,"{'title': 'Flat in Calle Miguel Hernández, 85'}",P1-1C,nan,newdevelopment,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Calle Miguel Hernández, 85"
False,flat,False,True,99.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/22/21/1118144615.jpg,False,False,3,True,289240.0,2922.0,nan,2,es,"The Cobeña Sky development has 25 VPPL high-rise homes in a large gated community with a communal pool and garden areas where you can enjoy your leisure time. Cobeña Sky is located north of Madrid, just 20 km from the center in the municipality of Cobeña where you will find the perfect balance between tranquility and modernity. In its surroundings there is everything you need for day-to-day life such as a health center, educational centers, both public and private, supermarkets, local shops and catering establishments. Cobeña Sky has terraces of around 10 m2, this area being larger in penthouses and ground floors with gardens. The 2, 3 and 4-bedroom homes have been designed with attention to detail with high-quality finishes such as continuous wood imitation porcelain flooring in all rooms, smooth white interior carpentry, designer bathroom furniture and underfloor heating and cooling. * The prices expressed are approximate cost prices that include a contribution from each partner as share capital. The houses include 1 or 2 parking spaces and a storage room. Provision of housing for people with reduced mobility, complying with the Regulations of the Housing Council of the Community of Madrid.",sale,Cobeña,False,https://www.idealista.com/obra-nueva/101321141/,-3.5113472,True,17,1,True,False,101321141,Madrid,{'typology': 'flat'},False,True,40.5705947,"{'title': 'Flat in Calle Miguel Hernández, 85'}",P1-1B,nan,newdevelopment,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Calle Miguel Hernández, 85"
False,flat,False,True,718.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/72/86/1177702967.jpg,False,False,27,True,1536000.0,2139.0,nan,13,es,"DISCOVER THIS GREAT INVESTMENT OPPORTUNITY! We present to you an exceptional Aparthotel that represents a unique opportunity for investors in the real estate sector. Strategically located in an area of high demand, this establishment is a gem waiting to be discovered. The ground floor of this Aparthotel consists of a reception that welcomes guests and a large function room with two bathrooms, ideal for celebrating events. In addition, it has a tool room and a storage room to keep everything in order. However, the real potential is found on floor 1, which houses 13 apartments. Five of these apartments have been completely renovated, giving them a fresh, modern appeal. Of these, three are 3-bedroom apartments, 8 are 2-bedroom apartments and 2 are 1-bedroom apartments. All apartments are equipped with fully equipped kitchens and complete bathrooms. Additionally, floor 1 features outdoor common areas including a convenient barbecue area, adding additional appeal for guests. This Aparthotel offers investors an exceptional gross return of 9%, making it a highly lucrative asset. The opportunity to rent these apartments on platforms such as Airbnb represents solid and sustainable income potential in a constantly growing market. The aparthotel's strategic location makes it a magnet for tourists and business travelers all year round, guaranteeing high occupancy levels. This is your opportunity to acquire a real estate asset that combines investment potential with the comfort of a strategic location. Don't miss the opportunity to capitalize on this first-class real estate investment. Contact us now and start writing your success story in the world of investment!",sale,Cobeña,False,https://www.idealista.com/inmueble/103084279/,-3.5015851,False,99,1,False,False,103084279,Madrid,{'typology': 'flat'},nan,False,40.5684298,{'title': 'Flat in Carretera alcala torrelaguna'},nan,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Carretera alcala torrelaguna
False,chalet,False,True,336.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/49/75/1188107144.jpg,False,True,3,nan,647000.0,1926.0,nan,2,es,"BEING ABLE TO LIVE IN A TOWN WITHOUT GIVING UP THE CITY Semi-detached with quality finishes. It is worth highlighting its large kitchen, its spacious living room and the spacious double suite with its impressive bathroom. Your home is waiting for you. SAFTI sells this magnificent semi-detached house in one of the best urbanizations in Cobeña. The three-story home has spaces to combine family and professional life. Its location will allow you to have all the comforts at hand. The front garden leads us to the side entrance through a corridor with different species of trees. On the main floor we find a three-room living room with access to a terrace and a spectacular high-end kitchen. In addition, on this same floor we find two bedrooms, a bathroom with shower, built-in wardrobes, a dressing room and an ironing/laundry room. The upper floor is dedicated entirely to the impressive suite with dressing room and large bathroom with shower + bathtub. The lower floor has more built-in wardrobes, a garage for several cars and enough surface area to create a play area and a professional space. Imagine living in Cobeña that allows you to enjoy the tranquility of a town without giving up the city. The town has all the necessary services (Schools, Supermarkets, etc. ). You can be in San Sebastián de los Reyes in 10 minutes. , at the airport in 15 min. and entering Madrid in 20 min. (accesses A-1, A-2 and M-50). In addition to public transport to Plaza Castilla, Barajas and Alcalá de Henares. CALL YOUR SAFTI ADVISOR TO SCHEDULE A VISIT!",sale,Cobeña,False,https://www.idealista.com/inmueble/103112780/,-3.4997559,False,49,nan,nan,False,103112780,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,False,40.5658841,{'title': 'Semi-detached house'},REF_22387,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Cobeña
False,chalet,False,False,312.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/e9/34/1124036348.jpg,False,False,5,nan,589000.0,1888.0,nan,5,es,"VISTA HOMES - ""Amazing houses for amazing people"" At VISTAHOMES. EN we have homes for private sale not published on Idealista. CONNECT TO THE WEB! Great CORNER SEMI-DETACHED HOUSE in PILOTS AREA. Due to its location it is very close to all the necessary services for day to day, a few minutes from supermarkets, pharmacy, shops.. . It has 312 m² built divided into four floors: LOW LEVEL. Spacious living room with terrace endowed with lots of light thanks to its large windows. Kitchen fully furnished and equipped with appliances. courtesy toilet FIRST FLOOR. Three bedrooms (previously four). The master bedroom has an en-suite bathroom and a large dressing room with a work area that was originally intended for the fourth bedroom. , Then two bedrooms that share another full bathroom. All bedrooms have fitted wardrobes. SECOND FLOOR. Wonderful attic of approximately 47 m² equipped with velux roof and front window. Cleanliness. BASEMENT. Private garage. Large storage room and pantry area. Wash zone. Service bedroom and full bathroom. Individual heating by natural gas and air conditioning. Floors of platform. Cobeña has four bus lines, connecting three of them with the capital Madrid (2 at the Plaza de Castilla interchange and another at Barajas station). It has a public nursery, a bilingual public school for infant, primary and secondary education and a bilingual concerted school, in addition to all the necessary services for day-to-day life.",sale,Cobeña,False,https://www.idealista.com/inmueble/101379442/,-3.5018375,False,57,nan,nan,False,101379442,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,False,40.5681134,{'title': 'Semi-detached house in Calle Dalia'},VIS-275,nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Dalia
