labels,topPlus,suggestedTexts,province,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,highlight,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,newDevelopmentFinished,price,floor,operation,url,exterior,description,parkingSpace,has360,latitude,hasStaging,bathrooms
nan,False,"{'title': 'Flat in Calle Jarales, 1'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fc/01/8f/1169951245.jpg,79.0,2013.0,False,11,True,Campo Real,es,True,-3.3779398,{'typology': 'flat'},nan,True,True,flat,2,False,"Calle Jarales, 1",103061336,2ºE,False,159000.0,2,sale,https://www.idealista.com/obra-nueva/103061336/,True,"AC HOME presents a fantastic new construction housing development ""ARENAL 2"" just 30 minutes from Madrid Capital. Private residential complex with top quality facilities that offers 24 exclusive homes with 1,2 and 3 bedrooms, all with Garage and Storage Room included in the price. Homes cared for in detail that incorporate the best qualities: PVC exterior carpentry with thermal bridge breakage with tilt-and-turn opening and double ""Climalit"" glass, Armored entrance door, built-in wardrobes in all bedrooms, kitchens furnished and equipped with oven, hob and extractor hood, Pre-installation for charging electric cars in garages. Comfortable and highly energy efficient interiors, individual gas heating and pre-installation of air conditioning in the living room and master bedroom. An urbanization equipped with complete common areas: children's area for the little ones and swimming pool. Campo Real is perfectly connected by several bus lines (313, 320 and 321), and access by road from the A-3 and R-3. At AC HOME, we are at your disposal to help you in the purchase of your home, we have our own financial department.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3402637,False,1
nan,False,"{'title': 'Flat in Calle Jarales, 1'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a2/eb/8e/1169951261.jpg,78.0,1603.0,False,11,True,Campo Real,es,True,-3.3779398,{'typology': 'flat'},nan,True,True,flat,1,False,"Calle Jarales, 1",102865465,1ºC,False,125000.0,1,sale,https://www.idealista.com/obra-nueva/102865465/,True,"AC HOME presents a fantastic new construction housing development ""ARENAL 2"" just 30 minutes from Madrid Capital. Private residential complex with top quality facilities that offers 24 exclusive homes with 1,2 and 3 bedrooms, all with Garage and Storage Room included in the price. Homes cared for in detail that incorporate the best qualities: PVC exterior carpentry with thermal bridge breakage with tilt-and-turn opening and double ""Climalit"" glass, Armored entrance door, built-in wardrobes in all bedrooms, kitchens furnished and equipped with oven, hob and extractor hood, Pre-installation for charging electric cars in garages. Comfortable and highly energy efficient interiors, individual gas heating and pre-installation of air conditioning in the living room and master bedroom. An urbanization equipped with complete common areas: children's area for the little ones and swimming pool. Campo Real is perfectly connected by several bus lines (313, 320 and 321), and access by road from the A-3 and R-3. At AC HOME, we are at your disposal to help you in the purchase of your home, we have our own financial department.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3402637,False,1
nan,False,"{'title': 'Flat in Calle Jarales, 1'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fc/01/8f/1169951245.jpg,75.0,1867.0,False,11,True,Campo Real,es,True,-3.3779398,{'typology': 'flat'},nan,True,True,flat,2,False,"Calle Jarales, 1",102865430,BºE,False,140000.0,bj,sale,https://www.idealista.com/obra-nueva/102865430/,True,"AC HOME presents a fantastic new construction housing development ""ARENAL 2"" just 30 minutes from Madrid Capital. Private residential complex with top quality facilities that offers 24 exclusive homes with 1,2 and 3 bedrooms, all with Garage and Storage Room included in the price. Homes cared for in detail that incorporate the best qualities: PVC exterior carpentry with thermal bridge breakage with tilt-and-turn opening and double ""Climalit"" glass, Armored entrance door, built-in wardrobes in all bedrooms, kitchens furnished and equipped with oven, hob and extractor hood, Pre-installation for charging electric cars in garages. Comfortable and highly energy efficient interiors, individual gas heating and pre-installation of air conditioning in the living room and master bedroom. An urbanization equipped with complete common areas: children's area for the little ones and swimming pool. Campo Real is perfectly connected by several bus lines (313, 320 and 321), and access by road from the A-3 and R-3. At AC HOME, we are at your disposal to help you in the purchase of your home, we have our own financial department.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3402637,False,1
nan,False,"{'title': 'Flat in Calle Jarales, 1'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/61/e9/59/1169951244.jpg,71.0,2113.0,False,11,True,Campo Real,es,True,-3.3779398,{'typology': 'flat'},nan,True,True,flat,2,False,"Calle Jarales, 1",102865517,2ºD,False,150000.0,2,sale,https://www.idealista.com/obra-nueva/102865517/,True,"AC HOME presents a fantastic new construction housing development ""ARENAL 2"" just 30 minutes from Madrid Capital. Private residential complex with top quality facilities that offers 24 exclusive homes with 1,2 and 3 bedrooms, all with Garage and Storage Room included in the price. Homes cared for in detail that incorporate the best qualities: PVC exterior carpentry with thermal bridge breakage with tilt-and-turn opening and double ""Climalit"" glass, Armored entrance door, built-in wardrobes in all bedrooms, kitchens furnished and equipped with oven, hob and extractor hood, Pre-installation for charging electric cars in garages. Comfortable and highly energy efficient interiors, individual gas heating and pre-installation of air conditioning in the living room and master bedroom. An urbanization equipped with complete common areas: children's area for the little ones and swimming pool. Campo Real is perfectly connected by several bus lines (313, 320 and 321), and access by road from the A-3 and R-3. At AC HOME, we are at your disposal to help you in the purchase of your home, we have our own financial department.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3402637,False,1
nan,False,"{'title': 'Flat in Calle Jarales, 1'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3b/d8/75/1169951258.jpg,109.0,1606.0,False,11,True,Campo Real,es,True,-3.3779398,{'typology': 'flat'},nan,True,True,flat,3,False,"Calle Jarales, 1",102865490,1ºG,False,175000.0,1,sale,https://www.idealista.com/obra-nueva/102865490/,True,"AC HOME presents a fantastic new construction housing development ""ARENAL 2"" just 30 minutes from Madrid Capital. Private residential complex with top quality facilities that offers 24 exclusive homes with 1,2 and 3 bedrooms, all with Garage and Storage Room included in the price. Homes cared for in detail that incorporate the best qualities: PVC exterior carpentry with thermal bridge breakage with tilt-and-turn opening and double ""Climalit"" glass, Armored entrance door, built-in wardrobes in all bedrooms, kitchens furnished and equipped with oven, hob and extractor hood, Pre-installation for charging electric cars in garages. Comfortable and highly energy efficient interiors, individual gas heating and pre-installation of air conditioning in the living room and master bedroom. An urbanization equipped with complete common areas: children's area for the little ones and swimming pool. Campo Real is perfectly connected by several bus lines (313, 320 and 321), and access by road from the A-3 and R-3. At AC HOME, we are at your disposal to help you in the purchase of your home, we have our own financial department.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3402637,False,2
nan,False,"{'title': 'Flat in Calle Jarales, 1'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/61/e9/59/1169951244.jpg,109.0,1468.0,False,11,True,Campo Real,es,True,-3.3779398,{'typology': 'flat'},nan,True,True,flat,2,False,"Calle Jarales, 1",102865439,BºG,False,160000.0,bj,sale,https://www.idealista.com/obra-nueva/102865439/,True,"AC HOME presents a fantastic new construction housing development ""ARENAL 2"" just 30 minutes from Madrid Capital. Private residential complex with top quality facilities that offers 24 exclusive homes with 1,2 and 3 bedrooms, all with Garage and Storage Room included in the price. Homes cared for in detail that incorporate the best qualities: PVC exterior carpentry with thermal bridge breakage with tilt-and-turn opening and double ""Climalit"" glass, Armored entrance door, built-in wardrobes in all bedrooms, kitchens furnished and equipped with oven, hob and extractor hood, Pre-installation for charging electric cars in garages. Comfortable and highly energy efficient interiors, individual gas heating and pre-installation of air conditioning in the living room and master bedroom. An urbanization equipped with complete common areas: children's area for the little ones and swimming pool. Campo Real is perfectly connected by several bus lines (313, 320 and 321), and access by road from the A-3 and R-3. At AC HOME, we are at your disposal to help you in the purchase of your home, we have our own financial department.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3402637,False,1
nan,False,"{'title': 'Flat in Calle Jarales, 1'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/e9/5c/1169951190.jpg,79.0,1962.0,False,11,True,Campo Real,es,True,-3.3779398,{'typology': 'flat'},nan,True,True,flat,2,False,"Calle Jarales, 1",102865444,1ºE,False,155000.0,1,sale,https://www.idealista.com/obra-nueva/102865444/,True,"AC HOME presents a fantastic new construction housing development ""ARENAL 2"" just 30 minutes from Madrid Capital. Private residential complex with top quality facilities that offers 24 exclusive homes with 1,2 and 3 bedrooms, all with Garage and Storage Room included in the price. Homes cared for in detail that incorporate the best qualities: PVC exterior carpentry with thermal bridge breakage with tilt-and-turn opening and double ""Climalit"" glass, Armored entrance door, built-in wardrobes in all bedrooms, kitchens furnished and equipped with oven, hob and extractor hood, Pre-installation for charging electric cars in garages. Comfortable and highly energy efficient interiors, individual gas heating and pre-installation of air conditioning in the living room and master bedroom. An urbanization equipped with complete common areas: children's area for the little ones and swimming pool. Campo Real is perfectly connected by several bus lines (313, 320 and 321), and access by road from the A-3 and R-3. At AC HOME, we are at your disposal to help you in the purchase of your home, we have our own financial department.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3402637,False,1
nan,False,"{'title': 'Flat in Calle Jarales, 1'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/9f/84/1169951260.jpg,76.0,1645.0,False,11,True,Campo Real,es,True,-3.3779398,{'typology': 'flat'},nan,True,True,flat,1,False,"Calle Jarales, 1",102865478,2ºC,False,125000.0,2,sale,https://www.idealista.com/obra-nueva/102865478/,True,"AC HOME presents a fantastic new construction housing development ""ARENAL 2"" just 30 minutes from Madrid Capital. Private residential complex with top quality facilities that offers 24 exclusive homes with 1,2 and 3 bedrooms, all with Garage and Storage Room included in the price. Homes cared for in detail that incorporate the best qualities: PVC exterior carpentry with thermal bridge breakage with tilt-and-turn opening and double ""Climalit"" glass, Armored entrance door, built-in wardrobes in all bedrooms, kitchens furnished and equipped with oven, hob and extractor hood, Pre-installation for charging electric cars in garages. Comfortable and highly energy efficient interiors, individual gas heating and pre-installation of air conditioning in the living room and master bedroom. An urbanization equipped with complete common areas: children's area for the little ones and swimming pool. Campo Real is perfectly connected by several bus lines (313, 320 and 321), and access by road from the A-3 and R-3. At AC HOME, we are at your disposal to help you in the purchase of your home, we have our own financial department.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3402637,False,1
nan,False,"{'title': 'Flat in Calle Jarales, 1'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/b3/86/1169951262.jpg,52.0,2442.0,False,11,True,Campo Real,es,True,-3.3779398,{'typology': 'flat'},nan,True,True,flat,1,False,"Calle Jarales, 1",102865472,2ºA,False,127000.0,2,sale,https://www.idealista.com/obra-nueva/102865472/,True,"AC HOME presents a fantastic new construction housing development ""ARENAL 2"" just 30 minutes from Madrid Capital. Private residential complex with top quality facilities that offers 24 exclusive homes with 1,2 and 3 bedrooms, all with Garage and Storage Room included in the price. Homes cared for in detail that incorporate the best qualities: PVC exterior carpentry with thermal bridge breakage with tilt-and-turn opening and double ""Climalit"" glass, Armored entrance door, built-in wardrobes in all bedrooms, kitchens furnished and equipped with oven, hob and extractor hood, Pre-installation for charging electric cars in garages. Comfortable and highly energy efficient interiors, individual gas heating and pre-installation of air conditioning in the living room and master bedroom. An urbanization equipped with complete common areas: children's area for the little ones and swimming pool. Campo Real is perfectly connected by several bus lines (313, 320 and 321), and access by road from the A-3 and R-3. At AC HOME, we are at your disposal to help you in the purchase of your home, we have our own financial department.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3402637,False,1
nan,False,{'title': 'Terraced house in Calle de los Rosales'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/f6/13/1197903805.jpg,154.0,1779.0,False,31,False,Campo Real,es,nan,-3.3792423,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,False,False,chalet,3,False,Calle de los Rosales,103713034,CHA0224,nan,274000.0,nan,sale,https://www.idealista.com/inmueble/103713034/,nan,"INMOBILIARIA TAGONIA, sells beautiful semi-detached house in Campo Real. It is distributed in 3 bedrooms (one on the ground floor), 2 bathrooms, living room, separate kitchen, large halls and 50-meter attic, as well as a 40-meter entrance patio with garage and 60-meter rear garden, and a 25 meter terrace in the master bedroom. The garden connects with the common areas of the urbanization with swimming pools and a children's area in 1600 meters. The chalet has numerous improvements such as; Bars throughout the house, air conditioning in the living room with 2 years and in the attic with 1 year since its installation, screen in the bathroom on the lower floor, Junker city gas boiler recently changed, (3 months), new hob and oven (1 year), the garden has artificial grass and pergola gazebo, as well as the garage part is covered. It has public transport buses, 30 minutes from Madrid and a metro station 10 minutes away (Arganda del Rey) and the R·3 that connects Madrid in 15 minutes. Schools, supermarkets, very quiet closed street with no traffic. [IW].","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3436844,False,1
