bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,neighborhood,topPlus,highlight
5,Madrid,1000.0,True,False,"{'subtitle': 'El Gasco, Torrelodones', 'title': 'Eural manor'}",True,8,True,nan,True,34,S7,es,nan,90719112,3500000.0,40.5632399,False,nan,sale,"[{'name': 'luxuryType', 'text': 'Luxury'}]","Fairytale estate nestled on the edge of Guadarrama National Park.  Luxury country living a stone’s throw from the capital. This fairytale estate located in the Sierra de Madrid is a rare find: a secluded oasis located on the edge of the Sierra del Guadarrama national park, yet just 30 km from Madrid and those tantalising city lights. Sheltered behind traditional granite walls, the estate boasts not one but two houses, plus outbuildings and comprises a total land area of 12.8Ha. The main house extends to 360 m2 of accommodation all of which is set over one level, including a private chapel. It is well situated within the estate, with two access roads from the north and south and sweeping views from its ample terracing.  Arranged around an internal courtyard adorned with topiary, the rooms are thoughtfully grouped by aspect to make the most of the natural light. The building is set within a delightful split-level walled garden with a secluded swimming pool.  Close by is a 60 m2 pavilion with changing rooms, kitchen for outdoor entertaining and a sunny veranda — cocktails at sundown? Staff accommodation (120 m2), a handy storage room and garage (100 m2) can also be found here. The second house comprises 300 m2 and is ideal for independent-minded guests and boasts its own separate garden. If you can bring yourself to leave this fairytale estate, there are a wide range of attractions just a short drive away, including El Escorial, the La Granja royal palace, the storied city of Segovia and the spectacular Guadarrama National Park.  Despite its picturesque setting the property benefits from easy access to the motorway and a suburban train station just five minutes away.",False,"{'typology': 'countryHouse', 'subTypology': 'caseron'}",good,3500.0,https://www.idealista.com/inmueble/90719112/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/10/4b/796884892.jpg,El Gasco,False,-3.94395,El Gasco,Torrelodones,nan,countryHouse,nan,False,nan
4,Madrid,347.0,True,False,"{'subtitle': 'El Gasco, Torrelodones', 'title': 'Detached house'}",True,5,True,nan,False,47,22,es,nan,100422987,850000.0,40.5680255,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Engel&Völkers presents this opportunity for a 347m2 family home on a 2,200m2 plot in a very quiet environment surrounded by nature located in a residential area close to the urban center. We highlight the distribution of the property, since it has five bedrooms with three bathrooms en suite plus a fourth independent bathroom and all on the main floor; On this floor we have an independent kitchen and a living-dining room with two rooms with morning light. We have a front porch to enjoy in summer facing east and the pool area with changing rooms and barbecue facing west that borders a protected Natural Park. It has a well to irrigate the plot, a garden with a pine forest and building possibilities. The house also has a parking area and a closed garage for two vehicles. The property, completely renovated in 2010, is ready to move into, in perfect condition. It is located in El Gasco, a very quiet residential area, close to the urban center and five minutes from the Torrelodones train station.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2450.0,https://www.idealista.com/inmueble/100422987/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/81/30/1085220975.jpg,El Gasco,False,-3.9502114,El Gasco,Torrelodones,nan,chalet,nan,False,nan
5,Madrid,485.0,True,False,"{'subtitle': 'Las Marías, Torrelodones', 'title': 'Detached house in Paseo de Emilia Alarcos'}",True,6,False,nan,True,36,1301,es,nan,100708373,1050000.0,40.5749211,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","In the Torrealta urbanization, the gated community with the most intense security in Torrelodones. Unique independent villa, on a large plot of 2,200 m2 located in an area of total privacy. Elegant villa, traditional in style, with a useful area of 410 m2 (485 according to cadastre). It is distributed over 2 floors. On the ground floor there is a large hall from which you access the living room of about 50 m2 with fireplace and access to a 40 m2 glazed porch, an extension of the living room in winter. There is also a 30 m2 kitchen with a pantry and laundry area. In this area is the service bedroom and full bathroom and 1 storage room. On this floor there is also a room that is a living room or office, possible sixth bedroom and 1 toilet. On the mezzanine floor there is an office and on the upper floor there are 4 bedrooms, 2 en suite with bathroom and walk-in closet and 1 also with a terrace. And 2 more bedrooms and 2 bathrooms. Nice views from the bedrooms. The plot has room for 6 cars, 2 covered. Rustic garden, with heated and covered pool. Gated community with 24-hour security. Common areas with gardens, swimming pool and children's area. Close to the bus to Madrid and Renfe de Torrelodones. Close to schools and commercial areas of the Colony.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2165.0,https://www.idealista.com/inmueble/100708373/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/10/0c/1100419186.jpg,Paseo de Emilia Alarcos,False,-3.9417905,Las Marías,Torrelodones,nan,chalet,nan,False,{'groupDescription': 'Highlight'}
2,Madrid,166.0,True,False,"{'subtitle': 'Colonia, Torrelodones', 'title': 'Detached house in Calle Javier García de Leániz, 9'}",False,3,True,nan,False,30,EAV107 TORRELODONES,es,nan,103306783,875000.0,40.5768344,True,nan,sale,nan,"Title: One-Story House or Detached Villa for sale in Torrelodones Colonia, Javier García de Leániz street. Gaboc Servicios Integrales offers you this exceptional independent one-story villa in Madrid, Torrelodones Colonia, with more than 100 years of history. Located in one of the quietest streets and away from the hustle and bustle of the Colony, this unique property combines the elegance of the past with modern comfort. The house has a large living room with high ceilings, three double bedrooms, two bathrooms and a kitchen. This home was completely renovated in 2017 with a fluid and generous distribution of all rooms, designed to take advantage of natural light at any time of day in all seasons. Summary of Qualities: smooth paint in all rooms, double glazed windows, individual natural gas heating, new boiler from 2017 The house has a large Private Garden that surrounds the entire property, as well as a garage-storage room of about 30 m2. Strategic Location: Just 5 minutes from the train station and the bus stop that will take you to the center of Madrid in just 20 minutes. This direct connection with the capital gives you the opportunity to enjoy the city without giving up the serenity of Torrelodones. Nearby Amenities: Located next to the best schools in the area, restaurants, supermarkets and parks. Prior appointment made by phone or email.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,5271.0,https://www.idealista.com/inmueble/103306783/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cb/34/62/1185252781.jpg,"Calle Javier García de Leániz, 9",False,-3.9539109,Colonia,Torrelodones,nan,chalet,nan,False,nan
4,Madrid,332.0,True,False,"{'subtitle': 'Las Marías, Torrelodones', 'title': 'Semi-detached house in Vereda Cortijo no number'}",True,5,True,nan,True,90,V-1719,es,nan,102502854,1150000.0,40.5748197,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"In one of the best urbanizations in Torrelodones and with more security, we present this spectacular and exclusive semi-detached house in Torre Alta (Las Marías), with an area of 332m2 on a solar area of 661m2, distributed over 2 comfortable floors with excellent qualities and multiple reforms. The main floor consists of a large hall-hall, a guest room with multiple functions with a bathroom and a built-in wardrobe. The living room is the jewel of this property, with a spectacular pristine design, dining room, built-in bookcases and direct access to the covered porch and garden. Spectacular large newly renovated kitchen with office and laundry room with direct access to the garden. Garage with automated door for one car. The upper floor is wonderful, we access it by a beautiful walnut floor staircase and we find a hall that gives us access to four bedrooms, these are spectacular with a large size, built-in wardrobes dressed and lined with lighting, two of them. They have a full bathroom en suite and a terrace with views of the garden. Possibility of being able to open and carry out work to incorporate an additional room of approximately 50m2. The house incorporates a brand new sauna on this floor. The garden of this property is magical and irresistible, with incredible well-kept green areas, chill-out, covered porch and automatic irrigation. Qualities to highlight: Double glass carpentry with thermal and acoustic insulation with electric self-locking security blinds, smooth walls, marble and walnut wood floors, renovated bathrooms with the highest quality, heating and domestic hot water using natural gas, air conditioned. The urbanization has an intense 24-hour security system with perimeter cameras, access control, barriers, two swimming pools for adults and children, a celebration area, consolidated green areas and direct access to the mountains. Public transport services at the entrance of the urbanization, paddle tennis, soccer, tennis court, beautiful corners, privileged surroundings and direct access to the A6, schools.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,3464.0,https://www.idealista.com/inmueble/102502854/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/e4/6d/1157792593.jpg,Vereda Cortijo no number,False,-3.9416151,Las Marías,Torrelodones,nan,chalet,nan,False,nan
1,Madrid,55.0,True,False,"{'subtitle': 'Casco Antiguo, Torrelodones', 'title': 'Flat in Calle Real'}",True,2,True,True,False,41,PISO INVERSION TORRELODONES,es,False,95754857,215000.0,40.5762965,False,nan,sale,nan,"** ^^ INVESTMENT OPPORTUNITY ^^ ** WITH VIRTUAL REALITY ** ^^ IN PROFITABILITY **. Fantastic two-bedroom apartment in the center of Torrelodones, located on Calle Real but with entrance on Calle de las Eras, a quieter street without so much noise. The house is currently rented for a value of € 700 / month, with solvent and trustworthy tenants for the owners, hence the price, once the contract is resolved (less than a year) the house could be for about € 800 per month, since it would be the cheapest apartment in Torrelodones with 2 bedrooms. Another positive point regarding the investment is that community expenses are practically nil as there are no large common areas. The option to deliver without a tenant within a period of 2 months from the reservation of the apartment will be valued. The house consists of 2 bedrooms, large living room, equipped kitchen, bathroom with shower and access terrace to hang clothes. All rooms have new PVC windows. The house has been recently renovated, with a new bathroom, wooden floors, smooth walls, PVC windows and an equipped kitchen. Since the property is rented, the availability of visits is very limited, for this we have 3D virtual reality and a video showing the house. For more information, do not hesitate to contact us, without a doubt the best price / profitability opportunity in the area.",False,{'typology': 'flat'},good,3909.0,https://www.idealista.com/inmueble/95754857/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/97/61/d2/927674455.jpg,Calle REAL,False,-3.9295442,Casco Antiguo,Torrelodones,1,flat,nan,False,nan
4,Madrid,321.0,True,False,"{'subtitle': 'El Monte, Torrelodones', 'title': 'Semi-detached house in Alto Monte'}",False,4,True,nan,False,32,nan,es,nan,103366236,570000.0,40.5794076,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'bright', 'text': 'Bright'}]","HOGARES TORRELODONES - SELL Magnificent semi-detached house in a privileged area of the municipality of Torrelodones, for being surrounded by nature. The house, with GREAT BRIGHTNESS in each room, has 321m2 built divided into four floors: On the MAIN floor: We have a kitchen, toilet, a large living room, it has a fireplace with a newly installed cassette, access to a wonderful terrace and patio. On the MAIN floor: There are three bedrooms, the main one with an en-suite bathroom, the other two share a very large bathroom with a bathtub. On the GROUND floor: We discover a large room, choco style, with access to the outside area and a service room with an en-suite bathroom and ATTIC floor: Completely open plan and views. GARDEN: It has privileged views, barbecue area, swimming pool and a covered area to enjoy all year round. It has a currently raw room, which has space for a complete apartment. At the entrance we have a garage for two cars. The 498 m2 plot with several rooms. In terms of communication, from this urbanization you have direct access to the main road, A-6, and the town of Torrelodones, where you can go about your daily life. A few minutes by car from shops, restaurants, hospitals, schools and the bus stop 500m away. If you are looking for a COMFORTABLE home, and in a quiet area, do not hesitate to come visit it and ASK FOR MORE INFORMATION! ''100% FINANCING''. Consult conditions without obligation.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1776.0,https://www.idealista.com/inmueble/103366236/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/4f/7f/1187336746.jpg,Alto Monte,False,-3.8878033,Los Peñascales,Torrelodones,nan,chalet,El Monte,False,{'groupDescription': 'Highlight'}
2,Madrid,135.0,True,False,"{'subtitle': 'Colonia, Torrelodones', 'title': 'Flat in Calle Doctor Mingo Alsina, 10'}",False,3,True,True,False,62,LAU 00004,es,False,103142105,349999.0,40.573627,True,nan,sale,nan,"SWEET HOMES REAL ESTATE. Great opportunity! A completely renovated apartment for sale in the Colonia area, near Torrelodones. This bright property has 3 bedrooms, 2 full bathrooms, a spacious and bright living room and a terrace perfect for enjoying the outdoors. In addition, it has electric heating, air conditioning with heat and cold pump, porcelain floors and double glazed windows with thermal and acoustic insulation. The kitchen is equipped with appliances and has a dining area. The bedrooms are double and have built-in wardrobes, while the master bedroom is a suite with a bathroom. The bathrooms are complete and have shower trays and glass screens. In addition, the apartment has a closed terrace with glass. It is located on the first floor, with the height of a second floor, without an elevator. The property is ready to move into and has a constructed area of 135 m² and useful areas of 122 m². It faces south and has air conditioning. Don't miss this opportunity to have your new home!",False,{'typology': 'flat'},good,2593.0,https://www.idealista.com/inmueble/103142105/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/2e/7b/1179641273.jpg,"Calle Doctor Mingo Alsina, 10",False,-3.9550844,Colonia,Torrelodones,1,flat,nan,False,nan
3,Madrid,253.0,True,False,"{'subtitle': 'El Gasco, Torrelodones', 'title': 'Estate'}",True,4,False,nan,False,25,1238,es,nan,92795052,1300000.0,40.557024,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Rustic house segregated from Finca El Enebrillo with 4.5 hectares of land.Most of the land is located outside the Regional Park. The house is made up of a consolidated construction corresponding to a single-family home developed in the 70s and located on a fenced plot with its own garden. It is distributed on a ground floor located on a platform slightly elevated from the land, which generates a façade to the west that allows access to a basement floor intended to house the services of the home and the garage. On the ground floor is the main access porch to the hall of the house, from which you can access the three different areas of the house.In the first there is a large living room in the shape of an ""ele"" and from which you can access the terrace and porches located at the east and midday, with magnificent views of the Madrid mountains.The second area of the house corresponds to the rest area, which includes the master bedroom, two double bedrooms, two bathrooms and a dressing room, all of them exterior and with built-in wardrobes.The third access area from the hall corresponds to the service area and consists of a kitchen and office with access to the dining room, a bedroom and bathroom for service personnel, closets, pantries and a staircase leading to the basement rooms.All parts of the house are exterior.A large terrace located on the platform develops around the ground floor in its north, west and south orientations. Under the large elevated terrace of the land, the basement is located, differentiated into two areas.The first with access from the west façade houses a garage along with a service bedroom and bathroom.The second area, which is accessed exclusively from a staircase located next to the kitchen on the ground floor, contains the facilities, cellar and pantries. Thus, the home is developed on the ground floor on a constructed area of 255 m2 – TWO HUNDRED AND FIFTY-FIVE square meters and on the basement floor on another 260 m2 – TWO HUNDRED AND SIXTY square meters.The ground floor porches occupy an area of 50 m2 and the ground floor terrace occupies an area of 200 m2. A mountain garden surrounds the House with a large number of trees that create pleasant shaded corners. This unprotected strip of land is classified according to the current Land Law as non-sectorized developable land.It is validated by a report from the Autonomous Community of Madrid (CAM) on the limit of the Natural Park of the Middle Course of the Guadarrama River and the farm, from.",False,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",renew,5138.0,https://www.idealista.com/inmueble/92795052/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/b0/c3/1016208901.jpg,El Gasco,False,-3.937525,El Gasco,Torrelodones,nan,countryHouse,nan,False,nan
4,Madrid,251.0,True,False,"{'subtitle': 'Casco Antiguo, Torrelodones', 'title': 'Semi-detached house in Calle José María Moreno no number'}",True,5,True,nan,True,77,V-1715,es,nan,102502384,789000.0,40.5783498,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"In the center of the Old Town of Torrelodones, we present this beautiful semi-detached house with a very special architecture, with an area of 251m2 on a solar area of 303m2, distributed over 3 comfortable floors. The main floor consists of a hall-hall, a spectacular double-height living-dining room with beautiful stained glass windows and direct access to the garden, a room on the ground floor with different uses such as bedroom, office, living room, etc. , large kitchen with office and a guest toilet. We access the first floor via a beautiful oak floor staircase, where we find a very peculiar hallway and 4 large bedrooms with views of the garden, built-in wardrobes in each of them, a full bathroom and the master suite with a dressing room and built-in bathroom. The basement consists of a large winter living room with a wood-burning fireplace, a dining room, a bedroom and a complete bathroom with a shower, pantry and a garage for 2 cars. The garden area and its green areas are a wonder and a privilege due to the location of the house in the center of the town, with a magical gazebo, barbecue, direct access to the community pool, terrace and storage room. Heating and domestic hot water using Natural Gas, parquet, clay and ceramic floors, double insulating windows in all rooms of the house and smooth painted walls. The house is located just 3 minutes walk from the Plaza de la Constitución, in a very quiet area with supermarkets, schools, public transport, restaurants, etc. Community fees: €75 IBI expenses: €933.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,3143.0,https://www.idealista.com/inmueble/102502384/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/e5/7b/1158848294.jpg,Calle José María Moreno no number,False,-3.9269653,Casco Antiguo,Torrelodones,nan,chalet,nan,False,nan
2,Madrid,154.0,True,False,"{'subtitle': 'Casco Antiguo, Torrelodones', 'title': 'Flat in Calle Juan Van-Halen, 11'}",True,4,True,True,False,76,LODON-00616,es,False,101182194,450000.0,40.5768416,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"CAN YOU IMAGINE LIVING ONE STEP FROM EVERYTHING, WITH ALL TYPES OF SERVICES WITHIN REACH OF YOUR HAND IN ONE OF THE BEST URBANIZATIONS LOCATED IN THE CENTER OF TORRELODONES WITH INCREDIBLE COMMON AREAS? We present this magnificent home of 154 square meters, located on Calle Poeta Juan Van Halen, and distributed on a single floor. It consists of a large hall that gives access to: Bedroom or office with built-in wardrobe, Living-dining room of about 32 square meters with terrace, air conditioning and with lights to the East and West, which allows you to enjoy magnificent light throughout the day. , Kitchen of about 15 square meters with portable refrigeration system, induction hob, extractor hood and electric oven in stainless steel and with German-made furniture with large storage capacity. Finally we access the rest area made up of a distribution with a built-in wardrobe, two double bedrooms with built-in wardrobes, a bathroom (bathtub) and a master bedroom suite with a large dressing room, a bathroom (a walk-in shower with a hydromassage column) and a terrace. Its privileged orientation (East, West and South) gives it great luminosity throughout the day. Qualities: Exterior carpentry in lacquered aluminum (Climalit), Interior carpentry in oak wood, oak flooring, individual heating (mixed Saunier Duval condensation wall boiler) powered by natural gas, awnings, hot-cold air conditioning in the living room, Portable refrigeration system with window adapted for steam outlet in kitchen, marble flooring and vertical walls in en-suite bathroom. GARAGE SPACE with capacity for one large and one small vehicle. Excellent urbanization with large garden areas, community pool and playground. DON'T HESITATE TO VISIT IT! But, there is even more.. . if you would like to have a space independent of the home, located above it with a separate entrance, we offer you the possibility of also acquiring an INDEPENDENT PENTHOUSE (storage room in registration) located on the lower deck of the building, about 66 square meters of floor space (23 m² in writing), distributed in a hall, pantry, full bathroom (shower), area enabled for kitchen installation, and open space with a large built-in wardrobe. Qualities: Wooden flooring, interior wood carpentry, exterior carpentry (wood – velux). It has Hot Water and Heating (Electric Accumulators) for only 60,000 EUROS more.",False,{'typology': 'flat'},good,2922.0,https://www.idealista.com/inmueble/101182194/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/9d/dd/1199810081.jpg,"Calle Juan Van-Halen, 11",False,-3.9278801,Casco Antiguo,Torrelodones,2,flat,nan,False,nan
4,Madrid,600.0,False,False,"{'subtitle': 'La Berzosilla, Torrelodones', 'title': 'Detached house'}",True,6,False,nan,True,42,1219,es,nan,94254120,1150000.0,40.5883943,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Classic-style detached villa with comprehensive design reform in a unique environment and 3.600 m2 of land in Torrelodones. Spectacular villa with a lot of charm, renovated and with wonderful views in Torrelodones. The villa, of about 600 m2, is currently divided into 2 independent houses with a garden and a swimming pool each. The main house is distributed over 2 floors. The ground floor consists of: Entrance hall, 60 m2 living room with fireplace and exit to the porch and garden. Kitchen office with natural stone walls, slate floor and countertop, ceramic hob, laundry area, connected to the living room and exit to the sunny area of the plot to hang. 2 bedrooms: 1 en suite with bathroom and the master bedroom, en suite with bathroom (shower and bathtub) and dressing room. Large windows to the garden with semi-armored glass and high security shutters. On the first floor: Open office, 30 m2 living room or living room with fireplace, 2 complete bathrooms (1 with shower and one with bathtub and shower) and 2 bedrooms with terrace and excellent views. Air coditioner in all the house. The whole house renovated with magnificent qualities and home automation with the latest advances. This house enjoys a beautiful garden with 80 m2 of porch, swimming pool with saline treatment plant and lighting, irrigation throughout the plot, machine room, basement (with a huge storage room, boiler and diesel tanks) and a covered parking area. The second home consists of: 25 m2 living room with fireplace and exit to the garden. Kitchen with ceramic hob and exit to the garden. Complimentary toilet. 3 bedrooms; the main en suite with bathroom (bathtub) and other 2 bedrooms that share 1 bathroom. Wash zone. This second home also has air conditioning throughout the house and its own garden with a pool. Both houses can communicate as a single house by the kitchen / living room area:.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1917.0,https://www.idealista.com/inmueble/94254120/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f2/1f/ec/884668702.jpg,La Berzosilla,False,-3.9478724,La Berzosilla,Torrelodones,nan,chalet,nan,False,{'groupDescription': 'Highlight'}
4,Madrid,300.0,True,False,"{'subtitle': 'Colonia, Torrelodones', 'title': 'Semi-detached house'}",False,5,True,nan,False,32,RFV7163,es,nan,103806176,550000.0,40.5843805,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Discover exclusivity and comfort in this charming semi-detached house located near the prestigious Colonia de Torrelodones, in the peaceful area of Las Minas. Located on a quiet and almost private street, this home offers a serene and elegant retreat. The property stands on a landscaped plot, with a recently renovated private pool with stoneware floor and salt chlorination system, providing an oasis of freshness and relaxation. The exclusivity is elevated with direct access from the garden to another street, providing a unique feeling of connectivity and convenience. The chalet, with an area of 300m² distributed over 3 floors, reveals modern and functional architecture. The main floor welcomes you with a spacious living room, resplendent with natural light, a cozy fireplace and a split-type air conditioning system to condition the environment to your liking. From here, you directly access the lush garden, creating a fluid space between inside and outside. The kitchen, of generous dimensions, is presented as the epicenter of family life. Fully furnished and with an integrated laundry area, it also has direct access to the dining room. On this floor, you will also find a guest toilet and an office, ideal for meeting daily and professional needs. Going up to the 1st floor, you will discover 4 large, very bright bedrooms, the main one being en suite with its own bathroom. 2 additional bathrooms complete this level, serving the other 3 bedrooms with elegance and style. The semi-basement floor houses a functional storage room, a versatile games room and a three-car garage with automatic door, guaranteeing more than enough space for your storage and entertainment needs. This semi-detached house in Torrelodones is not simply a property; It is a home where exclusivity meets comfort. Immerse yourself in the elegance and luxury of every corner, and make this residence your personal sanctuary in Las Minas. Welcome to a life of distinction!",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1833.0,https://www.idealista.com/inmueble/103806176/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/0d/9e/1200705468.jpg,Colonia,False,-3.9546278,Colonia,Torrelodones,nan,chalet,nan,False,nan
4,Madrid,277.0,True,False,"{'subtitle': 'Colonia, Torrelodones', 'title': 'Detached house in Calle Javier García de Leániz, 48'}",True,6,True,nan,False,80,0047-00601,es,nan,103631177,897000.0,40.5751226,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"We do not charge the buyer, and we share a fee if you bring us a client. Magnificent New Construction individual villa on a 621 m2 plot in the best area of ​​La Colonia (Torrelodones). Distributed over 2 floors with 6 bedrooms, 1 of them en suite, 4 bathrooms, living room with two rooms of 65 m2, and kitchen with office of 30 m2. The house is distributed in different heights.At the entrance we find a large kitchen with an office and laundry area.In the sleeping area we have 4 bedrooms.The main one is en suite with a large window with views, and a bathroom with a shower, with the possibility of using the next bedroom for a dressing room.The other bedrooms share two bathrooms, one of them with a bathtub and the other with a shower. Going down to the living room we have a bathroom with another bedroom, independent from the rest. From the living room itself there is another room that can be used as a living room or office. The living room with a large window with access to the garden through a porch.It has a built-in cassette-type fireplace. All blinds are electric.Prepared to install video surveillance cameras. Underfloor heating and cooling with aerothermal system (hot/cold) which gives the home an A energy rating. Parking for 2 large cars. It is located in a privileged area in the Colonia de Torrelodones area.Close to the Renfe station, with several bus lines, and close to schools, daycare centers, sports centers and shops.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,3238.0,https://www.idealista.com/inmueble/103631177/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dc/9e/ed/1195480399.jpg,"Calle Javier García de Leániz, 48",False,-3.9540198,Colonia,Torrelodones,nan,chalet,nan,False,{'groupDescription': 'Highlight'}
5,Madrid,487.0,True,False,"{'subtitle': 'Colonia, Torrelodones', 'title': 'Detached house in Calle Teodoro Domingo'}",False,4,True,nan,True,81,nan,es,nan,101502564,850000.0,40.5829531,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Cuadrado & Burgos Asesores sells this magnificent property. Detached villa with an excellent location, close to schools, shopping centers, Civil Guard, 10 minutes walk from the train and quick access to the A6. 487 m2 villa built on three floors. Plot of 1,722 m2. 32.50 m of façade. with consolidated trees, conifers, fruit trees, with a well. Ground Floor: (191 m2 built) Large hall. Living-dining room of 42 m2 with fireplace. Kitchen with access to the plot. A toilet, three large bedrooms and two bathrooms, one in the main room. First Floor: (59 m2 built) A large hall, a large room and a bathroom. In the semi-basement (236 m2 built) there is a large 41 m2 garage, a cellar, a bathroom, several bedrooms and a large living room, all rooms with windows.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1745.0,https://www.idealista.com/inmueble/101502564/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/7e/91/1128636125.jpg,Calle Teodoro Domingo,False,-3.9503075,Colonia,Torrelodones,nan,chalet,nan,False,nan
4,Madrid,250.0,True,False,"{'subtitle': 'Los Ángeles - Jarandilla, Torrelodones', 'title': 'Terraced house in Calle Manuel López Villaseñor'}",False,4,True,nan,False,50,MG224,es,nan,100440610,795000.0,40.5782207,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Townhouse in Torrelodones Pueblo. With an area of 250 m² built on a 290 m² plot. Located in the heart of the town. It has 4 bedrooms, 3 of them en suite, and 4 bathrooms. Main floor distribution: Large hall, kitchen with access to the garden and connection to the living room. Bedroom on the ground floor and bathroom. Garage and laundry area. On the first floor: large living room, with distribution to the 3 bedrooms. Good condition. Very bright house with large windows. It has air conditioning in the living room and master bedroom. In the rest of the bedrooms it has the connections to be able to install it. Interior carpentry in white lacquered wood. Exterior carpentry in aluminum with double glazing. Stoneware and wooden floors. Large closets dressed. Natural gas heating. Covered garage space and parking area in the garden, with electric supplier. Garden with artificial grass meadow and raised pool. Magnificent location, close to all the services of Torrelodones Pueblo. With direct connection to the A-6 motorway.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,3180.0,https://www.idealista.com/inmueble/100440610/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/83/a5/1086418750.jpg,Calle Manuel López Villaseñor,False,-3.9358838,Los Ángeles - Jarandilla,Torrelodones,nan,chalet,nan,False,nan
