bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus
3,Madrid,174.0,True,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Semi-detached house in Calle Arroyo Grande, 93'}",False,4,False,nan,False,34,MZC756,es,nan,512950.0,101927279,40.6917641,True,nan,sale,nan,"Moralzarzal; promotion ARROYO DEL MORAL II, Semi-detached house BRAND NEW Maximum efficiency, ENERGY CERTIFICATE A 173 m2 built + 45 m2 floored in stoneware, klinker at the entrance and exterior porch + 45 m2 At the entrance of vehicles in stamped concrete and on a plot of 301 m2, practical distribution on 2 floors; On the lower floor there is an entrance hall, which leads to a bedroom, a complete bathroom, a 35 m2 living room with access to the garden and a large 12 m2 fully furnished kitchen, and on the upper floor there are 3 bedrooms (the main one with 212 suite type with terrace), and 2 bathrooms, high quality (large-format rectified porcelain flooring, armored entrance door, aerothermal heating, underfloor heating and cooling, spacious and extremely bright rooms, very well located in a quiet and residential area, surrounded by green areas, schools (kindergartens, Leonardo da Vinci school.. . ), as well as means of transport, and a step away from the urban center.",True,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",newdevelopment,2948.0,https://www.idealista.com/obra-nueva/101927279/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/c7/06/1138309719.jpg,"Calle Arroyo Grande, 93",False,-3.9707054,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
3,Madrid,174.0,True,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Semi-detached house in Calle Arroyo Grande, 93'}",False,4,False,nan,False,34,MZC747,es,nan,498310.0,101927278,40.6917641,True,nan,sale,nan,"Moralzarzal; promotion ARROYO DEL MORAL II, BRAND NEW semi-detached house, maximum efficiency, ENERGY CERTIFICATE A, 173 m2 built + 45 m2 flooring in klinker stoneware at the entrance and exterior porch + 45 m2 in stamped concrete driveway on a 301 m2 plot, practical distribution on 2 floors; On the lower floor there is an entrance hall, which leads to a bedroom, a complete bathroom, a 35 m2 living room with access to the garden and a large 12 m2 fully furnished kitchen, and on the upper floor there are 3 bedrooms (the main one with 21 m2 suite type with terrace) and 2 bathrooms, high quality (large-format rectified porcelain flooring, armored entrance door…), aerothermal heating, underfloor heating – refreshing, spacious and extremely bright rooms, very well located in a quiet area and residential, surrounded by green areas, schools (kindergartens, leonardo da vinci school... ), as well as means of transport, and a step away from the urban center.",True,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",newdevelopment,2864.0,https://www.idealista.com/obra-nueva/101927278/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/98/4c/1138309723.jpg,"Calle Arroyo Grande, 93",False,-3.9707054,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
3,Madrid,174.0,True,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Semi-detached house in Calle Arroyo Grande, 93'}",False,4,False,nan,False,34,MZC753,es,nan,492800.0,101927261,40.6917641,True,nan,sale,nan,"Moralzarzal; promotion ARROYO DEL MORAL II, BRAND NEW semi-detached house, maximum efficiency, ENERGY CERTIFICATE A, 173 m2 built + 45 m2 flooring in klinker stoneware at the entrance and exterior porch + 45 m2 in stamped concrete driveway on a 301 m2 plot, practical distribution on 2 floors; On the lower floor there is an entrance hall, which leads to a bedroom, a complete bathroom, a 35 m2 living room with access to the garden and a large 12 m2 fully furnished kitchen, and on the upper floor there are 3 bedrooms (the main one with 21 m2 suite type with terrace) and 2 bathrooms, high quality (large-format rectified porcelain flooring, armored entrance door…), aerothermal heating, underfloor heating – refreshing, spacious and extremely bright rooms, very well located in a quiet area and residential, surrounded by green areas, schools (kindergartens, leonardo da vinci school... ), as well as means of transport, and a step away from the urban center.",True,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",newdevelopment,2832.0,https://www.idealista.com/obra-nueva/101927261/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/d1/0b/1138309714.jpg,"Calle Arroyo Grande, 93",False,-3.9707054,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
3,Madrid,174.0,True,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Semi-detached house in Calle Arroyo Grande, 93'}",False,4,False,nan,False,34,MZC743,es,nan,487950.0,101927260,40.6917641,True,nan,sale,nan,"Moralzarzal; promotion ARROYO DEL MORAL II, BRAND NEW semi-detached house, maximum efficiency, ENERGY CERTIFICATE A, 173 m2 built + 45 m2 flooring in klinker stoneware at the entrance and exterior porch + 45 m2 in stamped concrete driveway on a 301 m2 plot, practical distribution on 2 floors; On the lower floor there is an entrance hall, which leads to a bedroom, a complete bathroom, a 35 m2 living room with access to the garden and a large 12 m2 fully furnished kitchen, and on the upper floor there are 3 bedrooms (the main one with 21 m2 suite type with terrace) and 2 bathrooms, high quality (large-format rectified porcelain flooring, armored entrance door…), aerothermal heating, underfloor heating – refreshing, spacious and extremely bright rooms, very well located in a quiet area and residential, surrounded by green areas, schools (kindergartens, leonardo da vinci school... ), as well as means of transport, and a step away from the urban center.",True,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",newdevelopment,2804.0,https://www.idealista.com/obra-nueva/101927260/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/20/ef/1138309507.jpg,"Calle Arroyo Grande, 93",False,-3.9707054,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
4,Madrid,210.0,True,False,"{'subtitle': 'Zona Centro, Moralzarzal', 'title': 'Semi-detached house in Calle prado abuelos'}",False,4,False,nan,False,68,nan,es,nan,530000.0,103783352,40.6806888,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"BRAND NEW semi-detached house, located two minutes walk from the Plaza de la Constitución.It has a built area of 210 m2 with the possibility of expansion, a large garden and views of the mountains. Maximum energy efficiency = A. Very good thermal insulation, 10 cm SATE and 5 cm of air chamber filled with polyurethane foam on facades.Roofs with blown rock wool.PVC windows with climalit glass and low emissivity.All LED lights.Pre-installation for solar panels.Maximum energy efficiency.Grade A. The home has a controlled mechanical ventilation system, with the possibility of timing or disconnection according to interest.Top quality, no plasterboard... All rooms have large built-in wardrobes with mirrors, electric windows, pre-installation for air conditioning and internet and antenna sockets.Large kitchen with top quality appliances and furniture.Pre-installation for electric vehicle charger in garage. The house is currently distributed over 3 floors, although the living space can be expanded in the attic by adding 2 bedrooms and a bathroom, which is already practically done. We are welcomed to the house by a charming porch perfect for placing a magical corner with spectacular views of the mountains that leads to the social floor of the house where we find the kitchen with a wonderful design and large windows, the living room with a terrace and views of the garden, which could be connected to the back garden, a bathroom and a room with a built-in wardrobe. On the first floor we find 3 bedrooms, one with an en-suite bathroom and a terrace with views of the mountains and two other large bedrooms with built-in wardrobes that also have another bathroom to share in the hall with a bathtub.From here you can place a staircase if you want to expand the house with two more bedrooms and a bathroom. In the basement we have the pellet boiler room in perfect condition, as well as an independent room (without window) perfect for a workshop or storage room.This floor has a large bathroom now used as a laundry room and a very large space where 2 cars and more can fit.This space has a multitude of possibilities. Regarding the garden, better to see it.We have a back and front garden, all flat with a lot of space to really have whatever you want, a garden, a children's park, several living areas, a swimming pool, a barbecue...whatever you want! It has automatic irrigation and a lot of privacy.Very quiet area with spectacular views of the mountains on both sides. If you think this could be your home, we will be happy to accompany you to visit the house.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2524.0,https://www.idealista.com/inmueble/103783352/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/e8/68/1199992796.jpg,Calle prado abuelos,False,-3.9742031,Zona Centro,Moralzarzal,nan,chalet,False
3,Madrid,190.0,True,False,"{'subtitle': 'Zona Los Lagos, Moralzarzal', 'title': 'Semi-detached house'}",False,4,False,nan,False,77,04435,es,nan,420000.0,101393525,40.6694882,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Moralzarzal is a municipality located at the foot of the Sierra de Guadarrama.It is located 47 km from Madrid THIS PROPERTY IS SPECIAL BECAUSE Living in an unparalleled natural environment in the town and where they will not be able to build in front of your home, because it is Cañada Real.Have incredible natural light, due to the east-west-south orientation of the house.A step away from the best natural enclaves of the community, without giving up good municipal, gastronomic, school, transportation, leisure and commercial services. DISTRIBUTION The house is located in a row of townhouses, occupying the corner that borders the Cañada Real, with exceptional views.The property is located on a plot of 262 square meters and is distributed over three levels, with a garden that surrounds the house on three sides, measuring approximately 180 square meters. The ground floor consists of a closed access to the home, an entrance hall, a staircase leading to the upper floors, a large independent kitchen with an office, a guest toilet, a living-dining room with a fireplace with a cassette player, a multipurpose room that can be converted into a bedroom with access from the kitchen and garden. The garden has a built-in barbecue with sink and pergola with awning.In addition to a boiler room and separate storage room with entrance from the garden. The first floor consists of a hall, 3 bedrooms, one of them en suite (with a king size shower) and another bathroom (also with a shower) that serves the rest of the rooms; all bedrooms with built-in wardrobes. Open-plan attic of 50 square meters with two large windows, one is a porthole with a diameter of 1 meter and a velux of 1.32 x 0.95.Very well insulated and with large closets taking advantage of the falls in the roof.It is prepared to install a complete bathroom with downspouts and pipes, currently there is already a sink.The attic has a hot/cold pump and fireplace. IT'S IMPORTANT TO KNOW The entire house with natural ventilation, except for the guest toilet. The property has made many renovations to the home, among which it is worth highlighting: Complete plumbing ((with change of manholes). Electricity for the entire home. Double glazed tilt-and-turn aluminum windows with the corresponding mosquito nets and solid bars with a key. New kitchen. New flooring throughout the house. New bathrooms. Fiber optics with signal amplification in all homes. Armored entrance doors. COMMUNICATIONS The Francisco Larrea coach company and the Príncipe de Asturias bus station have their headquarters in the municipality, from where several lines depart to Collado Villalba, Madrid, Moncloa, Cerceda, Colmenar Viejo, Plaza Castilla and the night bus to Madrid, Moncloa. The town is crossed by the M608 that connects with Collado Villalba from where we take the NVI and on the other side with Cerceda from where it connects us with Navacerrada and Colmenar Viejo. EDUCATION In the municipality there are public and private nursery schools, as well as public and private schools and institutes. HEALTH The town has a Public Health Center, a private clinic, several pharmacies and veterinary clinics.And 4 km away is the Collado Villalba General Hospital. TRADE, SERVICES AND LEISURE As for services, you will not miss any. Great variety of shops of all kinds, highlighting food (Mercadona, Hiber, Udaco, Froiz, etc.) and restaurants with the largest offering in the area (El Tablao, Cenador de Salvador, Fogón de los Arrieros...) Great offer of leisure, cultural and outdoor activities. If you want to live in a quiet place, surrounded by nature, with all kinds of services and just a stone's throw from the city, do not hesitate to contact us, we have your family's next home.WE ARE WAITING FOR YOU, YOU WON'T REGRET IT.ASK US FOR OTHER PROPERTIES IN THE AREA..",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2211.0,https://www.idealista.com/inmueble/101393525/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7c/c1/5b/1189095379.jpg,Zona Los Lagos,False,-3.9701934,Zona Los Lagos,Moralzarzal,nan,chalet,False
7,Madrid,538.0,True,False,"{'subtitle': 'Zona Polideportivo Colonia, Moralzarzal', 'title': 'Detached house'}",True,6,False,nan,False,67,JW1147,es,nan,555000.0,103808427,40.6762492,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","AN EXCLUSIVE HOUSING IN MORALZARZAL, WITH VIEWS OF THE SIERRA DE MADRID We are probably looking at the LARGEST home currently for sale in the municipality.There are 538 m² of housing built (data according to cadastre) to which we add the pool and the fronton, making the complex a total of 776 m².All of this is framed by a 1,684 m² plot of land (data according to cadastre) that provides absolute privacy, both due to its size and the fact that it borders only one neighbor. THE HOUSE This house occupies a land area of about 214m2 and is distributed in: -MAIN FLOOR: Accessed through a generous L-shaped porch with a pleasant front and side view of the garden and which can accommodate different environments.Once inside, the magnificent living/dining room stands out, distributed in several rooms and with a unique free-standing stone fireplace (it is not attached to any wall).On the same level we find the kitchen, with direct access to the garden, a pantry, a room with an en-suite bathroom (which could be the service bedroom) and, finally, a guest toilet. -UPPER FLOOR: 5 very spacious bedrooms, 3 of them with an en-suite bathroom, and a bathroom that serves the remaining 2.The double windows in these bedrooms stand out architecturally. -SELF-BASEMENT FLOOR: There is a garage for at least 3 vehicles, a living room with barbecue designed for gatherings with family/friends, the wine cellar, a toilet and several storage spaces. THE LAND Without much unevenness, with consolidated vegetation and extensive trees.It has a WELL and houses, among other things, a fairly large swimming pool and a fronton court.The aforementioned intimacy of this property stands out, especially due to the vegetation itself, but without forgetting the beautiful VIEWS of the Sierra Madrileña that this property enjoys. THE ENVIRONMENT It is absolutely residential, with walking areas, bordering a park and just a 5-minute walk from supermarkets, pharmacies, restaurants, etc.The old town is only 10 minutes away.walking.The Villalba General University Hospital is about 10 minutes away.by car.There are several schools in the area, both public and private, such as Fontenebro International School. Being in the Sierra de Guadarrama and with an altitude of almost 1,000m, in the vicinity you will have many routes for hiking and other nature sports. Call us to arrange a visit without any obligation.In addition, we DO NOT charge fees to the purchasing party (we advise that you always consult before visiting a home), the final price being the advertised one, with the exception of the tax levied on the sale and notary/registration expenses.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1032.0,https://www.idealista.com/inmueble/103808427/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/10/24/1200793105.jpg,Zona Polideportivo Colonia,False,-3.9621919,Zona Polideportivo Colonia,Moralzarzal,nan,chalet,False
4,Madrid,236.0,True,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Terraced house in Calle de Cerquillas'}",False,3,True,nan,False,63,1901/128,es,nan,420000.0,103707868,40.6821779,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"REF.1901/128.SUPERB TOWNHOUSE IN URBANIZATION IN A CENTRAL AND QUIET AREA OF MORALZARZAL Magnificent 236m2 semi-detached house built in a very quiet and family-friendly urbanization, located in the center of Moralzarzal.To enter to live very careful and like new. The 236m² of housing are spread over three floors.The main floor consists of an entrance garden and garage, a large hall with a closet and a room equipped as a living room, a large kitchen with new appliances included in the price, a toilet and a large living room distributed in a dining area and a lounge area. television, where you have access to a beautiful terrace-garden with direct access to the green areas and community pool, ideal to enjoy with the family. On the second floor we find a master bedroom suite with a full bathroom and two other double bedrooms with another full bathroom, all very spacious and with large built-in wardrobes in all rooms. The upper floor is a 50m² attic and has two Velux windows that give a lot of light; a full bathroom, a space with multiple possibilities, ideal for a storage room, bedroom, playroom, etc… Ceramic stoneware floors throughout the house.Passage doors in wood color.Aluminum exterior carpentry with climalit glass.Heating and hot water using a piped gas boiler, a modern boiler recently installed (one month), all made of top quality materials and recent construction in 2008. Located in a very quiet and familiar urbanization that is also very central, it has a beautiful community pool with green areas. Located very close to the center of Moralzarzal, with all services within walking distance, schools, nurseries, institutes, shops, supermarkets, banks, health center, pharmacy, restaurants and leisure areas...And just a step away from La Tejera and La Dehesa park to practice outdoor sports and enjoy with your children and your pets.Has it all. *The offered price of this property does not include the internal furniture of the home except for the kitchen, which is all included.The surface of the property has been provided by the seller, consulted in the Electronic Headquarters of Cadastre or Property Registry, and there may be some variation with the real surface.We inform you that, in the offered sale price, the purchase and sale expenses are not included: notary, registry, agency, ITP (Property Transfer Tax) and/or bank expenses that may be generated. If you have any questions or concerns or would like to schedule a visit, please do not hesitate to contact us! If you need financing, our Alfa Credit financial department advises you on everything you need, thanks to our unique collaboration agreements with banking entities. CONSULT WITH ALFA CREDIT FOR THE BEST FINANCING.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1780.0,https://www.idealista.com/inmueble/103707868/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/13/1e/a8/1197760558.jpg,Calle de Cerquillas,False,-3.9736655,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
3,Madrid,183.0,True,False,"{'subtitle': 'Zona Colegios, Moralzarzal', 'title': 'Semi-detached house in Calle Alfonso x El Sabio, 47'}",False,4,False,nan,False,15,Tipo 2,es,nan,464910.0,100242881,40.67061,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Exclusive promotion of 12 homes in Moralzarzal. Semi-detached houses of 183 m2 distributed over 2 floors with 4 bedrooms, 3 bathrooms, 17 m2 fitted kitchen, 40 m2 living-dining room. , 2 exterior garage spaces and plots from 375 m2. Type A energy classification, thanks to the aerothermal system for hot and cold underfloor heating. Porcelain floor. Developed in a natural environment 5 min. supermarkets, school and the bus line that communicates with Madrid.",True,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",newdevelopment,2540.0,https://www.idealista.com/obra-nueva/100242881/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/ee/da/1074776812.jpg,"Calle Alfonso X El Sabio, 47",False,-3.9792,Zona Colegios,Moralzarzal,nan,chalet,False
3,Madrid,225.0,True,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Detached house'}",True,6,False,nan,False,51,1488,es,nan,491000.0,103835013,40.6980119,False,nan,sale,nan,"Ref 1488.Detached chalet with bedroom and bathroom on the ground floor. Independent with minimal electricity and heating costs, in a quiet residential area close to livestock trails for walking, cycling, etc., just 250 meters from the commercial area (supermarkets, veterinarian, bazaar, appliance store, bars/restaurant, etc.) and 300 meters from the bus to Madrid/ Moralzarzal Very comfortable and bright home of approximately 225 m2.divided into: Ground floor: large hall with built-in wardrobe and large storage room, living room with fireplace (cassette), fitted kitchen with pantry and direct access to the garden, double bedroom with built-in wardrobe, bathroom with shower, auxiliary living room.Room-storage room of approximately 21 m2.under independent construction. First floor: hall, 5 double bedrooms with large built-in wardrobes, bathroom with shower and toilet. The plot of 1090 m2 approx.where the house is located is beautiful, flat, with a large pool (approx. 37 m2.), trees (apple, olive, laurel, almond trees, etc.), wood oven, with enough space to plant your own garden, chillout area. This home is ideal for families with children, thanks to its characteristics of the interior and exterior space (due to the large area of land to play and have fun). The house has the installation of 12 solar panels with lithium batteries (to accumulate light), with a system to be independent of the grid (if desired.) The air conditioning is by Aerotermia Daikin system with 2 outdoor units (cold heat pump).All rooms have an independent and programmable interior wall unit, except in the bathrooms, which have 500W electric towel radiators. The entire house is exterior, that is, it has a window with good views of the mountains or countryside. The exterior carpentry is white aluminum, with metal Majorcan blinds. Stoneware floors. Interior carpentry in pine. No community fees. Siglo XXI Moralzarzal, does not charge fees to buyers. Moralzarzal is a very charming town, located approximately forty-five kilometers from Madrid (on A6), with two bus lines (one to the Moncloa interchange with a bus every ten minutes during rush hour and another to the Plaza Castilla interchange with a bus every twenty minutes during rush hour). The town has a cultural center with all types of courses (such as Computer Science, Drawing and Painting, Furniture Restoration, Pilates, Cutting and Sewing, Patchwork, Bolillos, etc...), municipal theater with current works, short film festival, gastronomic days. It also has public and private nursery schools, two bilingual public schools, a charter school/institute and a private school/institute. A sports center with an indoor pool, hydrotherapy center, sports club (volleyball, athletics, rugby, Subbuteo, Table Tennis, Chess Academy – Chess, Acrobatic Gymnastics, Mountain Bike School, soccer, paddle tennis.tennis, badminton) skatepark courts, pumptrack circuit.Library (children's and adult reading club, story-telling, internet, study room). If you have any questions we are on Calle la Huerta, 28 (same sidewalk as the Florist, Dry Cleaner) Moralzarzal. With more than 27 years of uninterrupted experience and a qualified real estate agent (A.P.I.) we offer help with all your real estate procedures: Buying and selling real estate.Rentals with the maximum guarantee and non-payment insurance.Mortgage management.Energy efficiency certificates.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2182.0,https://www.idealista.com/inmueble/103835013/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d7/b5/b3/1201678093.jpg,Zona Iglesia - Estación,False,-3.9621207,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
3,Madrid,312.0,True,False,"{'subtitle': 'Zona Centro, Moralzarzal', 'title': 'Semi-detached house in Calle De Cruz De Mayo'}",False,4,False,nan,False,55,3580,es,nan,495000.0,103005683,40.6782046,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"TORALIA CAPITAL puts at your disposal a magnificent semi-detached house in Moralzarzal. The house has various outdoor areas, with a large swimming pool, barbecue area, spectacular terrace with garden, the garden has automatic irrigation. The entrance has a large hall, with a guest toilet, a living room with a fireplace and a pellet system. Separate kitchen, and large bedroom. From the living room there is direct access to the back of the house where we find a garden, barbecue area and rest area and in the front is the pool. The interior of the house is distributed as follows: LOW LEVEL Large living room with fireplace and Pellet stove, large independent kitchen, guest toilet, bedroom on the first floor and exit to the covered porch with a rustic wooden gazebo with views of the pool and the mountains. FIRST FLOOR On this floor we find 3 very spacious and bright bedrooms, including the master bedroom with a large dressing room and en-suite bathroom with a terrace overlooking the mountains and 1 second full bathroom. BASEMENT Large room for different uses, gym, cleaning room and boiler room. Ideal for those looking for comfort, large spaces and being surrounded by nature and tranquility, this is without a doubt a great opportunity to achieve a better quality of life, near a large capital like Madrid, a unique area of semi-detached houses with little noise. CHARACTERISTICS: Interior carpentry: lacquered wood Exterior carpentry: aluminum Heating: individual natural gas and Pellets High quality AC5 flooring Area suitable for hiking, cycling, horse riding, 10 minutes from the Villalba Hospital. It is very well connected, just 5 minutes from the town center of Moralzarzal, 10 minutes from the central bus station, about 25 minutes to Madrid by car on the A6. Near the house we find schools, nursing homes, veterinarians and a shopping area, supermarkets and all kinds of restaurants and entertainment venues. Very good communication, bus stop less than 50 meters away.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1587.0,https://www.idealista.com/inmueble/103005683/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/9e/50/1180245317.jpg,Calle DE CRUZ DE MAYO,True,-3.9779147,Zona Centro,Moralzarzal,nan,chalet,False
3,Madrid,323.0,False,False,"{'subtitle': 'Zona Centro, Moralzarzal', 'title': 'Detached house in Nuestra Señora De La Begoña'}",False,5,False,nan,False,24,nan,es,nan,550000.0,103835284,40.6780812,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","REAL ESTATE HOMES PRESENTS EXCLUSIVELY! 100% FINANCING AND FREE FINANCIAL STUDY WITHOUT OBLIGATION. Welcome to the residence of your dreams, where luxury and comfort meet in harmony. This exceptional villa with 5 bedrooms and 2 very spacious living rooms in Moralzarzal offers an exclusive and quiet living experience, with all the comforts you can imagine. Outstanding Features: • 5 Spacious Rooms. • Natural Gas System for Greater Convenience. • Very cozy terrace on the second floor. • Modern and Equipped American Kitchen. • Large Garage Space. • Private Pool for your Relaxing Moments. • Fireplace in Perfect Condition for Cozy Environments. • High Ceilings in the Living Room for a Unique Atmosphere. • Barbecue Area to Enjoy with Friends and Family. Description: This chalet has been designed with comfort and entertainment in mind. With 5 bedrooms, we guarantee ample space for the whole family by having 2 living rooms. The 3 bathrooms offer comfort and privacy, while the kitchenette is perfect for family meals. The immaculate fireplace adds a cozy touch, and the high ceilings in the living room create a unique and spacious atmosphere. In addition, this chalet has a barbecue area, ideal for enjoying unforgettable moments with friends and family. The large garage space ensures space for your vehicles and additional storage. Enjoy moments of fun and relaxation in your own private pool, and take advantage of the generous 640 square meter plot to create your own oasis. Don't miss the opportunity to acquire this unique chalet with all these features and an incredible barbecue area! For more information or to schedule a visit, contact us now! This is your opportunity to acquire a unique residence in Moralzarzal, where comfort and modernity merge perfectly. This property has a lower part completely renovated 8 years ago. Location: Located in Moralzarzal, this property gives you the tranquility of the natural environment, with the comfort of being close to local amenities. Don't miss the opportunity to acquire this unique property with a renovated lower part and an upper part full of charm! For more information or to schedule a visit, contact us now!",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1703.0,https://www.idealista.com/inmueble/103835284/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/a3/af/1201684423.jpg,NUESTRA SEÑORA DE LA BEGOÑA,False,-3.9715331,Zona Centro,Moralzarzal,nan,chalet,False
4,Madrid,204.0,True,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Semi-detached house in Calle Linar de la Maliciosa'}",True,5,False,nan,False,47,Moralzarzal,es,nan,484000.0,103059991,40.6982506,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"RSL GROUP sells EXCLUSIVELY MAGNIFICENT and SPECTACULAR VILLA located in one of the best residential areas of MORALZARZAL. 518 M2 of graphic surface in which we find a corner and semi-detached house on one of its sides with 202 m2 built on THREE FLOORS. The plot has more than 500 m2 (spread over the front, side and back of the house) with a beautiful porch with direct access from the living room. Private pool and covered parking spaces for cars on the side of the house. The construction is divided into THREE FLOORS as follows: BASEMENT. Completely renovated and enabled as an INDEPENDENT APARTMENT of the chalet. Large living room with kitchenette, master bedroom and suite bathroom with shower. Completely independent entrance with security door and private key. FIRST FLOOR. Direct access through the main door of the house or through the porch area. Large living room with double room, kitchen with dining and cooking area, hallway and one of the main bedrooms with a bathroom at the end of it. In the middle of the floor we find a storage room to store all types of cleaning products. SECOND FLOOR. Location of all the rest rooms where we locate the three bedrooms and two of the bathrooms. All rooms are exterior, with large built-in wardrobes and one of them with a suite bathroom. The entire construction was carried out according to the personal taste of the selling party, taking care of all types of details and leaving a modern and renovated construction in each of the most important parts of the home. As can be seen in the photographs, the entire house is exterior, enjoying all possible orientations of the sun. The Community has a tennis court for the private use of the neighbors. Children's park nearby. Bus stop walking from the house and main station 2.5 km away. CURRENTLY THE CHALET IS BEING RENTED BY ROOMS WITH A MONTHLY INCOME OF MORE THAN 2500 EUROS. Consolidated area with great detail on the property and services around. Residential environment in which just a few minutes by car or public transport from the door we have leisure areas, supermarkets, bars, banks and restaurants with their attractive terraces. Consult without obligation any possibility of financing and granting a mortgage loan.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2373.0,https://www.idealista.com/inmueble/103059991/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/8c/b4/1176702925.jpg,Calle Linar de la Maliciosa,False,-3.9548258,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
